disclosure,horizon,challenger,n_obs,n_days,dm_se_clu,p_se_clu,dm_qlike_vol_clu,p_qlike_vol_clu,dm_qlike_var_clu,p_qlike_var_clu,holm_se_clu,holm_qlike_vol_clu,holm_qlike_var_clu,better_se_holm,better_se_raw,worse_se_holm,better_qlike_vol_holm,better_qlike_vol_raw,worse_qlike_vol_holm,better_qlike_var_holm,better_qlike_var_raw,worse_qlike_var_holm
long_form,5,C4_longformer,7951,809,6.062261999410395,2.0584214291388566e-09,7.623391072832689,6.934620868041227e-14,8.885328108057763,4.084851608297015e-18,2.264263572052742e-08,7.62808295484535e-13,5.3103070907861194e-17,False,False,True,False,False,True,False,False,True
long_form,5,C5_qwen3,7951,809,5.9220766395603786,4.699517285927356e-09,7.496516580810402,1.7243892670896447e-13,4.269954638602939,2.1874394045206266e-05,4.699517285927356e-08,1.7243892670896446e-12,0.00010937197022603133,False,False,True,False,False,True,False,False,True
long_form,5,C5_gteqwen2,7951,809,6.7125647726934785,3.60006287718993e-11,7.8622626964314515,1.205616634372613e-14,3.7373894470888294,0.00019903584497655354,5.400094315784895e-10,1.4467399612471355e-13,0.0007961433799062142,False,False,True,False,False,True,False,False,True
long_form,5,C5_e5mistral,7951,809,5.236604031492522,2.0875183989144645e-07,6.8114654841377416,1.8865294273901456e-11,6.7900796267314,2.1709311818416875e-11,1.6700147191315716e-06,1.6978764846511311e-10,1.519651827289181e-10,False,False,True,False,False,True,False,False,True
long_form,5,D1_concat_mlp,7951,809,1.610227891746848,0.10773868490300485,3.495434040517828,0.0004990769817290961,6.234010143249256,7.318571942741254e-10,0.11413210678481403,0.0009981539634581922,4.391143165644753e-09,False,False,False,False,False,True,False,False,True
long_form,5,D2_gated_fusion,7951,809,3.533831819711406,0.0004328451850820265,6.107737553013607,1.5691864100798523e-09,8.688388196925892,2.0221219194292025e-17,0.0021642259254101323,1.2553491280638818e-08,2.426546303315043e-16,False,False,True,False,False,True,False,False,True
long_form,5,D3_qwen3,7951,809,3.8084936448851887,0.00015040801135805018,5.633475320670972,2.4388116959499617e-08,8.461381508449476,1.232845542923188e-16,0.000902448068148301,1.7071681871649732e-07,1.3561300972155068e-15,False,False,True,False,False,True,False,False,True
long_form,5,D3_gteqwen2,7951,809,1.9055287591465297,0.057066053392407015,3.8585302068010954,0.00012316234419650467,7.148862538294577,1.9590294275992766e-12,0.11413210678481403,0.00036948703258951404,1.5672235420794213e-11,False,False,False,False,False,True,False,False,True
long_form,5,D3_e5mistral,7951,809,3.1872243685955826,0.0014917048308394159,4.96387490705858,8.430700331916721e-07,8.345663727472997,3.0523094348584535e-16,0.0059668193233576635,5.058420199150032e-06,3.0523094348584533e-15,False,False,True,False,False,True,False,False,True
long_form,10,A3_garch,7933,803,4.725847847889358,2.7058037077357997e-06,3.953934419424363,8.366835168899283e-05,-0.7915553340097417,0.42885403869786204,2.9763840785093796e-05,0.0005856784618229497,0.8577080773957241,False,False,True,False,False,True,False,False,False
long_form,10,A4_egarch,7933,803,2.385164730025463,0.017302799782073712,2.150002258415441,0.03185343120787954,-1.716546899231819,0.08644812322614794,0.06921119912829485,0.06370686241575908,0.2593443696784438,False,False,False,False,False,False,False,False,False
long_form,10,A5_arima,7933,803,4.208280190969247,2.86398514638966e-05,2.748152727246028,0.006127825504366243,-0.4558345451847832,0.6486323569733358,0.0002004789602472762,0.01838347651309873,0.8577080773957241,False,False,True,False,False,True,False,False,False
long_form,10,B2_tfidf_ridge,7933,803,4.921873963473886,1.0406898420470015e-06,6.128278128518507,1.3918584581817668e-09,5.950214397786952,3.9988200698501895e-09,1.352896794661102e-05,1.9486018414544736e-08,6.797994118745322e-08,False,False,True,False,False,True,False,False,True
long_form,10,C1_bert_s1,7933,803,4.655303777158192,3.784694372043083e-06,5.248651694545616,1.9632744923660798e-07,5.046675223613531,5.565159951541062e-07,3.784694372043083e-05,1.9632744923660797e-06,6.678191941849274e-06,False,False,True,False,False,True,False,False,True
long_form,10,C1_bert_s2,7933,803,4.416066377862168,1.1429088359728543e-05,4.997698976593749,7.126330878827712e-07,4.768486089886374,2.2043763975003287e-06,9.143270687782834e-05,6.4136977909449406e-06,1.3226258385001971e-05,False,False,True,False,False,True,False,False,True
long_form,10,C2_finbert_s1,7933,803,5.533988084505331,4.240770195219512e-08,6.705917476698914,3.7759165053555987e-11,6.082714676824636,1.828046699759537e-09,6.785232312351219e-07,6.041466408568958e-10,3.4732887295431206e-08,False,False,True,False,False,True,False,False,True
long_form,10,C2_finbert_s2,7933,803,5.111210171325464,4.0047993027214576e-07,5.904088429631822,5.2330131912929865e-09,5.778497591077035,1.0785235626371392e-08,5.606719023810041e-06,6.802917148680883e-08,1.658288389006621e-07,False,False,True,False,False,True,False,False,True
long_form,10,C2_finbert_s3,7933,803,5.495646450642842,5.231874072887483e-08,6.608348996797461,7.081236146207587e-11,6.044054934857373,2.3006047600083494e-09,7.847811109331225e-07,1.062185421931138e-09,4.141088568015029e-08,False,False,True,False,False,True,False,False,True
long_form,10,C2_finbert_s4,7933,803,4.887163395526405,1.235583908971321e-06,5.651756480639377,2.207168679201924e-08,5.481791320736491,5.642636552995665e-08,1.4827006907655853e-05,2.4278855471221163e-07,7.335427518894365e-07,False,False,True,False,False,True,False,False,True
long_form,10,C3_roberta_s1,7933,803,5.614571316823539,2.7160977236450723e-08,6.848147197458224,1.4887510312631187e-11,6.7553415013358284,2.7376946587395798e-11,4.617366130196623e-07,2.5308767531473016e-10,5.475389317479159e-10,False,False,True,False,False,True,False,False,True
long_form,10,C4_longformer,7933,803,4.559258450382299,5.934357937852171e-06,5.758439102249195,1.2090637854486631e-08,5.785472637473291,1.036430243129138e-08,5.3409221440669536e-05,1.4508765425383957e-07,1.658288389006621e-07,False,False,True,False,False,True,False,False,True
long_form,10,C5_qwen3,7933,803,7.075390110126667,3.2515312471559437e-12,7.98246520264639,4.958283498281128e-15,5.03890869348389,5.788525487723249e-07,6.177909369596293e-11,8.924910296906031e-14,6.678191941849274e-06,False,False,True,False,False,True,False,False,True
long_form,10,C5_gteqwen2,7933,803,7.310753177392426,6.435105594423869e-13,8.170911477406943,1.188418138255557e-15,4.92819614537612,1.0085398927684717e-06,1.2870211188847738e-11,2.376836276511114e-14,8.068319142147774e-06,False,False,True,False,False,True,False,False,True
long_form,10,C5_e5mistral,7933,803,6.9616416454641685,7.000223770307022e-12,8.123413328775474,1.7078577070117571e-15,4.88119278221421,1.2724755905277082e-06,1.260040278655264e-10,3.2449296433223385e-14,8.907329133693957e-06,False,False,True,False,False,True,False,False,True
long_form,10,D1_concat_mlp,7933,803,2.621733063234176,0.008914210625501883,4.181831703892673,3.210365955404231e-05,5.5948070632896725,3.031301357910994e-08,0.0534852637530113,0.0002568292764323385,4.243821901075392e-07,False,False,False,False,False,True,False,False,True
long_form,10,D2_gated_fusion,7933,803,1.8644651052380612,0.06262152766883076,3.601519715933745,0.00033583097870217775,5.04441353136116,5.629332332672845e-07,0.1521270275389099,0.0016791548935108887,6.678191941849274e-06,False,False,False,False,False,True,False,False,True
long_form,10,D3_qwen3,7933,803,2.6154376754150097,0.00907877489144526,3.7784191817337587,0.00016951055193468906,5.02597991284701,6.179692875712494e-07,0.0534852637530113,0.0010170633116081344,6.678191941849274e-06,False,False,False,False,False,True,False,False,True
long_form,10,D3_gteqwen2,7933,803,0.7745358157615564,0.43884227391568575,1.9727977304039275,0.04886167059214705,3.816001425020217,0.0001460650838894246,0.43884227391568575,0.06370686241575908,0.0005842603355576983,False,False,False,False,False,False,False,False,True
long_form,10,D3_e5mistral,7933,803,1.9568729254485546,0.05070900917963663,2.846287048084906,0.004536105875320843,4.4169188980530105,1.1385191618784325e-05,0.1521270275389099,0.018144423501283372,5.6925958093921624e-05,False,False,False,False,False,True,False,False,True
long_form,20,A3_garch,7902,794,4.267120063644963,2.219413145714618e-05,3.2964360179084293,0.001022752426295105,0.18223015451406108,0.8554486822329562,0.0003773002347714851,0.007159266984065734,1.0,False,False,True,False,False,True,False,False,False
long_form,20,A4_egarch,7902,794,3.6139466245438507,0.00032059393058019573,2.4760719011008234,0.013491393029658946,0.5272223408974853,0.5981866557163719,0.004357433764055042,0.06745696514829473,1.0,False,False,True,False,False,False,False,False,False
long_form,20,A5_arima,7902,794,3.098973937466289,0.002010481752360467,1.6543624244936144,0.09844961856020072,-0.5097555507279471,0.6103645623990839,0.017062821873086737,0.29534885568060215,1.0,False,False,True,False,False,False,False,False,False
long_form,20,B2_tfidf_ridge,7902,794,3.6217355699453324,0.00031124526886107444,4.547453846343057,6.27817754525468e-06,4.467069417276917,9.082063087150974e-06,0.004357433764055042,0.00010672901826932957,0.00014531300939441558,False,False,True,False,False,True,False,False,True
long_form,20,C1_bert_s1,7902,794,3.6558827951236523,0.0002731981296651633,4.323303185053583,1.7328438128994816e-05,4.260361699046976,2.286044843729521e-05,0.004097971944977449,0.0002599265719349222,0.00031623556274160104,False,False,True,False,False,True,False,False,True
long_form,20,C1_bert_s2,7902,794,3.4612311345854043,0.000566473191857297,4.17493580439292,3.310875375908439e-05,4.1132834721673,4.3080405546864e-05,0.0067976783022875645,0.0004635225526271814,0.000516964866562368,False,False,True,False,False,True,False,False,True
long_form,20,C2_finbert_s1,7902,794,3.318623770267252,0.0009458877173759064,3.7176997932062235,0.00021518628739962533,3.4514933096234595,0.0005869964437649092,0.009458877173759064,0.002532254579848189,0.003521978662589455,False,False,True,False,False,True,False,False,True
long_form,20,C2_finbert_s2,7902,794,3.1165362199029407,0.0018958690970096374,3.7227227375783825,0.00021102121498734906,3.8631266936960027,0.00012108245219234514,0.017062821873086737,0.002532254579848189,0.0012108245219234514,False,False,True,False,False,True,False,False,True
long_form,20,C2_finbert_s3,7902,794,3.407190179823947,0.0006894269510354131,4.1482412527615,3.712186441227954e-05,4.263099537485128,2.258825448154293e-05,0.007583696461389544,0.00048258423735963405,0.00031623556274160104,False,False,True,False,False,True,False,False,True
long_form,20,C2_finbert_s4,7902,794,2.8592608387970335,0.004357728348072775,3.3775403782653113,0.0007670261352324783,3.5163474902509826,0.00046238246075873103,0.026146370088436652,0.006136209081859826,0.0032366772253111173,False,False,True,False,False,True,False,False,True
long_form,20,C3_roberta_s1,7902,794,3.867412250792641,0.00011901375051757777,4.493347753003269,8.054492292734512e-06,4.442886531869168,1.0137657396584934e-05,0.0019042200082812443,0.0001288718766837522,0.000152064860948774,False,False,True,False,False,True,False,False,True
long_form,20,C4_longformer,7902,794,2.9224941654325405,0.003571126957358095,3.445572305464559,0.0005998123114745451,3.6616432906854413,0.0002672271460335465,0.024997888701506665,0.0053983108032709054,0.002137817168268372,False,False,True,False,False,True,False,False,True
long_form,20,C5_qwen3,7902,794,6.785587884203899,2.2628374064072356e-11,7.6490566281163765,5.868305283914655e-14,5.031065692727773,6.037005895597849e-07,4.525674812814471e-10,1.1149780039437845e-12,1.1470311201635913e-05,False,False,True,False,False,True,False,False,True
long_form,20,C5_gteqwen2,7902,794,6.674497332861174,4.659101927916806e-11,7.536258361460028,1.3214780543093213e-13,4.9917862764384004,7.357959847841861e-07,8.386383470250251e-10,2.3786604977567784e-12,1.324432772611535e-05,False,False,True,False,False,True,False,False,True
long_form,20,C5_e5mistral,7902,794,6.75682014238512,2.7308522886223427e-11,7.72233868365701,3.4446160310568686e-14,5.160841689533347,3.1097729753440736e-07,5.188619348382451e-10,6.889232062113737e-13,6.219545950688147e-06,False,False,True,False,False,True,False,False,True
long_form,20,D1_concat_mlp,7902,794,2.4353290826827,0.015097645446006622,3.677357456546315,0.0002515559895634297,4.78166294616562,2.072420018380739e-06,0.07548822723003311,0.002532254579848189,3.523114031247257e-05,False,False,False,False,False,True,False,False,True
long_form,20,D2_gated_fusion,7902,794,2.0256671242038533,0.04313333028112707,3.043181974452642,0.0024181696292216713,3.910358846672126,0.00010004685079927168,0.17253332112450828,0.014509017775330028,0.0011005153587919884,False,False,False,False,False,True,False,False,True
long_form,20,D3_qwen3,7902,794,1.2636816218850837,0.2067156811761045,2.3020801523164005,0.021588905810190632,3.755016119857703,0.00018600209787151937,0.6201470435283135,0.08635562324076253,0.0016740188808436742,False,False,False,False,False,False,False,False,True
long_form,20,D3_gteqwen2,7902,794,0.23845636299472575,0.8115887613970986,1.2179477325582533,0.22360609430722034,2.5240473168017616,0.011795419551613943,1.0,0.29534885568060215,0.047181678206455774,False,False,False,False,False,False,False,False,True
long_form,20,D3_e5mistral,7902,794,0.6290177434466184,0.5295185894287827,1.478313473700586,0.1397209636656607,3.0643576511191988,0.002255249960863472,1.0,0.29534885568060215,0.011276249804317361,False,False,False,False,False,False,False,False,True
event_driven,5,A3_garch,25109,996,4.330699357327489,1.636859662035469e-05,2.1453362807554814,0.03216746066539896,-4.707068602447432,2.868719981992001e-06,6.547438648141876e-05,0.03216746066539896,8.606159945976003e-06,False,False,True,False,False,True,True,True,False
event_driven,5,A4_egarch,25109,996,5.752875969298577,1.1671825433599263e-08,3.0702865028296915,0.0021965590986173737,0.629436596748685,0.5292077576558186,7.003095260159558e-08,0.005208605747775865,0.5292077576558186,False,False,True,False,False,True,False,False,False
event_driven,5,A5_arima,25109,996,5.481892210583876,5.3340091966205426e-08,6.162173683321385,1.0407123920893696e-09,2.1075347306437364,0.03532094075986237,2.6670045983102714e-07,6.244274352536218e-09,0.07064188151972474,False,False,True,False,False,True,False,False,False
event_driven,5,B2_tfidf_ridge,25109,996,9.538163783151187,1.0790236714634278e-20,11.35527290200704,3.4805219994970526e-28,9.781314375184227,1.2321671841559767e-21,2.0501449757805127e-19,6.2649395990946945e-27,2.217900931480758e-20,False,False,True,False,False,True,False,False,True
event_driven,5,C1_bert_s1,25109,996,8.129812539076328,1.2701543877041203e-15,9.149520359903994,3.1556491290094886e-19,8.662016983503245,1.8483698643901764e-17,1.7782161427857683e-14,4.102343867712335e-18,2.402880823707229e-16,False,False,True,False,False,True,False,False,True
event_driven,5,C1_bert_s2,25109,996,8.710882657256121,1.2394478584944692e-17,10.257928295324751,1.5434350510304786e-23,9.493086931652005,1.6055329113183333e-20,2.1070613594405975e-16,2.6238395867518135e-22,2.7294059492411664e-19,False,False,True,False,False,True,False,False,True
event_driven,5,C2_finbert_s1,25109,996,7.1772558171649745,1.3893832111877982e-12,7.8250301448206265,1.2924289943524234e-14,7.28747265835149,6.424925746360076e-13,1.2504448900690184e-11,9.047002960466964e-14,3.212462873180038e-12,False,False,True,False,False,True,False,False,True
event_driven,5,C2_finbert_s2,25109,996,8.536611906597491,5.1105221985799733e-17,9.812059814298454,9.335772517175578e-22,9.180847474079549,2.4141629838711793e-19,8.176835517727957e-16,1.4937236027480925e-20,3.862660774193887e-18,False,False,True,False,False,True,False,False,True
event_driven,5,C2_finbert_s3,25109,996,7.432878511034549,2.2868340340375985e-13,8.21308485062692,6.651189475845539e-16,7.658815057205977,4.436281812013234e-14,2.2868340340375986e-12,5.320951580676431e-15,2.6617690872079406e-13,False,False,True,False,False,True,False,False,True
event_driven,5,C2_finbert_s4,25109,996,8.076382062204589,1.9180087930833118e-15,9.330675527564592,6.636325876278454e-20,8.687041384041738,1.506639002857159e-17,2.493411431008305e-14,9.290856226789836e-19,2.1092946040000226e-16,False,False,True,False,False,True,False,False,True
event_driven,5,C3_roberta_s1,25109,996,7.467550885369554,1.7829094424432256e-13,8.3021082851401,3.3102697383674894e-16,7.941624310857306,5.368323223867898e-15,1.9612003866875483e-12,3.3102697383674895e-15,5.1097357435805047e-14,False,False,True,False,False,True,False,False,True
event_driven,5,C4_longformer,25109,996,7.872851598570025,9.02583765556277e-15,9.090865549146875,5.199993010831284e-19,8.916022390604683,2.2686215805024556e-18,1.0831005186675324e-13,5.719992311914412e-18,3.402932370753683e-17,False,False,True,False,False,True,False,False,True
event_driven,5,C5_qwen3,25109,996,9.203482611333664,1.9884552819780582e-19,11.766023964797132,5.131608053874524e-30,7.765790313398322,2.0110803174185445e-14,3.5792195075605045e-18,9.750055302361595e-29,1.6088642539348356e-13,False,False,True,False,False,True,False,False,True
event_driven,5,C5_gteqwen2,25109,996,9.57210107560855,7.992002913074964e-21,12.371769820305364,8.359005167786684e-33,7.948132424917091,5.109735743580505e-15,1.5984005826149927e-19,1.671801033557337e-31,5.1097357435805047e-14,False,False,True,False,False,True,False,False,True
event_driven,5,C5_e5mistral,25109,996,8.383409010556978,1.7406449708069562e-16,9.798476344442157,1.0554405086809156e-21,8.372614327458294,1.896297932484515e-16,2.6109674562104345e-15,1.5831607630213735e-20,2.275557518981418e-15,False,False,True,False,False,True,False,False,True
event_driven,5,D1_concat_mlp,25109,996,6.975205076048596,5.563616424976125e-12,9.131070653774563,3.6935345682869825e-19,10.487321434047345,1.767961309096145e-24,4.4508931399809e-11,4.432241481944379e-18,3.53592261819229e-23,False,False,True,False,False,True,False,False,True
event_driven,5,D2_gated_fusion,25109,996,6.466155510910564,1.5729340761870126e-10,8.27312854194602,4.1573180476468454e-16,9.797324057071513,1.0664759668792441e-21,1.1010538533309087e-09,3.741586242882161e-15,2.0263043370705637e-20,False,False,True,False,False,True,False,False,True
event_driven,5,D3_qwen3,25109,996,3.727044043618419,0.00020465382042462822,4.995463172549001,6.929992042203367e-07,7.722248757270196,2.7782491339687197e-14,0.00040930764084925645,2.771996816881347e-06,1.9447743937781039e-13,False,False,True,False,False,True,False,False,True
event_driven,5,D3_gteqwen2,25109,996,2.242079809362318,0.02517587464134766,3.140526937241672,0.0017362019159252885,6.261112185372752,5.676098551771691e-10,0.02517587464134766,0.005208605747775865,2.2704394207086764e-09,False,False,True,False,False,True,False,False,True
event_driven,5,D3_e5mistral,25109,996,3.9174179676722867,9.561471041584525e-05,5.214456559699,2.2421474384425528e-07,8.007535504110285,3.2509595347230613e-15,0.00028684413124753575,1.1210737192212764e-06,3.576055488195367e-14,False,False,True,False,False,True,False,False,True
event_driven,10,A3_garch,25001,991,3.3688411979806006,0.0007839552299194392,0.7881602889290723,0.4307916283261316,-3.9149317033434263,9.662198626836156e-05,0.003135820919677757,0.4307916283261316,0.0002898659588050847,False,False,True,False,False,False,True,True,False
event_driven,10,A4_egarch,25001,991,5.081313602943729,4.4793171224954605e-07,1.6154697623401337,0.10652762020624405,0.6607541624123331,0.5089237042664149,2.687590273497276e-06,0.2130552404124881,0.5089237042664149,False,False,True,False,False,False,False,False,False
event_driven,10,A5_arima,25001,991,3.7508719748504604,0.0001864475165589622,3.9314472179843705,9.031310384275234e-05,1.2410458537502158,0.2148828005669243,0.000932237582794811,0.000541878623056514,0.4297656011338486,False,False,True,False,False,True,False,False,False
event_driven,10,B2_tfidf_ridge,25001,991,8.1808038885375,8.598689634556447e-16,9.390860728327008,3.9670302478474247e-20,8.206481446061979,7.040862595768283e-16,1.5477641342201606e-14,7.140654446125365e-19,1.267355267238291e-14,False,False,True,False,False,True,False,False,True
event_driven,10,C1_bert_s1,25001,991,6.825841690579427,1.5216678003758594e-11,7.365764001890455,3.7053246563213665e-13,6.565415226078651,8.36123516954093e-11,1.8260013604510313e-10,4.0758571219535034e-12,1.0033482203449116e-09,False,False,True,False,False,True,False,False,True
event_driven,10,C1_bert_s2,25001,991,7.31443861499359,5.330546373947745e-13,8.190799517923637,7.95551045123676e-16,7.330173337266422,4.769270909501855e-13,8.528874198316392e-12,1.2728816721978816e-14,7.153906364252782e-12,False,False,True,False,False,True,False,False,True
event_driven,10,C2_finbert_s1,25001,991,7.072172755314541,2.880025542884051e-12,7.758407476284598,2.1339329459857754e-14,7.132839141448345,1.896459283191713e-12,3.744033205749266e-11,2.5607195351829303e-13,2.6550429964683983e-11,False,False,True,False,False,True,False,False,True
event_driven,10,C2_finbert_s2,25001,991,7.285662097653177,6.529945537405545e-13,8.135949244161893,1.217635308358324e-15,7.447083814912347,2.0731457486756403e-13,9.794918306108317e-12,1.8264529625374858e-14,3.5243477727485884e-12,False,False,True,False,False,True,False,False,True
event_driven,10,C2_finbert_s3,25001,991,5.995459234180211,2.8400414805693377e-09,6.1013370464939545,1.5071408387414137e-09,5.088484360709481,4.3174032027931395e-07,2.27203318445547e-08,1.0549985871189895e-08,1.7269612811172558e-06,False,False,True,False,False,True,False,False,True
event_driven,10,C2_finbert_s4,25001,991,6.294115584428366,4.637341183186813e-10,6.796700467448692,1.8465710494003022e-11,5.953493368876893,3.640970067317532e-09,4.173607064868132e-09,1.4772568395202418e-10,2.9127760538540256e-08,False,False,True,False,False,True,False,False,True
event_driven,10,C3_roberta_s1,25001,991,7.111916039662994,2.1911704762544805e-12,7.843673638891296,1.1290294614976945e-14,7.357327603754981,3.9341718012883584e-13,3.067638666756273e-11,1.467738299947003e-13,6.294674882061373e-12,False,False,True,False,False,True,False,False,True
event_driven,10,C4_longformer,25001,991,6.50689171919689,1.2164325757782753e-10,6.843927070027157,1.3489700400304291e-11,6.307662971706896,4.2635458339036746e-10,1.3380758333561028e-09,1.2140730360273862e-10,4.263545833903675e-09,False,False,True,False,False,True,False,False,True
event_driven,10,C5_qwen3,25001,991,8.65764254695913,1.9282862919407584e-17,11.043478733867111,8.054837874503418e-27,6.114076834748656,1.3955909662734193e-09,3.663743954687441e-16,1.5304191961556496e-25,1.2560318696460774e-08,False,False,True,False,False,True,False,False,True
event_driven,10,C5_gteqwen2,25001,991,9.017923366476749,9.716540332112162e-19,11.593579216542622,3.115872759294815e-29,6.440000636281027,1.8604615834617357e-10,1.9433080664224323e-17,6.23174551858963e-28,2.046507741807909e-09,False,False,True,False,False,True,False,False,True
event_driven,10,C5_e5mistral,25001,991,7.440690415140409,2.1704210714784572e-13,8.660578425633233,1.8826732849535647e-17,6.996886838209738,4.816209243929438e-12,3.689715821513377e-12,3.20054458442106e-16,6.26107201710827e-11,False,False,True,False,False,True,False,False,True
event_driven,10,D1_concat_mlp,25001,991,6.425484662443806,2.0391317534846477e-10,8.02893044126066,2.774258776055055e-15,8.718215971256363,1.1750965158354737e-17,2.039131753484648e-09,3.883962286477077e-14,2.3501930316709475e-16,False,False,True,False,False,True,False,False,True
event_driven,10,D2_gated_fusion,25001,991,5.73111627354827,1.3236420892537837e-08,7.206216434466383,1.1394085920678695e-12,8.377326638631638,1.837481175550422e-16,9.265494624776486e-08,1.1394085920678695e-11,3.4912142335458018e-15,False,False,True,False,False,True,False,False,True
event_driven,10,D3_qwen3,25001,991,2.516391390132679,0.012013503838528544,3.4374117779142295,0.0006117367803765091,5.9184192767192645,4.475881761043155e-09,0.03604051151558563,0.0029832880853690744,3.133117232730209e-08,False,False,True,False,False,True,False,False,True
event_driven,10,D3_gteqwen2,25001,991,2.113141548739095,0.03483839622329494,2.9730236152092613,0.003020232254492239,5.2638057433807335,1.7302294779126786e-07,0.03604051151558563,0.009060696763476718,8.651147389563394e-07,False,False,True,False,False,True,False,False,True
event_driven,10,D3_e5mistral,25001,991,2.5067613838989087,0.012343617699947058,3.444246818093431,0.0005966576170738149,5.893661918072784,5.174706950638721e-09,0.03604051151558563,0.0029832880853690744,3.133117232730209e-08,False,False,True,False,False,True,False,False,True
event_driven,20,A3_garch,24732,981,2.579590424089028,0.01003644697595067,-0.30336556890669897,0.7616756710370359,-3.905165472089943,0.0001006130769604382,0.05018223487975335,0.9567098296912007,0.0004024523078417528,False,False,False,False,False,False,True,True,False
event_driven,20,A4_egarch,24732,981,3.961726296196464,7.980166906502555e-05,0.7092228008155026,0.47835491484560033,0.5319405335296085,0.5948877460384386,0.0004788100143901533,0.9567098296912007,0.5948877460384386,False,False,True,False,False,False,False,False,False
event_driven,20,A5_arima,24732,981,2.200846152298943,0.027979513359534504,2.718121421059813,0.006681250433549989,1.1593953921632314,0.246577458990809,0.11191805343813802,0.04008750260129994,0.493154917981618,False,False,False,False,False,True,False,False,False
event_driven,20,B2_tfidf_ridge,24732,981,7.007687206679136,4.50225410226141e-12,7.748232340177037,2.321953918530144e-14,7.295496183923839,6.136065965155406e-13,8.104057384070538e-11,4.1795170533542595e-13,1.2272131930310813e-11,False,False,True,False,False,True,False,False,True
event_driven,20,C1_bert_s1,24732,981,5.275858220361934,1.6265313718026538e-07,5.2985494815079495,1.4418020947065232e-07,4.966014163109638,8.058935065493118e-07,1.7891845089829191e-06,1.4418020947065232e-06,7.2530415589438065e-06,False,False,True,False,False,True,False,False,True
event_driven,20,C1_bert_s2,24732,981,5.8210724446272515,7.917397765842123e-09,6.257161305083396,5.850448312921077e-10,6.170036082458223,9.97621402964325e-10,1.1084356872178972e-07,8.775672469381615e-09,1.59619424474292e-08,False,False,True,False,False,True,False,False,True
