disc,model,h,quarter,quarter_idx,n,fixed_rel,fixed_dm_clu,fixed_p_clu,fixed_dm_legacy,fixed_p_legacy,exp_rel,exp_dm_clu,exp_p_clu,exp_dm_legacy,exp_p_legacy
long_form,B1_bow_ridge,5,2024Q4,11,500,3.155571474295235,-2.7149800130449133,0.008973434363342378,-3.841748074622026,0.00013791289421226735,7.769766213820301,-1.3361423701878121,0.1873207045891645,-2.011437135625803,0.04481646637749457
long_form,B1_bow_ridge,5,2025Q1,12,503,1.8437967259338084,-0.2956514458896458,0.7686967148925381,-1.175244325184276,0.24045409551462496,-33.7418150818371,1.9447713455009008,0.0573266772873134,3.2028958911556487,0.0014469021550007454
long_form,B1_bow_ridge,5,2025Q2,13,504,3.0720943360972823,-0.35465316833316785,0.724340955895168,-4.463778428072692,9.9476999128629e-06,-0.3967521210423477,0.833008130151991,0.40880168082198187,0.08641327758516405,0.9311722793439685
long_form,B1_bow_ridge,5,2025Q3,14,494,2.5991178721374184,-0.18183826889746235,0.8564448479361668,-3.728990672254969,0.00021456761795107102,1.2884173115594602,1.3685267480371435,0.17726519704204516,-0.3590654683709908,0.7196998420906905
long_form,B1_bow_ridge,5,2025Q4,15,501,1.1006518750800682,-0.0919341948267567,0.9271104942723869,-1.3167065362500667,0.18854020248371578,-4.510548021498186,2.2369127208584025,0.029691429258338016,1.132778323822523,0.25785026207998074
long_form,B1_bow_ridge,10,2022Q1,0,501,-0.18145154057532967,-0.11302679263912137,0.9104530546584779,0.20760110831939732,0.8356249656213374,-56.04629308778073,2.1959648054200374,0.03266803479477669,5.029742881081905,6.858284666250568e-07
long_form,B1_bow_ridge,10,2022Q2,1,491,0.4739251186358479,-1.7067781863017097,0.09406746723355927,-0.9156722438044281,0.3602892298231831,-35.053454032549624,3.149310761096753,0.002760800086023434,7.748018046478063,5.416596380205831e-14
long_form,B1_bow_ridge,10,2022Q3,2,488,2.794399234100582,-2.5893925758628122,0.012985946757107571,-6.439288459099085,2.8821394749027364e-10,-0.23817133931157097,-0.21002109708134922,0.834620708896635,0.04684338604408074,0.9626572526310013
long_form,B1_bow_ridge,10,2022Q4,3,496,0.5970484714600569,-1.509064012421785,0.13733500149130093,-1.2163067428002148,0.22444776384881232,-29.870325433651253,1.1478476426525304,0.25628490528819464,5.243228428553651,2.3416922967280578e-07
long_form,B1_bow_ridge,10,2023Q1,4,500,2.361083068881904,-2.6319588780120973,0.011383263774235099,-2.1286415632054263,0.033773131023513474,-14.004016057479145,0.06654832299448196,0.9472177060161376,1.4426293114783466,0.1497523041366439
long_form,B1_bow_ridge,10,2023Q2,5,496,1.5038513376674216,-2.7088500916398313,0.00922070037107059,-4.350163232723666,1.6529174216091447e-05,-3.4821338880911594,-0.9880291824516395,0.327895703245376,0.8082445892404305,0.4193380503878018
long_form,B1_bow_ridge,10,2023Q3,6,490,0.8720095106788336,0.5434791872035778,0.5893685654897237,-1.9445562330820225,0.052401401752598456,-1.9465175347940233,1.3564374405943858,0.18144043155170797,0.40194641215535903,0.6878990838077033
long_form,B1_bow_ridge,10,2023Q4,7,496,1.1701878694984502,-2.407385212158119,0.019724200885849235,-2.7074867301175445,0.007013930475513508,-8.69143385632801,-0.1133511262717035,0.9101972154751444,1.6120455092187584,0.10758940412501325
long_form,B1_bow_ridge,10,2024Q1,8,498,1.3045520047117816,-1.92764525270964,0.05982773890823463,-2.4631938201354284,0.014108387817026922,-25.587285707686327,1.0477279714167809,0.3000111473469514,2.7189666715143668,0.006777661559976988
long_form,B1_bow_ridge,10,2024Q2,9,500,1.4732711527251083,-1.6998668512188388,0.09576577804997333,-4.9248552919258755,1.1497334920944195e-06,6.797511387942487,-1.20438667388645,0.23447033920481994,-2.1679286634470545,0.030636115613954584
long_form,B1_bow_ridge,10,2024Q3,10,492,1.1573989025094609,-1.2202697811821503,0.22797511235811382,-2.9350698078245787,0.003490987849155396,-4.117133723451027,1.7290386957717687,0.08985185096896676,1.1623217528622316,0.2456694376372895
long_form,B1_bow_ridge,10,2024Q4,11,500,2.4115914448270743,-1.456060991428476,0.15138732073561087,-5.363271698202268,1.2524695570953452e-07,11.982815149434286,-0.9427936716772272,0.3501462280543702,-3.383760987092343,0.000771266373889014
long_form,B1_bow_ridge,10,2025Q1,12,503,1.6847745878067661,0.43051324269252156,0.6686362958792809,-1.76144369679977,0.07877203740478514,-30.545981864885807,1.3108238210642371,0.19578937620148776,2.878100410561445,0.004171312188146284
long_form,B1_bow_ridge,10,2025Q2,13,504,2.271583313123304,-1.028457910328152,0.3086841806155485,-5.405431444356798,1.0002724999046868e-07,2.1854684573501517,0.39922538953523556,0.6914272693912563,-0.3694194759369977,0.7119705492725671
long_form,B1_bow_ridge,10,2025Q3,14,494,1.5652739362109556,-1.6293596267406643,0.10952188438477353,-3.922804178654153,9.994255618791332e-05,3.5169485476557467,0.6120532811390575,0.5432758975073781,-0.8620912589873037,0.38905643495057896
long_form,B1_bow_ridge,10,2025Q4,15,484,0.930991109597544,-0.654091705355268,0.5163096423813308,-1.902083640286475,0.0577548184318126,-2.765936291507786,1.754009758833043,0.08608937102708779,0.5965530197483344,0.5510853386647246
long_form,B1_bow_ridge,20,2022Q1,0,500,3.6414812494345683,-1.497044110301896,0.14054553768745026,-2.2451227297559937,0.02519738739664184,-38.506673141411355,1.4054273786789728,0.1659569528991705,4.442499940359802,1.0960874799734808e-05
long_form,B1_bow_ridge,20,2022Q2,1,491,2.0995853728152327,-1.0547825618476392,0.29659512652510023,-1.795963759424758,0.07311620553686203,-41.03458413757844,1.3713924882118027,0.17637614537726015,7.02359213518815,7.263132119529955e-12
long_form,B1_bow_ridge,20,2022Q3,2,488,5.488743490926899,-1.6236780277365963,0.11158822107988466,-7.25475624485467,1.596354393962089e-12,-4.961306548228347,0.07941954037865522,0.9370590409458949,0.8503526366346806,0.39554693318611706
long_form,B1_bow_ridge,20,2022Q4,3,496,2.5870347459223244,-3.3839606595802842,0.0013653394336112406,-3.6960174878575534,0.00024346049485328043,-38.54927343188928,0.6481900440016147,0.5197141169380123,4.87092392998613,1.4972403051531686e-06
long_form,B1_bow_ridge,20,2023Q1,4,498,4.409756935402746,-2.366974482096206,0.022014905408912887,-3.4853024371544974,0.0005350927599469618,-12.07335229228165,-0.27324118723209667,0.78584006553066,1.4387509235686136,0.15085054486872504
long_form,B1_bow_ridge,20,2023Q2,5,496,3.270188233979049,-1.7761862453625896,0.08178725098859403,-4.846313898733426,1.6857801817975571e-06,-4.454501783528642,-0.5717956722304876,0.5700222196719653,0.8221597610424642,0.4113818194066922
long_form,B1_bow_ridge,20,2023Q3,6,489,1.342302238667631,-0.015837633274636446,0.9874309660441962,-1.9186303557313644,0.05561419408252105,0.08983215457311715,0.8066215778483043,0.42394750118144275,-0.018801503112098675,0.9850071392675183
long_form,B1_bow_ridge,20,2023Q4,7,496,2.645472675406655,-2.3331691611171084,0.023620678903848887,-4.027569331850497,6.520558117032516e-05,-1.1828732221168827,-1.2595198843382063,0.21357642931146775,0.2258092040268914,0.8214430209025241
long_form,B1_bow_ridge,20,2024Q1,8,495,2.001352939325019,-2.6088320947895753,0.012077053525762077,-2.712476369950424,0.006911228533264309,-17.78854940209615,0.6066798612783371,0.5469223130977081,2.193232898033886,0.02875597999264102
long_form,B1_bow_ridge,20,2024Q2,9,500,2.901233511447867,-1.6728163705075971,0.1010080645648267,-5.291935970249764,1.8158843690738642e-07,7.452723884053336,-1.3869767667972923,0.1719918242920886,-1.8681960396719723,0.06232056484784937
long_form,B1_bow_ridge,20,2024Q3,10,492,2.6578599612580422,-1.1839955751202975,0.24190387396436466,-4.4025220125834865,1.3139586364002606e-05,1.3998085504152917,1.7163989687116379,0.09215798647570511,-0.39187112001406005,0.695323467323256
long_form,B1_bow_ridge,20,2024Q4,11,499,3.2903150385654922,-0.7759964895611525,0.4412662914496765,-5.430313222882042,8.808416871855646e-08,8.810327356136384,-0.46885124213027685,0.6411356941153113,-2.5867315944073996,0.009971590848996764
long_form,B1_bow_ridge,20,2025Q1,12,500,2.451081002891281,0.3875747259200472,0.6999436407054044,-1.2447295471178506,0.21381545101244515,-36.663070608916975,1.0228177211206757,0.31122134704614934,3.137049367794539,0.0018073781975480616
long_form,B1_bow_ridge,20,2025Q2,13,503,4.889942816584941,-1.8660947069233962,0.0678991443190327,-8.735969080163837,3.6190705715789575e-17,12.22068703189687,-0.31818654918465683,0.7516686582328302,-2.6925821588402608,0.007327066901915746
long_form,B1_bow_ridge,20,2025Q3,14,494,2.4469544445327585,-2.053376203253172,0.045285455402588784,-3.85671456524266,0.00013016062242094073,5.409688952999484,0.3637033311893526,0.7176129495058517,-1.1455714060614317,0.25252831113744234
long_form,B1_bow_ridge,20,2025Q4,15,465,1.5234581171892747,-1.041821110396423,0.30425447424101787,-1.9264469750210942,0.054659056466657446,-4.319463218307373,0.16521312890425116,0.8696756147681138,0.8786232584703061,0.38006033581932996
long_form,B2_tfidf_ridge,5,2022Q1,0,501,-4.125934690507346,0.48883771742785703,0.6270522265132665,3.5671612108813933,0.0003955949615725268,-34.383538882912404,3.5221893051792623,0.000912163292686881,8.508097642627478,2.067235860798245e-16
long_form,B2_tfidf_ridge,5,2022Q2,1,491,-0.462763151805254,-1.0927243202988226,0.27975192434333734,0.30649662457036664,0.7593567416689951,-28.706635297724258,3.2138468983572683,0.0022948072721025122,6.596567948722667,1.0929976575676571e-10
long_form,B2_tfidf_ridge,5,2022Q3,2,489,5.773601988629739,-1.3116523738386234,0.19629018922813582,-4.964564892388661,9.533185799224827e-07,-1.3496249247910348,1.0302440090882692,0.30840121767879664,0.30038640042443115,0.764010358190875
long_form,B2_tfidf_ridge,5,2022Q4,3,496,2.46258969707075,-0.4521486023446755,0.6530424920993452,-1.8291050322021116,0.06798531319963073,-11.223671768129043,1.6910484459817066,0.09681359691791777,2.4362758735874595,0.015190949524366172
long_form,B2_tfidf_ridge,5,2023Q1,4,500,4.6886223028595,-1.7323868815725183,0.0896266316404123,-5.056383433884736,6.011019795091513e-07,0.29042377791908025,0.3716554101496827,0.7117850542830887,-0.08399252642578249,0.9330960584469563
long_form,B2_tfidf_ridge,5,2023Q2,5,496,4.583453905981296,-3.050507157434203,0.0036497618518897598,-4.15372507988212,3.85296352886825e-05,-0.18313896040825772,0.0990429277169228,0.921500210386666,0.04709145652545357,0.9624593292181993
long_form,B2_tfidf_ridge,5,2023Q3,6,490,2.7271637595785005,-2.430008268989958,0.018971556346452183,-2.9150975981761187,0.0037189144096463215,3.0046176874563444,-1.6728322939598026,0.10100491058484867,-0.8932020722278577,0.3721883261496768
long_form,B2_tfidf_ridge,5,2023Q4,7,496,3.5002030670396036,-1.9339014523591893,0.05868375818228162,-2.676647060994846,0.007683003769026679,1.6927667871852214,-0.12025554339750512,0.9047532266039239,-0.369753634146789,0.7117242006385089
long_form,B2_tfidf_ridge,5,2024Q1,8,498,4.249788773915304,-2.872769215876023,0.0060425435577570845,-4.569377346238449,6.1786336407928e-06,2.9246959104480594,-1.0690724161079117,0.290383962336869,-0.834716740445642,0.4042782586818839
long_form,B2_tfidf_ridge,5,2024Q2,9,500,4.82644799742866,-2.956634106514648,0.004852326763121406,-5.378535890309379,1.1561521918908185e-07,5.861800224956889,-1.7364056947044935,0.08904357871274968,-1.7998131154526469,0.07249406090034961
long_form,B2_tfidf_ridge,5,2024Q3,10,492,1.4594316162244194,-0.4906925774302452,0.6257486440989212,-1.3968706502377088,0.16308348500855768,-6.910530967980628,1.4415916247082152,0.15553021027475505,2.030798079782127,0.04281378173230396
long_form,B2_tfidf_ridge,5,2024Q4,11,500,4.745382738558554,-3.7232806322518956,0.0004846256238213658,-4.48454357470052,9.07554837557076e-06,12.307024556064166,-2.3138317790374257,0.024662695996250508,-3.8424851032389746,0.00013751121601646924
long_form,B2_tfidf_ridge,5,2025Q1,12,503,3.968297230976053,-0.4994652771092452,0.6195996166141051,-3.352141017520225,0.0008623984477610285,-6.108334077161535,1.1026919057978288,0.27533736493367167,1.4082688604070932,0.15967047205583504
long_form,B2_tfidf_ridge,5,2025Q2,13,504,5.124860764303271,-0.4242953643069256,0.6731705072842993,-4.008668828876725,7.031311536668654e-05,-6.322569949255453,1.2063620305865452,0.233355068285255,1.0765032006526698,0.2822183099713775
long_form,B2_tfidf_ridge,5,2025Q3,14,494,5.71513493049628,-1.2552320992704868,0.21522952547359933,-5.491630156994406,6.387843825003162e-08,9.767607537361345,0.21646137569180962,0.829508877502472,-2.721826160370072,0.006722029483030559
long_form,B2_tfidf_ridge,5,2025Q4,15,501,4.191117001901285,-1.0917898141720803,0.2800564895622443,-4.277391886044999,2.266204598586341e-05,7.446314765930176,0.48382226371892273,0.630583051670463,-2.339334386949795,0.019710902572479445
long_form,B2_tfidf_ridge,10,2022Q1,0,501,-1.4769461289913184,-1.234095069343325,0.22282419391236488,1.533178887484638,0.12586425367451995,-32.01043964873213,2.681617835799636,0.009847254653221017,7.553074336130664,2.036795211079657e-13
long_form,B2_tfidf_ridge,10,2022Q2,1,491,1.427199127880243,-1.639971214340747,0.10728844148269895,-1.003277803435277,0.3162220230181582,-34.37708256685719,3.122170928044357,0.002982228163174724,7.292994406531725,1.2265909842205654e-12
long_form,B2_tfidf_ridge,10,2022Q3,2,488,5.881150559571327,-2.7562963746852516,0.008475829918084854,-6.810420826757045,2.876874862787062e-11,6.166993591048125,0.3326251226385884,0.7409968893924694,-1.435279502266678,0.1518493845214179
long_form,B2_tfidf_ridge,10,2022Q4,3,496,3.1816821463454046,-2.6605553955928474,0.010350014424806618,-2.8477314150739885,0.004586297945952573,-15.84719991283376,0.8967129402511389,0.37400489275667465,3.245118691207128,0.0012534563849665294
long_form,B2_tfidf_ridge,10,2023Q1,4,500,2.0523099675233065,-2.1898162178478073,0.033429853223693066,-3.0000406912836652,0.002834393352998299,-5.0512604861383155,-0.32272946945328734,0.7483017665922149,1.2856379706563863,0.19916574288192843
long_form,B2_tfidf_ridge,10,2023Q2,5,496,4.714291816190623,-3.98134542549819,0.00022202801139252238,-5.807579294992139,1.1345872516957965e-08,3.050003806902493,-2.015870991319961,0.04920301852788384,-0.7847748402878579,0.43296100764653045
long_form,B2_tfidf_ridge,10,2023Q3,6,490,1.6960027419627155,-1.3667000269389278,0.1782218683623581,-2.3381318580209833,0.019782611258012346,2.572436455825965,-0.6753873832034417,0.5027391611792508,-0.6379945264684983,0.5237758837508486
long_form,B2_tfidf_ridge,10,2023Q4,7,496,2.960746953292164,-2.3541258515784134,0.02245603725767197,-3.2403501436472646,0.0012741619353680725,0.9205718980123095,-0.1193891888834714,0.9054360817382352,-0.20725344499136586,0.8358971619021015
long_form,B2_tfidf_ridge,10,2024Q1,8,498,3.5846034481797133,-2.569001706955902,0.013363122040235693,-5.645013158022888,2.7799260474593685e-08,5.872744634457525,-1.3194209805018737,0.19328761345498388,-1.759338706427568,0.07913525109253097
long_form,B2_tfidf_ridge,10,2024Q2,9,500,4.070601467254493,-2.5964604844637846,0.01253228844032508,-6.702464505849027,5.553304741958816e-11,10.301609162173225,-2.1970183020269736,0.0329847372776803,-3.549880911097899,0.000421875719028709
long_form,B2_tfidf_ridge,10,2024Q3,10,492,4.043498126856567,-1.74518074259552,0.0869764616632192,-4.813757956286458,1.9750824809826373e-06,5.00902412409653,0.5824515657134982,0.5628289066297895,-1.3882030433627524,0.16570474342899694
long_form,B2_tfidf_ridge,10,2024Q4,11,500,4.914767877138573,-2.8902406413877917,0.005603759409625524,-6.304644910193542,6.36327560312504e-10,15.385857695920809,-2.5999590719482297,0.012108310157007916,-5.232745449766121,2.463638598364623e-07
long_form,B2_tfidf_ridge,10,2025Q1,12,503,3.484263724259169,-0.9846912229638715,0.329424372988699,-3.6927333283903607,0.0002461850050870213,-7.772769387393143,0.9625606854763208,0.3403099009460421,1.75892808788012,0.07919893264053239
long_form,B2_tfidf_ridge,10,2025Q2,13,504,6.010099604284537,-2.0441023323824306,0.0462280667548766,-6.1621011122855665,1.4725201488063573e-09,-2.683082289660449,0.35899383419806646,0.7211112733412035,0.4172813944743754,0.6766506365832503
long_form,B2_tfidf_ridge,10,2025Q3,14,494,4.873311234057184,-2.333025774735662,0.023710699721917777,-6.308842685838209,6.262582728142424e-10,13.755878828385498,-0.21743609613297207,0.828753387241069,-3.5571915118490685,0.0004110433628886014
long_form,B2_tfidf_ridge,10,2025Q4,15,484,4.23936967626468,-1.8412529568215863,0.07203846982256662,-4.702676176955417,3.3558551503930026e-06,11.316365378777734,-0.05122024299029123,0.9593717983594755,-2.9345015337231537,0.003499896717380545
long_form,B2_tfidf_ridge,20,2022Q1,0,500,3.225238878317254,-1.9621987946098332,0.055206989924493036,-2.4033581227165994,0.016609160584484632,-29.825366298227316,4.015915192363895,0.0001948952117181694,6.986798404101123,9.038865504464966e-12
long_form,B2_tfidf_ridge,20,2022Q2,1,491,5.284161158775175,-1.0614078536911622,0.29360467635450016,-2.2078331708602716,0.027718384999758323,-40.21908069746203,1.4286710340160844,0.15931642305795707,6.407052127073756,3.4862981826004816e-10
long_form,B2_tfidf_ridge,20,2022Q3,2,488,9.04837122403931,-1.5614932565300603,0.12557200985140107,-7.996632969891963,9.382224891074683e-15,2.4765386294178495,0.32858072309365427,0.7440313628840676,-0.5402566390564778,0.5892670296735967
long_form,B2_tfidf_ridge,20,2022Q4,3,496,6.842556514880542,-2.360003271847149,0.022062302186893555,-6.001394296067911,3.783973755779289e-09,-20.11463204007193,0.2672305020890563,0.7903487187253064,3.0786613855572544,0.0021947430492353474
long_form,B2_tfidf_ridge,20,2023Q1,4,498,4.484129001607151,-2.112951034437655,0.03983104043969447,-4.509675311782254,8.108495871576073e-06,-3.716890763285433,-0.6050110045299135,0.548021427030628,1.0623191980028668,0.28860671279141664
long_form,B2_tfidf_ridge,20,2023Q2,5,496,6.9191518480588945,-2.7401886513117057,0.008491269370511858,-6.689876719505901,6.055320105195566e-11,0.06273254346546006,-1.1506750504935155,0.2553393663755,-0.01397717947636453,0.9888538189351435
long_form,B2_tfidf_ridge,20,2023Q3,6,489,2.233094737530874,-1.5357552103115932,0.13130360705073008,-2.695484220774278,0.0072712820783375366,6.551132112577159,-1.5142252267953464,0.13666524525874635,-1.560784476757657,0.11922285260298801
long_form,B2_tfidf_ridge,20,2023Q4,7,496,4.265474683947116,-2.663103183318912,0.01033426544712294,-4.741647604879432,2.7760200775941293e-06,6.876993541584241,-1.4148948115909434,0.16317636959630316,-1.5466496323391807,0.12258681888909347
long_form,B2_tfidf_ridge,20,2024Q1,8,495,5.418683622092876,-2.445387533146532,0.018188404092638073,-7.181515442729941,2.55104967396175e-12,13.351522138838687,-1.5590643585024024,0.12555079795689952,-4.028641884613107,6.493709525051187e-05
long_form,B2_tfidf_ridge,20,2024Q2,9,500,6.066187642090973,-2.25079838461127,0.02911592319916534,-7.411940864594231,5.366268305200183e-13,12.791085080501949,-2.512225694273422,0.01548867273118814,-3.3942096962759805,0.0007430729409662936
long_form,B2_tfidf_ridge,20,2024Q3,10,492,6.1208972147669405,-2.090715717059221,0.04155586225844341,-6.211177114660348,1.121921892496421e-09,11.600500264134316,0.2559952575557717,0.7989842558455625,-2.610068431469648,0.00932890141792835
long_form,B2_tfidf_ridge,20,2024Q4,11,499,6.880698861721913,-2.3771579211596054,0.02116049111228112,-6.114742252677414,1.956031339120211e-09,17.17076511513941,-1.9114650383524756,0.06146321375456817,-4.274774889190891,2.2936572318256607e-05
long_form,B2_tfidf_ridge,20,2025Q1,12,500,5.597890562266537,-0.18813565389443707,0.8515169034602518,-3.6490074199221,0.00029098183165623015,-16.283888733996626,0.8902567775737658,0.3775085308600627,2.4432429718439534,0.014901504270331918
long_form,B2_tfidf_ridge,20,2025Q2,13,503,10.301184557930318,-2.8857994827348845,0.005749535059176393,-9.76034916357046,1.0101079559706708e-20,14.601419230104563,-1.0439675084846785,0.3015216709382481,-2.9252334936084914,0.0035977468871147213
long_form,B2_tfidf_ridge,20,2025Q3,14,494,6.658295964888954,-4.931757878105679,9.404587456334004e-06,-7.041618187033588,6.41372793842199e-12,17.120942642757417,-0.3359597489471088,0.7383070053136674,-4.179622090326901,3.454995042347835e-05
long_form,B2_tfidf_ridge,20,2025Q4,15,465,5.013509998470718,-1.4980529784639882,0.14260321249788094,-4.834148044204347,1.8211056305186219e-06,8.307924968440032,-0.3137079666711658,0.7555046922849927,-1.7982007726605063,0.07279507709064026
long_form,B3_lm_linear,5,2022Q1,0,501,-1.1446084684054791,0.47820595396044807,0.6345472034705496,1.126072029722526,0.26067521947129685,1.7385187761802472,-0.3614762171074578,0.7192367673906302,-1.9647573698422625,0.04999564039824649
long_form,B3_lm_linear,5,2022Q2,1,491,-6.1727806452417155,0.19189886004255524,0.8485986595890224,4.34927847879464,1.6625705939047674e-05,-1.9327799506687335,-0.052926170604561354,0.9580016297625794,1.9220434709018543,0.05517982891198165
long_form,B3_lm_linear,5,2022Q3,2,489,2.256457235364903,-0.9348116173685791,0.3548748822675734,-1.513500269889392,0.13079998760367553,0.946823973028226,-0.9935099981533229,0.325773937097465,-0.6586265165379397,0.5104462491920003
long_form,B3_lm_linear,5,2022Q4,3,496,-1.474722318971405,-0.45405418673246556,0.6516793786755363,1.1469778662759156,0.25194485969238084,0.3498218126299886,-0.3977766721869946,0.6924231325654784,-0.36944585125249185,0.7119534173083453
long_form,B3_lm_linear,5,2023Q1,4,500,0.4218730175130125,-0.0881876729508019,0.9300944206963454,-0.4244008225434902,0.671456432957869,0.049035433857314153,0.37569684163504197,0.7087975717220627,-0.05297015524749332,0.9577768856715682
long_form,B3_lm_linear,5,2023Q2,5,496,0.7556992723580108,-1.226244535336275,0.22585048890226037,-0.6783002148077529,0.4978983240529787,0.3032198627948196,-0.7639393955577332,0.4484934705761231,-0.2808448963685999,0.7789467124613333
long_form,B3_lm_linear,5,2023Q3,6,490,1.2773200690470339,-1.1858384792066168,0.24164668275806106,-1.2481277123368757,0.21258158201505872,-0.344237861334455,-1.0282021086909077,0.3091174095106002,0.3438267746116103,0.73112435296906
long_form,B3_lm_linear,5,2023Q4,7,496,0.08640372988927154,0.4785288158125667,0.6343190242643519,-0.07221368873423725,0.9424610198434342,-0.0052401259715843355,0.358770165283305,0.7212480356958919,0.004660491161507541,0.9962833571100124
long_form,B3_lm_linear,5,2024Q1,8,498,0.8189891065735851,0.4864015912866765,0.628895941343472,-0.9266226322678489,0.35457224191820225,0.6310209339593029,0.5070480499368378,0.6144427418588043,-0.7682920658828735,0.44267858183146075
long_form,B3_lm_linear,5,2024Q2,9,500,1.6066798162856681,-2.3920597276216524,0.020805912293390953,-1.4601721342580847,0.1448720592384818,0.5172123960249732,-1.7829559132933495,0.08105247717310707,-0.45683479921311876,0.6479885874765515
long_form,B3_lm_linear,5,2024Q3,10,492,-0.11246117613781272,-0.08048065894820548,0.936169972435609,0.09592310814963603,0.9236207787793937,-0.17020004493458987,0.25534038966864125,0.7994871792975008,0.18397243926265733,0.8541110289917504
long_form,B3_lm_linear,5,2024Q4,11,500,1.1530203777386008,-0.07669907583137511,0.9391572887101397,-1.0584426266927194,0.2903657873374851,1.5268053333351332,0.07280806357696656,0.9422381904560881,-1.6801293176481127,0.09355802879932618
long_form,B3_lm_linear,5,2025Q1,12,503,1.1998747674179298,-2.1025908642799163,0.04045722746137101,-1.0840914900280103,0.27884461777372976,2.3351241401859215,-2.4363169325590937,0.018368916927045186,-2.3565326207764437,0.018829707819571696
long_form,B3_lm_linear,5,2025Q2,13,504,1.861037496560765,-0.055274005462266004,0.9561404516537872,-1.7146561118946118,0.08702424903284363,-1.3005828917867448,0.9684992681135817,0.3374567564665999,1.502023288628316,0.13371859138946915
long_form,B3_lm_linear,5,2025Q3,14,494,4.304705600761202,-2.3617225250545086,0.022126187468035626,-3.5894822429411173,0.00036447832867127705,2.6554938621345383,-1.9404553378473735,0.057973664151543876,-2.343433564876203,0.019503601105151758
long_form,B3_lm_linear,5,2025Q4,15,501,1.6725214839107143,-0.5282104352257004,0.5996443088395671,-1.6281010526845086,0.10413337056331663,1.3370147211698344,-0.9307842354824971,0.35635040262071244,-1.581138634373541,0.1144786840177986
long_form,B3_lm_linear,10,2022Q1,0,501,-0.3944711060301499,-1.785090106878466,0.08019437771508497,0.37470589779721075,0.7080380781930368,2.5632568299374987,-1.7440798005200153,0.08717011330776456,-2.776491807751817,0.0057010530271969
long_form,B3_lm_linear,10,2022Q2,1,491,-6.200287095105265,-0.12792380107047832,0.8987224098099702,3.284137996641119,0.001096128673262102,-2.068557535341731,0.09468021074747518,0.9249472602276118,1.6302473007162406,0.10369183503666983
long_form,B3_lm_linear,10,2022Q3,2,488,5.202647960192427,-1.7515788062370776,0.08681450689894783,-3.9229434500759184,0.00010004670270448456,2.5338469516020425,-1.6544758077139705,0.105148225285139,-1.6163580833208075,0.10666447745477683
