disc,model,h,n_seeds,seeds,n_test,g_log,vol_qlike_raw,vol_qlike_R,vol_qlike_U,vol_rel_impr_pct,vol_dm_q_clu,vol_p_q_clu,vol_boot_lo_daily,vol_boot_hi_daily,vol_placebo_dm_clu,n_days,cw_t_clu,cw_p_clu,var_qlike_raw,var_qlike_R,var_qlike_U,var_rel_impr_pct,var_dm_q_clu,var_p_q_clu,var_boot_lo_daily,var_boot_hi_daily,var_placebo_dm_clu,s26_qlike_R,s26_qlike_U,s26_g_log,s26_dm_q_clu,s26_p_q_clu,s26_placebo_dm_clu,vol_dmq_holm_clu,var_dmq_holm_clu,s26_dmq_holm_clu,genuine_ens_vol,genuine_ens_var,genuine_s26_clu,orig_n_test,orig_qlike_R,orig_qlike_U,orig_rel_impr_pct,orig_g_log,orig_dm_q,orig_dmq_holm,orig_placebo_dm,orig_genuine,status_vs_original,convention_dependent
long_form,B4_lm_features,10,1,2026,7933,-0.2043456941564065,0.08926724489634956,0.08729339051016716,0.08809837532592904,-0.9221600983274052,3.316927343955919,0.000951098609355897,0.0002468471412824248,0.0009435594085359901,-1.6878385951666228,803,-3.656715212887164,0.999863932771574,0.46177717342123126,0.38627319878223637,0.3883378424422315,-0.5345034722844183,2.1801486682615274,0.029536520964431347,0.0003436094524637788,0.003929819089685696,-0.22794560531219613,0.08729339051016716,0.08809837532592904,-0.2043456941564065,3.316927343955919,0.000951098609355897,-1.6878385951666228,0.027581859671321013,0.7088765031463523,0.03328845132745639,False,False,False,7933,0.0872933905101671,0.088098375325929,-0.9221600983274052,-0.2043456941564065,8.660180940957774,2.7655001724401624e-16,-1.0057596080080302,False,null-null,False
long_form,B4_lm_features,20,1,2026,7902,-0.18756679414992258,0.06459879310463382,0.07008297694567736,0.07142890239207705,-1.9204741365980287,3.3821524016415694,0.0007544444710135919,0.00026651934671863427,0.0009467628894861141,-3.171423918774887,794,-4.075275221810915,0.9999747067936088,0.29702680560350897,0.26465678600283427,0.26871831688745,-1.534640749613068,2.8086373701259695,0.005097490543125027,0.0006174763862393633,0.003137459704645916,-2.2084167494448783,0.07008297694567736,0.07142890239207705,-0.18756679414992258,3.3821524016415694,0.0007544444710135919,-3.171423918774887,0.02414222307243494,0.16311969738000087,0.029423334369530083,False,False,False,7902,0.0700829769456773,0.071428902392077,-1.920474136598029,-0.1875667941499225,14.656875830308564,3.3140463607643174e-46,-4.887107101610441,False,null-null,False
long_form,C1_bert_s1,5,3,2026+2027+2028,7951,0.5455345503021614,0.1226067260656771,0.12086879176314268,0.11673533474115061,3.4197884844353266,-3.25022593301281,0.0012008597355670047,-0.00678796232062604,-0.001770757108919201,-0.031236879368891256,809,6.392915894201514,1.3748340748003866e-10,0.5564483863244479,0.5108919256273659,0.5023567652141131,1.6706391283776372,-0.34003517821972484,0.7339184112355243,-0.014827671059539626,0.010495594581593,-1.5125831732161874,0.12086879176314268,0.12072558454951395,0.2295938600849563,-2.028838568980639,0.04280217882904985,0.5686317951454549,0.033184784705243546,1.0,0.9844501130681467,True,False,False,7951,0.1208687917631426,0.1207255845495139,0.1184815464271077,0.2295938600849563,-0.9605648147902128,1.0,-0.066380222061805,False,GAINED,True
long_form,C1_bert_s1,10,3,2026+2027+2028,7933,-0.12941107673468044,0.08926724489634956,0.08729339051016716,0.08803493782691674,-0.8494885035576791,3.056213466134016,0.002315827064267231,0.0003086267029630094,0.0013106015434045182,-1.0194013345965918,803,-2.069192378940776,0.9805760761754053,0.46177717342123126,0.38627319878223637,0.3921412251942958,-1.5191388971740556,3.8970839244903606,0.00010548579632038493,0.002637447954023372,0.007170442332947202,0.2748499344231704,0.08729339051016716,0.08841276877343905,-0.1473931666273899,2.3498440692856333,0.019022808121699108,-1.6779349544616942,0.053264022478146315,0.005485261408660016,0.4755702030424777,False,False,False,7933,0.0872933905101671,0.088412768773439,-1.2823173171873985,-0.1473931666273899,4.3669370330309745,0.0002807234085065,-1.6834331572999204,False,null-null,False
long_form,C1_bert_s1,20,3,2026+2027+2028,7902,0.15576791099266613,0.06459879310463382,0.07008297694567736,0.06818943917952747,2.701851217903616,-6.955445237850917,7.355029518672319e-12,-0.002866907540689269,-0.0016572808769414564,0.39243038058265106,794,6.907742892851516,5.054250820854564e-12,0.29702680560350897,0.26465678600283427,0.2574799840031301,2.7117392711129296,-5.819826769306995,8.548422728360373e-09,-0.009808214969089677,-0.004946023289709121,0.2325174815656,0.07008297694567736,0.06801544219442013,0.12388996237230365,-7.4229470317387145,2.9567026738272123e-13,0.24289191957524184,4.6336685967635607e-10,5.470990546150638e-07,1.892289711249416e-11,True,True,True,7902,0.0700829769456773,0.0680154421944201,2.950124040620903,0.1238899623723036,-15.113444567398918,4.3981690984970896e-49,0.8462710844010113,True,SURVIVES,False
long_form,C2_finbert_s1,5,3,2026+2027+2028,7951,0.3385130571551566,0.1226067260656771,0.12086879176314268,0.1185746056966592,1.8980797549289778,-4.532482283093675,6.71042978760964e-06,-0.0026648499675619806,-0.0010560479836179816,-0.7206533101663102,809,4.551752262745612,3.0690485959149247e-06,0.5564483863244479,0.5108919256273659,0.49662906897599857,2.791756129998093,-4.108859055383333,4.38168874555171e-05,-0.015780494432192916,-0.0057398637407947055,-0.1439168647503712,0.12086879176314268,0.1201893446027335,0.10967217036655304,-0.8396190744222708,0.4013703528123994,0.2179678251062595,0.00027512762129199524,0.002453745697508958,1.0,True,True,False,7951,0.1208687917631426,0.1201893446027335,0.5621361399397723,0.109672170366553,-5.573568413126545,6.701206224253575e-07,0.9701465667657458,True,SURVIVES,False
long_form,C2_finbert_s1,10,3,2026+2027+2028,7933,0.15095440634005775,0.08926724489634956,0.08729339051016716,0.08500970470918923,2.616103908476263,-6.669434417352422,4.781189702644354e-11,-0.0034396805121670237,-0.0019399683852054182,0.800302995845778,803,6.717331802564929,1.7531588743218842e-11,0.46177717342123126,0.38627319878223637,0.37682703776133863,2.445461153058942,-4.092576359074371,4.6976757198729775e-05,-0.013474750902546311,-0.004967219159553705,0.37394559185868026,0.08729339051016716,0.08331446307360785,0.24215376083511594,-6.460996408212488,1.8031652598861882e-10,1.0128174194794695,2.916525718613056e-09,0.0025837216459301377,1.1179624611294366e-08,True,True,True,7933,0.0872933905101671,0.0833144630736078,4.55810848141576,0.2421537608351159,-12.769558213320115,3.3601425152502323e-35,1.6391837262581384,True,SURVIVES,False
long_form,C2_finbert_s1,20,3,2026+2027+2028,7902,0.23393439373997402,0.06459879310463382,0.07008297694567736,0.07049617224156554,-0.5895801147380706,-0.3997749980374149,0.6894299013301354,-0.0015722481371804363,0.001177220767611074,0.7822164516735922,794,1.411443001553368,0.07925312666464757,0.29702680560350897,0.26465678600283427,0.2620025040335264,1.002914759676507,-0.8240909617726666,0.41013566136377466,-0.007142970640350919,0.0032347023138555656,0.584004567914768,0.07008297694567736,0.07014166660615292,-0.08768097742638832,0.8841219752212075,0.3768983403218427,-0.5232592392237267,1.0,1.0,1.0,False,False,False,7902,0.0700829769456773,0.0701416666061529,-0.0837431042934366,-0.0876809774263883,5.981780257472185,6.90968131033839e-08,0.4097933449954071,False,null-null,False
long_form,C2_finbert_s2,5,3,2026+2027+2028,7951,0.17486149102699247,0.1226067260656771,0.12086879176314268,0.11940975822497779,1.2071218028091506,-5.56870288633452,3.4946700959876396e-08,-0.0019335122163156315,-0.000939028108384358,0.21441901159184437,809,6.081322701434754,9.187493865931058e-10,0.5564483863244479,0.5108919256273659,0.5072624100459834,0.7104272742078458,-1.2840466222406022,0.1994937086080113,-0.0038851294277193037,0.000936940608808793,-0.34629748067611266,0.12086879176314268,0.11877335341893917,0.3088546008053924,-4.2962369040736474,1.948766305402503e-05,0.09723454911235434,1.922068552793202e-06,1.0,0.0008964325004851514,True,False,True,7951,0.1208687917631426,0.1187733534189391,1.733647133918385,0.3088546008053924,-7.252073747189423,1.7961274905160736e-11,0.6999170790805833,True,SURVIVES,True
long_form,C2_finbert_s2,10,3,2026+2027+2028,7933,0.05274422407095855,0.08926724489634956,0.08729339051016716,0.08687067505563031,0.4842468050173955,-7.585267080065719,9.196511635260237e-14,-0.0007927946283143247,-0.0004750522172983969,0.5226880645509677,803,6.903011197352865,5.175427769536813e-12,0.46177717342123126,0.38627319878223637,0.38470373150566844,0.40631016635785855,-5.2263851157453365,2.2060964803589523e-07,-0.002864955805502558,-0.00131293923851853,0.17694370062428003,0.08729339051016716,0.08708080290799614,0.023371841743161374,-6.579401721905555,8.520627599981128e-11,0.21289500034098766,5.8857674465665514e-12,1.3457188530189609e-05,5.367995387988111e-09,True,True,True,7933,0.0872933905101671,0.0870808029079961,0.2435323005883947,0.0233718417431613,-7.922258040836493,1.1391958572946806e-13,0.3716903228642229,True,SURVIVES,False
long_form,C2_finbert_s2,20,3,2026+2027+2028,7902,0.21341200545414357,0.06459879310463382,0.07008297694567736,0.06890688586514661,1.6781408721298514,-4.891023450517144,1.21484221709531e-06,-0.001611763323487681,-0.0007400915524683733,-0.3934266214227787,794,5.71444317532311,7.787126834167232e-09,0.29702680560350897,0.26465678600283427,0.2589704380994753,2.148574381651443,-5.510382865303644,4.842858623738511e-08,-0.006179393598431703,-0.0030565966576588995,-0.4661431587701765,0.07008297694567736,0.07371994870345071,-1.6373650263079833,-0.05823072953822928,0.9535795134121821,0.09047285597045485,5.588274198638426e-05,3.051000932955262e-06,1.0,True,True,False,7902,0.0700829769456773,0.0737199487034507,-5.189522358036292,-1.6373650263079833,7.931064408399995,1.0870696801992895e-13,0.3910568009300565,False,GAINED,False
long_form,C2_finbert_s3,5,3,2026+2027+2028,7951,0.2844374339633165,0.1226067260656771,0.12086879176314268,0.11736300410327645,2.9004903654007324,-5.355613060086284,1.1123696892980877e-07,-0.004228449278303671,-0.002032440775672518,0.3836717272992135,809,6.310423116649596,2.2914310098828316e-10,0.5564483863244479,0.5108919256273659,0.49183271277468343,3.730576252360625,-3.2330012364761713,0.0012746697812799843,-0.015581658977226546,-0.0038859295358784937,0.3353156275046082,0.12086879176314268,0.11798369789427943,0.175549048577628,-5.4303547142255555,7.4442690765391e-08,0.2968956855552117,5.673085415420248e-06,0.05608547037631931,4.168790682861896e-06,True,False,True,7951,0.1208687917631426,0.1179836978942794,2.386963439261433,0.175549048577628,-9.846449686090368,5.1720209272751126e-21,0.5333628728700297,True,SURVIVES,True
long_form,C2_finbert_s3,10,3,2026+2027+2028,7933,0.2622807279470197,0.08926724489634956,0.08729339051016716,0.08527424813199296,2.313052988747218,-5.259428352571835,1.8552525339300278e-07,-0.005328331508666801,-0.0024747467782415752,0.5518197487912235,803,7.095668229962865,1.4164768487455449e-12,0.46177717342123126,0.38627319878223637,0.3780973221301179,2.1166046927132762,-2.9409586953094813,0.0033661101550741587,-0.016553747913462674,-0.002923140694916675,0.3802421234915047,0.08729339051016716,0.08464753188128683,0.30808899992594807,-5.128760390344209,3.6597071824543425e-07,0.9981614200329844,9.276262669650139e-06,0.11781385542759555,1.903047734876258e-05,True,False,True,7933,0.0872933905101671,0.0846475318812868,3.0309953748126643,0.308088999925948,-9.37590809793571,4.56669784404228e-19,1.6011248138621963,True,SURVIVES,True
long_form,C2_finbert_s3,20,3,2026+2027+2028,7902,0.3024750647576501,0.06459879310463382,0.07008297694567736,0.07278747072495467,-3.858988155388456,1.6763462370957918,0.09406454441968419,-0.00013996578669005517,0.0033768806429455163,1.05508587267482,794,0.190360479102756,0.4245376920370549,0.29702680560350897,0.26465678600283427,0.2664618342280252,-0.6820336075461984,0.2638289668729428,0.7919802562817928,-0.005330842223760137,0.006993879113883014,0.7133328876444824,0.07008297694567736,0.07061402332768309,0.15754541567341296,-1.7673385475664474,0.07755610356914963,0.6671933182236347,0.9875218999540573,1.0,1.0,False,False,False,7902,0.0700829769456773,0.070614023327683,-0.7577394756180948,0.1575454156734129,2.0738371713997608,0.4193942899385862,1.7902714886521096,False,null-null,False
long_form,C2_finbert_s4,5,3,2026+2027+2028,7951,0.2998366821658178,0.1226067260656771,0.12086879176314268,0.11910889103062887,1.456042297471254,-4.782417020812224,2.058269925583731e-06,-0.0031064686511024743,-0.0012860394806548485,0.3705764036392169,809,6.621357983304738,3.243267655797282e-11,0.5564483863244479,0.5108919256273659,0.5106646925516826,0.04447771911921456,-0.1638768568127179,0.8698690685859334,-0.004778944747112272,0.004383264955299245,-0.648208992280066,0.12086879176314268,0.12218776923664502,-0.40550302948122124,3.357892869769075,0.0008221378383747867,-0.04800309029210714,9.262214665126789e-05,1.0,0.03041910001986711,True,False,False,7951,0.1208687917631426,0.122187769236645,-1.0912473387564317,-0.4055030294812212,5.94317202702821,8.449107065250148e-08,0.8049564069674359,False,GAINED,True
long_form,C2_finbert_s4,10,3,2026+2027+2028,7933,0.052961260047714974,0.08926724489634956,0.08729339051016716,0.08697548974053917,0.3641750741609195,-6.815447840569015,1.8466709312960216e-11,-0.000595949506221297,-0.00033175984494299957,-0.23780460691798683,803,7.120407824070788,1.1967334168379012e-12,0.46177717342123126,0.38627319878223637,0.38536861356999014,0.23418275332019572,-3.8586206059898793,0.0001231874524841724,-0.001983141938107639,-0.0006322539821831843,-0.04533383596411548,0.08729339051016716,0.08530241726436362,0.1053412348471593,-6.023678698585973,2.595676147445874e-09,-0.6603307458841314,1.1449359774035335e-09,0.006282560076692792,1.5574056884675246e-07,True,True,True,7933,0.0872933905101671,0.0853024172643636,2.280783498232488,0.1053412348471593,-10.36303687519256,3.0043118875474594e-23,0.6176670045841506,True,SURVIVES,False
long_form,C2_finbert_s4,20,3,2026+2027+2028,7902,0.12207159269143705,0.06459879310463382,0.07008297694567736,0.06792589953817246,3.077890668338603,-8.335233951742445,3.397791287898955e-16,-0.003429177118806558,-0.0021389530107496714,0.24387715089633205,794,8.663429337286072,1.27339663932825e-17,0.29702680560350897,0.26465678600283427,0.256672867648743,3.016706457700952,-7.366769613226363,4.39097553264998e-13,-0.011147746080607925,-0.006526419464185833,0.09284440658078888,0.07008297694567736,0.0676626178395636,0.13918138931645488,-8.82202362045027,7.075779844579832e-18,0.6463651242364998,2.2425422500133102e-14,2.898043851548987e-11,4.670014697422689e-16,True,True,True,7902,0.0700829769456773,0.0676626178395636,3.453562065421156,0.1391813893164548,-16.88514863683028,4.9374968529342114e-61,1.896322745544564,True,SURVIVES,False
long_form,C3_roberta_s1,5,3,2026+2027+2028,7951,0.029926660534689998,0.1226067260656771,0.12086879176314268,0.12050809500061227,0.2984200944419444,-5.125421662535417,3.716936995353375e-07,-0.0004355298332196145,-0.00019769623798858573,0.06326105741535684,809,5.6357198686498835,1.2042214842663399e-08,0.5564483863244479,0.5108919256273659,0.509042179730728,0.3620620729846993,-3.0269667524663593,0.0025486492725163654,-0.0018382283368432082,-0.00040627215308578434,0.3410810163978698,0.12086879176314268,0.12005383629936094,0.04952456764551796,-5.366971802192466,1.0468311722840327e-07,0.37314022454000234,1.8212991277231538e-05,0.09175137381058915,5.652888330333776e-06,True,False,True,7951,0.1208687917631426,0.1200538362993609,0.6742480435965201,0.0495245676455179,-10.471338179933618,9.935623705270029e-24,0.4702784274164405,True,SURVIVES,True
long_form,C3_roberta_s1,10,3,2026+2027+2028,7933,0.2537815296090231,0.08926724489634956,0.08729339051016716,0.08568563625145424,1.8417823495189571,-5.0618875454410714,5.151531202881171e-07,-0.002434647981172847,-0.0011094116638814403,-0.7333278674633481,803,5.257244112300809,9.383354349777321e-08,0.46177717342123126,0.38627319878223637,0.3793661318703999,1.788129990279329,-3.4879046461450924,0.0005133276459225987,-0.008338927440252551,-0.0023171772830245805,-0.0812985843550859,0.08729339051016716,0.08556727248642536,0.31165059254402744,-5.184162900925232,2.748778965799333e-07,0.528200176608448,2.4727349773829623e-05,0.02412639935836214,1.4568528518736466e-05,True,True,True,7933,0.0872933905101671,0.0855672724864253,1.9773753930897624,0.3116505925440274,-6.365018045081567,6.801860115625911e-09,0.935928019541081,True,SURVIVES,False
long_form,C3_roberta_s1,20,3,2026+2027+2028,7902,0.003797756247232138,0.06459879310463382,0.07008297694567736,0.07006893860676311,0.020031025401693697,-3.9004132358625987,0.0001041662250885933,-2.9949070284257175e-05,-1.044449956699305e-05,-0.4396939130345296,794,4.137509575261399,1.9431083971471196e-05,0.29702680560350897,0.26465678600283427,0.26460032499729863,0.02133367006694871,-3.602359842829503,0.0003349893075754997,-0.00010163469294100222,-3.0870207921960574e-05,-0.2915785486907026,0.07008297694567736,0.06991701437426913,0.13155290113827695,-1.068299180179499,0.2857106693843872,-0.06073428510138594,0.003958316553366545,0.016414476071199485,1.0,True,True,False,7902,0.0700829769456773,0.0699170143742691,0.2368086782855594,0.1315529011382769,-6.887938969896681,2.1941437311735075e-10,0.6469969463919053,True,SURVIVES,False
long_form,C4_longformer,5,3,2026+2027+2028,7951,0.16052002819364292,0.1226067260656771,0.12086879176314268,0.11908814216427392,1.4732087355999703,-6.184844518791313,9.864999145364238e-10,-0.0023989411462034993,-0.0012661462933478563,0.0879237350952824,809,6.451999384691944,9.502302082091731e-11,0.5564483863244479,0.5108919256273659,0.5011985674402992,1.8973402594224522,-5.394171617693671,9.047462634685937e-08,-0.011752219995125468,-0.005652785986088248,0.692941703147783,0.12086879176314268,0.11902387697518167,0.1857866578866748,-5.988963485606454,3.17613114858525e-09,-0.20624444733353636,5.8203494957649005e-08,5.609426833505281e-06,1.8739173776652976e-07,True,True,True,7951,0.1208687917631426,0.1190238769751816,1.5263781171705129,0.1857866578866748,-8.729907631360366,1.5352722101176623e-16,0.8030090737985903,True,SURVIVES,False
long_form,C4_longformer,10,3,2026+2027+2028,7933,-0.1231911992297677,0.08926724489634956,0.08729339051016716,0.08987155603248272,-2.953448717306126,10.32439250576024,1.5095463050657878e-23,0.0025701618101425278,0.0037252056641177617,0.22512559522425946,803,-7.619245073795329,0.999999999999964,0.46177717342123126,0.38627319878223637,0.3959065796917985,-2.493929410565445,9.092254813920533,7.48415785611215e-19,0.00876448149322668,0.013300658554266254,-0.0676797256659701,0.08729339051016716,0.08956968272765518,-0.10169879013966224,10.553138610614434,1.8099697800080198e-24,0.15345858957074868,1.0415869504953935e-21,5.1640689207173835e-17,1.2488791482055336e-22,False,False,False,7933,0.0872933905101671,0.0895696827276551,-2.60763409942578,-0.1016987901396622,16.83792072067941,1.0421293509123871e-60,1.0538723386435909,False,null-null,False
long_form,C4_longformer,20,3,2026+2027+2028,7902,0.11412824930820985,0.06459879310463382,0.07008297694567736,0.06944203350159091,0.914549398469846,-4.384672693915921,1.3181529961996957e-05,-0.0010068332531704806,-0.0004040924886599247,1.2045651064592262,794,5.42402808552005,3.871480051278747e-08,0.29702680560350897,0.26465678600283427,0.2612752954396079,1.277688970042177,-4.624483091324426,4.383726995626552e-06,-0.004244617735355974,-0.0018410434402207298,0.9777321535581027,0.07008297694567736,0.07662964264858255,-2.7543503174663355,3.459957649997018,0.0005691185822011366,-0.062446126021639126,0.0005272611984798783,0.0002586398927419666,0.022764743288045463,True,True,False,7902,0.0700829769456773,0.0766296426485825,-9.341306531512824,-2.7543503174663355,8.42968481560756,1.9179196189255098e-15,1.1562889110462111,False,GAINED,False
