disclosure,model,horizon,n_seeds,r2_mean,r2_std,qlike_mean,qlike_std,mae_mean,mae_std,rmse_mean,rmse_std,se_dm_mean,se_dm_std,se_dm_nsig,se_dm_n,se_dm_dir,qlike_dm_mean,qlike_dm_std,qlike_dm_nsig,qlike_dm_n,qlike_dm_dir
long_form,B4_lm_features,20,1,-0.2135203270978867,0.0,0.7230549169267582,0.0,0.09520184575441443,0.0,0.144106165242625,0.0,13.900699418213657,0.0,1,1,WORSE,16.343378186589195,0.0,1,1,WORSE
long_form,C1_bert_s1,5,3,-0.2725261776280276,0.1164686273897134,1.6444399211945895,0.26211204936224697,0.1254493088735727,0.004822572744006852,0.19012522657138567,0.008695017997216439,17.092467062870085,2.028574480474321,3,3,WORSE,21.890232810801454,1.347982088909728,3,3,WORSE
long_form,C1_bert_s1,10,3,-0.21123027797592053,0.11326393751939699,1.1968234043746528,0.4452143902816749,0.11482888096510792,0.0018078004625008107,0.18397029085766023,0.008734231789251772,16.62271875184306,0.5768814440850991,3,3,WORSE,8.653766699376511,0.19192869825937756,3,3,WORSE
long_form,C1_bert_s1,20,3,-0.14535647049713396,0.07623255379487101,0.6994908959316807,0.14228409099920716,0.09379165805275597,0.0042129207670841655,0.13994954668242868,0.0046224791987058665,12.483066461007187,1.224569521914801,3,3,WORSE,14.543585094170583,1.8298850557508788,3,3,WORSE
long_form,C1_bert_s2,5,3,-0.24241759690196737,0.09424508429093131,1.4557043770217448,0.2154021940965296,0.1227902225776994,0.004108273789278169,0.1879033168099908,0.007129379758234095,15.950491960312586,2.119450188172811,3,3,WORSE,19.739869998716408,1.6098348949706012,3,3,WORSE
long_form,C1_bert_s2,10,3,-0.1397070787168082,0.11307698244479569,1.0371914985474777,0.286976869021041,0.10973438031356209,0.004009457236288162,0.17844676482391675,0.008756887926362422,14.530490042742237,2.059742223800837,3,3,WORSE,6.930087108680554,1.8595847153975067,3,3,WORSE
long_form,C1_bert_s2,20,3,-0.11559317009307184,0.06160242158006696,0.6905153197474274,0.05893792170415674,0.09340255777304343,0.002216493740881803,0.13813388823012426,0.0038378772588102427,12.131290650240162,0.7257890533619065,3,3,WORSE,14.12566692844627,0.8932244145360241,3,3,WORSE
long_form,C2_finbert_s1,5,3,-0.19966639572127862,0.1451320496107734,1.34284436250852,0.40642213729113325,0.12100403526252253,0.006690850289077594,0.18450236254395969,0.01124690931075305,15.149997998668189,3.821848075251439,3,3,WORSE,18.88231990440802,4.796689754625343,3,3,WORSE
long_form,C2_finbert_s1,10,3,-0.19248699286789392,0.07457944673928303,1.2440333595779016,0.2175307763175787,0.11224163195896512,0.005365191838667651,0.1826178745037555,0.005759210505691904,16.15816604802692,1.699880186504605,3,3,WORSE,14.213828788515533,2.701168214137737,3,3,WORSE
long_form,C2_finbert_s1,20,3,-0.19505610208270566,0.180367113767533,0.7262225714543137,0.24713763892125007,0.09824267534258488,0.00415827242011378,0.14274316765036887,0.010606781894094534,13.306779397938787,2.152195218446199,3,3,WORSE,13.033861386424347,4.5419122456705745,3,3,WORSE
long_form,C2_finbert_s2,5,3,-0.25264521590053385,0.027932130476425183,1.486962240706611,0.0687931701457247,0.12333425105806915,0.0010286861534506795,0.18875788641730912,0.0020981379472430495,16.52447008476171,0.3897638429115157,3,3,WORSE,20.837167496325605,1.9682394368969103,3,3,WORSE
long_form,C2_finbert_s2,10,3,-0.18742039352775955,0.11429449112770189,1.1952122582596512,0.31984378570221234,0.11100751014029597,0.005981829882443346,0.18214509763253858,0.008897460042319798,15.266233968366112,2.148286664524007,3,3,WORSE,8.365521599483897,0.38834121848214553,3,3,WORSE
long_form,C2_finbert_s2,20,3,-0.06300285186947226,0.15752964100215983,0.5719956677175734,0.15713992889277495,0.09014967599484745,0.0052613678910177425,0.13463279580652837,0.009862013433016443,11.05224397097946,2.5810061090171095,3,3,WORSE,12.74577490528975,2.8957834788682733,3,3,WORSE
long_form,C2_finbert_s3,5,3,-0.15238455076726373,0.01291879791078559,1.242997137651916,0.061762029237264315,0.11905232382938892,0.0016202736138189206,0.18105190567675622,0.0010164359858807145,13.995293094913041,1.0828068182498771,3,3,WORSE,18.110715797256066,2.5594080486827906,3,3,WORSE
long_form,C2_finbert_s3,10,3,-0.1887834948932583,0.0271652329859573,1.254645627801831,0.15228581746410405,0.11356121496687416,0.004712797098552035,0.18238657911917844,0.0020838207998716283,15.995996493699003,1.2473595057397646,3,3,WORSE,9.792926420208582,2.875098732959825,3,3,WORSE
long_form,C2_finbert_s3,20,3,-0.1100399388532866,0.12380962041185709,0.6731348683938316,0.19587808640929527,0.09377201634030467,0.005008272487314827,0.13768624470411697,0.007575416213683729,11.622383663342667,1.735392531149902,3,3,WORSE,13.199271306526565,2.507605349776579,3,3,WORSE
long_form,C2_finbert_s4,5,3,-0.22169063970031821,0.11193635929699514,1.4320158680176538,0.42758848190784476,0.1228117727919027,0.006635449117516343,0.18628516858401523,0.008641464239253131,15.798780236084479,3.627561180112959,3,3,WORSE,19.005367627711863,5.290628469126103,3,3,WORSE
long_form,C2_finbert_s4,10,3,-0.14515480666218483,0.07071325949576411,1.0942526654290539,0.3218098263185201,0.10921328187524888,0.005688470535748095,0.1789597537846052,0.0055085663310650195,14.898715053627024,2.294545027282404,3,3,WORSE,7.839931949806562,2.612198507197273,3,3,WORSE
long_form,C2_finbert_s4,20,3,-0.05384665591743587,0.15715376841631323,0.6032133807779622,0.2514122300801238,0.09238591820623264,0.005775019342890367,0.13404140050135915,0.010028344763808887,11.186638124884567,2.2945768233230894,3,3,WORSE,11.851443446401277,5.1508327861954815,3,3,WORSE
long_form,C3_roberta_s1,5,3,-0.2741155242386945,0.11800926857290502,1.6303326470828197,0.3093902068429396,0.1256687519177707,0.005267921280881996,0.19024225269748216,0.008754955922608477,16.986912080970118,2.405284199423566,3,3,WORSE,20.859070688024875,2.3786064199505415,3,3,WORSE
long_form,C3_roberta_s1,10,3,-0.16483314626741227,0.06514920333103906,1.0862801417311365,0.16575154646329984,0.10901904646227382,0.004189090438012332,0.18050142287203047,0.005012774859125663,15.469007328852598,1.5030168425187196,3,3,WORSE,9.985803726117505,2.246098137379811,3,3,WORSE
long_form,C3_roberta_s1,20,3,-0.22748909362544079,0.06664661758012191,0.751807822071962,0.09573545166106436,0.096786235821259,0.0033909613286280354,0.14489780239901692,0.003922392161770748,13.90778520031362,0.864423227233869,3,3,WORSE,15.12451154712371,1.1561953135664882,3,3,WORSE
long_form,C4_longformer,5,3,-0.14673159486035484,0.11517449396911013,1.2350942594316288,0.35094020000854975,0.11832101845260366,0.005539667953987647,0.1804568158352632,0.009084286154924664,13.096573784011182,3.1759727243568023,3,3,WORSE,15.719139573277891,3.7066695806657215,3,3,WORSE
long_form,C4_longformer,10,3,-0.11289655191030135,0.017621939903788582,1.0636988815032389,0.03115066694669107,0.10700807395911881,0.0010233958993152107,0.1764731772687193,0.001397965221892163,13.733629912361243,1.302194514549932,3,3,WORSE,8.510590721608072,2.0067506272119537,3,3,WORSE
long_form,C4_longformer,20,3,-0.081352814784633,0.12744607139987268,0.60506562952571,0.12560560296412038,0.09100843959764174,0.003779565479123048,0.13587551895548217,0.008002155860535966,11.630538195873916,1.9682375573702524,3,3,WORSE,13.336578573937857,2.5926242161755955,3,3,WORSE
long_form,C5_e5mistral,5,3,-0.05277343065282166,0.025324787342726172,0.8467194494633591,0.06597775096475382,0.11536112515396887,0.0001767443597914247,0.1730435292004515,0.002086372445085579,11.103871372692028,0.6612605616516157,3,3,WORSE,12.213814310415552,1.4775853335853935,3,3,WORSE
long_form,C5_e5mistral,10,3,-0.0896533265335376,0.11153844604986489,0.6480065179712036,0.09741059031517076,0.11696803642222929,0.021307951923976606,0.17447511602789637,0.008837209039828823,15.688749669464222,5.474909383303076,3,3,WORSE,6.020875340956236,0.8194738166014516,3,3,WORSE
long_form,C5_e5mistral,20,3,-0.13689074922075595,0.23459810349147353,0.43746878974522563,0.01652631847836865,0.10508049533773092,0.02303730474955171,0.13901054578665492,0.014034820665312166,14.931904066202938,5.578160494049181,3,3,WORSE,10.514752330116822,0.7109355637671542,3,3,WORSE
long_form,C5_gteqwen2,5,3,-0.02264974769426087,0.005329736985714547,0.6538337547924613,0.010921638742155227,0.12432718462656821,0.0015755079615007953,0.17055773717353287,0.0004441195145342456,11.738775694246636,0.4515168155384376,3,3,WORSE,6.188792183691052,0.5151874512223632,3,3,WORSE
long_form,C5_gteqwen2,10,3,-0.015016691198456536,0.009784544870004509,0.5713715981495435,0.03869771964400371,0.11222320033509875,0.004540868986328661,0.16853636735464406,0.0008112149349344337,13.955570162595402,1.1340049314661877,3,3,WORSE,7.684921913780318,1.7718530586438457,3,3,WORSE
long_form,C5_gteqwen2,20,3,-0.01895428351144468,0.021115429122909698,0.3916335678994193,0.004127410110727697,0.0997591894820914,0.0029295539226895785,0.13204468540280065,0.0013644678478272857,13.530544364727298,0.8822217853328227,3,3,WORSE,8.124399200954525,0.2668520423272085,3,3,WORSE
long_form,C5_qwen3,5,3,-0.017169283668209356,0.003710422796608012,0.6865797762319525,0.03316158640722783,0.12073573112447605,0.003035568892748842,0.17010030278479407,0.0003100914936641226,11.224620891091606,0.6876830362076933,3,3,WORSE,7.970426769158515,1.4360722620150534,3,3,WORSE
long_form,C5_qwen3,10,3,-0.015345920667922952,0.014284052170049846,0.6045301320155443,0.04033122865678228,0.11096254521213707,0.00531905894022514,0.16856223070720058,0.0011833874036416333,13.699330729797904,1.5686079896989282,3,3,WORSE,4.575730521175003,0.24410615785402764,3,3,WORSE
long_form,C5_qwen3,20,3,-0.014871302092196373,0.02814996245356667,0.39401266947693375,0.014655315114463082,0.09871656285863502,0.0049651190985214675,0.13177613159119908,0.00182503713331907,13.359837601660756,1.4010569076433517,3,3,WORSE,8.457211267801544,0.8940971450041604,3,3,WORSE
long_form,D1_concat_mlp,5,3,0.12815254404685408,0.036145100262646154,0.6407681906278991,0.08578372239564304,0.10665992656608304,0.0008831093216284477,0.15745906048903782,0.0032468790799535744,6.31026360658008,2.769734696261584,3,3,WORSE,12.75909393445798,7.1743052247503725,3,3,WORSE
long_form,D1_concat_mlp,10,3,0.08165445877665796,0.035667961768414636,0.6445381884288062,0.05910822623191016,0.09467555299041215,0.001781541747694303,0.16029108256855412,0.0030985725983630427,10.53209129017898,1.7103050614194675,3,3,WORSE,8.783949547755281,1.7097750037015813,3,3,WORSE
long_form,D1_concat_mlp,20,3,0.12290803013957396,0.02920524882611774,0.43741308665932194,0.026162318433892752,0.08107899214451196,0.0011460197221215642,0.1225014821453585,0.002042941081920264,9.744267163707148,0.7724171336629018,3,3,WORSE,15.18816066675702,0.6651815926683075,3,3,WORSE
long_form,D2_gated_fusion,5,3,0.07071034763898772,0.07167205963612908,0.7963926438578046,0.16928248582475597,0.10836513088995306,0.0029382399810678303,0.16250688288713483,0.006231192090133556,10.226436410087874,4.04221523234732,3,3,WORSE,20.054729802487167,6.843890309477494,3,3,WORSE
long_form,D2_gated_fusion,10,3,0.10760084143253963,0.050804607774762825,0.6021955090522225,0.09251130236204251,0.0938120428605666,0.0017787811219133658,0.15798680515312802,0.00453310677588447,8.458725093997671,4.3090425880045595,3,3,WORSE,6.418691253257342,1.293671418974671,3,3,WORSE
long_form,D2_gated_fusion,20,3,0.12123502530952801,0.035490865434666646,0.4410309939539682,0.033285944710943316,0.08174889018158737,0.0016917167252012086,0.1226130730287278,0.0024676267713921035,8.929619316742185,1.9546643057849444,3,3,WORSE,13.42892626300777,2.151291760270132,3,3,WORSE
long_form,D3_e5mistral,5,3,0.1045591241686868,0.007722668753380266,0.7127383197544146,0.008933675651286293,0.10629095818512144,0.0005404225119184548,0.15959699680567058,0.0006882598782434793,9.67683536895662,0.5103601040465724,3,3,WORSE,20.15642693913256,0.13512050279481266,3,3,WORSE
long_form,D3_e5mistral,10,3,0.12976173335768873,0.004990040121296607,0.5688370779231412,0.0066627885142429245,0.09199428310002522,0.00031376251022521986,0.1560552166207949,0.00044706914733678895,8.148502336461084,0.5059536987702706,3,3,WORSE,4.905543388570913,0.3612237113745217,3,3,WORSE
long_form,D3_e5mistral,20,3,0.23249190896004565,0.012230002142255522,0.34000710878371565,0.0062331901316088675,0.07630843971432603,0.0006844889745088813,0.11460177493647981,0.0009121661668679904,4.443376378363399,1.6604168205993317,3,3,WORSE,10.68274508909663,0.7696790181668791,3,3,WORSE
long_form,D3_gteqwen2,5,3,0.12872480370968517,0.004620266976040687,0.6698368046741782,0.00451171210930663,0.10509553081952482,0.0002839899693868707,0.15742931582272457,0.00041717701650026716,6.191312883074466,0.19751451773042156,3,3,WORSE,16.28180815485507,0.7906416563637697,3,3,WORSE
long_form,D3_gteqwen2,10,3,0.14837250000175137,0.014979558553969458,0.5321457256874058,0.015259761961379797,0.09094658693432611,0.0008267488724403564,0.15437395620064961,0.0013575657016468784,5.605232139408022,1.3537176252699668,3,3,WORSE,6.725141033605289,0.8688524903960559,3,3,WORSE
long_form,D3_gteqwen2,20,3,0.2469036884765168,0.004628706587437392,0.32697491234538345,0.006359498210794758,0.07584907509197521,0.0005049570575499691,0.11352275670293657,0.0003486425274223744,2.1676957131651555,0.5715983873169613,2,3,WORSE,6.491310735654646,0.3477123554065449,3,3,WORSE
long_form,D3_qwen3,5,3,0.08997996964994899,0.011438253198422316,0.7485696388070666,0.010222662395077117,0.10691091382687394,0.000640952781031445,0.16088987017401885,0.0010116847093894824,10.330698466428164,0.7799588631238245,3,3,WORSE,19.945542140219302,0.2980153816991574,3,3,WORSE
long_form,D3_qwen3,10,3,0.10979731355762112,0.0018666983541312688,0.6232417106482637,0.010643011939442126,0.09302890986332085,9.030654561133785e-05,0.15783549692676432,0.00016546495179865997,8.888102535542433,0.3470359484567424,3,3,WORSE,3.734215934682372,0.250525801739264,3,3,WORSE
long_form,D3_qwen3,20,3,0.21336284294734784,0.013542273882093597,0.3593575284317594,0.006786696598077291,0.0771014736933169,0.0008181518334716586,0.11602072844638625,0.0009962692835010368,5.827710177769056,1.4886869665259208,3,3,WORSE,11.196888873798338,0.38997133706382164,3,3,WORSE
event_driven,A1_hv,5,1,-0.33868282478162004,0.0,1.3618919116878223,0.0,0.13028341440762914,0.0,0.20278901898686338,0.0,17.008068377682708,0.0,1,1,WORSE,24.262363181591947,0.0,1,1,WORSE
event_driven,A1_hv,10,1,-0.12386876213433662,0.0,0.6108304528624589,0.0,0.10732398241877397,0.0,0.17128634925001532,0.0,13.781387810265032,0.0,1,1,WORSE,17.63531681225164,0.0,1,1,WORSE
event_driven,A1_hv,20,1,-0.02105153727805531,0.0,0.37814552137070023,0.0,0.09220056424957532,0.0,0.14371359024165384,0.0,10.60306038500175,0.0,1,1,WORSE,11.221423226026971,0.0,1,1,WORSE
event_driven,A3_garch,5,1,0.0980796163203067,0.0,0.509548627844418,0.0,0.11280673019747818,0.0,0.16645225751387752,0.0,4.83763982808049,0.0,1,1,WORSE,-11.519037834357084,0.0,1,1,BETTER
event_driven,A3_garch,10,1,0.15971813870840368,0.0,0.3735094302395018,0.0,0.09852865606108879,0.0,0.14810763506419264,0.0,4.694753646171603,0.0,1,1,WORSE,-10.954270750778655,0.0,1,1,BETTER
event_driven,A3_garch,20,1,0.19270886664033182,0.0,0.266042456474186,0.0,0.08654086655787563,0.0,0.1277877132511856,0.0,5.60226333953962,0.0,1,1,WORSE,-8.784202981148274,0.0,1,1,BETTER
event_driven,A4_egarch,5,1,-0.13477315213235985,0.0,0.7160793623235767,0.0,0.1147908400717078,0.0,0.18670679100301582,0.0,5.384754815946681,0.0,1,1,WORSE,0.6441841997874377,0.0,0,1,WORSE
event_driven,A4_egarch,10,1,-0.08306805305399423,0.0,0.6117651340068936,0.0,0.10047733188545666,0.0,0.1681484335428088,0.0,4.887946201409715,0.0,1,1,WORSE,0.742451526786456,0.0,0,1,WORSE
event_driven,A4_egarch,20,1,-0.012349906356472706,0.0,0.459451049853671,0.0,0.08895806467538361,0.0,0.1430999001681018,0.0,4.877265207568472,0.0,1,1,WORSE,0.8152794851265325,0.0,0,1,WORSE
event_driven,A5_arima,5,1,0.026262739940300595,0.0,0.6111871067798815,0.0,0.11411571966825955,0.0,0.17295235615759574,0.0,8.016690936578655,0.0,1,1,WORSE,4.029175353754115,0.0,1,1,WORSE
event_driven,A5_arima,10,1,0.11451902865511554,0.0,0.452777640144964,0.0,0.09783173311039381,0.0,0.15203884766596396,0.0,6.789342020267882,0.0,1,1,WORSE,2.793792763120816,0.0,1,1,WORSE
event_driven,A5_arima,20,1,0.19009831656248866,0.0,0.32688630646873856,0.0,0.08314922320611691,0.0,0.12799416105999106,0.0,5.354314675905377,0.0,1,1,WORSE,2.3900887144542,0.0,1,1,WORSE
event_driven,B1_bow_ridge,5,1,-0.5700259220046686,0.0,1.7706734559666422,0.0,0.12409529377837662,0.0,0.2196134831201767,0.0,8.013288809987428,0.0,1,1,WORSE,20.566968144730847,0.0,1,1,WORSE
event_driven,B1_bow_ridge,10,1,-0.6237426952115095,0.0,1.4092400867529011,0.0,0.11426214725047014,0.0,0.20588445547122136,0.0,8.046149258101632,0.0,1,1,WORSE,20.26102611991999,0.0,1,1,WORSE
event_driven,B1_bow_ridge,20,1,-0.537600704344027,0.0,1.1742896583954792,0.0,0.10627477550076764,0.0,0.1763582545569566,0.0,9.090637453096184,0.0,1,1,WORSE,19.1943925423314,0.0,1,1,WORSE
event_driven,B2_tfidf_ridge,5,1,-0.2223236714064667,0.0,1.6631507758337944,0.0,0.12254982415944135,0.0,0.19377542573323248,0.0,29.54512505459338,0.0,1,1,WORSE,22.810419987155456,0.0,1,1,WORSE
event_driven,B2_tfidf_ridge,10,1,-0.2519511227553566,0.0,1.3636435250909633,0.0,0.11343945268736697,0.0,0.1807834374632215,0.0,28.038850219017974,0.0,1,1,WORSE,23.75937787139296,0.0,1,1,WORSE
event_driven,B2_tfidf_ridge,20,1,-0.32498573807893627,0.0,1.1125347873178013,0.0,0.10718856112352984,0.0,0.16371165883347558,0.0,26.86765196059125,0.0,1,1,WORSE,24.98140018557859,0.0,1,1,WORSE
event_driven,B3_lm_linear,5,1,-0.219464604568401,0.0,1.4581752816880225,0.0,0.12040478292724668,0.0,0.1935486685929595,0.0,28.98760436905815,0.0,1,1,WORSE,25.853152106058186,0.0,1,1,WORSE
event_driven,B3_lm_linear,10,1,-0.22083784583325472,0.0,1.1248338531190831,0.0,0.1094029233928082,0.0,0.1785229048502037,0.0,26.962632112674537,0.0,1,1,WORSE,25.6193655817567,0.0,1,1,WORSE
event_driven,B3_lm_linear,20,1,-0.2531089223552305,0.0,0.8568637387842426,0.0,0.10080769426111247,0.0,0.15920929468927544,0.0,25.565104395119658,0.0,1,1,WORSE,25.99508971749199,0.0,1,1,WORSE
event_driven,B4_lm_features,5,1,-0.20892315087941293,0.0,1.4164829478540522,0.0,0.11990595138123705,0.0,0.19271030366531813,0.0,28.61194053944973,0.0,1,1,WORSE,26.176366679184788,0.0,1,1,WORSE
event_driven,B4_lm_features,10,1,-0.20286514298373248,0.0,1.0773535331171784,0.0,0.10856921067628132,0.0,0.17720396000439229,0.0,26.443913989504978,0.0,1,1,WORSE,25.20723858354522,0.0,1,1,WORSE
event_driven,B4_lm_features,20,1,-0.22980156904058302,0.0,0.8170914940068004,0.0,0.09980590017454503,0.0,0.15772172876603244,0.0,25.097158912665137,0.0,1,1,WORSE,25.410480102669524,0.0,1,1,WORSE
event_driven,C1_bert_s1,5,3,-0.1227355240279581,0.014399345002247828,1.2639741975476648,0.0481861254092449,0.1164844803965086,0.0007534481297184116,0.18571131786627346,0.0011904819934040888,25.45581226914481,1.2086973931787808,3,3,WORSE,24.72156545813782,4.147487612386775,3,3,WORSE
event_driven,C1_bert_s1,10,3,-0.1346343205378636,0.0933007983918639,1.0991892111655734,0.27306050906380774,0.10721606888850482,0.005795730895612284,0.17200722202489918,0.007095906947994774,23.331960227211628,3.6945182637672773,3,3,WORSE,19.13946457087489,3.3384976129722492,3,3,WORSE
event_driven,C1_bert_s1,20,3,-0.12702160237120438,0.0943948759764053,0.7859136535071135,0.20101711523572519,0.0987593835265338,0.0029507864820512253,0.1508967228288266,0.006400765723869422,21.956471170636245,1.9719716017363416,3,3,WORSE,19.518618400528016,3.757458206755615,3,3,WORSE
event_driven,C1_bert_s2,5,3,-0.15824745459094944,0.06354991001143974,1.5036831324259357,0.2926917397381116,0.11996993001058695,0.004049890344930741,0.18858063250458437,0.005179492399247781,27.423179810577853,3.0559510056125574,3,3,WORSE,26.34492698624178,4.226128621937581,3,3,WORSE
event_driven,C1_bert_s2,10,3,-0.17729162191664286,0.08651493749706517,1.2292466925772558,0.2691752504187635,0.10977200038460952,0.005951610978242873,0.17523185675410907,0.0064148470904594815,25.49581855167986,3.2451802713156965,3,3,WORSE,21.496597177382124,4.481637664430296,3,3,WORSE
event_driven,C1_bert_s2,20,3,-0.17652762866643998,0.07518749702125195,0.9013705132077942,0.16195735424414848,0.0996249199247765,0.0044506797515900705,0.1542153364259175,0.004923520693370986,22.928438467750905,1.6188766630492126,3,3,WORSE,21.94541235642474,3.1667737996299947,3,3,WORSE
event_driven,C2_finbert_s1,5,3,-0.031783205687006766,0.056657255181198456,0.9762749390746936,0.1767545811667656,0.11372989599646599,0.0006235829169864895,0.17798818511082964,0.004876532354873361,20.914944371497356,2.8254009233631523,3,3,WORSE,20.52858049776915,4.941997600305044,3,3,WORSE
event_driven,C2_finbert_s1,10,3,-0.15587967820502024,0.04374231831125595,1.1357800021510933,0.09374361190111684,0.10827114629386174,0.001878170061612537,0.17368792631604824,0.0032805337781527514,24.864583975357935,1.3944140016946482,3,3,WORSE,23.378403817559008,1.707187158601624,3,3,WORSE
event_driven,C2_finbert_s1,20,3,-0.08357094022212268,0.0901330444655726,0.7023862242033405,0.15724731145594958,0.09621750149864798,0.0038820588448549103,0.14796356235752586,0.006124748196422315,21.312306135593566,2.673616550196001,3,3,WORSE,20.35507138632095,4.123131470764049,3,3,WORSE
event_driven,C2_finbert_s2,5,3,-0.17055696358354697,0.06290974649791382,1.455583027385733,0.2652700790869986,0.11956292538934274,0.0040052487817966624,0.18958140512258584,0.005133701578065759,27.96739060978404,3.479624883693012,3,3,WORSE,28.37668781693514,5.341530870391296,3,3,WORSE
