disc,model,h,dm_q_2026,dm_q_2027,dm_q_2028,p_holm_2026,p_holm_2027,p_holm_2028,p_q_2026,p_q_2027,p_q_2028,rel_impr_pct_2026,rel_impr_pct_2027,rel_impr_pct_2028,rel_mean,rel_std,n_seeds,n_sig_raw,n_sig_holm,n_dm_neg,n_dm_pos,sign_disagree,grid2026_rel_impr_pct,grid2026_genuine
combined,C2_finbert_s4,20,-14.123646664496313,-14.24127592320804,0.3043389971357215,4.096119515848747e-43,8.297907053479614e-44,1.0,3.6901977620258984e-45,6.973031137377827e-46,0.7608715784906429,1.2575692611695328,2.484942332030853,-0.0875775122947706,1.2183113603018716,1.286709164670744,3,2,2,2,1,True,,
combined,C3_roberta_s1,5,-16.08880631525131,-11.935232452896457,-8.853168992831428,6.146767775708021e-56,9.236773330568441e-31,6.244864767127026e-17,5.079973368353736e-58,9.055660128008275e-33,8.921235381610037e-19,0.9519798511766403,1.6401046797161565,0.9211256143495589,1.1710700484141185,0.40648875753583197,3,3,3,3,0,False,,
combined,C3_roberta_s1,10,-15.119731331245884,-11.215098111885085,-11.876228172235178,2.091605939936209e-49,3.649961850122879e-27,1.8142860860855442e-30,1.7876973845608626e-51,3.8829381384285944e-29,1.8326122081672162e-32,2.0958882238051157,1.414265863640819,0.3024350547155148,1.2708630473871498,0.9052855037011781,3,3,3,3,0,False,,
combined,C3_roberta_s1,20,-19.217690429640676,-26.897863283683446,-15.645226890810257,1.0230737539467474e-79,1.7498640314633515e-155,7.150427240634045e-53,7.467691634647791e-82,1.2236811408834626e-157,5.674942254471464e-55,1.6956038703774856,0.5422954984025221,3.0352719840132,1.7577237842644025,1.24764862931353,3,3,3,3,0,False,,
combined,C4_longformer,5,-17.22794292263441,-8.457900226637491,-7.831308076300558,4.053693309960057e-64,2.0111808445309207e-15,3.0825788275071594e-13,3.1918844960315406e-66,2.832649076804114e-17,4.971901334688967e-15,1.4571408192461852,1.2034926635912828,0.1504586263431199,0.937030703060196,0.6928968686753056,3,3,3,3,0,False,,
combined,C4_longformer,10,-13.018572523649029,-21.761899352035716,-14.552057609465642,1.2671499675183023e-36,4.086844523205333e-102,9.57525810642396e-46,1.1954244976587759e-38,2.8984712930534276e-104,7.9793817553533e-48,2.253157863583331,0.24692716882613788,1.80857317941245,1.4362194039406395,1.0536725775721631,3,3,3,3,0,False,,
combined,C4_longformer,20,-29.61910465952725,-19.131964061482176,-20.90483413781968,4.057761584533909e-188,5.220967099261752e-79,2.928423128970048e-94,2.817889989259659e-190,3.8109248899720816e-81,2.0768958361489702e-96,0.01652241943442393,2.1359135658281505,2.721937819871668,1.6247912683780807,1.4232893677828593,3,3,3,3,0,False,,
combined,C5_e5mistral,5,4.36966097799909,4.490611172171106,4.572386284959861,0.0005117553284489251,0.0002779104114126361,0.0001790604172511052,1.2481837279242074e-05,7.125907984939387e-06,4.839470736516357e-06,-0.00850469251204417,-0.014583407481991755,-0.01070522527059698,-0.011264441754877634,0.0030776998275797835,3,0,0,0,3,False,,
combined,C5_e5mistral,10,1.829690748666541,1.8532543271051618,2.120920130047431,0.9422732231181605,0.7024033722250259,0.4751036556171247,0.06730523022272575,0.0638548520204569,0.033935975401223194,-0.08575171696571561,-0.08196443954522384,-0.11276871678903658,-0.09349495776665868,0.016798637078777014,3,0,0,0,3,False,,
combined,C5_e5mistral,20,0.5940991913036683,1.1566202937474013,0.6184971399294533,1.0,1.0,1.0,0.5524498900644074,0.24743599410686573,0.5362519993995156,-0.06443020582487077,-0.12526588575116457,-0.06536221221572845,-0.0850194345972546,0.03485756419833715,3,0,0,0,3,False,,
combined,C5_gteqwen2,5,3.661816306059054,3.803357265630093,3.992860162123089,0.00827718352306553,0.004290145383322615,0.0020618278089934647,0.0002508237431231979,0.00014300484611075385,6.542207429972902e-05,-0.002739862153643383,-0.006040628862444582,-0.0005976918996992296,-0.003126060971929065,0.0027419432599050703,3,0,0,0,3,False,,
combined,C5_gteqwen2,10,5.2699248812989,4.975155096586389,5.10860128571468,6.3175316958111115e-06,2.6864603877454076e-05,1.370717253982652e-05,1.3733764556111112e-07,6.55234240913514e-07,3.2636125094825047e-07,-0.23052177792126305,-0.22143385127445356,-0.22464465635342049,-0.22553342851637903,0.004608691750669056,3,0,0,0,3,False,,
combined,C5_gteqwen2,20,9.432560902122969,9.33082403172219,9.275653509783385,3.2782544767602753e-19,8.583049790613302e-19,1.3842459736487963e-18,4.257473346441916e-21,1.1146817909887406e-20,1.870602667092968e-20,-0.7566604662736639,-0.7983383411464284,-0.7447228103499719,-0.7665738725900214,0.02814894321713237,3,0,0,0,3,False,,
combined,C5_qwen3,5,-2.0861346997549504,-1.7032091068361277,-1.5700449125528868,0.6655332484334808,0.8853834237696334,1.0,0.0369740693574156,0.08853834237696334,0.1164142334023376,0.010461962411935184,0.008342383954090518,0.0044136797994260455,0.007739342055150583,0.003068904574779559,3,1,0,3,0,False,,
combined,C5_qwen3,10,4.12729879460706,3.887022127988516,3.945529957570637,0.0013614213991288476,0.003152088748853661,0.002313872257211646,3.6795172949428314e-05,0.00010168028222108583,7.978869852453951e-05,-0.11362489480909416,-0.11501530841398196,-0.11596048696143473,-0.11486689672817028,0.0011748477334883912,3,0,0,0,3,False,,
combined,C5_qwen3,20,6.111833987491474,6.9547819352829245,6.43671734107739,5.3787590709057686e-08,2.122532647278032e-10,6.4364239615250165e-09,9.960664946121793e-10,3.59751296148819e-12,1.237773838754811e-10,-0.41393592304229954,-0.41578502004779744,-0.4337194600150376,-0.4211468010350448,0.010927424458870865,3,0,0,0,3,False,,
combined,D1_concat_mlp,5,-10.047748405976725,-10.799822810748603,-5.314755762574059,8.437750347993714e-22,3.4836177727099484e-25,4.729635659682068e-06,1.0165964274691222e-23,3.828151398582361e-27,1.0749171953822882e-07,0.6955963464243441,1.0027948354487068,0.4251057117757139,0.7078322978829216,0.2890388724438119,3,3,3,3,0,False,,
combined,D1_concat_mlp,10,-8.08402412085912,7.002293879874365,-16.981086274552236,4.4704957236101827e-14,1.5397644852857225e-10,2.815102142329439e-62,6.478979309579975e-16,2.5662741421428708e-12,2.132653138128363e-64,0.2513105873851601,-0.15721331688346973,0.14345159946517005,0.07918295665562014,0.21170920841134258,3,2,2,2,1,True,,
combined,D1_concat_mlp,20,10.725579212148752,9.310790513111106,-9.000425335003355,7.615628880857151e-25,1.0227158362576058e-18,1.7043080336653213e-17,8.556886382985563e-27,1.3456787319179023e-20,2.367094491201835e-19,-2.7284981719888433,-1.9705221509765216,0.8725997272502809,-1.2754735319050279,1.8984983426727033,3,1,1,1,2,True,,
combined,D2_gated_fusion,5,-5.656951601410244,-7.249931199947309,-8.038164023321174,7.767826234551383e-07,2.5992886488050437e-11,5.935034382161709e-14,1.5535652469102767e-08,4.261128932467285e-13,9.420689495494775e-16,0.21758416171246933,0.15957092878530083,0.3566108998909915,0.24458866346292055,0.10125769051990789,3,3,3,3,0,False,,
combined,D2_gated_fusion,10,9.96806053765516,14.210190264614491,-9.254536477691808,1.8611340645348184e-21,1.2760513950576717e-43,1.6626103981382578e-18,2.2696756884570958e-23,1.08139948733701e-45,2.277548490600353e-20,-1.2534583498210217,-0.6648993425075844,0.8819442831565194,-0.34547113639069554,1.102955976174545,3,1,1,1,2,True,,
combined,D2_gated_fusion,20,21.536376113168956,-11.971262831950881,-12.217520984977662,5.126298269753356e-100,6.069070487359949e-31,3.007561374746001e-32,3.661641621252397e-102,5.892301444038786e-33,2.977783539352476e-34,-0.6277516888657033,0.8427891453092693,2.4860975980749633,0.9003783515061764,1.5577232530035676,3,2,2,2,1,True,,
combined,D3_e5mistral,5,-10.277058792481155,-5.6129187842566575,-5.400275977027202,8.280860654176785e-23,8.823503766537019e-07,3.0818463625601472e-06,9.742189004913864e-25,2.0053417651220498e-08,6.699666005565537e-08,1.232937240056155,0.544881888473744,0.5731686850322397,0.7836626045207128,0.38934022309095373,3,3,3,3,0,False,,
combined,D3_e5mistral,10,-22.385838954635815,-14.365891515206606,-17.040480629677898,5.107396020476742e-108,1.4187489981634584e-44,1.0382783671137462e-62,3.596757760899114e-110,1.1725198331929408e-46,7.80660426401313e-65,1.9459216694158377,2.2532584880923094,2.0505635294214497,2.083247895643199,0.15625357875911736,3,3,3,3,0,False,,
combined,D3_e5mistral,20,-10.214366529411318,-12.114583090153543,-8.800959136654463,1.5634575383837108e-22,1.128129052951308e-31,9.811060563030655e-17,1.8612589742663223e-24,1.0445639379178778e-33,1.421892835221834e-18,1.9538702594207256,1.9275820913570263,1.9397322955957172,1.9403948821244896,0.013156603312307003,3,3,3,3,0,False,,
combined,D3_gteqwen2,5,-18.60470968082376,-18.70110945707077,-14.50673515696185,9.601816109554789e-75,1.660820119393532e-75,1.8300271919856804e-45,7.274103113299083e-77,1.22119126425995e-77,1.5378379764585549e-47,2.598384614094668,2.3908531432219715,1.8676034846205305,2.28561374731239,0.3765856644077602,3,3,3,3,0,False,,
combined,D3_gteqwen2,10,-15.54890441019225,-10.52208505125019,-18.317884761817606,3.0314333994310266e-52,6.6104414457607376e-24,1.9174983046054813e-72,2.5261944995258555e-54,7.511865279273566e-26,1.3996337989821032e-74,2.157569188585566,1.803407260154919,2.358696167153096,2.1065575386311934,0.2811371264740893,3,3,3,3,0,False,,
combined,D3_gteqwen2,20,-15.427700500819626,-10.93237637199574,-11.271437623083376,1.944421045109962e-51,8.38674049567535e-26,1.975802702563843e-27,1.6478144450084422e-53,9.018000532984247e-28,2.0581278151706696e-29,1.7146927731808026,1.5692598827821873,1.3296714164676735,1.5378746908102212,0.19441999379601502,3,3,3,3,0,False,,
combined,D3_qwen3,5,-11.619925688619528,-12.520462088805422,-9.9812605456737,3.565293035083967e-29,7.656550567303299e-34,1.669340763413753e-21,3.752940036930492e-31,6.960500515730272e-36,1.9873104326354201e-23,1.6755540802647844,1.7059491385064702,1.1947982979332035,1.5254338389014859,0.28674180128631493,3,3,3,3,0,False,,
combined,D3_qwen3,10,-19.019362387507897,-10.776233048315245,-13.360868465058108,4.29054007525001e-78,4.451110955224516e-25,1.4367668174027302e-38,3.178177833518526e-80,4.94567883913835e-27,1.3061516521843002e-40,2.0510536851524694,1.3954080030320561,1.9918532893614314,1.8127716591819858,0.36265753517827437,3,3,3,3,0,False,,
combined,D3_qwen3,20,-6.9402003354050645,-8.382768305106335,-4.39428417141106,2.5127551885904174e-10,3.762137416840669e-15,0.0003902098381250901,3.988500299349869e-12,5.3744820240580994e-17,1.1148852517859716e-05,1.259121854195451,1.3465662846254831,0.9206843211580595,1.1754574866596645,0.22493033698923173,3,3,3,3,0,False,,
event_driven,C1_bert_s1,5,-9.672320703953107,-6.900595054747018,-7.477384908114301,3.4128916985168426e-20,3.011632495781804e-10,4.69775029170663e-12,4.320116074071953e-22,5.301587005267348e-12,7.829583819511049e-14,1.244664635084717,1.0898769263953938,1.2496198334544937,1.1947204649782017,0.09083096489988685,3,3,3,3,0,False,,
event_driven,C1_bert_s1,10,-11.903628240782409,-14.475034432678504,-12.280584664500905,1.3462853094624733e-30,3.303047131395537e-45,1.4922259976879703e-32,1.387922999445849e-32,2.7074156814717514e-47,1.4487631045514275e-34,1.2546629846080926,1.6135223926144577,1.8894284520147862,1.5858712764124456,0.31828483756444076,3,3,3,3,0,False,,
event_driven,C1_bert_s1,20,-18.230377343994004,-16.787744347257508,0.2206422074920601,1.1815899557920373e-71,8.836349859428329e-61,1.0,9.019770654901048e-74,6.694204438960856e-63,0.8253728554133924,2.466204946033819,2.4996973478670372,-0.06221649076718922,1.6345619343778892,1.469548639301707,3,2,2,2,1,True,,
event_driven,C1_bert_s2,5,-12.473242454038456,-9.38123721951599,-8.364550351376973,1.3324096291828976e-33,5.502161155009665e-19,4.1870844275192e-15,1.3324096291828976e-35,7.054052762832903e-21,6.34406731442303e-17,1.668179158730454,1.3573119120552315,1.5235990867246358,1.5163633858367735,0.15555988489762507,3,3,3,3,0,False,,
event_driven,C1_bert_s2,10,-11.085255820600132,-13.063124115048032,-10.620415601221294,1.5686087905438322e-26,8.247290504762553e-37,2.506916149619973e-24,1.7237459236745408e-28,7.17155696066309e-39,2.724908858282579e-26,2.0429191093149695,1.3895499720550026,1.3656935397568077,1.5993875403755933,0.38429477204987844,3,3,3,3,0,False,,
event_driven,C1_bert_s2,20,-17.477209154280494,-21.405091248129114,-17.920913284308952,7.013843532817307e-66,1.376916104365742e-98,3.093746197977327e-69,5.479565260013521e-68,9.835115031183872e-101,2.2916638503535756e-71,1.7418029705303366,2.5621187664235685,2.6828561392988886,2.328925958750931,0.5120345991971821,3,3,3,3,0,False,,
event_driven,C2_finbert_s1,5,-14.362817547095286,-16.093396844425236,-10.820853693205791,1.531344340594281e-44,7.199695556607267e-56,2.9917010855878963e-25,1.3551719828267975e-46,5.538227351236359e-58,3.1491590374609436e-27,2.1354108463976527,2.0010650608522336,2.0550495683207997,2.0638418251902286,0.06760307211286666,3,3,3,3,0,False,2.1354108463976527,False
event_driven,C2_finbert_s1,10,-14.18950381576595,-11.837774328239053,-9.375522079640147,1.790816992498535e-43,3.0665393605650295e-30,5.58600478215066e-19,1.5989437433022633e-45,3.036177584717851e-32,7.44800637620088e-21,2.103684316886877,2.1028378696283174,1.9378505600245055,2.0481242488465665,0.095500753677963,3,3,3,3,0,False,2.103684316886877,True
event_driven,C2_finbert_s1,20,-2.0312774683880646,-2.0185539549395424,-9.685680311444184,0.6758004386890938,0.5660768510921488,3.038372454585952e-20,0.04223752741806836,0.04354437316093452,3.7979655682324397e-22,0.9196526269056869,0.5226893472087264,1.356059175363377,0.9328003831592634,0.4168404553789202,3,3,1,3,0,False,0.9196526269056868,False
event_driven,C2_finbert_s2,5,-7.245877099863527,-9.802185309194035,-9.389470637465912,2.8733001765873328e-11,9.920764205589088e-21,4.959509018920941e-19,4.420461810134358e-13,1.209849293364523e-22,6.52566976173808e-21,1.6940347868395955,1.6163697277243212,1.7389815441617607,1.6831286862418926,0.06202920002069591,3,3,3,3,0,False,,
event_driven,C2_finbert_s2,10,-14.376680664547852,-11.71232524042796,-10.452077215625412,1.269038414001771e-44,1.3330675546204776e-29,1.4563504087212203e-23,1.1131915912296238e-46,1.3330675546204776e-31,1.618167120801356e-25,1.9776691410921328,2.4816289583007896,2.3447264948158963,2.2680081980696065,0.2605919168584946,3,3,3,3,0,False,,
event_driven,C2_finbert_s2,20,-6.926725006216949,-12.047427807941192,8.785593286790457,2.735719418747079e-10,2.6298761308399933e-31,1.1249392554593315e-16,4.412450675398515e-12,2.4810152177735787e-33,1.654322434499017e-18,0.7524573506700624,3.2502763267691055,-0.48185174727347024,1.1736273100552326,1.9013766305707465,3,2,2,2,1,True,,
event_driven,C2_finbert_s3,5,-10.862822146616352,-8.81940893028214,-14.476376750977856,1.7951531149716503e-25,9.056337350887272e-17,3.1275888178090654e-45,1.9946145721907227e-27,1.2238293717415233e-18,2.650498998143276e-47,2.9965990259128255,2.050655149093146,2.3884524600777737,2.4785688783612483,0.47936748028661974,3,3,3,3,0,False,,
event_driven,C2_finbert_s3,10,-11.942146457435436,-9.830274942493585,-10.74722536564054,8.588040677204846e-31,7.703394923608684e-21,6.502445641225781e-25,8.763306813474332e-33,9.17070824239129e-23,6.991877033576109e-27,1.0672454940905998,1.212515684564936,1.5687155787876204,1.2828255858143853,0.25802262133733495,3,3,3,3,0,False,,
event_driven,C2_finbert_s3,20,6.343477157803367,-18.543141603875874,-14.258571787430743,1.2797300099387938e-08,4.115860907894158e-74,7.057668455400857e-44,2.2852321606049888e-10,3.048785857699376e-76,6.0321952610263735e-46,-3.4020089156119897,3.9177376873265795,2.5179253769154366,1.011218049543342,3.8855241358889083,3,2,2,2,1,True,,
event_driven,C2_finbert_s4,5,-4.270665304182809,-11.46907154531028,-11.387504967181053,0.0007499277908939877,2.156114527182881e-28,5.545618045578359e-28,1.956066325822651e-05,2.245952632482168e-30,5.7171320057508856e-30,0.8769418954622148,2.328072740524006,2.610051243777982,1.938355293254734,0.9299606281098325,3,3,3,3,0,False,,
event_driven,C2_finbert_s4,10,-11.71072501506519,-11.999265001690445,-15.864414787488734,1.3039961508127408e-29,4.596346124149945e-31,2.6971573541995455e-54,1.3583293237632717e-31,4.4195635809134085e-33,2.107154182968395e-56,0.9721560062805387,2.146044344675795,2.216199791585598,1.7781333808473105,0.6988777381759548,3,3,3,3,0,False,,
event_driven,C2_finbert_s4,20,-9.653336619505275,-2.9311803628854762,-18.925159999153777,4.0586003632856807e-20,0.07097699518442487,3.553573348544843e-77,5.203333799084206e-22,0.0033798569135440413,2.5750531511194512e-79,3.203575177013093,0.9585060848688217,4.642456547907059,2.934845936596325,1.8566190527464543,3,3,2,3,0,False,,
event_driven,C3_roberta_s1,5,-9.019105982195446,-12.27347950088263,-10.8085692568751,1.5213157689941097e-17,1.7214760778645717e-32,3.382478363052495e-25,2.0284210253254795e-19,1.5793358512519006e-34,3.598381237289888e-27,1.6153999263554963,1.3209257234839655,1.0059939756144671,1.3141065418179763,0.3047601993840235,3,3,3,3,0,False,,
event_driven,C3_roberta_s1,10,-12.076601856479247,-7.381817247654184,-6.884876634921966,1.7230196515571761e-31,9.983002406448285e-12,3.256317194963496e-10,1.740423890461794e-33,1.6101616784594007e-13,5.920576718115447e-12,1.7479504380932438,1.453653340449123,1.12292649111793,1.4415100898867657,0.3126888668849838,3,3,3,3,0,False,,
event_driven,C3_roberta_s1,20,-19.566029536186466,-3.032384588691676,-16.19783247428946,1.815528073906034e-82,0.055862667497398495,1.3623581660753876e-56,1.3156000535550971e-84,0.0024288116303216737,1.0479678200579905e-58,2.6346669512120453,0.8443192978569797,0.5814069443476422,1.3534643978055556,1.1173140621814603,3,3,2,3,0,False,,
event_driven,C4_longformer,5,-11.327876820620459,-9.822468598395023,-7.4289015899979285,1.0483659031432096e-27,8.219151481653887e-21,6.666581727080653e-12,1.1272751646701178e-29,9.902592146570948e-23,1.1299291062848565e-13,1.4632703224787218,1.9310100574715732,1.3864399929762765,1.5935734576421907,0.29474280154259036,3,3,3,3,0,False,,
event_driven,C4_longformer,10,-9.78642930679473,-8.302215304473961,-8.982726478614092,1.1309470773999927e-20,7.403501690192182e-15,2.0044774754255254e-17,1.413683846749991e-22,1.0729712594481422e-16,2.8232077118669373e-19,0.8869309660147274,1.6488077817387545,1.3598763163371577,1.2985383546968798,0.38462427086454637,3,3,3,3,0,False,,
event_driven,C4_longformer,20,22.313911462408175,-13.305863163027327,-20.91440446214312,4.572122628474696e-107,3.414990880077319e-38,3.782316960266664e-94,3.2426401620387913e-109,2.943957655239068e-40,2.701654971619046e-96,-2.001146107744288,1.0501807173197886,2.165938716352056,0.40499110864251886,2.1571627676562475,3,2,2,2,1,True,,
event_driven,C5_e5mistral,5,0.3772776927636656,0.004802554955745193,0.003961416290588588,1.0,1.0,1.0,0.7059704367229098,0.9961681684327268,0.9968392868413228,-0.036102723972033776,-0.0004560653498390108,-0.00037435689288076813,-0.012311048738251186,0.020604235654115455,3,0,0,0,3,False,,
event_driven,C5_e5mistral,10,5.774818399481301,5.8172156815061165,5.235966433876534,3.975357437045173e-07,2.7859853058220114e-07,7.114369071232115e-06,7.794818504010143e-09,6.0564897952652426e-09,1.6545044351702593e-07,-0.5586872539395565,-0.5529972634248286,-0.4509237733405632,-0.5208694302349827,0.0606414889890438,3,0,0,0,3,False,,
event_driven,C5_e5mistral,20,12.84689616852892,12.5988890870964,12.88106577308946,1.2288589344917076e-35,3.072895689944806e-34,8.224920067994788e-36,1.1815951293189497e-37,2.7683744954457713e-36,7.615666729624804e-38,-1.8843751220608214,-1.813104835549707,-1.969544560662925,-1.8890081727578176,0.07832270275881381,3,0,0,0,3,False,,
event_driven,C5_gteqwen2,5,0.5251094320161477,0.5663191845972776,0.4032250539184721,1.0,1.0,1.0,0.5995117562627507,0.5711818828524559,0.6867861037367258,-0.0332765458512547,-0.0342551306404252,-0.02538628013697099,-0.030972652209550297,0.0048626198440109925,3,0,0,0,3,False,,
event_driven,C5_gteqwen2,10,0.5283615636542548,0.7804671063844572,0.6650871174880272,1.0,1.0,1.0,0.5972530996682852,0.43512337118088007,0.5060009090945721,-0.020286123890636405,-0.029935132365188303,-0.024863548501039324,-0.025028268252288013,0.004826612744237117,3,0,0,0,3,False,,
event_driven,C5_gteqwen2,20,3.705922329546531,3.4276284197413927,3.5576423527766328,0.007176785742220555,0.016466473167586683,0.009747353077708153,0.0002110819335947222,0.0006098693765772845,0.0003748981952964674,-0.15231776354337892,-0.13491588178063615,-0.15146311849717048,-0.14623225460706185,0.009809578227362866,3,0,0,0,3,False,,
event_driven,C5_qwen3,5,2.4128044757781155,2.52288658272501,2.6945513561488377,0.3642608269592186,0.1863314827656192,0.13631867778517764,0.01583742725909646,0.0116457176728512,0.007053034626623715,-0.12488685671920591,-0.12889451466100293,-0.13232673637519204,-0.12870270258513364,0.0037236468989723056,3,0,0,0,3,False,,
event_driven,C5_qwen3,10,2.9888293599808198,3.122135242326526,2.955926589014194,0.07848978375918923,0.04313979755561551,0.06864489669757097,0.0028032065628281868,0.001797491564817313,0.003120222577162317,-0.12822828472558218,-0.13225937110321648,-0.12278470330382568,-0.1277574530442081,0.004754849559275493,3,0,0,0,3,False,,
event_driven,C5_qwen3,20,6.1256033156191965,6.010159913000017,6.146869868814097,5.043667217834574e-08,9.20878437670131e-08,4.011752063470263e-08,9.170304032426498e-10,1.8793437503472064e-09,8.023504126940526e-10,-0.42106186650755956,-0.4668538608442652,-0.4503786668740058,-0.44609813140861015,0.023194157114154918,3,0,0,0,3,False,,
