disc,model,h,basis,ref,seeds,valbest_member,n_test,n_days,qlike_R,qlike_U,rel_impr_pct,g_text,dm_q_clustered,p_q_clustered,p_holm,adds_raw,adds_holm,hurts_holm
long_form,B3_lm_linear,5,ens,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.1204087819180376,0.4030148028717848,0.6299267327833555,-2.3446814696051423,0.019289752453984826,0.3665052966257117,True,False,False
long_form,B3_lm_linear,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.085086750439718,0.640650752913478,0.5399508571090039,-3.034437804838625,0.0024914458016846116,0.13453807329096903,True,False,False
long_form,B3_lm_linear,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.08111182859174995,1.0209978056391256,0.4756844721126299,-4.004500216505156,6.820845738730976e-05,0.0034104228693654878,True,True,False
long_form,B3_lm_linear,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.0850502770232503,1.680849877738031,0.5566777179869142,-4.752904137396074,2.3954917613119117e-06,0.00011258811278165985,True,True,False
long_form,B3_lm_linear,10,ens,fitted_pool,2026,,7167,766,0.0856353741087057,0.085086750439718,0.640650752913478,0.5399508571090039,-3.034437804838625,0.0024914458016846116,0.12208084428254597,True,False,False
long_form,B3_lm_linear,10,ens,eqw_pool,2026,,7167,766,0.08194852119490363,0.08111182859174995,1.0209978056391256,0.4756844721126299,-4.004500216505156,6.820845738730976e-05,0.0032057974972035585,True,True,False
long_form,B3_lm_linear,10,ens,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.0850502770232503,1.680849877738031,0.5566777179869142,-4.752904137396074,2.3954917613119117e-06,9.821516221378838e-05,True,True,False
long_form,B3_lm_linear,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07164331401112867,1.9268909711669004,0.6092706897648019,-2.6424425427130447,0.008399541776809221,0.3863789217332242,True,False,False
long_form,B3_lm_linear,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.06639591945402085,2.348422049389571,0.5061710604146196,-3.5537968872206767,0.0004030419929194375,0.017330805695535814,True,True,False
long_form,B3_lm_linear,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06899059539822683,3.309039678397762,0.5521293035418058,-4.9699316923300705,8.271854402804198e-07,4.135927201402099e-05,True,True,False
long_form,B3_lm_linear,20,ens,fitted_pool,2026,,7097,765,0.07305092570285074,0.07164331401112867,1.9268909711669004,0.6092706897648019,-2.6424425427130447,0.008399541776809221,0.3695798381796057,True,False,False
long_form,B3_lm_linear,20,ens,eqw_pool,2026,,7097,765,0.06799267441187908,0.06639591945402085,2.348422049389571,0.5061710604146196,-3.5537968872206767,0.0004030419929194375,0.01773384768845525,True,True,False
long_form,B3_lm_linear,20,ens,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06899059539822683,3.309039678397762,0.5521293035418058,-4.9699316923300705,8.271854402804198e-07,3.722334481261889e-05,True,True,False
long_form,B4_lm_features,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11741716408255119,0.02321054438689578,0.07650947498236418,1.628283402949714,0.10386300392083363,1.0,False,False,False
long_form,B4_lm_features,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11590177996798474,0.011826864074866926,0.018164664125454342,1.0896524223321944,0.2761981271287268,1.0,False,False,False
long_form,B4_lm_features,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.12074118291715967,0.12806693892273205,0.18019858611503273,1.038013729925289,0.2995808615869774,1.0,False,False,False
long_form,B4_lm_features,5,ens,fitted_pool,2026,,7550,792,0.11744442357261445,0.11741716408255119,0.02321054438689578,0.07650947498236418,1.628283402949714,0.10386300392083363,1.0,False,False,False
long_form,B4_lm_features,5,ens,eqw_pool,2026,,7550,792,0.1159154891353265,0.11590177996798474,0.011826864074866926,0.018164664125454342,1.0896524223321944,0.2761981271287268,1.0,False,False,False
long_form,B4_lm_features,5,ens,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.12074118291715967,0.12806693892273205,0.18019858611503273,1.038013729925289,0.2995808615869774,1.0,False,False,False
long_form,B4_lm_features,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08625950261671181,-0.7288209043307747,-0.2612073080704082,2.348403214369492,0.01910777371630454,0.7452031749358771,False,False,False
long_form,B4_lm_features,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.08301848131629269,-1.3056490901700384,-0.33912226756276276,3.18322576925379,0.0015153684165342446,0.057507141822213635,False,False,False
long_form,B4_lm_features,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08724887753888462,-0.8607589414365417,-0.19680977862980012,3.6795402043005434,0.00025003994910119317,0.01025163791314892,False,False,True
long_form,B4_lm_features,10,ens,fitted_pool,2026,,7167,766,0.0856353741087057,0.08625950261671181,-0.7288209043307747,-0.2612073080704082,2.348403214369492,0.01910777371630454,0.6878798537869635,False,False,False
long_form,B4_lm_features,10,ens,eqw_pool,2026,,7167,766,0.08194852119490363,0.08301848131629269,-1.3056490901700384,-0.33912226756276276,3.18322576925379,0.0015153684165342446,0.06213010507790403,False,False,False
long_form,B4_lm_features,10,ens,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08724887753888462,-0.8607589414365417,-0.19680977862980012,3.6795402043005434,0.00025003994910119317,0.008501358269440568,False,False,True
long_form,B4_lm_features,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07418624981160805,-1.5541543078803324,-0.22462259103222285,1.7807779573084412,0.07534599598549277,1.0,False,False,False
long_form,B4_lm_features,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.07021081096151918,-3.2623169610939344,-0.3517622959724547,3.319870834649517,0.0009433142664957562,0.03773257065983025,False,False,True
long_form,B4_lm_features,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.07308422022143596,-2.428213538040099,-0.23982482298866153,4.082215792185737,4.930684372182046e-05,0.0021695011237601,False,False,True
long_form,B4_lm_features,20,ens,fitted_pool,2026,,7097,765,0.07305092570285074,0.07418624981160805,-1.5541543078803324,-0.22462259103222285,1.7807779573084412,0.07534599598549277,1.0,False,False,False
long_form,B4_lm_features,20,ens,eqw_pool,2026,,7097,765,0.06799267441187908,0.07021081096151918,-3.2623169610939344,-0.3517622959724547,3.319870834649517,0.0009433142664957562,0.040562513459317516,False,False,True
long_form,B4_lm_features,20,ens,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.07308422022143596,-2.428213538040099,-0.23982482298866153,4.082215792185737,4.930684372182046e-05,0.0017750463739855367,False,False,True
long_form,C1_bert_s1,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11744757572724042,-0.0026839542739312203,0.20642399468619685,-1.5202115391073254,0.12885742478767537,1.0,False,False,False
long_form,C1_bert_s1,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11593556945087669,-0.017323237558654413,0.2087948766648391,-1.7019383406525237,0.08915986671161871,1.0,False,False,False
long_form,C1_bert_s1,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.12078408528108378,0.09257994174025044,0.22749904281550537,-1.9056674588603477,0.05705564185316607,1.0,False,False,False
long_form,C1_bert_s1,5,ens,fitted_pool,2026+2027+2028,,7550,792,0.11744442357261445,0.11616716662083093,1.0875415902516692,0.5592099902086031,-1.7136604465240008,0.08698290039688379,1.0,False,False,False
long_form,C1_bert_s1,5,ens,eqw_pool,2026+2027+2028,,7550,792,0.1159154891353265,0.11360807470573214,1.9906006063611945,0.4397699926205525,-2.719786901401709,0.006675694868096576,0.21362223577909042,True,False,False
long_form,C1_bert_s1,5,ens,valbest_single,2026+2027+2028,A2_har_rv,7550,792,0.12089601073739074,0.11680826064247608,3.38121172897428,0.5542262104185328,-3.3287061626695795,0.0009128652809609312,0.025560227866906073,True,True,False
long_form,C1_bert_s1,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08558057798414048,0.06398772135409463,-0.24045836432528203,0.9468971494719269,0.34399018742062937,1.0,False,False,False
long_form,C1_bert_s1,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.0835395065364411,-1.941444846519587,-0.28785697439891117,2.3885545989736197,0.017156309693755614,0.48037667142515716,False,False,False
long_form,C1_bert_s1,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.0877527403680721,-1.4432304733090187,-0.15480978846775878,3.024696732445802,0.0025721047210683474,0.07716314163205042,False,False,False
long_form,C1_bert_s1,10,ens,fitted_pool,2026+2027+2028,,7167,766,0.0856353741087057,0.08573148259931533,-0.11222989519218249,-0.2528274504404943,1.188121384556586,0.23515431812104554,1.0,False,False,False
long_form,C1_bert_s1,10,ens,eqw_pool,2026+2027+2028,,7167,766,0.08194852119490363,0.08328066271196671,-1.6255833511562225,-0.3479581567042038,2.619905799793944,0.008969775215041473,0.27806303166628565,False,False,False
long_form,C1_bert_s1,10,ens,valbest_single,2026+2027+2028,A6_shar,7167,766,0.08650428417809598,0.08736025965114627,-0.9895180119495545,-0.14471986642099144,3.5483150347092094,0.0004113530615435154,0.013163297969392493,False,False,True
long_form,C1_bert_s1,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07208810886055904,1.318007722733248,0.1986535573198867,-2.4168350911485046,0.01588940516223771,0.6514656116517462,True,False,False
long_form,C1_bert_s1,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.06858142074024096,-0.8658967064531586,-0.04611217580966143,6.0641071007877985,2.085205981234859e-09,1.3553838878026582e-07,False,False,True
long_form,C1_bert_s1,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.06960128343945038,2.4531547157881923,0.10048055171076156,-7.735162521643468,3.265033107214645e-14,2.122271519689519e-12,True,True,False
long_form,C1_bert_s1,20,ens,fitted_pool,2026+2027+2028,,7097,765,0.07305092570285074,0.07239610022762599,0.8963958620981477,0.24091291507622536,-2.545497144777098,0.011107638123025088,0.47762843929007875,True,False,False
long_form,C1_bert_s1,20,ens,eqw_pool,2026+2027+2028,,7097,765,0.06799267441187908,0.06865517389790764,-0.9743689180621722,-0.07117122848570798,5.917423728248615,4.9350593746403935e-09,3.109087406023448e-07,False,False,True
long_form,C1_bert_s1,20,ens,valbest_single,2026+2027+2028,A6_shar,7097,765,0.07135164980134474,0.06978680590867443,2.1931432518058145,0.12198282931621472,-7.328551936146219,5.929377396847697e-13,3.794801533982526e-11,True,True,False
long_form,C2_finbert_s1,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11733917700002895,0.08961393771107704,0.0327418151408671,0.030206057271505597,0.9759103372386323,1.0,False,False,False
long_form,C2_finbert_s1,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11599371817398915,-0.06748799426738077,-0.017832921443253387,0.5583710575778957,0.576749045920826,1.0,False,False,False
long_form,C2_finbert_s1,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.12030861143180703,0.4858715370349623,0.09383594000425503,-1.1611357393736839,0.24593698256269972,1.0,False,False,False
long_form,C2_finbert_s1,5,ens,fitted_pool,2026+2027+2028,,7550,792,0.11744442357261445,0.11670953318025666,0.6257345985468722,0.257427324783059,-2.30378669693651,0.02149302776358383,0.7307629439618502,True,False,False
long_form,C2_finbert_s1,5,ens,eqw_pool,2026+2027+2028,,7550,792,0.1159154891353265,0.11522896260117464,0.5922647087744791,0.14100176845235748,-3.7491116974939995,0.000190390500841885,0.008567572537884824,True,True,False
long_form,C2_finbert_s1,5,ens,valbest_single,2026+2027+2028,A2_har_rv,7550,792,0.12089601073739074,0.11868585127193783,1.8281492101950365,0.326068858264734,-4.766352241648167,2.232412859807333e-06,9.3761340111908e-05,True,True,False
long_form,C2_finbert_s1,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08396793072809931,1.9471432196813068,0.25978603209820467,-2.98360441990732,0.002939374754818977,0.14990811249576783,True,False,False
long_form,C2_finbert_s1,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.0804748157630968,1.7983307206994257,0.1087020571061279,-5.118241485591123,3.9043000339466663e-07,2.3035370200285332e-05,True,True,False
long_form,C2_finbert_s1,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08261807431373133,4.492505661758531,0.23212532842608902,-6.081142786017499,1.883363338482488e-09,1.1488516364743176e-07,True,True,False
long_form,C2_finbert_s1,10,ens,fitted_pool,2026+2027+2028,,7167,766,0.0856353741087057,0.08483822347089012,0.9308660657027903,0.13456980086639544,-3.286434440299808,0.001060915513906375,0.05728943775094426,True,False,False
long_form,C2_finbert_s1,10,ens,eqw_pool,2026+2027+2028,,7167,766,0.08194852119490363,0.08212298758263822,-0.2128975424945711,-0.014185984829404134,5.538274165837949,4.2019168813076006e-08,2.6051884664107122e-06,False,False,True
long_form,C2_finbert_s1,10,ens,valbest_single,2026+2027+2028,A6_shar,7167,766,0.08650428417809598,0.08433189189434087,2.5113117857637737,0.1416308767796619,-6.524275251932064,1.242375466689452e-10,7.578490346805657e-09,True,True,False
long_form,C2_finbert_s1,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.07306108237530416,-0.013903550647308499,-0.30780422295879667,-1.831840789035464,0.06736431295854611,1.0,False,False,False
long_form,C2_finbert_s1,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.06826205897946648,-0.3961964578059613,-0.89238710013767,0.31591394757195096,0.7521541072655463,1.0,False,False,False
long_form,C2_finbert_s1,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.07156261970259667,-0.2956762763570318,-0.3840678980728753,1.4199309807961156,0.15603568921770145,1.0,False,False,False
long_form,C2_finbert_s1,20,ens,fitted_pool,2026+2027+2028,,7097,765,0.07305092570285074,0.07707818396397097,-5.512946239041388,0.3539670855078182,2.5122551801811888,0.012201236459036863,0.5002506948205114,False,False,False
long_form,C2_finbert_s1,20,ens,eqw_pool,2026+2027+2028,,7097,765,0.06799267441187908,0.06831390508827148,-0.4724489500831924,0.05695279926262976,0.4900016827899375,0.6242733830475226,1.0,False,False,False
long_form,C2_finbert_s1,20,ens,valbest_single,2026+2027+2028,A6_shar,7097,765,0.07135164980134474,0.07172879928262935,-0.5285785014567311,0.21416376066493345,-0.577172668380329,0.5639928508522112,1.0,False,False,False
long_form,C2_finbert_s2,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11678856896306483,0.5584382719917814,0.2511852677666521,-2.2153578423257017,0.0270196102254486,1.0,True,False,False
long_form,C2_finbert_s2,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.1149738618151321,0.812339513225095,0.17889473171670872,-3.8085946234235672,0.00015058110360309453,0.006926730765742349,True,True,False
long_form,C2_finbert_s2,5,s26,valbest_single,2026,A2_har_rv,7550,792,0.12089601073739074,0.1188707307727604,1.675224808723949,0.29926086735814666,-4.271065829617427,2.1819940622346366e-05,0.0010037172686279327,True,True,False
long_form,C2_finbert_s2,5,ens,fitted_pool,2026+2027+2028,,7550,792,0.11744442357261445,0.11718091088718616,0.22437224128003347,0.061951868143284,-3.3824729986152815,0.0007536674034233599,0.04220537459170815,True,True,False
long_form,C2_finbert_s2,5,ens,eqw_pool,2026+2027+2028,,7550,792,0.1159154891353265,0.1160530339997002,-0.11865960744307696,-0.019356671945649186,5.095593076170988,4.351264498348545e-07,2.4367081190751854e-05,False,False,True
long_form,C2_finbert_s2,5,ens,valbest_single,2026+2027+2028,A2_har_rv,7550,792,0.12089601073739074,0.11959500350353787,1.0761374390416496,0.15631577597191146,-5.498298084609332,5.1774061228541646e-08,2.6922511838841657e-06,True,True,False
long_form,C2_finbert_s2,10,s26,fitted_pool,2026,,7167,766,0.0856353741087057,0.08574081667050865,-0.12312967964511916,-0.04092321769032742,3.906552937799945,0.00010190553805127936,0.006114332283076762,False,False,True
long_form,C2_finbert_s2,10,s26,eqw_pool,2026,,7167,766,0.08194852119490363,0.08292041226545513,-1.1859775580818406,-0.13896405962579753,5.731458753648141,1.4323572047005571e-08,8.880614669143454e-07,False,False,True
long_form,C2_finbert_s2,10,s26,valbest_single,2026,A6_shar,7167,766,0.08650428417809598,0.08641287668071881,0.10566817383168924,0.009734859033127305,-6.7831866335406,2.353620305581804e-11,1.4827807925165365e-09,True,True,False
long_form,C2_finbert_s2,10,ens,fitted_pool,2026+2027+2028,,7167,766,0.0856353741087057,0.0857553494589722,-0.1401002232023973,-0.035015649022473096,4.970914452716033,8.229114743999641e-07,5.26663343615977e-05,False,False,True
long_form,C2_finbert_s2,10,ens,eqw_pool,2026+2027+2028,,7167,766,0.08194852119490363,0.08312159583161416,-1.4314774929501486,-0.17461045097504022,6.588811237043178,8.248919613106109e-11,5.361797748518971e-09,False,False,True
long_form,C2_finbert_s2,10,ens,valbest_single,2026+2027+2028,A6_shar,7167,766,0.08650428417809598,0.08619942169546906,0.35242472153087034,0.03630347071799846,-7.586065779715855,9.583982534061047e-14,6.2295886471396805e-12,True,True,False
long_form,C2_finbert_s2,20,s26,fitted_pool,2026,,7097,765,0.07305092570285074,0.0745658659182294,-2.073813850820985,-1.9098633627114705,-1.768641720734384,0.07735265859578928,1.0,False,False,False
long_form,C2_finbert_s2,20,s26,eqw_pool,2026,,7097,765,0.06799267441187908,0.07111476372939987,-4.591802491262694,-2.1218475100804146,0.05193602079990697,0.9585932484331348,1.0,False,False,False
long_form,C2_finbert_s2,20,s26,valbest_single,2026,A6_shar,7097,765,0.07135164980134474,0.07464102766135773,-4.61009362666621,-1.8261714704133456,0.2188338076031614,0.8268379549170131,1.0,False,False,False
long_form,C2_finbert_s2,20,ens,fitted_pool,2026+2027+2028,,7097,765,0.07305092570285074,0.07347153812816956,-0.5757797334831154,0.3166537542853216,0.9415246564195779,0.34673366310497067,1.0,False,False,False
long_form,C2_finbert_s2,20,ens,eqw_pool,2026+2027+2028,,7097,765,0.06799267441187908,0.06810732578629838,-0.16862312802227047,-0.04067475745053658,2.817611813430137,0.004963171388635878,0.17371099860225575,False,False,False
long_form,C2_finbert_s2,20,ens,valbest_single,2026+2027+2028,A6_shar,7097,765,0.07135164980134474,0.07033753669932179,1.4212889328367624,0.18237647715155456,-4.941571898707826,9.527464434648144e-07,4.1920843512451834e-05,True,True,False
long_form,C2_finbert_s3,5,s26,fitted_pool,2026,,7550,792,0.11744442357261445,0.11635648224863555,0.9263456628115114,0.14276005371487507,-3.010979820459896,0.0026869049387602223,0.14010518633659746,True,False,False
long_form,C2_finbert_s3,5,s26,eqw_pool,2026,,7550,792,0.1159154891353265,0.11478611047268727,0.9743121226195398,0.0852200648058007,-4.505814724816866,7.609520541121426e-06,0.00039569506813831416,True,True,False
