disc,model,h,n_test,n_days,orig_rel_impr_pct,orig_dm_q,orig_dmq_holm,orig_genuine,clu_dm_q,clu_p_q,qlike_R_vix,qlike_U_vix,rel_impr_pct_vix,g_text_vix,c_vix_ref,vix_dm_q,vix_p_q,vix_boot_dmean,vix_boot_lo,vix_boot_hi,vix_placebo_dm,clu_holm,vix_holm,survives_clustering,survives_vix
event_driven,C6_llmtext,20,24732,981,0.6582441286840103,-5.389184067270421,1.7142059293660068e-06,False,-1.9823432496516546,0.047719784499897465,0.06436333279461258,0.06385693672506826,0.7867772651864726,0.24587198013546901,0.010011693511572727,-2.278626851707483,0.022903698483172925,-0.0003974628616782188,-0.000711343350717879,-5.6178135379852514e-05,1.0911512105911476,0.3127440092461888,0.3435554772475939,False,False
long_form,B1_bow_ridge,5,7951,809,1.6453166106838288,-6.75177697668904,5.470897497515388e-10,True,-3.8343062389023346,0.00013571202045885167,0.11681896988824332,0.11487194687578352,1.6667010626120509,0.15317626322774278,0.4305998835842345,-1.3630129336163563,0.1732581419617176,-0.0010353861678783379,-0.002466068558786479,0.0004800193366309667,0.1424244532304096,0.002578528388718182,1.0,True,False
long_form,B1_bow_ridge,10,7933,803,1.4430793808168212,-9.179812311390869,2.7650192655020537e-18,True,-4.14759093241594,3.718297815318565e-05,0.08048847111081314,0.07814423780618483,2.9125081794644454,0.11625850444433272,0.38768789323306113,-2.478785176405913,0.013387677530522737,-0.0015875239940586782,-0.002697283270145341,-0.0002671121264768639,0.4747890748573814,0.000743659563063713,0.22759051801888652,True,False
long_form,B1_bow_ridge,20,7902,794,2.9855262769060005,-13.075267803903577,6.995731622540708e-37,True,-5.446405777397618,6.860604581652476e-08,0.06890435546819605,0.0658381835674201,4.449895626977004,0.10823254313240582,0.03578046111139743,-6.672909661304061,4.707093034134426e-11,-0.0030230344498718633,-0.0038280437657687905,-0.002048403843169556,-0.2772500850864018,2.0581813744957426e-06,1.7416244226297377e-09,True,True
long_form,B2_tfidf_ridge,5,7951,809,3.3305014262665753,-11.338148065949502,8.445754629027037e-28,True,-5.3907848396946605,9.213613664235412e-08,0.11681896988824332,0.11262236996597771,3.5923959321678223,0.31931459522955324,0.4305998835842345,-2.568011588771441,0.010407057391773106,-0.002731245097865,-0.004794858151513073,-0.0006109502408440221,0.1331754221837515,2.5798118259859153e-06,0.18732703305191592,True,False
long_form,B2_tfidf_ridge,10,7933,803,3.4823316043620314,-15.29925124265144,2.8167977607867468e-50,True,-8.89254432852136,3.901005011622187e-18,0.08048847111081314,0.0760044003636856,5.571072086776337,0.2655495415997116,0.38768789323306113,-6.645873860684223,5.56525047529359e-11,-0.004557584325760017,-0.005808644648445293,-0.003304353971848695,0.32850532711450997,1.5604020046488747e-16,2.0034901711056925e-09,True,True
long_form,B3_lm_linear,10,7933,803,1.7940860314836526,-5.445647051102129,1.3290562789952073e-06,True,-4.615395517081547,4.566983311300923e-06,0.08048847111081314,0.07943924800023865,1.303569438075137,0.59693947786062,0.38768789323306113,-3.495026308396453,0.0005000249473290239,-0.0019312340386786434,-0.002953544137388165,-0.0009026674687442446,0.20107598796317613,0.0001004736328486203,0.01300064863055462,True,True
long_form,B3_lm_linear,20,7902,794,3.484928689567737,-9.63202722186528,4.090540876910333e-20,True,-4.69288743331623,3.1725548463252715e-06,0.06890435546819605,0.06644769798702391,3.56531523222223,0.5824449173716342,0.03578046111139743,-4.806191712267239,1.840132174219581e-06,-0.002283515665302688,-0.003197143239484868,-0.001388231367170087,-1.1883122951486071,7.296876146548124e-05,5.704409740080701e-05,True,True
long_form,C1_bert_s1,20,7902,794,2.950124040620903,-15.113444567398918,4.3981690984970896e-49,True,-7.4229470317387145,2.9567026738272123e-13,0.06890435546819605,0.06576576059629984,4.555002148369107,0.13973562178196364,0.03578046111139743,-8.678023170333368,2.2654158816042734e-17,-0.003366978305189964,-0.004090686284637426,-0.002598923261210069,0.1251772835253009,1.0939799893160686e-11,8.835121938256667e-16,True,True
long_form,C2_finbert_s1,5,7951,809,0.5621361399397723,-5.573568413126545,6.701206224253575e-07,True,-0.8396190744222708,0.4013703528123994,0.11681896988824332,0.11449162908317782,1.9922627354889229,0.22632194768844416,0.4305998835842345,-3.4784479642360315,0.0005312980287655759,-0.0014972429781466355,-0.002312912440938782,-0.0006746814757014656,0.9427057679755064,1.0,0.01300064863055462,False,True
long_form,C2_finbert_s1,10,7933,803,4.55810848141576,-12.769558213320115,3.3601425152502323e-35,True,-6.460996408212488,1.8031652598861882e-10,0.08048847111081314,0.07636423822559435,5.12400450437271,0.3152827573569208,0.38768789323306113,-3.873072439876407,0.00011623048662383913,-0.004012861887590486,-0.005928643553653658,-0.001957600550299876,0.6041328095406971,6.311078409601659e-09,0.0031382231388436565,True,True
long_form,C2_finbert_s2,5,7951,809,1.733647133918385,-7.252073747189423,1.7961274905160736e-11,True,-4.2962369040736474,1.948766305402503e-05,0.11681896988824332,0.11520142294345162,1.3846611953000032,0.46622275854304973,0.4305998835842345,0.07640442382046944,0.9391162640448283,7.392271339454018e-05,-0.0017857886345764803,0.00191961573644409,-0.24141957117942264,0.00040924092413452564,1.0,True,False
long_form,C2_finbert_s2,10,7933,803,0.2435323005883947,-7.922258040836493,1.1391958572946806e-13,True,-6.579401721905555,8.520627599981128e-11,0.08048847111081314,0.07920441613741312,1.5953278223314582,0.12206234363468536,0.38768789323306113,-6.9304449538823185,8.622772885455097e-12,-0.0016890046839079062,-0.0021526520366356864,-0.0012411935121613208,0.45422478502798913,3.067425935993206e-09,3.2766536964729367e-10,True,True
long_form,C2_finbert_s3,5,7951,809,2.386963439261433,-9.846449686090368,5.1720209272751126e-21,True,-5.4303547142255555,7.4442690765391e-08,0.11681896988824332,0.11302684482788047,3.246155195505184,0.2862197571533644,0.4305998835842345,-2.2268111534019126,0.026234787180477857,-0.002087249482664262,-0.003929158612335672,-0.0002806070501888072,0.1908224457120229,2.158838032196339e-06,0.367224115206383,True,False
long_form,C2_finbert_s3,10,7933,803,3.0309953748126643,-9.37590809793571,4.56669784404228e-19,True,-5.128760390344209,3.6597071824543425e-07,0.08048847111081314,0.07787301249772788,3.249482288568273,0.4805982375185256,0.38768789323306113,-1.267144434849255,0.20547147436241772,-0.0015986863837180406,-0.003846761418624527,0.0010297639261531166,0.7596846057088414,9.149267956135856e-06,1.0,True,False
long_form,C2_finbert_s4,10,7933,803,2.280783498232488,-10.36303687519256,3.0043118875474594e-23,True,-6.023678698585973,2.595676147445874e-09,0.08048847111081314,0.07843014721952177,2.557290333490819,0.19083590994977098,0.38768789323306113,-2.3963922792270145,0.016785448842018484,-0.002810755096220997,-0.004929723233637935,-0.000494095930490889,-0.25058020772212963,8.565731286571385e-08,0.26856718147229575,True,False
long_form,C2_finbert_s4,20,7902,794,3.453562065421156,-16.88514863683028,4.9374968529342114e-61,True,-8.82202362045027,7.075779844579832e-18,0.06890435546819605,0.06548893530212277,4.956755117823758,0.15474758620947165,0.03578046111139743,-9.280415503748957,1.5749197885398239e-19,-0.004293435356730388,-0.005140298280331145,-0.0033530457176881166,0.5690395987280723,2.7595541393861343e-16,6.299679154159295e-18,True,True
long_form,C3_roberta_s1,5,7951,809,0.6742480435965201,-10.471338179933618,9.935623705270029e-24,True,-5.366971802192466,1.0468311722840327e-07,0.11681896988824332,0.11476180332017225,1.76098673874551,0.1580894339504316,0.4305998835842345,-2.1575293949593477,0.03125856881149592,-0.00143883650715118,-0.0027581946520339566,-0.00014058501567299815,-0.27774246906761935,2.826444165166888e-06,0.37510282573795106,True,False
long_form,C3_roberta_s1,10,7933,803,1.9773753930897624,-6.365018045081567,6.801860115625911e-09,True,-5.184162900925232,2.748778965799333e-07,0.08048847111081314,0.07793781961925,3.16896501618413,0.4801867629823827,0.38768789323306113,-3.2968335504110673,0.001020831163899563,-0.0030200068625891377,-0.0047525041048930156,-0.0012056768782974657,0.5888874340975259,7.146825311078266e-06,0.02347911676968995,True,True
long_form,C3_roberta_s1,20,7902,794,0.2368086782855594,-6.887938969896681,2.1941437311735075e-10,True,-1.068299180179499,0.2857106693843872,0.06890435546819605,0.06859646584890514,0.446836222759572,0.15861095577252393,0.03578046111139743,-4.611490399761675,4.659234322498526e-06,-0.00017612633303931425,-0.0002475974709843804,-9.926695924450744e-05,0.01863990224502805,1.0,0.0001397770296749558,False,True
long_form,C4_longformer,5,7951,809,1.5263781171705129,-8.729907631360366,1.5352722101176623e-16,True,-5.988963485606454,3.17613114858525e-09,0.11681896988824332,0.11393230993615613,2.4710541060657825,0.3468708592686456,0.4305998835842345,-4.133986798523363,3.937709795395045e-05,-0.00312445738236116,-0.004572087366688294,-0.001684170106119059,0.13900100970079315,1.01636196754728e-07,0.001141935840664563,True,True
long_form,C6_llmtext,5,7951,809,1.7942379073494623,-10.273613688206542,7.392201178953553e-23,True,-6.307719290334438,4.65979133798706e-10,0.11681896988824332,0.11486683327302794,1.6710784362188158,0.30349021080225175,0.4305998835842345,-3.9398010164576753,8.859932652397818e-05,-0.002619875426954151,-0.0040135004923556135,-0.0014389050683268915,-0.32070675083992234,1.5843290549156005e-08,0.002480781142671389,True,True
long_form,C6_llmtext,10,7933,803,2.2515608914093357,-7.05645746586778,7.037487607458686e-11,True,-7.9155647324090745,8.17898705293215e-15,0.08048847111081314,0.0789735752848554,1.8821277197228705,0.372096655700138,0.38768789323306113,-4.820399188291513,1.7138504171048028e-06,-0.0020313107279846376,-0.002898560338323832,-0.001236535556687344,-0.1296578339033285,3.1080150801142175e-13,5.484321334735369e-05,True,True
long_form,C6_llmtext,20,7902,794,0.2748020035212486,-4.147933655835788,0.0006780068681858,False,-3.232306764547454,0.0012786846389931377,0.06890435546819605,0.0687640328796908,0.2036483580055036,0.07579469282234343,0.03578046111139743,-2.722440733655046,0.006622455374984116,-0.00024446539659487356,-0.0004087194956509616,-7.288146690972195e-05,-1.4686259146864074,0.017901584945903926,0.13207867752426347,True,False
long_form,D4_llmfused,5,7951,809,0.1492378604554772,-3.2929585434618667,0.0169272567570099,True,-0.7537398982889586,0.4512250009813363,0.11681896988824332,0.11671009173528095,0.09320245938355018,-0.015449456791523443,0.4305998835842345,-1.526379627782419,0.12730667329782386,-0.00010963971450631108,-0.00024375224586915486,4.194500801946757e-05,0.9311747507489343,1.0,0.915610268885331,False,False
long_form,D4_llmfused,20,7902,794,0.6049002013926658,-6.073045253883941,4.2019680043849816e-08,True,-3.580978271847522,0.00036315733568915694,0.06890435546819605,0.06858758074213321,0.4597310633129037,0.07979114542872318,0.03578046111139743,-2.972289381893719,0.0030453064629909743,-0.0005311009572161137,-0.0009262367244868163,-0.00022293200847287476,-0.4925739213380327,0.006173674706715668,0.06395143572281047,True,False
