disc,model,h,n_obs,n_days,qlike_R,qlike_U,rel_impr_pct,g_log,dm_q,p_q,dm_se,p_se,cw_t,cw_p,boot_lo,boot_hi,placebo_dq,placebo_dm,dm_q_clust,p_q_clust,dm_se_clust,p_se_clust,cw_t_clust,cw_p_clust,boot_lo_daily,boot_hi_daily,placebo_dm_clust,dmq_holm,cw_holm,dmq_holm_clust,cw_holm_clust,genuine,genuine_clust
long_form,B4_lm_features,10,7933,803,0.08729339051016716,0.08809837532592904,-0.9221600983274052,-0.2043456941564065,8.660180940957774,5.643877902939107e-18,9.656022562134943,6.118682559161492e-22,-8.540975627740107,1.0,0.0006124023863926377,0.00098787064451122,-1.700671469746229e-05,-1.0057596080080302,3.316927343955919,0.000951098609355897,4.04575677796646,5.7196821610132935e-05,-3.656715212887164,0.999863932771574,0.0002468471412824248,0.0009435594085359901,-1.6878385951666228,2.7655001724401624e-16,1.0,0.03328845132745639,1.0,False,False
long_form,B4_lm_features,20,7902,794,0.07008297694567736,0.07142890239207705,-1.9204741365980287,-0.18756679414992258,14.656875830308563,5.178197438694245e-48,13.590806842729048,1.3297290193623806e-41,-12.472621090134238,1.0,0.0011720795871059937,0.0015296801902105301,-0.00025825471271574143,-4.887107101610441,3.3821524016415694,0.0007544444710135919,4.492295803037848,8.093395332080044e-06,-4.075275221810915,0.9999747067936088,0.00026651934671863427,0.0009467628894861141,-3.171423918774887,3.314046360764317e-46,1.0,0.029423334369530083,1.0,False,False
long_form,C1_bert_s1,5,7951,809,0.12086879176314268,0.12072558454951395,0.11848154642710779,0.2295938600849563,-0.9605648147902127,0.3368002400981529,-2.967300202564467,0.003013222173871404,3.9991687764469965,3.2070550128425246e-05,-0.00041648093227075625,0.00014687975012678888,-2.660461117753865e-06,-0.06638022206180509,-2.028838568980639,0.04280217882904985,-3.0027481700495904,0.002758011272223868,3.4671733909002986,0.0002768730871608483,-0.0011236563748748883,-7.854329145652306e-06,0.5686317951454549,1.0,0.0008338343033390564,0.9844501130681467,0.00830619261482545,False,False
long_form,C1_bert_s1,10,7933,803,0.08729339051016716,0.08841276877343905,-1.2823173171873985,-0.1473931666273899,4.3669370330309745,1.276015493211553e-05,2.603062548121486,0.009256709508984554,-0.015140293553150533,0.5060396820931553,0.0006204326127452802,0.0016121641173550574,1.5624811917253066e-05,-1.6834331572999204,2.3498440692856333,0.019022808121699108,1.9249574523017376,0.05458808029683968,-0.9503075240803752,0.8288788502450952,0.00020136203618072241,0.0021556958916579216,-1.6779349544616942,0.00028072340850654167,1.0,0.4755702030424777,1.0,False,False
long_form,C1_bert_s1,20,7902,794,0.07008297694567736,0.06801544219442013,2.950124040620903,0.12388996237230365,-15.113444567398918,6.766413997687831e-51,-12.867120640829382,1.6381565415428545e-37,14.557056144725433,1.0779266518912631e-47,-0.002341770068538695,-0.0017951433453947767,-1.7584334400067014e-05,0.8462710844010113,-7.4229470317387145,2.9567026738272123e-13,-5.283416818537177,1.639686157863125e-07,6.147021788969912,6.249018805648929e-10,-0.0026602394666657343,-0.001584706216269074,0.24289191957524184,4.39816909849709e-49,6.898730572104084e-46,1.892289711249416e-11,3.249489778937443e-08,True,True
long_form,C2_finbert_s1,5,7951,809,0.12086879176314268,0.1201893446027335,0.5621361399397723,0.10967217036655304,-5.573568413126545,2.577387009328298e-08,-2.677234683108138,0.00743850482488323,3.814041412686467,6.887365733599002e-05,-0.0009177883334472193,-0.00044405669178484514,7.273320588756238e-05,0.9701465667657458,-0.8396190744222708,0.4013703528123994,0.24706343018213625,0.804921895160928,0.2937732776911938,0.3845032994789969,-0.0006047187363523989,0.000219866353562398,0.2179678251062595,6.701206224253575e-07,0.0015840941187277703,1.0,1.0,True,False
long_form,C2_finbert_s1,10,7933,803,0.08729339051016716,0.08331446307360785,4.55810848141576,0.24215376083511594,-12.769558213320115,5.600237525417054e-37,-11.65303838042302,3.966910560386563e-31,14.744878675628065,7.265655474857312e-49,-0.004596675233452013,-0.0033638177134787733,2.841269457891926e-05,1.6391837262581384,-6.460996408212488,1.8031652598861882e-10,-6.144188978206474,1.2649478027341491e-09,7.851571210938341,6.579281972740128e-15,-0.0059526853425232356,-0.0032691270445590753,1.0128174194794695,3.3601425152502323e-35,4.722676058657253e-47,1.1179624611294366e-08,4.2107404625536817e-13,True,True
long_form,C2_finbert_s1,20,7902,794,0.07008297694567736,0.07014166660615292,-0.08374310429343669,-0.08768097742638832,5.981780257472185,2.3032271034461296e-09,4.899266708184855,9.81074521184367e-07,-4.730314978136898,0.9999988596919682,3.869972559204924e-05,7.881682648516615e-05,5.103699318022847e-05,0.4097933449954071,0.8841219752212075,0.3768983403218427,1.481388376577341,0.13890033283850545,-1.435813330934056,0.9242751019896266,-1.3623998998949038e-05,3.627757692287433e-05,-0.5232592392237267,6.909681310338389e-08,1.0,1.0,1.0,False,False
long_form,C2_finbert_s2,5,7951,809,0.12086879176314268,0.11877335341893917,1.733647133918385,0.3088546008053924,-7.252073747189423,4.490318726290184e-13,-9.352132109614372,1.0966307467790887e-20,11.683531963515538,1.392618339199804e-31,-0.002658629129351392,-0.001544541084500009,3.113608897395148e-05,0.6999170790805833,-4.2962369040736474,1.948766305402503e-05,-4.563858615488924,5.802791030469233e-06,5.430877074886414,3.711637952755229e-08,-0.0029949939165271272,-0.00113730790112307,0.09723454911235434,1.7961274905160736e-11,7.380877197758961e-30,0.0008964325004851514,1.4846551811020915e-06,True,True
long_form,C2_finbert_s2,10,7933,803,0.08729339051016716,0.08708080290799614,0.24353230058839478,0.023371841743161374,-7.922258040836493,2.649292691382978e-15,-7.928262758514867,2.5252707885336653e-15,8.224570811838753,1.135257111513981e-16,-0.00026479361325263204,-0.00016000564530391367,4.140629191779211e-05,0.37169032286422293,-6.579401721905555,8.520627599981128e-11,-6.184958847791001,9.891263083419148e-10,6.416453399423776,1.1916977744573236e-10,-0.00039701928595351827,-0.00022257190427417485,0.21289500034098766,1.1391958572946806e-13,4.086925601450332e-15,5.367995387988111e-09,6.4351679820695475e-09,True,True
long_form,C2_finbert_s2,20,7902,794,0.07008297694567736,0.07371994870345071,-5.189522358036292,-1.6373650263079833,7.931064408399995,2.4706129095438396e-15,7.07146933762425,1.6638837206672917e-12,-0.16756801833609344,0.566536289192825,0.002716951873464342,0.004530198993803291,5.133080356826691e-05,0.3910568009300565,-0.05823072953822928,0.9535795134121821,0.5972288462373202,0.5505250851453737,3.123470587438864,0.0009261472135283041,-0.0014382455258737537,0.0013781142288684495,0.09047285597045485,1.0870696801992894e-13,1.0,1.0,0.02500597476526421,False,False
long_form,C2_finbert_s3,5,7951,809,0.12086879176314268,0.11798369789427943,2.386963439261433,0.175549048577628,-9.846449686090367,9.577816531990951e-23,-9.15539271341752,6.780045522258075e-20,11.551142107784077,6.388957688413954e-31,-0.00348624739517785,-0.002301384159170066,2.2923929235058038e-05,0.5333628728700297,-5.4303547142255555,7.4442690765391e-08,-4.737160125084865,2.5598695280256887e-06,5.892362620786459,2.793070550785673e-09,-0.0036550976957561102,-0.0017397724556579325,0.2968956855552117,5.172020927275113e-21,3.194478844206977e-29,4.168790682861896e-06,1.340673864377123e-07,True,True
long_form,C2_finbert_s3,10,7933,803,0.08729339051016716,0.08464753188128683,3.0309953748126643,0.30808899992594807,-9.37590809793571,8.782111238542846e-21,-9.441814626989222,4.7241065956901214e-21,12.166123599765475,4.70026400397934e-34,-0.0032115075834059327,-0.0020619938511981027,4.656181556863259e-05,1.6011248138621963,-5.128760390344209,3.6597071824543425e-07,-5.877965406683836,6.089229721934379e-09,7.285043860680843,3.848731228388779e-13,-0.004117923375787252,-0.001894450111557979,0.9981614200329844,4.56669784404228e-19,2.585145202188637e-32,1.903047734876258e-05,2.2707514247493798e-11,True,True
long_form,C2_finbert_s3,20,7902,794,0.07008297694567736,0.07061402332768309,-0.7577394756180948,0.15754541567341296,2.0738371713997608,0.038126753630780566,0.9752245720653295,0.32947873255864285,1.3667155349739264,0.08587668732593508,4.884757472966897e-05,0.0010469153270950902,7.53171368347294e-06,1.7902714886521096,-1.7673385475664474,0.07755610356914963,-1.860489291890883,0.06318630681674849,2.99605258087298,0.0014101011553936513,-0.001980328846813638,0.00014190413092730764,0.6671933182236347,0.41939428993858624,1.0,1.0,0.036662630040234935,False,False
long_form,C2_finbert_s4,5,7951,809,0.12086879176314268,0.12218776923664502,-1.0912473387564317,-0.40550302948122124,5.94317202702821,2.9134851949138444e-09,3.77170011264564,0.0001633156252968171,-1.5836413268964682,0.9433424300194263,0.0008747112577506896,0.0017463909459974369,2.4570799868783855e-05,0.8049564069674359,3.357892869769075,0.0008221378383747867,1.7828371009569013,0.07498817134144764,-0.6946149007895387,0.7562518248611648,0.0004424219396320637,0.00169068011706255,-0.04800309029210714,8.449107065250148e-08,1.0,0.03041910001986711,1.0,False,False
long_form,C2_finbert_s4,10,7933,803,0.08729339051016716,0.08530241726436362,2.280783498232488,0.1053412348471593,-10.36303687519256,5.270722609732385e-25,-10.933275943947978,1.2574302253154777e-27,12.537423775283624,5.073475342255297e-36,-0.0023442611534936434,-0.0015988873727225022,3.5426665946411415e-05,0.6176670045841506,-6.023678698585973,2.595676147445874e-09,-7.074678320184089,3.2672778055938914e-12,8.005561055971512,2.084059249989918e-15,-0.004252333739922464,-0.0021629318955309782,-0.6603307458841314,3.0043118875474594e-23,2.9426156985080723e-34,1.5574056884675246e-07,1.3546385124934467e-13,True,True
long_form,C2_finbert_s4,20,7902,794,0.07008297694567736,0.0676626178395636,3.453562065421156,0.13918138931645488,-16.88514863683028,7.261024783726781e-63,-14.225049859216432,2.3190205830610332e-45,15.988503100227494,5.909760476494095e-57,-0.0027092479386801064,-0.0021322770039265524,-2.0275558914281676e-05,1.896322745544564,-8.82202362045027,7.075779844579832e-18,-8.330754372758031,3.518125375104334e-16,9.303888359198174,6.454147964622607e-20,-0.0037441320541817757,-0.0024134899984185813,0.6463651242364998,4.9374968529342114e-61,4.018637124015985e-55,4.670014697422689e-16,4.453362095589598e-18,True,True
long_form,C3_roberta_s1,5,7951,809,0.12086879176314268,0.12005383629936094,0.6742480435965201,0.04952456764551796,-10.471338179933618,1.7130385698741428e-25,-8.897233374649705,6.998055043903951e-19,9.603816947885909,5.051890448149023e-22,-0.0009679030365958478,-0.0006638534040836981,4.965315335219988e-05,0.47027842741644055,-5.366971802192466,1.0468311722840327e-07,-5.5955816501591515,3.011387994955341e-08,5.977874150371771,1.6950919568158965e-09,-0.0011947583123196866,-0.0005711151870689097,0.37314022454000234,9.935623705270029e-24,2.22283179718557e-20,5.652888330333776e-06,8.305950588397893e-08,True,True
long_form,C3_roberta_s1,10,7933,803,0.08729339051016716,0.08556727248642536,1.9773753930897622,0.31165059254402744,-6.365018045081567,2.0611697320078518e-10,-5.48201832254566,4.334194124461056e-08,8.590294018934967,5.167749358196873e-18,-0.0022823715247220298,-0.0012149162687098997,2.8315275030510457e-05,0.935928019541081,-5.184162900925232,2.748778965799333e-07,-4.156071581778606,3.585810087970831e-05,5.6070675531249945,1.415912362578789e-08,-0.003738366363120686,-0.001738278477118711,0.528200176608448,6.801860115625911e-09,1.912067262532843e-16,1.4568528518736466e-05,5.946831922830913e-07,True,True
long_form,C3_roberta_s1,20,7902,794,0.07008297694567736,0.06991701437426913,0.23680867828555943,0.13155290113827695,-6.887938969896681,6.094843697704187e-12,-5.4643186613652865,4.788400686638675e-08,5.937924969333352,1.5042963785521929e-09,-0.0002128705743510124,-0.00011897091155143677,6.187537972394963e-05,0.6469969463919053,-1.068299180179499,0.2857106693843872,-1.4422752742046103,0.1496195567702998,1.6933913623849282,0.04538686308519138,-0.0001035582476939799,3.0167486716814737e-05,-0.06073428510138594,2.1941437311735075e-10,4.512889135656579e-08,1.0,0.9077372617038276,True,False
long_form,C4_longformer,5,7951,809,0.12086879176314268,0.11902387697518167,1.5263781171705129,0.1857866578866748,-8.729907631360366,3.0705444202353247e-18,-7.44146483679491,1.0998417984816152e-13,9.244985024224786,1.4856258032804396e-20,-0.0022825753862747906,-0.0014460164666236738,5.751001449236792e-05,0.8030090737985903,-5.988963485606454,3.17613114858525e-09,-5.258170565045675,1.8641735336584137e-07,6.379505258631479,1.4944646765427435e-10,-0.002851629153830806,-0.001470431520817628,-0.20624444733353636,1.5352722101176623e-16,6.239628373777846e-19,1.8739173776652976e-07,7.92066278567654e-09,True,True
long_form,C4_longformer,10,7933,803,0.08729339051016716,0.08956968272765518,-2.60763409942578,-0.10169879013966224,16.83792072067941,1.555416941660279e-62,14.007455373037525,4.687228533862303e-44,-12.657752333348181,1.0,0.0020102980656736694,0.0025362617043695177,3.555116415963899e-05,1.0538723386435909,10.553138610614434,1.8099697800080198e-24,8.857504787783572,5.1960638186625094e-18,-8.242410135344223,0.9999999999999997,0.002321156659200315,0.00331092173399641,0.15345858957074868,1.042129350912387e-60,1.0,1.2488791482055336e-22,1.0,False,False
long_form,C4_longformer,20,7902,794,0.07008297694567736,0.07662964264858255,-9.341306531512824,-2.7543503174663355,8.42968481560756,4.0806800402670414e-17,8.221088919491212,2.3381932061112206e-16,0.9729505279872266,0.1653038378593267,0.004958629904273604,0.008102568477871592,5.9186447793066474e-05,1.1562889110462113,3.459957649997018,0.0005691185822011366,4.9003876611200115,1.159967145444463e-06,0.37738967920360494,0.3529925060580608,0.002358990730990803,0.007548498930297007,-0.062446126021639126,1.9179196189255094e-15,1.0,0.022764743288045463,1.0,False,False
long_form,C6_llmtext,5,7951,809,0.12086879176314268,0.11870011808317309,1.7942379073494623,0.25380183655738886,-10.273613688206542,1.3200359248131345e-24,-10.21101487551711,2.500238761841132e-24,11.495768113205102,1.2023273944345566e-30,-0.0025753985142635224,-0.0017813343954389063,7.844615553573298e-06,0.3299139874914895,-6.307719290334438,4.65979133798706e-10,-6.967157656703662,6.710989805833019e-12,7.661427174180911,2.632156260886445e-14,-0.0040632585748664775,-0.002176712450429631,0.8313169697407741,7.392201178953553e-23,5.891404232729328e-29,2.8424727161721066e-08,1.6582584443584604e-12,True,True
long_form,C6_llmtext,10,7933,803,0.08729339051016716,0.085327926668655,2.2515608914093357,0.33330197238689624,-7.05645746586778,1.8519704230154435e-12,-7.922503674099475,2.6441036631597408e-15,8.935964066670735,2.476437554587387e-19,-0.0025559365507817565,-0.0015150056949120407,-3.863418612421732e-05,-1.1799840507762052,-7.9155647324090745,8.17898705293215e-15,-6.818322356359749,1.8120890155167323e-11,7.37758840475202,2.014730235717565e-13,-0.003327769234482735,-0.0020203912709668864,-1.4455065815319224,7.037487607458686e-11,1.0153393973808287e-17,5.316341584405898e-13,1.208838141430539e-11,True,True
long_form,C6_llmtext,20,7902,794,0.07008297694567736,0.0698903875209033,0.2748020035212486,0.07796998798708187,-4.147933655835788,3.390034340929026e-05,-5.816710578105421,6.235576491396071e-09,6.530883606892435,3.471369475692186e-11,-0.00028761130575100823,-0.00010346867293035252,-3.498168017905256e-05,-2.633341921056067,-3.232306764547454,0.0012786846389931377,-3.902882816127053,0.00010312863660694547,4.295104530077083,9.813550099611974e-06,-0.00048573502385912995,-0.00012526645810327378,-1.4440091348479065,0.0006780068681858052,1.1455519269784213e-09,0.042196593086773544,0.00033366070338680713,False,True
long_form,D1_concat_mlp,5,7951,809,0.12086879176314268,0.12088500528908032,-0.013414154060060515,-0.07897786675895516,0.6262564929258835,0.5311646982544392,0.16877574719423663,0.8659773292397622,0.055875133952569836,0.4777213421071628,-3.42578683820818e-05,6.687061067754258e-05,5.767629491607029e-05,0.962963420133644,0.09518519078898904,0.92419133305215,0.15409048717401166,0.8775768667488674,-0.06629472826266104,0.5264202101388689,-9.536698321757548e-05,0.00010281769233714436,0.7537316167376704,1.0,1.0,1.0,1.0,False,False
long_form,D1_concat_mlp,10,7933,803,0.08729339051016716,0.08713350230484039,0.18316186871919476,-0.36766495586758857,-1.6762038953812783,0.09373767061101757,2.0365491733490413,0.04172838401206903,-1.2381179318704247,0.8921455103887945,-0.00034917350754045615,2.4833187317672032e-05,1.1741635432771513e-05,0.033226157946370474,-0.6651154815816485,0.506167848180687,1.2238472576264505,0.22136927273042592,-0.9953252526135171,0.8400608490869894,-0.0004846432551239424,0.00025901606255163357,-0.9026526033869402,0.8022236523606352,1.0,1.0,1.0,False,False
long_form,D1_concat_mlp,20,7902,794,0.07008297694567736,0.07013944008924589,-0.08056613179016414,0.8082764906181233,0.3288481357849879,0.742279193146135,-0.7162167346855867,0.473878699018425,3.3139607929222628,0.00046199149442858594,-0.00028848589345513464,0.0004066072867039903,-1.908313923024707e-05,-0.16138856928058187,-0.6314534530592252,0.5279260461812015,-0.6312039484691659,0.5280890675934242,1.8924400968846666,0.029398174533482518,-0.0006790322806542289,0.0003232582945829887,-0.3743085087932043,1.0,0.00923982988857172,1.0,0.6194687400733527,False,False
long_form,D2_gated_fusion,5,7951,809,0.12086879176314268,0.12101033528488433,-0.11710510188521596,0.3580178306864632,1.1186792068835545,0.2633108190208949,-2.9265386515060854,0.003437275677030374,3.7462535137586834,9.038244449971112e-05,-9.693623437656282e-05,0.0003969142398645529,5.937322844377646e-05,0.9002214075176702,-0.29166604105210714,0.7706168391631709,-1.611204139249845,0.10752577104190424,1.911332929107876,0.028157670003334218,-0.0005951022458499153,0.00045256158669839053,0.8563757140810321,1.0,0.0018980313344939335,1.0,0.6194687400733527,False,False
long_form,D2_gated_fusion,10,7933,803,0.08729339051016716,0.08717564784226371,0.13488153824169688,-0.9828945482228175,-0.5614295431314699,0.5745206099090301,1.9344142060861915,0.053097740673691676,-0.3764966680757867,0.6467211188260646,-0.0005207488487708927,0.0002646412231920702,9.03554904268522e-06,-0.0163310054557816,0.9571183922302632,0.3387959240001079,1.4587060968453673,0.14503753024564872,-1.0492123869503116,0.852801777448185,-0.0003611615525803037,0.0011046665081602047,-0.9729692982908864,1.0,1.0,1.0,1.0,False,False
long_form,D2_gated_fusion,20,7902,794,0.07008297694567736,0.0742884344991704,-6.000683385285942,-1.5438990433731474,4.276267572750569,1.9228917715230455e-05,5.541852464281512,3.089226126418301e-08,1.9355608246551486,0.02647857328165765,0.002286294799454345,0.0061674466031176895,1.868064513106116e-05,0.47098356225874716,4.269535959522614,2.1960469968023844e-05,3.6195616296903648,0.0003138284796865035,-1.9741572771416358,0.9756447468101371,0.005592159423597766,0.01562523786423772,-0.04486512237748443,0.00040380727201983955,0.5030928923514953,0.000988221148561073,1.0,False,False
long_form,D4_llmfused,5,7951,809,0.12086879176314268,0.12068840976435698,0.14923786045547727,-0.02579718042350217,-3.2929585434618667,0.0009957209857064653,1.1654725789891527,0.24386271961334316,-0.9096086009168365,0.8184717318128252,-0.00028284119321177724,-7.191052281444193e-05,7.145009831703019e-05,1.159328101424279,-0.7537398982889586,0.4512250009813363,0.9186857509671053,0.35853412086245023,-0.843818655333929,0.8004897532159752,-0.0003581736889666594,0.00019783212559889722,0.9987815877418305,0.01692725675700991,1.0,1.0,1.0,True,False
long_form,D4_llmfused,10,7933,803,0.08729339051016716,0.08742282283114339,-0.14827276179764762,0.09589249376342741,1.0990143840632036,0.2717951479300158,-0.7487611549708624,0.4540233784735176,1.3893066022592548,0.082389267613235,-0.00010001807371301908,0.00035443972423189756,6.045758438513737e-06,0.5496041698635681,-0.42802344909875123,0.6687489620071749,-0.12310392345603244,0.9020556470110759,0.7115408329262307,0.2384780308453665,-0.0006897711357330352,0.00039828955084950167,0.8716739439709557,1.0,1.0,1.0,1.0,False,False
long_form,D4_llmfused,20,7902,794,0.07008297694567736,0.06965904487699098,0.6049002013926658,0.08261407765103612,-6.073045253883941,1.3131150013703068e-09,-3.8580261870894597,0.00011521553142800512,3.9067522078906984,4.7162603548774164e-05,-0.0005622426516314722,-0.0002952006334558362,-2.3120873123694265e-05,-0.516307567403773,-3.580978271847522,0.00036315733568915694,-3.223468595535959,0.001318272800190621,3.2803764158469195,0.000540978879393507,-0.001083242059495614,-0.0003518942136876493,-0.48979390347973,4.2019680043849816e-08,0.001179065088719354,0.014889450763255435,0.015688387502411704,True,True
event_driven,B1_bow_ridge,5,25109,996,0.12651030538164323,0.12482592454991803,1.331417884609428,0.2304942806065161,-7.425037323681767,1.1633381399129666e-13,-4.069706557383773,4.721633249690144e-05,11.267846887173118,1.112535932904232e-29,-0.002142898371363505,-0.0012382230198305488,2.1779951835981804e-05,0.8421132823830195,-3.3493598952759274,0.0008403875716078867,-2.1717760302458244,0.030108191058464986,7.085492000953669,1.310059665032463e-12,-0.0019278315758761648,-0.0005340647623185127,0.5857072992244443,4.8860201876344596e-12,5.340172477940314e-28,0.03041910001986711,7.467340090685038e-11,True,True
event_driven,B1_bow_ridge,10,25001,991,0.08827666934766872,0.08719199733781242,1.228718774588584,0.2362993435683509,-6.013781741674704,1.837596110558525e-09,-2.7628371253762722,0.005734323190246582,10.672197452798642,7.832767744218931e-27,-0.0014576968932674137,-0.0007020541198909707,1.9147086545046045e-06,0.28571775378734643,-3.251877154995203,0.0011851708823301266,-1.3813507132534826,0.16748283268933103,6.698983909803572,1.7573979956906107e-11,-0.0013563073201011693,-0.0003353347984191067,0.05214688269550179,5.6965479427314276e-08,3.524745484898519e-25,0.0402958099992243,9.84142877586742e-10,True,True
