disclosure,horizon,loss,model,block,is_benchmark,n_obs,n_days,mean_loss_common,mean_loss_diff_vs_har,mcs_p,in_mcs90,is_spa_best_challenger,arch_in_mcs90
long_form,10,se,A3_garch,price,False,7167,766,0.03145361829730963,-0.014795062299767417,0.017,False,False,False
long_form,10,se,A4_egarch,price,False,7167,766,0.030820114913186137,-0.014161558915643923,0.078,False,False,False
long_form,10,se,A5_arima,price,False,7167,766,0.023051316666600343,-0.006392760669058129,0.078,False,False,False
long_form,10,se,A6_harq,price,False,7167,766,0.017052837848465938,-0.00039428185092372364,0.577,True,False,True
long_form,10,se,A6_shar,price,False,7167,766,0.016760536905602415,-0.00010198090806020146,0.577,True,False,True
long_form,10,se,A7_harx_vix,price,False,7167,766,0.01614362780754118,0.0005149281900010336,0.577,True,True,True
long_form,10,se,B1_bow_ridge,text,False,7167,766,0.027996828959672038,-0.011338272962129824,0.017,False,False,False
long_form,10,se,B2_tfidf_ridge,text,False,7167,766,0.023972226282026356,-0.007313670284484142,0.0305,False,False,False
long_form,10,se,B3_lm_linear,text,False,7167,766,0.025039090179141923,-0.00838053418159971,0.017,False,False,False
long_form,10,se,B4_lm_features,text,False,7167,766,0.025462451987191524,-0.00880389598964931,0.017,False,False,False
long_form,10,se,C1_bert_s1,text,False,7167,766,0.024048814557144367,-0.007390258559602153,0.041,False,False,False
long_form,10,se,C2_finbert_s1,text,False,7167,766,0.02592377098627142,-0.009265214988729207,0.017,False,False,False
long_form,10,se,C3_roberta_s1,text,False,7167,766,0.025080768860217522,-0.008422212862675308,0.017,False,False,False
long_form,10,se,C4_longformer,text,False,7167,766,0.023152088330834587,-0.006493532333292373,0.069,False,False,False
long_form,10,se,C5_qwen3,text,False,7167,766,0.020908459466011147,-0.004249903468468933,0.078,False,False,False
long_form,10,se,C5_gteqwen2,text,False,7167,766,0.020970916304506784,-0.0043123603069645695,0.069,False,False,False
long_form,10,se,C5_e5mistral,text,False,7167,766,0.0205234516632541,-0.003864895665711885,0.078,False,False,False
long_form,10,se,C6_llmtext,text,False,7167,766,0.02625552958207606,-0.009596973584533847,0.017,False,False,False
long_form,10,se,D1_concat_mlp,fusion,False,7167,766,0.01855182551003091,-0.0018932695124886968,0.078,False,False,False
long_form,10,se,D2_gated_fusion,fusion,False,7167,766,0.0177904420088122,-0.001131886011269987,0.0965,False,False,True
long_form,10,se,D3_qwen3,fusion,False,7167,766,0.018206964104014834,-0.00154840810647262,0.078,False,False,False
long_form,10,se,D3_e5mistral,fusion,False,7167,766,0.017774279273296608,-0.001115723275754394,0.078,False,False,False
long_form,10,se,D3_gteqwen2,fusion,False,7167,766,0.017151260858627497,-0.000492704861085283,0.577,True,False,True
long_form,10,se,D4_llmfused,fusion,False,7167,766,0.03908033087967268,-0.022421774882130464,0.017,False,False,False
long_form,20,qlike,A1_hv,price,False,7097,765,0.07921268573234713,-0.019606927183488297,0.042,False,False,False
long_form,20,qlike,A2_har_rv,price,True,7097,765,0.059605758548858835,0.0,0.103,True,False,True
long_form,20,qlike,A3_garch,price,False,7097,765,0.07312150058917496,-0.01351574204031613,0.103,True,False,True
long_form,20,qlike,A4_egarch,price,False,7097,765,0.06921134593925903,-0.00960558739040019,0.103,True,False,True
long_form,20,qlike,A5_arima,price,False,7097,765,0.06470410372159277,-0.0050983451727339354,0.103,True,False,True
long_form,20,qlike,A6_harq,price,False,7097,765,0.059899744263434834,-0.00029398571457599915,0.103,True,False,True
long_form,20,qlike,A6_shar,price,False,7097,765,0.059104639308629234,0.0005011192402296014,0.103,True,False,True
long_form,20,qlike,A7_harx_vix,price,False,7097,765,0.056625086526458396,0.0029806720224004393,0.103,True,True,True
long_form,20,qlike,B1_bow_ridge,text,False,7097,765,0.16269752241198965,-0.10309176386313082,0.0005,False,False,False
long_form,20,qlike,B2_tfidf_ridge,text,False,7097,765,0.12685022700641263,-0.0672444684575538,0.0055,False,False,False
long_form,20,qlike,B3_lm_linear,text,False,7097,765,0.11743099503726867,-0.057825236488409835,0.0025,False,False,False
long_form,20,qlike,B4_lm_features,text,False,7097,765,0.11939642822998346,-0.05979066968112463,0.001,False,False,False
long_form,20,qlike,C1_bert_s1,text,False,7097,765,0.11948380035074611,-0.05987804180188728,0.0105,False,False,False
long_form,20,qlike,C2_finbert_s1,text,False,7097,765,0.11088185643894578,-0.05127609789008695,0.016,False,False,False
long_form,20,qlike,C3_roberta_s1,text,False,7097,765,0.11903403623139096,-0.05942827768253212,0.008,False,False,False
long_form,20,qlike,C4_longformer,text,False,7097,765,0.09427243639090196,-0.03466667784204313,0.042,False,False,False
long_form,20,qlike,C5_qwen3,text,False,7097,765,0.08683165014510404,-0.0272258915962452,0.0105,False,False,False
long_form,20,qlike,C5_gteqwen2,text,False,7097,765,0.08704008430013843,-0.027434325751279597,0.0105,False,False,False
long_form,20,qlike,C5_e5mistral,text,False,7097,765,0.08536201304866878,-0.025756254499809943,0.0105,False,False,False
long_form,20,qlike,C6_llmtext,text,False,7097,765,0.15620750994374386,-0.09660175139488503,0.0,False,False,False
long_form,20,qlike,D1_concat_mlp,fusion,False,7097,765,0.07664217304361845,-0.017036414494759615,0.042,False,False,False
long_form,20,qlike,D2_gated_fusion,fusion,False,7097,765,0.0769697322533411,-0.017363973704482262,0.103,True,False,True
long_form,20,qlike,D3_qwen3,fusion,False,7097,765,0.06620421998522132,-0.006598461436362481,0.103,True,False,True
long_form,20,qlike,D3_e5mistral,fusion,False,7097,765,0.0635548533075876,-0.0039490947587287675,0.103,True,False,True
long_form,20,qlike,D3_gteqwen2,fusion,False,7097,765,0.0627683666664,-0.0031626081175411616,0.103,True,False,True
long_form,20,qlike,D4_llmfused,fusion,False,7097,765,0.08911371217902721,-0.029507953630168372,0.042,False,False,False
long_form,20,se,A1_hv,price,False,7097,765,0.02411982574342234,-0.012314991511339315,0.011,False,False,False
long_form,20,se,A2_har_rv,price,True,7097,765,0.011804834232083023,0.0,0.2345,True,False,True
long_form,20,se,A3_garch,price,False,7097,765,0.023729958430851104,-0.01192512419876808,0.0185,False,False,False
long_form,20,se,A4_egarch,price,False,7097,765,0.01805537799999622,-0.006250543767913196,0.0395,False,False,False
long_form,20,se,A5_arima,price,False,7097,765,0.01589424207778112,-0.004089407845698098,0.049,False,False,False
long_form,20,se,A6_harq,price,False,7097,765,0.012104981893791967,-0.00030014766170894346,0.2345,True,False,True
long_form,20,se,A6_shar,price,False,7097,765,0.01181632862166636,-1.1494389583336859e-05,0.2345,True,False,True
long_form,20,se,A7_harx_vix,price,False,7097,765,0.011156007426912497,0.0006488268051705257,0.2345,True,True,True
long_form,20,se,B1_bow_ridge,text,False,7097,765,0.020397500391078103,-0.00859266615899508,0.011,False,False,False
long_form,20,se,B2_tfidf_ridge,text,False,7097,765,0.018477917638580546,-0.006673083406497523,0.0225,False,False,False
long_form,20,se,B3_lm_linear,text,False,7097,765,0.019073608681385423,-0.0072687744493023995,0.0185,False,False,False
long_form,20,se,B4_lm_features,text,False,7097,765,0.01923801534971888,-0.007433181117635856,0.0185,False,False,False
long_form,20,se,C1_bert_s1,text,False,7097,765,0.018593531298649053,-0.00678869706656603,0.0225,False,False,False
long_form,20,se,C2_finbert_s1,text,False,7097,765,0.01766724690690858,-0.005862412674825557,0.036,False,False,False
long_form,20,se,C3_roberta_s1,text,False,7097,765,0.01921432023951654,-0.0074094860074335155,0.0185,False,False,False
long_form,20,se,C4_longformer,text,False,7097,765,0.016409397182481324,-0.004604562950398301,0.0395,False,False,False
long_form,20,se,C5_qwen3,text,False,7097,765,0.01612764600116093,-0.004322811769077908,0.0225,False,False,False
long_form,20,se,C5_gteqwen2,text,False,7097,765,0.01617238586700735,-0.004367551634924326,0.0185,False,False,False
long_form,20,se,C5_e5mistral,text,False,7097,765,0.015783847022621356,-0.003979012790538333,0.0225,False,False,False
long_form,20,se,C6_llmtext,text,False,7097,765,0.022151450590431634,-0.01034661635834861,0.005,False,False,False
long_form,20,se,D1_concat_mlp,fusion,False,7097,765,0.013757656038649,-0.0019528218065659776,0.049,False,False,False
long_form,20,se,D2_gated_fusion,fusion,False,7097,765,0.013742182949618844,-0.0019373487175358209,0.0645,False,False,False
long_form,20,se,D3_qwen3,fusion,False,7097,765,0.012507327956379639,-0.000702493724296616,0.2345,True,False,True
long_form,20,se,D3_e5mistral,fusion,False,7097,765,0.012172155451393387,-0.0003673212193103636,0.2345,True,False,True
long_form,20,se,D3_gteqwen2,fusion,False,7097,765,0.012020092057935347,-0.00021525782585232398,0.2345,True,False,True
long_form,20,se,D4_llmfused,fusion,False,7097,765,0.024719363182250542,-0.012914528950167519,0.014,False,False,False
event_driven,5,qlike,A1_hv,price,False,23855,996,0.22081163401751522,-0.09820047962514845,0.0,False,False,False
event_driven,5,qlike,A2_har_rv,price,True,23855,996,0.12261115439236676,0.0,0.0495,False,False,False
event_driven,5,qlike,A3_garch,price,False,23855,996,0.12662914619468835,-0.004017991802321583,0.0495,False,False,False
event_driven,5,qlike,A4_egarch,price,False,23855,996,0.13065208565008946,-0.008040931257722692,0.0275,False,False,False
event_driven,5,qlike,A5_arima,price,False,23855,996,0.13319909982884665,-0.010587945436479881,0.0075,False,False,False
event_driven,5,qlike,A6_harq,price,False,23855,996,0.1220159049193342,0.0005952494730325636,0.0495,False,False,False
event_driven,5,qlike,A6_shar,price,False,23855,996,0.1222229236290152,0.0003882307633515658,0.0495,False,False,False
event_driven,5,qlike,A7_harx_vix,price,False,23855,996,0.11945503549931981,0.0031561188930469553,1.0,True,True,True
event_driven,5,qlike,B1_bow_ridge,text,False,23855,996,0.25156339756846435,-0.1289522431760976,0.0,False,False,False
event_driven,5,qlike,B2_tfidf_ridge,text,False,23855,996,0.24775613940183816,-0.1251449850094714,0.0,False,False,False
event_driven,5,qlike,B3_lm_linear,text,False,23855,996,0.22212456974014846,-0.0995134153477817,0.0,False,False,False
event_driven,5,qlike,B4_lm_features,text,False,23855,996,0.21833143476752845,-0.09572028037516168,0.0,False,False,False
event_driven,5,qlike,C1_bert_s1,text,False,23855,996,0.1967916416097458,-0.07418048721737903,0.0,False,False,False
event_driven,5,qlike,C2_finbert_s1,text,False,23855,996,0.1646982242769657,-0.04208706988459894,0.0,False,False,False
event_driven,5,qlike,C3_roberta_s1,text,False,23855,996,0.1754860904981878,-0.052874936105821044,0.0,False,False,False
event_driven,5,qlike,C4_longformer,text,False,23855,996,0.18773227210719312,-0.06512111771482636,0.0,False,False,False
event_driven,5,qlike,C5_qwen3,text,False,23855,996,0.15983412049480908,-0.037222966102442315,0.0,False,False,False
event_driven,5,qlike,C5_gteqwen2,text,False,23855,996,0.16073436234420038,-0.03812320795183362,0.0,False,False,False
event_driven,5,qlike,C5_e5mistral,text,False,23855,996,0.17349577202506286,-0.0508846176326961,0.0,False,False,False
event_driven,5,qlike,C6_llmtext,text,False,23855,996,0.19526452691218357,-0.07265337251981681,0.0,False,False,False
event_driven,5,qlike,C6_llmtext_llama70,text,False,23855,996,0.2018068026115605,-0.07919564821919374,0.0,False,False,False
event_driven,5,qlike,D1_concat_mlp,fusion,False,23855,996,0.1636473082047076,-0.04103615381234084,0.0,False,False,False
event_driven,5,qlike,D2_gated_fusion,fusion,False,23855,996,0.1577655263141285,-0.035154371921761726,0.0,False,False,False
event_driven,5,qlike,D3_qwen3,fusion,False,23855,996,0.13419612886976084,-0.01158497447739408,0.0075,False,False,False
event_driven,5,qlike,D3_e5mistral,fusion,False,23855,996,0.1348129145327753,-0.012201760140408538,0.0075,False,False,False
event_driven,5,qlike,D3_gteqwen2,fusion,False,23855,996,0.12848279690854306,-0.0058716425161762925,0.0495,False,False,False
event_driven,5,qlike,D4_llmfused,fusion,False,23855,996,0.2058141880505194,-0.08320303365815264,0.0,False,False,False
event_driven,5,se,A1_hv,price,False,23855,996,0.04082596509137596,-0.01685851138072842,0.0,False,False,False
event_driven,5,se,A2_har_rv,price,True,23855,996,0.02396745371064754,0.0,0.0425,False,False,False
event_driven,5,se,A3_garch,price,False,23855,996,0.027652484790300254,-0.0036850310796527133,0.001,False,False,False
event_driven,5,se,A4_egarch,price,False,23855,996,0.034960069027406296,-0.010992615316758755,0.0,False,False,False
event_driven,5,se,A5_arima,price,False,23855,996,0.028846365086435434,-0.0048789113757878935,0.0005,False,False,False
event_driven,5,se,A6_harq,price,False,23855,996,0.023776733215284663,0.00019072049536287758,0.2905,True,False,True
event_driven,5,se,A6_shar,price,False,23855,996,0.023882369776780623,8.508393386691751e-05,0.074,False,False,False
event_driven,5,se,A7_harx_vix,price,False,23855,996,0.023488236044412927,0.00047921766623461315,0.2905,True,True,True
event_driven,5,se,B1_bow_ridge,text,False,23855,996,0.04700387057153132,-0.023036416860883778,0.0,False,False,False
event_driven,5,se,B2_tfidf_ridge,text,False,23855,996,0.03655552595348238,-0.012588072242834841,0.0,False,False,False
event_driven,5,se,B3_lm_linear,text,False,23855,996,0.03625370459720453,-0.012286250886556986,0.0,False,False,False
event_driven,5,se,B4_lm_features,text,False,23855,996,0.03598374957329087,-0.012016295862643328,0.0,False,False,False
event_driven,5,se,C1_bert_s1,text,False,23855,996,0.033142522287650064,-0.009175068577002524,0.0,False,False,False
event_driven,5,se,C2_finbert_s1,text,False,23855,996,0.03022754411020419,-0.006260090399556651,0.0,False,False,False
event_driven,5,se,C3_roberta_s1,text,False,23855,996,0.031248128766036852,-0.0072806750553893115,0.0,False,False,False
event_driven,5,se,C4_longformer,text,False,23855,996,0.03198778786171556,-0.008020334151068016,0.0,False,False,False
event_driven,5,se,C5_qwen3,text,False,23855,996,0.030460216930696424,-0.006492763220048884,0.0,False,False,False
event_driven,5,se,C5_gteqwen2,text,False,23855,996,0.030559576653140828,-0.006592122942493287,0.0,False,False,False
event_driven,5,se,C5_e5mistral,text,False,23855,996,0.03202711794978888,-0.00805966423914134,0.0,False,False,False
event_driven,5,se,C6_llmtext,text,False,23855,996,0.03354213842168973,-0.00957468471104219,0.0,False,False,False
event_driven,5,se,C6_llmtext_llama70,text,False,23855,996,0.03387209433093989,-0.009904640620292351,0.0,False,False,False
event_driven,5,se,D1_concat_mlp,fusion,False,23855,996,0.02827344884664535,-0.00430599513599781,0.0,False,False,False
event_driven,5,se,D2_gated_fusion,fusion,False,23855,996,0.027943164210519636,-0.0039757104998720955,0.0005,False,False,False
event_driven,5,se,D3_qwen3,fusion,False,23855,996,0.025305980214376238,-0.0013385265037286972,0.0015,False,False,False
event_driven,5,se,D3_e5mistral,fusion,False,23855,996,0.025374636512281536,-0.0014071828016339952,0.001,False,False,False
event_driven,5,se,D3_gteqwen2,fusion,False,23855,996,0.02466044496872957,-0.0006929912580820284,0.0325,False,False,False
event_driven,5,se,D4_llmfused,fusion,False,23855,996,0.04371670241650019,-0.01974924870585265,0.0,False,False,False
event_driven,10,qlike,A1_hv,price,False,22785,991,0.12341249514743377,-0.03336637527400517,0.0,False,False,False
event_driven,10,qlike,A2_har_rv,price,True,22785,991,0.0900461198734286,0.0,0.135,True,False,True
event_driven,10,qlike,A3_garch,price,False,22785,991,0.09112031239141005,-0.001074192517981451,0.135,True,False,True
event_driven,10,qlike,A4_egarch,price,False,22785,991,0.0944046502836688,-0.004358530410240202,0.135,True,False,True
event_driven,10,qlike,A5_arima,price,False,22785,991,0.09744360766003086,-0.007397487786602264,0.0175,False,False,False
event_driven,10,qlike,A6_harq,price,False,22785,991,0.08886063660069944,0.0011854832727291598,0.135,True,False,True
event_driven,10,qlike,A6_shar,price,False,22785,991,0.0891893258777853,0.0008567939956432985,0.135,True,True,True
event_driven,10,qlike,A7_harx_vix,price,False,22785,991,0.08749246750436757,0.002553652369061035,0.135,True,False,True
event_driven,10,qlike,B1_bow_ridge,text,False,22785,991,0.2080851222273699,-0.11803900235394131,0.0,False,False,False
event_driven,10,qlike,B2_tfidf_ridge,text,False,22785,991,0.20869080217323754,-0.11864468229980894,0.0,False,False,False
event_driven,10,qlike,B3_lm_linear,text,False,22785,991,0.17909177694475778,-0.08904565707132918,0.0,False,False,False
event_driven,10,qlike,B4_lm_features,text,False,22785,991,0.17395393258670858,-0.08390781271327998,0.0,False,False,False
event_driven,10,qlike,C1_bert_s1,text,False,22785,991,0.16784101204745186,-0.07779489217402326,0.0,False,False,False
event_driven,10,qlike,C2_finbert_s1,text,False,22785,991,0.1748436566795589,-0.0847975368061303,0.0,False,False,False
event_driven,10,qlike,C3_roberta_s1,text,False,22785,991,0.16500388213622114,-0.07495776226279253,0.0,False,False,False
event_driven,10,qlike,C4_longformer,text,False,22785,991,0.1495229252609414,-0.05947680538751281,0.0,False,False,False
event_driven,10,qlike,C5_qwen3,text,False,22785,991,0.12372727438525825,-0.03368115451182965,0.0,False,False,False
event_driven,10,qlike,C5_gteqwen2,text,False,22785,991,0.12514406288144575,-0.03509794300801715,0.0,False,False,False
event_driven,10,qlike,C5_e5mistral,text,False,22785,991,0.13591220913149218,-0.04586608925806358,0.0,False,False,False
event_driven,10,qlike,C6_llmtext,text,False,22785,991,0.19441367218536157,-0.10436755231193297,0.0,False,False,False
event_driven,10,qlike,C6_llmtext_llama70,text,False,22785,991,0.22625722793934075,-0.13621110806591213,0.0,False,False,False
event_driven,10,qlike,D1_concat_mlp,fusion,False,22785,991,0.13168533860917453,-0.04163921873574593,0.0,False,False,False
event_driven,10,qlike,D2_gated_fusion,fusion,False,22785,991,0.1184210618969893,-0.028374942023560695,0.0,False,False,False
event_driven,10,qlike,D3_qwen3,fusion,False,22785,991,0.09636323863562586,-0.00631711876219726,0.0605,False,False,False
event_driven,10,qlike,D3_e5mistral,fusion,False,22785,991,0.09650543233229045,-0.006459312458861846,0.0475,False,False,False
event_driven,10,qlike,D3_gteqwen2,fusion,False,22785,991,0.09510077465379074,-0.005054654780362142,0.135,True,False,True
event_driven,10,qlike,D4_llmfused,fusion,False,22785,991,0.1258353993566316,-0.035789279483203,0.0,False,False,False
event_driven,10,se,A1_hv,price,False,22785,991,0.030680886405361867,-0.010016809620883124,0.002,False,False,False
event_driven,10,se,A2_har_rv,price,True,22785,991,0.020664076784478742,0.0,0.0225,False,False,False
event_driven,10,se,A3_garch,price,False,22785,991,0.023273090378543464,-0.0026090135940647213,0.008,False,False,False
event_driven,10,se,A4_egarch,price,False,22785,991,0.029584855249964407,-0.008920778465485665,0.002,False,False,False
event_driven,10,se,A5_arima,price,False,22785,991,0.023865651943277087,-0.003201575158798344,0.004,False,False,False
event_driven,10,se,A6_harq,price,False,22785,991,0.02033300806127393,0.00033106872320481234,0.865,True,True,True
event_driven,10,se,A6_shar,price,False,22785,991,0.02050605516392717,0.00015802162055157318,0.0875,False,False,False
