disclosure,horizon,challenger,baseline,n_obs,n_days,dm_clust,p_clust,p_holm_clust,dm_obs,p_obs,p_holm_obs,better_obs,better_clust,better_clust_raw,sig_worse_clust,sig_worse_obs
long_form,10,C2_finbert_s2,A2_har_rv,7933,803,5.111210171325464,4.0047993027214576e-07,5.606719023810041e-06,14.4659665104611,7.818508187667254e-47,2.814662947560212e-44,False,False,False,True,True
long_form,10,C2_finbert_s3,A2_har_rv,7933,803,5.495646450642842,5.231874072887483e-08,7.847811109331225e-07,14.238099423810976,1.9236480206234444e-45,6.771241032594525e-43,False,False,False,True,True
long_form,10,C2_finbert_s4,A2_har_rv,7933,803,4.887163395526405,1.235583908971321e-06,1.4827006907655853e-05,13.65508273464919,5.602738702420885e-42,1.8489037717988917e-39,False,False,False,True,True
long_form,10,C3_roberta_s1,A2_har_rv,7933,803,5.614571316823539,2.7160977236450723e-08,4.617366130196623e-07,15.086023096010866,1.0073842246633016e-50,3.8280600537205464e-48,False,False,False,True,True
long_form,10,C4_longformer,A2_har_rv,7933,803,4.559258450382299,5.934357937852171e-06,5.3409221440669536e-05,13.13808000554232,5.081459027587708e-39,1.5752522985521893e-36,False,False,False,True,True
long_form,10,C5_qwen3,A2_har_rv,7933,803,7.075390110126667,3.2515312471559437e-12,6.177909369596293e-11,13.415914032658424,1.3489764780569584e-40,4.262765670659989e-38,False,False,False,True,True
long_form,10,C5_gteqwen2,A2_har_rv,7933,803,7.310753177392426,6.435105594423869e-13,1.2870211188847738e-11,13.734260365454096,1.9317016591070892e-42,6.567785640964104e-40,False,False,False,True,True
long_form,10,C5_e5mistral,A2_har_rv,7933,803,6.9616416454641685,7.000223770307022e-12,1.260040278655264e-10,13.462046982522171,7.333363996811607e-41,2.3613432069733376e-38,False,False,False,True,True
long_form,10,D1_concat_mlp,A2_har_rv,7933,803,2.621733063234176,0.008914210625501883,0.0534852637530113,10.305581617237586,9.520294715021432e-25,2.7037636990660873e-22,False,False,False,False,True
long_form,10,D2_gated_fusion,A2_har_rv,7933,803,1.8644651052380612,0.06262152766883076,0.1521270275389099,8.798078147749168,1.6871576700469146e-18,4.15040786831541e-16,False,False,False,False,True
long_form,10,D3_qwen3,A2_har_rv,7933,803,2.6154376754150097,0.00907877489144526,0.0534852637530113,8.805755464472831,1.5766166389798237e-18,3.9100092646699633e-16,False,False,False,False,True
long_form,10,D3_gteqwen2,A2_har_rv,7933,803,0.7745358157615564,0.43884227391568575,0.43884227391568575,5.531196517617973,3.2817449141028567e-08,5.447696557410742e-06,False,False,False,False,True
long_form,10,D3_e5mistral,A2_har_rv,7933,803,1.9568729254485546,0.05070900917963663,0.1521270275389099,8.180164960826946,3.2752499280531075e-16,7.598579833083211e-14,False,False,False,False,True
long_form,20,A3_garch,A2_har_rv,7902,794,4.267120063644963,2.219413145714618e-05,0.0003773002347714851,6.945516125021143,4.069973806455958e-12,9.360939754848704e-10,False,False,False,True,True
long_form,20,A4_egarch,A2_har_rv,7902,794,3.6139466245438507,0.00032059393058019573,0.004357433764055042,3.014208607659395,0.0025846820557975,0.3618554878116564,False,False,False,True,False
long_form,20,A5_arima,A2_har_rv,7902,794,3.098973937466289,0.002010481752360467,0.017062821873086737,4.102085963211276,4.1355257572984656e-05,0.0071131043025533,False,False,False,True,True
long_form,20,B2_tfidf_ridge,A2_har_rv,7902,794,3.6217355699453324,0.00031124526886107444,0.004357433764055042,11.859742907722218,3.5875979459867587e-32,1.2341336934194449e-29,False,False,False,True,True
long_form,20,C1_bert_s1,A2_har_rv,7902,794,3.6558827951236523,0.0002731981296651633,0.004097971944977449,11.787036992169346,8.39910854450688e-32,2.838898688043326e-29,False,False,False,True,True
long_form,20,C1_bert_s2,A2_har_rv,7902,794,3.4612311345854043,0.000566473191857297,0.0067976783022875645,11.587637256740512,8.439437186321641e-31,2.801893145858785e-28,False,False,False,True,True
long_form,20,C2_finbert_s1,A2_har_rv,7902,794,3.318623770267252,0.0009458877173759064,0.009458877173759064,10.38056733899283,4.4042796946489895e-25,1.250815433280313e-22,False,False,False,True,True
long_form,20,C2_finbert_s2,A2_har_rv,7902,794,3.1165362199029407,0.0018958690970096374,0.017062821873086737,10.069361049412006,1.0485392658312268e-23,2.8939683736941858e-21,False,False,False,True,True
long_form,20,C2_finbert_s3,A2_har_rv,7902,794,3.407190179823947,0.0006894269510354131,0.007583696461389544,10.731740571788515,1.1023638692216112e-26,3.3291388850492666e-24,False,False,False,True,True
long_form,20,C2_finbert_s4,A2_har_rv,7902,794,2.8592608387970335,0.004357728348072775,0.026146370088436652,9.332491647864614,1.3195127721058567e-20,3.4835137183594615e-18,False,False,False,True,True
long_form,20,C3_roberta_s1,A2_har_rv,7902,794,3.867412250792641,0.00011901375051757777,0.0019042200082812443,12.573237325311773,6.531069479824696e-36,2.3511850127368906e-33,False,False,False,True,True
long_form,20,C4_longformer,A2_har_rv,7902,794,2.9224941654325405,0.003571126957358095,0.024997888701506665,10.43345453508196,2.546445563245509e-25,7.384692133411975e-23,False,False,False,True,True
long_form,20,C5_qwen3,A2_har_rv,7902,794,6.785587884203899,2.2628374064072356e-11,4.525674812814471e-10,13.195361095659978,2.4278375392452868e-39,9.322896150701902e-37,False,False,False,True,True
long_form,20,C5_gteqwen2,A2_har_rv,7902,794,6.674497332861174,4.659101927916806e-11,8.386383470250251e-10,13.496088144210797,4.690071902718074e-41,1.829128042060049e-38,False,False,False,True,True
long_form,20,C5_e5mistral,A2_har_rv,7902,794,6.75682014238512,2.7308522886223427e-11,5.188619348382451e-10,13.850072402939206,4.0448169074100895e-43,1.6260163967788555e-40,False,False,False,True,True
long_form,20,D1_concat_mlp,A2_har_rv,7902,794,2.4353290826827,0.015097645446006622,0.07548822723003311,9.606361001935683,9.876602226799008e-22,2.6469293967821344e-19,False,False,False,False,True
long_form,20,D2_gated_fusion,A2_har_rv,7902,794,2.0256671242038533,0.04313333028112707,0.17253332112450828,7.758595896418469,9.661487526197516e-15,2.3380799813397986e-12,False,False,False,False,True
long_form,20,D3_qwen3,A2_har_rv,7902,794,1.2636816218850837,0.2067156811761045,0.6201470435283135,5.632344165450158,1.8387631125439204e-08,3.677526225087841e-06,False,False,False,False,True
long_form,20,D3_gteqwen2,A2_har_rv,7902,794,0.23845636299472575,0.8115887613970986,1.0,1.8024744421197596,0.0715088863493703,1.0,False,False,False,False,False
long_form,20,D3_e5mistral,A2_har_rv,7902,794,0.6290177434466184,0.5295185894287827,1.0,4.273516835516309,1.946723574150731e-05,0.0033872990190222,False,False,False,False,True
event_driven,5,A3_garch,A2_har_rv,25109,996,4.330699357327489,1.636859662035469e-05,6.547438648141876e-05,4.8375384951024865,1.322358655832813e-06,0.0001216569963366,False,False,False,True,True
event_driven,5,A4_egarch,A2_har_rv,25109,996,5.752875969298577,1.1671825433599263e-08,7.003095260159558e-08,5.384674940988368,7.32269552938384e-08,7.908511171734547e-06,False,False,False,True,True
event_driven,5,A5_arima,A2_har_rv,25109,996,5.481892210583876,5.3340091966205426e-08,2.6670045983102714e-07,8.016434579520492,1.1356455212994228e-15,1.499052088115238e-13,False,False,False,True,True
event_driven,5,B2_tfidf_ridge,A2_har_rv,25109,996,9.538163783151187,1.0790236714634278e-20,2.0501449757805127e-19,29.546358358731787,1.2378713464257109e-188,4.7286685433462144e-186,False,False,False,True,True
event_driven,5,C1_bert_s1,A2_har_rv,25109,996,8.129812539076328,1.2701543877041203e-15,1.7782161427857683e-14,24.67607175707029,7.399365973591136e-133,2.4121933073907104e-130,False,False,False,True,True
event_driven,5,C1_bert_s2,A2_har_rv,25109,996,8.710882657256121,1.2394478584944692e-17,2.1070613594405975e-16,25.982003254900427,6.91808460362888e-147,2.3521487652338192e-144,False,False,False,True,True
event_driven,5,C2_finbert_s1,A2_har_rv,25109,996,7.1772558171649745,1.3893832111877982e-12,1.2504448900690184e-11,18.803426575762835,2.4466591019473852e-78,5.725182298556882e-76,False,False,False,True,True
event_driven,5,C2_finbert_s2,A2_har_rv,25109,996,8.536611906597491,5.1105221985799733e-17,8.176835517727957e-16,27.19866060833781,1.43124153108755e-160,5.037970189428176e-158,False,False,False,True,True
event_driven,5,C2_finbert_s3,A2_har_rv,25109,996,7.432878511034549,2.2868340340375985e-13,2.2868340340375986e-12,20.32228649872138,4.4181832099854517e-91,1.113382168916334e-88,False,False,False,True,True
event_driven,5,C2_finbert_s4,A2_har_rv,25109,996,8.076382062204589,1.9180087930833118e-15,2.493411431008305e-14,23.71401769095873,5.816329790145586e-123,1.8612255328465874e-120,False,False,False,True,True
event_driven,5,C3_roberta_s1,A2_har_rv,25109,996,7.467550885369554,1.7829094424432256e-13,1.9612003866875483e-12,20.75205622996311,7.353410015802974e-95,1.970713884235197e-92,False,False,False,True,True
event_driven,5,C4_longformer,A2_har_rv,25109,996,7.872851598570025,9.02583765556277e-15,1.0831005186675324e-13,22.673425373660734,1.1103843597884063e-112,3.397776140952523e-110,False,False,False,True,True
event_driven,5,C5_qwen3,A2_har_rv,25109,996,9.203482611333664,1.9884552819780582e-19,3.5792195075605045e-18,21.15565443876794,1.7726840308030566e-98,4.786246883168253e-96,False,False,False,True,True
event_driven,5,C5_gteqwen2,A2_har_rv,25109,996,9.57210107560855,7.992002913074964e-21,1.5984005826149927e-19,21.779058963464415,3.3804971618851685e-104,9.330172166803064e-102,False,False,False,True,True
event_driven,5,C5_e5mistral,A2_har_rv,25109,996,8.383409010556978,1.7406449708069562e-16,2.6109674562104345e-15,22.924403533430414,4.0379936768744804e-115,1.24370205247734e-112,False,False,False,True,True
event_driven,5,D1_concat_mlp,A2_har_rv,25109,996,6.975205076048596,5.563616424976125e-12,4.4508931399809e-11,24.18411915331216,9.463508669458192e-128,3.0661768089044543e-125,False,False,False,True,True
event_driven,5,D2_gated_fusion,A2_har_rv,25109,996,6.466155510910564,1.5729340761870126e-10,1.1010538533309087e-09,21.381916419468848,1.552883480061612e-100,4.254900735368817e-98,False,False,False,True,True
event_driven,5,D3_qwen3,A2_har_rv,25109,996,3.727044043618419,0.00020465382042462822,0.00040930764084925645,13.550902361441644,1.0970638559248314e-41,2.0405387720201862e-39,False,False,False,True,True
event_driven,5,D3_gteqwen2,A2_har_rv,25109,996,2.242079809362318,0.02517587464134766,0.02517587464134766,5.810183922666663,6.315765775583344e-09,6.947342353141678e-07,False,False,False,True,True
event_driven,5,D3_e5mistral,A2_har_rv,25109,996,3.9174179676722867,9.561471041584525e-05,0.00028684413124753575,15.111534377305407,2.287925492980138e-51,4.5300924761006736e-49,False,False,False,True,True
event_driven,10,A3_garch,A2_har_rv,25001,991,3.3688411979806006,0.0007839552299194392,0.003135820919677757,4.69471702505086,2.6839161058426e-06,0.0001986097918323,False,False,False,True,True
event_driven,10,A4_egarch,A2_har_rv,25001,991,5.081313602943729,4.4793171224954605e-07,2.687590273497276e-06,4.887848176419368,1.0257548119601054e-06,8.411189458072864e-05,False,False,False,True,True
event_driven,10,A5_arima,A2_har_rv,25001,991,3.7508719748504604,0.0001864475165589622,0.000932237582794811,6.789217505961501,1.1526647069056036e-11,1.2147254033625634e-09,False,False,False,True,True
event_driven,10,B2_tfidf_ridge,A2_har_rv,25001,991,8.1808038885375,8.598689634556447e-16,1.5477641342201606e-14,28.040565972777472,2.2550515616878285e-170,8.794701090582529e-168,False,False,False,True,True
event_driven,10,C1_bert_s1,A2_har_rv,25001,991,6.825841690579427,1.5216678003758594e-11,1.8260013604510313e-10,22.413490733711523,3.543000682699713e-110,1.034556199348316e-107,False,False,False,True,True
event_driven,10,C1_bert_s2,A2_har_rv,25001,991,7.31443861499359,5.330546373947745e-13,8.528874198316392e-12,24.710985497043836,3.234580921053648e-133,1.0997575131582405e-130,False,False,False,True,True
event_driven,10,C2_finbert_s1,A2_har_rv,25001,991,7.072172755314541,2.880025542884051e-12,3.744033205749266e-11,24.13935942600328,2.7670284885752637e-127,9.297215721612885e-125,False,False,False,True,True
event_driven,10,C2_finbert_s2,A2_har_rv,25001,991,7.285662097653177,6.529945537405545e-13,9.794918306108317e-12,24.36342680969638,1.3564907862508529e-129,4.584938857527883e-127,False,False,False,True,True
event_driven,10,C2_finbert_s3,A2_har_rv,25001,991,5.995459234180211,2.8400414805693377e-09,2.27203318445547e-08,18.199001583990174,1.5693535799731836e-73,3.735061520336177e-71,False,False,False,True,True
event_driven,10,C2_finbert_s4,A2_har_rv,25001,991,6.294115584428366,4.637341183186813e-10,4.173607064868132e-09,20.36680364915224,1.8218799799556233e-91,4.700450348285508e-89,False,False,False,True,True
event_driven,10,C3_roberta_s1,A2_har_rv,25001,991,7.111916039662994,2.1911704762544805e-12,3.067638666756273e-11,23.9753740044205,1.3165786160889335e-125,4.3710410054152586e-123,False,False,False,True,True
event_driven,10,C4_longformer,A2_har_rv,25001,991,6.50689171919689,1.2164325757782753e-10,1.3380758333561028e-09,21.337284700805263,4.003630974544168e-100,1.0809803631269251e-97,False,False,False,True,True
event_driven,10,C5_qwen3,A2_har_rv,25001,991,8.65764254695913,1.9282862919407584e-17,3.663743954687441e-16,21.766099524561582,4.5041201570701506e-104,1.2431371633513616e-101,False,False,False,True,True
event_driven,10,C5_gteqwen2,A2_har_rv,25001,991,9.017923366476749,9.716540332112162e-19,1.9433080664224323e-17,22.497293569290992,5.580596972998317e-111,1.6518567040075018e-108,False,False,False,True,True
event_driven,10,C5_e5mistral,A2_har_rv,25001,991,7.440690415140409,2.1704210714784572e-13,3.689715821513377e-12,22.247379989826342,1.355069563813406e-108,3.821296169953805e-106,False,False,False,True,True
event_driven,10,D1_concat_mlp,A2_har_rv,25001,991,6.425484662443806,2.0391317534846477e-10,2.039131753484648e-09,23.645786989455367,2.8702451927865247e-122,9.29959442462834e-120,False,False,False,True,True
event_driven,10,D2_gated_fusion,A2_har_rv,25001,991,5.73111627354827,1.3236420892537837e-08,9.265494624776486e-08,21.272831374350243,1.5469253869933894e-99,4.145760037142283e-97,False,False,False,True,True
event_driven,10,D3_qwen3,A2_har_rv,25001,991,2.516391390132679,0.012013503838528544,0.03604051151558563,8.848588680215626,9.437119394992704e-19,1.245699760139037e-16,False,False,False,True,True
event_driven,10,D3_gteqwen2,A2_har_rv,25001,991,2.113141548739095,0.03483839622329494,0.03604051151558563,7.061024131278169,1.696017660782078e-12,1.8656194268602854e-10,False,False,False,True,True
event_driven,10,D3_e5mistral,A2_har_rv,25001,991,2.5067613838989087,0.012343617699947058,0.03604051151558563,9.433077687090734,4.317242405972163e-21,6.130484216480471e-19,False,False,False,True,True
event_driven,20,A3_garch,A2_har_rv,24732,981,2.579590424089028,0.01003644697595067,0.05018223487975335,5.602359391787004,2.1370173738526754e-08,2.1370173738526753e-06,False,False,False,False,True
event_driven,20,A4_egarch,A2_har_rv,24732,981,3.961726296196464,7.980166906502555e-05,0.0004788100143901533,4.877143460771155,1.0830136472336251e-06,9.963725554549352e-05,False,False,False,True,True
event_driven,20,A5_arima,A2_har_rv,24732,981,2.200846152298943,0.027979513359534504,0.11191805343813802,5.354436821929133,8.658829372098376e-08,8.485652784656409e-06,False,False,False,False,True
event_driven,20,B2_tfidf_ridge,A2_har_rv,24732,981,7.007687206679136,4.50225410226141e-12,8.104057384070538e-11,26.868109939816716,9.227132331189161e-157,3.598581609163773e-154,False,False,False,True,True
event_driven,20,C1_bert_s1,A2_har_rv,24732,981,5.275858220361934,1.6265313718026538e-07,1.7891845089829191e-06,19.605122373326477,6.177795319602037e-85,1.66800473629255e-82,False,False,False,True,True
event_driven,20,C1_bert_s2,A2_har_rv,24732,981,5.8210724446272515,7.917397765842123e-09,1.1084356872178972e-07,22.079912479274896,5.3340265650634377e-107,1.7175565539504272e-104,False,False,False,True,True
event_driven,20,C2_finbert_s1,A2_har_rv,24732,981,5.341503231410309,1.1461800838175546e-07,1.3754161005810656e-06,19.126538934481097,5.838844400811548e-81,1.4947441666077562e-78,False,False,False,True,True
event_driven,20,C2_finbert_s2,A2_har_rv,24732,981,5.138449455721931,3.342477058668843e-07,3.342477058668843e-06,19.330665503804315,1.2086030650693866e-82,3.1665400304817928e-80,False,False,False,True,True
event_driven,20,C2_finbert_s3,A2_har_rv,24732,981,5.038764277320114,5.577366911636388e-07,4.46189352930911e-06,19.97057568049709,4.912649444578164e-88,1.3460659478144168e-85,False,False,False,True,True
event_driven,20,C2_finbert_s4,A2_har_rv,24732,981,6.062888554176349,1.905847054839699e-09,3.049355287743518e-08,22.422148253505497,3.00781566339726e-110,9.865635375943012e-108,False,False,False,True,True
event_driven,20,C3_roberta_s1,A2_har_rv,24732,981,5.837206895630357,7.2111754866848875e-09,1.0816763230027331e-07,22.190612256268803,4.802050331966696e-108,1.5558643075572094e-105,False,False,False,True,True
event_driven,20,C4_longformer,A2_har_rv,24732,981,5.734435104556471,1.3024817917102117e-08,1.693226329223275e-07,21.365680230742218,2.2539687816851245e-100,6.806985720689076e-98,False,False,False,True,True
event_driven,20,C5_qwen3,A2_har_rv,24732,981,7.701760407143954,3.274885686906812e-14,6.222282805122943e-13,22.63184491037423,2.9108540247504796e-112,9.722252442666603e-110,False,False,False,True,True
event_driven,20,C5_gteqwen2,A2_har_rv,24732,981,8.771804099836608,7.671672303972073e-18,1.5343344607944147e-16,23.892391378977575,9.530811627912483e-125,3.5264003023276187e-122,False,False,False,True,True
event_driven,20,C5_e5mistral,A2_har_rv,24732,981,6.622142976016398,5.825800649593762e-11,9.903861104309396e-10,22.307593885747796,3.724129851227046e-109,1.214066331500017e-106,False,False,False,True,True
event_driven,20,D1_concat_mlp,A2_har_rv,24732,981,5.065570698180438,4.864208781350666e-07,4.3777879032156e-06,18.656908158048896,3.7601689967133676e-77,9.475625871717686e-75,False,False,False,True,True
event_driven,20,D2_gated_fusion,A2_har_rv,24732,981,4.303274552806206,1.851706586113952e-05,0.00012961946102797663,16.096732085460705,5.304027150450628e-58,1.2305342989045456e-55,False,False,False,True,True
event_driven,20,D3_qwen3,A2_har_rv,24732,981,1.8017824538364662,0.07188687365247971,0.20346909277531766,6.107553486315115,1.0267806051516966e-09,1.0883874414607986e-07,False,False,False,False,True
event_driven,20,D3_gteqwen2,A2_har_rv,24732,981,1.1640429898798847,0.24468989951660322,0.24468989951660322,2.6524392338533236,0.0079963517465018,0.3518394768460818,False,False,False,False,False
event_driven,20,D3_e5mistral,A2_har_rv,24732,981,1.8282025137955589,0.06782303092510589,0.20346909277531766,5.930758626336681,3.055440365773835e-09,3.1165491730893124e-07,False,False,False,False,True
combined,5,A3_garch,A2_har_rv,33060,996,6.077966381076001,1.7318190555064336e-09,6.9272762220257345e-09,8.218427236614197,2.1363315153538363e-16,3.076317382109524e-14,False,False,False,True,True
combined,5,A4_egarch,A2_har_rv,33060,996,6.257187138767282,5.815203213068345e-10,3.4891219278410067e-09,5.582172959843711,2.3939275922870452e-08,2.1066562812126e-06,False,False,False,True,True
combined,5,A5_arima,A2_har_rv,33060,996,6.167748399022558,1.0059911693055174e-09,5.029955846527587e-09,9.844557203231426,7.778597692057826e-23,1.3068044122657148e-20,False,False,False,True,True
combined,5,B2_tfidf_ridge,A2_har_rv,33060,996,9.46557059448432,2.0447764208564778e-20,3.68059755754166e-19,33.237530474708315,2.6201360915768722e-238,1.02185307571498e-235,False,False,False,True,True
combined,5,C1_bert_s1,A2_har_rv,33060,996,9.191222500277684,2.208872318274183e-19,3.7550829410661115e-18,31.596364278778537,6.799984901767894e-216,2.4751945042435137e-213,False,False,False,True,True
combined,5,C1_bert_s2,A2_har_rv,33060,996,9.564162728494171,8.574043170205207e-21,1.7148086340410415e-19,33.16190630462099,2.9818204285050463e-237,1.1509826854029478e-234,False,False,False,True,True
combined,5,C2_finbert_s1,A2_har_rv,33060,996,8.194697650782528,7.676183095640599e-16,6.908564786076539e-15,27.615236496584913,5.61716454626231e-166,1.62897771841607e-163,False,False,False,True,True
combined,5,C2_finbert_s2,A2_har_rv,33060,996,8.726666057809464,1.0889176390924212e-17,1.1978094030016633e-16,29.05844184143824,2.446493653910128e-183,7.681990073277802e-181,False,False,False,True,True
combined,5,C2_finbert_s3,A2_har_rv,33060,996,8.889297861868009,2.8355829060092623e-18,3.686257777812041e-17,30.00323426991637,3.7110472640186146e-195,1.269178164294366e-192,False,False,False,True,True
combined,5,C2_finbert_s4,A2_har_rv,33060,996,9.492364428683167,1.6157720451781536e-20,3.0699668858384916e-19,33.84314505605661,7.576532321453845e-247,3.030612928581538e-244,False,False,False,True,True
combined,5,C3_roberta_s1,A2_har_rv,33060,996,8.657907615468552,1.911381372532747e-17,1.911381372532747e-16,29.667960809468205,6.376900696397475e-191,2.1298848325967568e-188,False,False,False,True,True
combined,5,C4_longformer,A2_har_rv,33060,996,9.008260623656193,1.0460127424889984e-18,1.5690191137334976e-17,31.08947899023021,3.466880303833159e-209,1.2342093881646044e-206,False,False,False,True,True
combined,5,C5_qwen3,A2_har_rv,33060,996,8.776818220011267,7.206924633809436e-18,8.648309560571324e-17,27.979707863297197,2.7826710366689015e-170,8.348013110006704e-168,False,False,False,True,True
combined,5,C5_gteqwen2,A2_har_rv,33060,996,8.917368329276885,2.243243733495191e-18,3.140541226893267e-17,28.393850856583157,3.07295469871319e-175,9.40324137806236e-173,False,False,False,True,True
combined,5,C5_e5mistral,A2_har_rv,33060,996,9.071300188828275,6.139072061875116e-19,9.822515299000185e-18,30.400035938838496,3.1557085002242363e-200,1.0981865580780342e-197,False,False,False,True,True
combined,5,D1_concat_mlp,A2_har_rv,33060,996,6.84619868680603,1.3250591063527981e-11,9.275413744469587e-11,26.851839550573377,3.9103927517352276e-157,1.0870891849823935e-154,False,False,False,True,True
combined,5,D2_gated_fusion,A2_har_rv,33060,996,7.223942007211509,1.0034131799816834e-12,8.027305439853467e-12,27.822212497418143,2.0481118511094307e-168,6.021448842261728e-166,False,False,False,True,True
combined,5,D3_qwen3,A2_har_rv,33060,996,3.7991604415512907,0.00015399314617398167,0.00030798629234796333,15.43222248153633,1.5285211609148866e-53,2.934760628956583e-51,False,False,False,True,True
combined,5,D3_gteqwen2,A2_har_rv,33060,996,2.692579406363106,0.007209284086768389,0.007209284086768389,9.498105892765146,2.275937258934148e-21,3.641499614294637e-19,False,False,False,True,True
