disclosure,horizon,challenger,baseline,dm_stat,p_raw,p_holm,better
long_form,5,C2_finbert_s1,A4_egarch,-0.9726978035120528,0.33073311098740066,1.0,False
long_form,5,C2_finbert_s1,A5_arima,1.5820686064397644,0.11367368863142216,1.0,False
long_form,5,C2_finbert_s1,B2_tfidf_ridge,5.512021782753199,3.658442262340659e-08,4.902312631536483e-06,False
long_form,5,C2_finbert_s1,C1_bert_s1,-18.68266749152956,2.8957088590393724e-76,1.1756577967699853e-73,True
long_form,5,C2_finbert_s1,C1_bert_s2,-13.251824382185175,1.1577547821593519e-39,3.259461520029303e-37,True
long_form,5,C2_finbert_s1,C2_finbert_s2,-18.091867785008898,1.0008927845712073e-71,3.963535426901981e-69,True
long_form,5,C2_finbert_s1,C2_finbert_s3,5.989909836192274,2.1909169375151996e-09,3.1549203900218875e-07,False
long_form,5,C2_finbert_s1,C2_finbert_s4,-4.5976930217446865,4.337950197163001e-06,0.0005205540236595601,True
long_form,5,C2_finbert_s1,C3_roberta_s1,-17.127438721490694,1.3236773167914407e-64,5.003500257471646e-62,True
long_form,5,C2_finbert_s1,C4_longformer,7.599736949898109,3.305698972535013e-14,5.8841441711123234e-12,False
long_form,5,C2_finbert_s1,C5_qwen3,11.225171758992419,5.067728572274999e-29,1.2365257716350997e-26,False
long_form,5,C2_finbert_s1,C5_gteqwen2,8.984269404752416,3.208498649653796e-19,6.352827326314517e-17,False
long_form,5,C2_finbert_s1,C5_e5mistral,16.278359939214884,1.2394197065175199e-58,4.5114877317237725e-56,False
long_form,5,C2_finbert_s1,D1_concat_mlp,15.693965246897816,1.0948571867875978e-54,3.788205866285089e-52,False
long_form,5,C2_finbert_s1,D2_gated_fusion,15.442693842916988,4.951578960080741e-53,1.663730530587129e-50,False
long_form,5,C2_finbert_s1,D3_qwen3,12.868724072247609,1.5967586007431798e-37,4.43898891006604e-35,False
long_form,5,C2_finbert_s1,D3_gteqwen2,15.764688336071085,3.706294455086708e-55,1.2897904703701744e-52,False
long_form,5,C2_finbert_s1,D3_e5mistral,13.428509902644734,1.1397988525773189e-40,3.3054166724742247e-38,False
long_form,5,C2_finbert_s2,A2_har_rv,16.13191972590675,1.2435115958905844e-57,4.4269012813704806e-55,False
long_form,5,C2_finbert_s2,A3_garch,0.19360273305262488,0.846491904071569,1.0,False
long_form,5,C2_finbert_s2,A4_egarch,-0.47016999407071186,0.6382464672013453,1.0,False
long_form,5,C2_finbert_s2,A5_arima,2.8233075533286156,0.004764911484504186,0.42884203360537676,False
long_form,5,C2_finbert_s2,B2_tfidf_ridge,13.891370311206398,2.289284979910684e-43,6.867854939732052e-41,False
long_form,5,C2_finbert_s2,C1_bert_s1,-1.2832904916419485,0.19942772893414842,1.0,False
long_form,5,C2_finbert_s2,C1_bert_s2,8.27767445556411,1.4608594622019882e-16,2.7464157889397378e-14,False
long_form,5,C2_finbert_s2,C2_finbert_s1,18.091867785008898,1.0008927845712073e-71,3.963535426901981e-69,False
long_form,5,C2_finbert_s2,C2_finbert_s3,18.958478697144894,1.983682632572348e-78,8.09342514089518e-76,False
long_form,5,C2_finbert_s2,C2_finbert_s4,15.426072758613207,6.358649277910164e-53,2.123788858821995e-50,False
long_form,5,C2_finbert_s2,C3_roberta_s1,-1.309054342392124,0.19055377893353148,1.0,False
long_form,5,C2_finbert_s2,C4_longformer,21.088682235105587,4.176215652751093e-96,1.754010574155459e-93,False
long_form,5,C2_finbert_s2,C5_qwen3,14.22776980797006,2.2153886340551988e-45,6.867704765571116e-43,False
long_form,5,C2_finbert_s2,C5_gteqwen2,11.885155545963272,2.65151860848333e-32,6.946978754226324e-30,False
long_form,5,C2_finbert_s2,C5_e5mistral,20.67470940669744,1.541419639263441e-92,6.443134092121183e-90,False
long_form,5,C2_finbert_s2,D1_concat_mlp,17.635628058202666,2.5937826964084446e-68,9.85637424635209e-66,False
long_form,5,C2_finbert_s2,D2_gated_fusion,17.8404910624437,7.781314373661476e-70,3.00358734823333e-67,False
long_form,5,C2_finbert_s2,D3_qwen3,15.049394217118921,1.7206429296558265e-50,5.678121667864228e-48,False
long_form,5,C2_finbert_s2,D3_gteqwen2,17.779311936016423,2.2260108613533902e-69,8.503361490369951e-67,False
long_form,5,C2_finbert_s2,D3_e5mistral,15.527902595123333,1.3682894184475616e-53,4.652184022721709e-51,False
long_form,5,C2_finbert_s3,A2_har_rv,13.251951504219983,1.1558374184501074e-39,3.259461520029303e-37,False
long_form,5,C2_finbert_s3,A3_garch,-1.4580915306439612,0.14485481737495504,1.0,False
long_form,5,C2_finbert_s3,A4_egarch,-1.2401497906781915,0.21495659652941057,1.0,False
long_form,5,C2_finbert_s3,A5_arima,0.9021064635184999,0.3670276452903319,1.0,False
long_form,5,C2_finbert_s3,B2_tfidf_ridge,1.0728199250742987,0.2833844825499845,1.0,False
long_form,5,C2_finbert_s3,C1_bert_s1,-17.92553427851607,1.7952896781819155e-70,6.9657239513458325e-68,True
long_form,5,C2_finbert_s3,C1_bert_s2,-15.848014922611215,1.0283999428757329e-55,3.599399800065065e-53,True
long_form,5,C2_finbert_s3,C2_finbert_s1,-5.989909836192274,2.1909169375151996e-09,3.1549203900218875e-07,True
long_form,5,C2_finbert_s3,C2_finbert_s2,-18.958478697144894,1.983682632572348e-78,8.09342514089518e-76,True
long_form,5,C2_finbert_s3,C2_finbert_s4,-10.800739389027544,5.254407512976172e-27,1.187496097932615e-24,True
long_form,5,C2_finbert_s3,C3_roberta_s1,-17.050379635605214,4.734753609764448e-64,1.7802673572714323e-61,True
long_form,5,C2_finbert_s3,C4_longformer,1.1218343476885788,0.2619667610070745,1.0,False
long_form,5,C2_finbert_s3,C5_qwen3,8.423252967443823,4.3047438981884126e-17,8.35120316248552e-15,False
long_form,5,C2_finbert_s3,C5_gteqwen2,6.795286015210971,1.158965654116792e-11,1.877524359669203e-09,False
long_form,5,C2_finbert_s3,C5_e5mistral,9.259035959065464,2.6088245699094123e-20,5.2176491398188245e-18,False
long_form,5,C2_finbert_s3,D1_concat_mlp,14.390531312245768,2.2626389299029637e-46,7.149939018493365e-44,False
long_form,5,C2_finbert_s3,D2_gated_fusion,13.688193675047957,3.5830019556785504e-42,1.060568578880851e-39,False
long_form,5,C2_finbert_s3,D3_qwen3,11.140638609675468,1.2947521253941648e-28,3.107405100945996e-26,False
long_form,5,C2_finbert_s3,D3_gteqwen2,14.244145343684707,1.7629540308602707e-45,5.53567565690125e-43,False
long_form,5,C2_finbert_s3,D3_e5mistral,11.785235965903901,8.545501174128676e-32,2.2047393029251983e-29,False
long_form,5,C2_finbert_s4,A2_har_rv,14.810530795708884,5.6096488938357825e-49,1.8175262416027936e-46,False
long_form,5,C2_finbert_s4,A3_garch,-0.592531829930554,0.5535113652426138,1.0,False
long_form,5,C2_finbert_s4,A4_egarch,-0.8406277784267417,0.4005817732091323,1.0,False
long_form,5,C2_finbert_s4,A5_arima,1.9065367549627015,0.056616618703172285,1.0,False
long_form,5,C2_finbert_s4,B2_tfidf_ridge,8.297534995838886,1.2380378729209353e-16,2.377032716008196e-14,False
long_form,5,C2_finbert_s4,C1_bert_s1,-11.996367187786824,7.128779636039536e-33,1.8819978239144376e-30,True
long_form,5,C2_finbert_s4,C1_bert_s2,-10.412745254220065,3.149543276890136e-25,6.866004343620497e-23,True
long_form,5,C2_finbert_s4,C2_finbert_s1,4.5976930217446865,4.337950197163001e-06,0.0005205540236595601,False
long_form,5,C2_finbert_s4,C2_finbert_s2,-15.426072758613207,6.358649277910164e-53,2.123788858821995e-50,True
long_form,5,C2_finbert_s4,C2_finbert_s3,10.800739389027544,5.254407512976172e-27,1.187496097932615e-24,False
long_form,5,C2_finbert_s4,C3_roberta_s1,-12.04465288022807,4.015616424556756e-33,1.068153968932097e-30,True
long_form,5,C2_finbert_s4,C4_longformer,11.137140917355785,1.3457954943683526e-28,3.202993276596679e-26,False
long_form,5,C2_finbert_s4,C5_qwen3,11.736147683672979,1.5133170722668806e-31,3.8740917050032145e-29,False
long_form,5,C2_finbert_s4,C5_gteqwen2,9.592593851177133,1.1251810967701282e-21,2.2953694374110616e-19,False
long_form,5,C2_finbert_s4,C5_e5mistral,16.526261891725916,2.3922762680519036e-60,8.755731141069967e-58,False
long_form,5,C2_finbert_s4,D1_concat_mlp,16.20666470416863,3.841989948117989e-58,1.3831163813224761e-55,False
long_form,5,C2_finbert_s4,D2_gated_fusion,16.07903537362365,2.8459888079304344e-57,1.0074800380073737e-54,False
long_form,5,C2_finbert_s4,D3_qwen3,13.337933599645996,3.7542584641883465e-40,1.0812264376862438e-37,False
long_form,5,C2_finbert_s4,D3_gteqwen2,16.201403473834993,4.173812076162683e-58,1.4942247232662406e-55,False
long_form,5,C2_finbert_s4,D3_e5mistral,13.898052568344768,2.08992495826376e-43,6.311573373956556e-41,False
long_form,5,C3_roberta_s1,A2_har_rv,16.26453068879756,1.5422293375668767e-58,5.582870201992094e-56,False
long_form,5,C3_roberta_s1,A3_garch,0.2730182356357212,0.7848462893211067,1.0,False
long_form,5,C3_roberta_s1,A4_egarch,-0.43159852494751355,0.6660449343601638,1.0,False
long_form,5,C3_roberta_s1,A5_arima,2.9124691516084833,0.0035958144861914934,0.3451981906743834,False
long_form,5,C3_roberta_s1,B2_tfidf_ridge,13.815640965558442,6.410317404206243e-43,1.9102745864534605e-40,False
long_form,5,C3_roberta_s1,C1_bert_s1,0.06511458301296381,0.9480844067063827,1.0,False
long_form,5,C3_roberta_s1,C1_bert_s2,5.682468045873655,1.3745273233856037e-08,1.869357159804421e-06,False
long_form,5,C3_roberta_s1,C2_finbert_s1,17.127438721490694,1.3236773167914407e-64,5.003500257471646e-62,False
long_form,5,C3_roberta_s1,C2_finbert_s2,1.309054342392124,0.19055377893353148,1.0,False
long_form,5,C3_roberta_s1,C2_finbert_s3,17.050379635605214,4.734753609764448e-64,1.7802673572714323e-61,False
long_form,5,C3_roberta_s1,C2_finbert_s4,12.04465288022807,4.015616424556756e-33,1.068153968932097e-30,False
long_form,5,C3_roberta_s1,C4_longformer,18.218888267682566,1.0860045212135493e-72,4.322297994429926e-70,False
long_form,5,C3_roberta_s1,C5_qwen3,14.065798731493972,2.0938438676820212e-44,6.365285357753344e-42,False
long_form,5,C3_roberta_s1,C5_gteqwen2,11.86889116542401,3.209977294328544e-32,8.345940965254215e-30,False
long_form,5,C3_roberta_s1,C5_e5mistral,19.384403153236743,7.920565699670894e-82,3.27911419966375e-79,False
long_form,5,C3_roberta_s1,D1_concat_mlp,17.814723488113884,1.2119569988284532e-69,4.653914875501261e-67,False
long_form,5,C3_roberta_s1,D2_gated_fusion,18.084628313915722,1.135470955980285e-71,4.4737555665623225e-69,False
long_form,5,C3_roberta_s1,D3_qwen3,15.23135153665471,1.1688427079078458e-51,3.880557790254048e-49,False
long_form,5,C3_roberta_s1,D3_gteqwen2,17.940235539439357,1.3923560158013052e-70,5.4301884616250905e-68,False
long_form,5,C3_roberta_s1,D3_e5mistral,15.690727993127906,1.1503845140730198e-54,3.957322728411188e-52,False
long_form,5,C4_longformer,A2_har_rv,12.570395067593815,6.732981355769347e-36,1.844836891480801e-33,False
long_form,5,C4_longformer,A3_garch,-1.5305866852517493,0.125911362101174,1.0,False
long_form,5,C4_longformer,A4_egarch,-1.2777706121577037,0.20136762852970697,1.0,False
long_form,5,C4_longformer,A5_arima,0.7855629215195034,0.4321470050098527,1.0,False
long_form,5,C4_longformer,B2_tfidf_ridge,0.25484933046463804,0.7988460646238715,1.0,False
long_form,5,C4_longformer,C1_bert_s1,-19.111272736955293,1.2192891156120076e-79,4.999085374009231e-77,True
long_form,5,C4_longformer,C1_bert_s2,-18.617565757914885,9.298141798053338e-76,3.756449286413548e-73,True
long_form,5,C4_longformer,C2_finbert_s1,-7.599736949898109,3.305698972535013e-14,5.8841441711123234e-12,True
long_form,5,C4_longformer,C2_finbert_s2,-21.088682235105587,4.176215652751093e-96,1.754010574155459e-93,True
long_form,5,C4_longformer,C2_finbert_s3,-1.1218343476885788,0.2619667610070745,1.0,False
long_form,5,C4_longformer,C2_finbert_s4,-11.137140917355785,1.3457954943683526e-28,3.202993276596679e-26,True
long_form,5,C4_longformer,C3_roberta_s1,-18.218888267682566,1.0860045212135493e-72,4.322297994429926e-70,True
long_form,5,C4_longformer,C5_qwen3,8.279947807866575,1.433473301761087e-16,2.7235992733460654e-14,False
long_form,5,C4_longformer,C5_gteqwen2,6.561998495955011,5.6417831801795104e-11,8.914017424683627e-09,False
long_form,5,C4_longformer,C5_e5mistral,9.668083937821029,5.442994892145099e-22,1.1212569477818904e-19,False
long_form,5,C4_longformer,D1_concat_mlp,13.493600087826348,4.816772058285114e-41,1.4064974410192533e-38,False
long_form,5,C4_longformer,D2_gated_fusion,12.59783007411501,4.789398239767917e-36,1.321873914175945e-33,False
