disc,h,ref,stratum,n_test,n_days,qlike_R,qlike_U,rel_pct,dm_clu,p_raw,mean_daily_d,ci_lo,ci_hi,qlike_R_daily,rel_daily_pct,rel_ci_lo,rel_ci_hi,p_holm,diff_daily_d,diff_ci_lo,diff_ci_hi
long_form,10,beyond_identity,pre,4956,497,0.08411056441810674,0.08290026534027942,1.4389382430143116,-5.606798755737783,3.426498422143526e-08,-0.0021312325623950522,-0.0028847465231355844,-0.00145157710757206,0.07752900971542497,2.748948516455806,1.8723018814507806,3.7208607896892083,7.88094637093011e-07,,,
long_form,10,beyond_identity,post,2977,306,0.09066708798096643,0.0881900811293596,2.731980155937978,-4.320928574788516,2.1051291788170088e-05,-0.0024855107855927673,-0.003550017513666398,-0.0013039192255338864,0.09502387996246377,2.6156696470135623,1.3722016255797587,3.7359214495016646,0.0003789232521870616,-0.00035427822319771506,-0.0016116348343265185,0.0010224661853453173
long_form,20,fulltext_vs_har,full,7902,794,0.07008297694567736,0.0698903875209033,0.2748020035212486,-3.232306764547454,0.0012786846389931377,-0.00030864133970480656,-0.00048573502385912995,-0.00012526645810327378,0.07040675262451099,0.43836894644301205,0.1779182442504304,0.6898983488836965,0.0115081617509382,,,
long_form,20,fulltext_vs_har,pre,4949,497,0.06745998107209232,0.06738655796055056,0.10883950806819828,-1.5149176579999797,0.13043023631185588,-0.00013737920307849873,-0.00031914306374616994,3.720851307052744e-05,0.06605830724490754,0.20796658105266444,-0.056326773455727425,0.4831232846505809,0.5217209452474235,,,
long_form,20,fulltext_vs_har,post,2953,297,0.07447891550929817,0.07408661254433226,0.5267302326883823,-3.0447594423889623,0.0025380199881201155,-0.0005952315144633082,-0.0009440038018416958,-0.00022760997435251844,0.07768344405098546,0.7662269892058904,0.2929967602918489,1.2151930354968865,0.03553227983368162,-0.00045785231138480945,-0.0008493585620810603,-3.792659949547059e-05
long_form,20,beyond_identity,full,7902,794,0.06930364903808332,0.06918440796373931,0.17205598262002708,-2.50798752005914,0.01234077815747217,-0.0002033043531245537,-0.00035515033411989927,-4.7333525028369754e-05,0.06935690616653875,0.29312777106346466,0.06824630400138267,0.5120619614535828,0.0246815563149443,,,
long_form,20,beyond_identity,pre,4949,497,0.06696392887114205,0.06692848669975647,0.05292725797762539,-0.9427999764885182,0.34624220435672104,-7.59810790658378e-05,-0.00023830151069639414,7.805372072847913e-05,0.06531716141764109,0.11632636418476779,-0.11949956035198754,0.3648375182330456,0.9821916466582344,,,
long_form,20,beyond_identity,post,2953,297,0.07322483938897807,0.07296515782335705,0.35463589649075783,-2.5044784897371133,0.012800888634226612,-0.0004163672056739874,-0.0007119374164198412,-0.0001074422286808476,0.07611701774971094,0.5470093521570852,0.1411540176654591,0.9353196400321986,0.12800888634226612,-0.0003403861266081496,-0.0006808875089066153,2.7270007263325766e-05
event_driven,5,fulltext_vs_har,full,25109,996,0.12651030538164326,0.12497435605435062,1.2140902851029822,-5.0439839407429234,5.416951736540807e-07,-0.0011419608030894973,-0.0015675153437401744,-0.000685064729121176,0.12476279038989663,0.9153055967414256,0.5490937858798107,1.256396509601562,7.58373243115713e-06,,,
event_driven,5,fulltext_vs_har,pre,15804,625,0.11778217525825195,0.11676270674278567,0.8655541581151527,-2.7816957888342597,0.005570960454255613,-0.0007440382885129306,-0.0012544354436413376,-0.00022651958065105426,0.11512884978854081,0.646265718696503,0.19675309973747396,1.0895926137934857,0.06685152545106736,,,
event_driven,5,fulltext_vs_har,post,9305,372,0.14133452552888406,0.13892136365456254,1.7074114518666277,-4.523205157271691,8.209399719947121e-06,-0.0018043211566130498,-0.0025859258401733946,-0.0010501328431453058,0.14081366315401442,1.2813537523269887,0.7457606169912127,1.836416852067152,0.00015597859467899529,-0.0010602828681001192,-0.0020538713470709164,-0.00014118623952275662
event_driven,5,beyond_identity,full,25109,996,0.12532634875998536,0.12436649182259676,0.7658859823857399,-3.794691775927421,0.0001567525618032936,-0.0007470935232429134,-0.0011280019425938886,-0.0003318852879640143,0.12397603126987757,0.6026112592817242,0.26770117139945293,0.9098548574590152,0.0006270102472131,,,
event_driven,5,beyond_identity,pre,15804,625,0.11699346039781507,0.11635001598206757,0.5499832328743698,-2.2796689810368487,0.02296399160487699,-0.0005045549004813599,-0.0009198116794047822,-8.761394299180684e-05,0.11465534177869338,0.44006227067487774,0.07641505544584082,0.8022405804521465,0.1837119328390159,,,
event_driven,5,beyond_identity,post,9305,372,0.13947927381917286,0.13798200866125598,1.0734678471713244,-3.0886231372172204,0.0021623522036695857,-0.0011509699038947045,-0.0018461819229489385,-0.00037816931326431567,0.139507202612415,0.8250254340576088,0.2710751174009002,1.323359574543317,0.032435283055043784,-0.0006464150034133446,-0.0015272658395879145,0.0002116881825076312
event_driven,10,fulltext_vs_har,full,25001,991,0.08827666934766872,0.08739537415940904,0.9983330757403002,-3.7577488053092245,0.00018146916177931644,-0.0006719544520956673,-0.0010074856068001358,-0.0003130336656401877,0.08837065848664634,0.760381854795397,0.35422805600966534,1.14006800905798,0.0019961607795724,,,
event_driven,10,fulltext_vs_har,pre,15786,625,0.08093030544165276,0.08036015209122017,0.7044991951051579,-2.248651810104373,0.024882757314124215,-0.00039973511066744387,-0.0007354543671885048,-4.9384652138736655e-05,0.07958411516824354,0.5022800213615369,0.06205340353955788,0.9241220633460951,0.1837119328390159,,,
event_driven,10,fulltext_vs_har,post,9215,367,0.10086155275736682,0.09944724779678603,1.4022240605228908,-3.0284385041806123,0.0026325988148809525,-0.0011297250200089605,-0.0017972571544984726,-0.00036096187978911475,0.10316920940607362,1.0950214957665976,0.349873651128187,1.742048005257533,0.03553227983368162,-0.0007299899093415166,-0.001450614217569281,0.00013654748608901094
event_driven,10,beyond_identity,full,25001,991,0.08764586917126363,0.08704716066991795,0.6830995082903173,-2.8538438180389054,0.004409431127249617,-0.0005092103799600604,-0.0008240001309543007,-0.00013826704722034986,0.08804007435823784,0.578384768154633,0.15705012544371202,0.935937568159493,0.0132282933817488,,,
event_driven,10,beyond_identity,pre,15786,625,0.08048318966280214,0.08010448662233308,0.47053681899997596,-2.1335796283678348,0.03326657456582123,-0.00033041263823214956,-0.0006235487116517409,-3.190951092802701e-05,0.07947221339186145,0.4157586961910215,0.04015178332920923,0.7846122374585796,0.19959944739492738,,,
event_driven,10,beyond_identity,post,9215,367,0.099916087155048,0.09894049246754956,0.976414024284731,-1.9873390895589054,0.04762978708625282,-0.0008079354630360431,-0.0014926680697524444,0.00010344719541695971,0.10246413039270566,0.7885056555299271,-0.1009594235763153,1.4567713247861676,0.23814893543126409,-0.0004775228248038935,-0.0011941702960492273,0.00042387073580345784
event_driven,20,fulltext_vs_har,full,24732,981,0.06453886888282268,0.06411404556768242,0.6582441286840103,-1.9823432496516546,0.047719784499897465,-0.0003284575392134034,-0.0006287959852201299,-7.35047626793581e-06,0.06600022978421122,0.497661205555345,0.01113704647994152,0.9527178727649709,0.3340384914992823,,,
event_driven,20,fulltext_vs_har,pre,15751,625,0.058507973394141495,0.05820746869044447,0.5136132500653566,-2.4640428500927225,0.014006499944973534,-0.00028101342387642944,-0.0004897058024814273,-7.348746740942766e-05,0.05890059827671602,0.47709774110650555,0.12476523084567373,0.8314105744406552,0.12800888634226612,,,
event_driven,20,fulltext_vs_har,post,8981,357,0.07511593545026699,0.07447308046283607,0.8558170560979523,-0.9642866182032876,0.33555680548791106,-0.000409821984322702,-0.0010960616639872861,0.0004261651083186116,0.07838915952759007,0.5228044117228479,-0.5436531159242973,1.3982311720047376,0.9821916466582344,-0.00012880856044627257,-0.0008546974467067126,0.0007333649498782308
event_driven,20,beyond_identity,full,24732,981,0.06453306947300333,0.06412675206449474,0.6296266578154469,-2.011188233693442,0.04457900732535804,-0.00033860923351592195,-0.0006336531980914319,-1.2449517399183436e-05,0.06603493315285883,0.5127728875443901,0.018852926481147596,0.9595727107418134,0.044579007325358,,,
event_driven,20,beyond_identity,pre,15751,625,0.05838317428759613,0.0581139007621827,0.4612176859157816,-2.602613375197597,0.009471402996465575,-0.00028505252635578046,-0.00048709143400039404,-8.364828260358493e-05,0.058936467550908415,0.48366069125122996,0.14192958295529134,0.8264686606465715,0.10418543296112133,,,
event_driven,20,beyond_identity,post,8981,357,0.07531883932773537,0.07467217249236656,0.8585724914784737,-0.980719241218189,0.3273972155527448,-0.0004280176743294263,-0.0011272070881322344,0.00043299196412101455,0.07840266550969868,0.5459223504033534,-0.5522668920834738,1.437715262362853,0.9821916466582344,-0.0001429651479736458,-0.0008739041903369166,0.0007214644763044942
