basis,panel,disc,model,h,n_seeds,seeds,n_test,n_firms,n_days,dm_day,p_day,holm_day,placebo_dm_day,genuine_day,dm_2way,p_2way,holm_2way,placebo_dm_2way,genuine_2way,hurts_day,hurts_2way,guard_hit,se_infl_2way_vs_day,rel_impr_pct_firm,fam12_holm_day,fam12_holm_2way,fam12_survives_day,fam12_survives_2way
ens,B_firmref,long_form,B2_tfidf_ridge,5,1,2026,7550,568,792,4.190516371471096,3.096922349164898e-05,0.0014865227275991512,,False,3.4581562534878074,0.0005847014731948997,0.028065670713355185,,False,True,True,False,1.2187023141402606,-0.6147533787598136,,,,
ens,A_singleHAR,long_form,B2_tfidf_ridge,10,1,2026,7933,568,803,-8.89254432852136,3.901005011622187e-18,2.613673357786865e-16,0.32827969728391804,True,-7.055352410916256,5.040417573802238e-12,3.3770797744474997e-10,0.3899343031353541,True,False,False,False,1.275486974243793,,,,,
ens,B_firmref,long_form,B2_tfidf_ridge,10,1,2026,7167,568,766,7.022506519527929,4.816848945947461e-12,3.2272887937847986e-10,,False,6.023887547952046,3.064406534507623e-09,2.0837964434651837e-07,,False,True,True,False,1.1804163796198197,-3.892169412007764,,,,
ens,A_singleHAR,long_form,B2_tfidf_ridge,20,1,2026,7902,567,794,-9.041621963712146,1.1651051953355876e-18,7.922715328281996e-17,0.29793310268116374,True,-6.822941882898876,2.2992067482756568e-11,1.5174764538619335e-09,0.3814257917605687,True,False,False,False,1.3585444223059366,,,,,
ens,B_firmref,long_form,B2_tfidf_ridge,20,1,2026,7097,567,765,8.148036436520531,1.5077881703534382e-15,1.025295955840338e-13,,False,6.1940504948484,1.12843370797647e-09,7.786192585037643e-08,,False,True,True,False,1.3498704987377292,-8.089490036358773,,,,
s26,A_singleHAR,long_form,B3_lm_linear,5,1,2026,7951,568,809,-2.583028949055883,0.009968402319951325,0.26914686263868576,0.5900481940646093,False,-1.9514133348563258,0.05149992437499873,1.0,0.5911281374140215,False,False,False,False,1.3310751088250417,,,,,
s26,B_firmref,long_form,B3_lm_linear,5,1,2026,7550,568,792,-1.8072493807800871,0.07110322490409808,1.0,,False,-1.179656849897112,0.23863143556480051,1.0,,False,False,False,False,1.5407674584452395,0.20737098537938167,,,,
s26,A_singleHAR,long_form,B3_lm_linear,10,1,2026,7933,568,803,-4.615395517081547,4.566983311300923e-06,0.00021464821563114338,0.2714877342521003,True,-3.3454471530049137,0.000875826868561536,0.038703178697470725,0.18560292618392768,True,False,False,False,1.3961222562604596,,,,,
s26,B_firmref,long_form,B3_lm_linear,10,1,2026,7167,568,766,-3.6299390954490334,0.0003023557110340466,0.012094228441361864,,True,-2.557918523898788,0.010788936425214312,0.345245965606858,,False,False,False,False,1.4369199134719486,0.26052916835955614,,,,
s26,A_singleHAR,long_form,B3_lm_linear,20,1,2026,7902,567,794,-4.69288743331623,3.1725548463252715e-06,0.00015228263262361303,-1.2585489497240971,True,-2.8667469755743555,0.004301488628435062,0.1591550792520973,-1.2373091611746223,False,False,False,False,1.6782240669534556,,,,,
s26,B_firmref,long_form,B3_lm_linear,20,1,2026,7097,567,765,3.465776861660725,0.0005582210182061665,0.020095956655421996,,False,2.389205235770199,0.0172113055858402,0.5163391675752059,,False,True,False,False,1.4885417675490449,-0.016889638928940735,,,,
ens,A_singleHAR,long_form,B3_lm_linear,5,1,2026,7951,568,809,-2.583028949055883,0.009968402319951325,0.18939964407907517,0.5900481940646093,False,-1.9514133348563258,0.05149992437499873,0.8809272597429972,0.5911281374140215,False,False,False,False,1.3310751088250417,,,,,
ens,B_firmref,long_form,B3_lm_linear,5,1,2026,7550,568,792,-1.8072493807800871,0.07110322490409808,0.9243419237532751,,False,-1.179656849897112,0.23863143556480051,1.0,,False,False,False,False,1.5407674584452395,0.20737098537938167,,,,
ens,A_singleHAR,long_form,B3_lm_linear,10,1,2026,7933,568,803,-4.615395517081547,4.566983311300923e-06,0.00019181329907463874,0.2714877342521003,True,-3.3454471530049137,0.000875826868561536,0.03698303742202758,0.18560292618392768,True,False,False,False,1.3961222562604596,,,,,
ens,B_firmref,long_form,B3_lm_linear,10,1,2026,7167,568,766,-3.6299390954490334,0.0003023557110340466,0.011637319468429537,,True,-2.557918523898788,0.010788936425214312,0.33397155911933907,,False,False,False,False,1.4369199134719486,0.26052916835955614,,,,
ens,A_singleHAR,long_form,B3_lm_linear,20,1,2026,7902,567,794,-4.69288743331623,3.1725548463252715e-06,0.00013641985839198668,-1.2585489497240971,True,-2.8667469755743555,0.004301488628435062,0.13764763610992198,-1.2373091611746223,False,False,False,False,1.6782240669534556,,,,,
ens,B_firmref,long_form,B3_lm_linear,20,1,2026,7097,567,765,3.465776861660725,0.0005582210182061665,0.018979514619009662,,False,2.389205235770199,0.0172113055858402,0.4743799821712151,,False,True,False,False,1.4885417675490449,-0.016889638928940735,,,,
s26,A_singleHAR,long_form,B4_lm_features,5,1,2026,7951,568,809,1.020094388471287,0.30798902639445963,1.0,0.42772485818947886,False,0.7991554052365099,0.42453494204213604,1.0,0.4667222239264121,False,False,False,False,1.2836058104803743,,,,,
s26,B_firmref,long_form,B4_lm_features,5,1,2026,7550,568,792,-1.4120615526624298,0.15832511027020024,1.0,,False,-1.0784302390910856,0.2813003654285751,1.0,,False,False,False,False,1.31684990886567,-0.13892354113198738,,,,
s26,A_singleHAR,long_form,B4_lm_features,10,1,2026,7933,568,803,3.316927343955919,0.000951098609355897,0.03328845132745639,-1.6878385951666228,False,2.5684647305104247,0.01046984911432578,0.34550502077275075,-1.6697929979126769,False,True,False,False,1.306865979466168,,,,,
s26,B_firmref,long_form,B4_lm_features,10,1,2026,7167,568,766,4.100921027127025,4.555838820125908e-05,0.0020501274690566586,,False,2.9940339706954506,0.0028732058523926397,0.11205502824331295,,False,True,False,False,1.3868982959256257,-2.7672721184718916,,,,
s26,A_singleHAR,long_form,B4_lm_features,20,1,2026,7902,567,794,3.3821524016415694,0.0007544444710135919,0.029423334369530083,-3.171423918774887,False,2.3197412352865374,0.020709744413579572,0.6420020768209668,-3.3093220178493725,False,True,False,False,1.494695756646519,,,,,
s26,B_firmref,long_form,B4_lm_features,20,1,2026,7097,567,765,4.62143730361703,4.472532797079435e-06,0.0002504618366364484,,False,3.1490264740874334,0.0017245232956815918,0.07399592233106883,,False,True,False,False,1.5059641686533811,-7.132788699177395,,,,
ens,A_singleHAR,long_form,B4_lm_features,5,1,2026,7951,568,809,1.020094388471287,0.30798902639445963,1.0,0.42772485818947886,False,0.7991554052365099,0.42453494204213604,1.0,0.4667222239264121,False,False,False,False,1.2836058104803743,,,,,
ens,B_firmref,long_form,B4_lm_features,5,1,2026,7550,568,792,-1.4120615526624298,0.15832511027020024,1.0,,False,-1.0784302390910856,0.2813003654285751,1.0,,False,False,False,False,1.31684990886567,-0.13892354113198738,,,,
ens,A_singleHAR,long_form,B4_lm_features,10,1,2026,7933,568,803,3.316927343955919,0.000951098609355897,0.027581859671321013,-1.6878385951666228,False,2.5684647305104247,0.01046984911432578,0.28268592608679605,-1.6697929979126769,False,True,False,False,1.306865979466168,,,,,
ens,B_firmref,long_form,B4_lm_features,10,1,2026,7167,568,766,4.100921027127025,4.555838820125908e-05,0.0020501274690566586,,False,2.9940339706954506,0.0028732058523926397,0.10343541068613503,,False,True,False,False,1.3868982959256257,-2.7672721184718916,,,,
ens,A_singleHAR,long_form,B4_lm_features,20,1,2026,7902,567,794,3.3821524016415694,0.0007544444710135919,0.02414222307243494,-3.171423918774887,False,2.3197412352865374,0.020709744413579572,0.4970338659259097,-3.3093220178493725,False,True,False,False,1.494695756646519,,,,,
ens,B_firmref,long_form,B4_lm_features,20,1,2026,7097,567,765,4.62143730361703,4.472532797079435e-06,0.00023257170544813062,,False,3.1490264740874334,0.0017245232956815918,0.0705542515249726,,False,True,False,False,1.5059641686533811,-7.132788699177395,,,,
s26,A_singleHAR,long_form,C1_bert_s1,5,1,2026,7951,568,809,-2.028838568980639,0.04280217882904985,0.9844501130681467,0.5686317951454549,False,-1.6262186684225783,0.10445876137759398,1.0,0.5663675740029867,False,False,False,False,1.254559048500239,,,,,
s26,B_firmref,long_form,C1_bert_s1,5,1,2026,7550,568,792,1.0662620751014313,0.2866305257433084,1.0,,False,0.8310719916193934,0.4062827866388467,1.0,,False,False,False,False,1.2903277071117731,-0.3503516511579339,,,,
s26,A_singleHAR,long_form,C1_bert_s1,10,1,2026,7933,568,803,2.3498440692856333,0.019022808121699108,0.4755702030424777,-1.6779349544616942,False,1.9428525238389391,0.05252861351500309,1.0,-1.7133819143351672,False,False,False,False,1.2239619276152243,,,,,
s26,B_firmref,long_form,C1_bert_s1,10,1,2026,7167,568,766,3.2621548366967374,0.0011547244849794416,0.03926063248930101,,False,2.248914561917748,0.02490099612198395,0.7221288875375346,,False,True,False,False,1.4687624007118099,-6.059560296290867,,,,
s26,A_singleHAR,long_form,C1_bert_s1,20,1,2026,7902,567,794,-7.4229470317387145,2.9567026738272123e-13,1.892289711249416e-11,0.24289191957524184,True,-4.767886869729461,2.3706633479230297e-06,0.00013749847417953573,0.3828130411245197,True,False,False,False,1.5960613844065752,,,,,
s26,B_firmref,long_form,C1_bert_s1,20,1,2026,7097,567,765,5.924558040495467,4.7345384972382565e-09,3.030104638232484e-07,,False,3.7397182844846726,0.0002029764882525627,0.011163706853890948,,False,True,True,False,1.625664626143189,-5.7961895701674,,,,
ens,A_singleHAR,long_form,C1_bert_s1,5,3,2026+2027+2028,7951,568,809,-3.25022593301281,0.0012008597355670047,0.033184784705243546,-0.031236879368891256,True,-2.6215764078909034,0.008987400434281543,0.25164721215988317,0.024887251226342434,False,False,False,False,1.2467333819995814,,,,,
ens,B_firmref,long_form,C1_bert_s1,5,3,2026+2027+2028,7550,568,792,-1.2136597962230828,0.22523992266642312,1.0,,False,-0.934194587557253,0.3506011908779057,1.0,,False,False,False,False,1.3065749441730847,1.375679252652616,,,,
ens,A_singleHAR,long_form,C1_bert_s1,10,3,2026+2027+2028,7933,568,803,3.056213466134016,0.002315827064267231,0.053264022478146315,-1.0194013345965918,False,2.5180799523775272,0.01207392012305497,0.3027954304033906,-1.0711475016496668,False,False,False,False,1.2282389621786798,,,,,
ens,B_firmref,long_form,C1_bert_s1,10,3,2026+2027+2028,7167,568,766,3.398628218324335,0.0007123059028059578,0.02208148298698469,,False,2.3783081329669313,0.017722587963461243,0.4743799821712151,,False,True,False,False,1.4469564834271595,-4.7508274926016805,,,,
ens,A_singleHAR,long_form,C1_bert_s1,20,3,2026+2027+2028,7902,567,794,-6.955445237850917,7.355029518672319e-12,4.6336685967635607e-10,0.39243038058265106,True,-4.682876270556742,3.5452372121586224e-06,0.00019529620252036866,0.4407618508302127,True,False,False,False,1.522689746642582,,,,,
ens,B_firmref,long_form,C1_bert_s1,20,3,2026+2027+2028,7097,567,765,6.287414110846445,5.425958502059031e-10,3.47261344131778e-08,,False,4.177507585450161,3.412894943444972e-05,0.0020136080166325335,,False,True,True,False,1.5444316866006698,-6.487769596231946,,,,
s26,A_singleHAR,long_form,C2_finbert_s1,5,1,2026,7951,568,809,-0.8396190744222708,0.4013703528123994,1.0,0.2179678251062595,False,-0.7173278798357338,0.4734672133893249,1.0,0.1837804589545776,False,False,False,False,1.1770289445616282,,,,,
s26,B_firmref,long_form,C2_finbert_s1,5,1,2026,7550,568,792,1.8921781079886257,0.05883220712579468,1.0,,False,1.4248529112261774,0.15474990708082587,1.0,,False,False,False,False,1.3355700949182492,-0.18193286873411624,,,,
s26,A_singleHAR,long_form,C2_finbert_s1,10,1,2026,7933,568,803,-6.460996408212488,1.8031652598861882e-10,1.1179624611294366e-08,1.0128174194794695,True,-5.144966254748523,3.692640101081957e-07,2.2894368626708132e-05,1.0387359235318843,True,False,False,False,1.2708247647396742,,,,,
s26,B_firmref,long_form,C2_finbert_s1,10,1,2026,7167,568,766,4.092516038266525,4.720518230712602e-05,0.0020770280215135447,,False,3.426132944743601,0.0006565789123113183,0.032172366703254594,,False,True,True,False,1.209500664327726,-0.6045030636825292,,,,
s26,A_singleHAR,long_form,C2_finbert_s1,20,1,2026,7902,567,794,0.8841219752212075,0.3768983403218427,1.0,-0.5232592392237267,False,0.41395442034451163,0.6790643018135223,1.0,-0.5407990752601259,False,False,False,False,2.189569987778327,,,,,
s26,B_firmref,long_form,C2_finbert_s1,20,1,2026,7097,567,765,0.170164539342715,0.8649257881960941,1.0,,False,0.10344823778372221,0.9176438720912925,1.0,,False,False,False,False,1.6879510592300124,-0.9235921207996672,,,,
ens,A_singleHAR,long_form,C2_finbert_s1,5,3,2026+2027+2028,7951,568,809,-4.532482283093675,6.71042978760964e-06,0.00027512762129199524,-0.7206533101663102,True,-3.066695937589326,0.002267563288026225,0.07936471508091787,-0.6936295839297163,False,False,False,False,1.4862366079209004,,,,,
ens,B_firmref,long_form,C2_finbert_s1,5,3,2026+2027+2028,7550,568,792,3.3235703420730074,0.0009296032914028409,0.027296694281811966,,False,1.961467053714499,0.050313481132166646,0.9559561415111663,,False,True,False,False,1.7041136836855288,-0.26767929084569136,,,,
ens,A_singleHAR,long_form,C2_finbert_s1,10,3,2026+2027+2028,7933,568,803,-6.669434417352422,4.781189702644354e-11,2.916525718613056e-09,0.800302995845778,True,-5.133243440351221,3.919398773404882e-07,2.3516392640429294e-05,0.8626404365518937,True,False,False,False,1.3148186203980672,,,,,
ens,B_firmref,long_form,C2_finbert_s1,10,3,2026+2027+2028,7167,568,766,4.9005707248331385,1.1669656216494885e-06,6.418310919072187e-05,,False,3.6967607230322406,0.00023957402483136143,0.012218275266399433,,False,True,True,False,1.3422865922059493,-3.179975910116078,,,,
ens,A_singleHAR,long_form,C2_finbert_s1,20,3,2026+2027+2028,7902,567,794,-0.3997749980374149,0.6894299013301354,1.0,0.7822164516735922,False,-0.33734258174506543,0.7359837254257928,1.0,0.8309672104348425,False,False,False,False,1.2149086838805292,,,,,
ens,B_firmref,long_form,C2_finbert_s1,20,3,2026+2027+2028,7097,567,765,0.04487825611364158,0.9642160755123078,1.0,,False,0.039773507808998604,0.968287722264314,1.0,,False,False,False,False,1.157859764822328,-0.014760063767369578,,,,
s26,A_singleHAR,long_form,C2_finbert_s2,5,1,2026,7951,568,809,-4.2962369040736474,1.948766305402503e-05,0.0008964325004851514,0.09723454911235434,True,-3.2008091684386817,0.00144710255579037,0.0578841022316148,0.15379307708585346,False,False,False,False,1.349742727054173,,,,,
s26,B_firmref,long_form,C2_finbert_s2,5,1,2026,7550,568,792,2.4394572051691514,0.014928101116735613,0.3732025279183903,,False,1.7507223791035007,0.08053453739957282,1.0,,False,False,False,False,1.4013629370497889,-0.3070483213688739,,,,
s26,A_singleHAR,long_form,C2_finbert_s2,10,1,2026,7933,568,803,-6.579401721905555,8.520627599981128e-11,5.367995387988111e-09,0.21289500034098766,True,-4.879722005363487,1.3825651888262688e-06,8.295391132957612e-05,0.21764524544475808,True,False,False,False,1.3644575329070707,,,,,
s26,B_firmref,long_form,C2_finbert_s2,10,1,2026,7167,568,766,4.234773762213006,2.5662503745537355e-05,0.0012831251872768678,,False,3.051117527278056,0.0023865528439838625,0.0954621137593545,,False,True,False,False,1.405371716569619,-2.801994025366848,,,,
s26,A_singleHAR,long_form,C2_finbert_s2,20,1,2026,7902,567,794,-0.05823072953822928,0.9535795134121821,1.0,0.09047285597045485,False,-0.04657604902584444,0.9628675499979396,1.0,0.10694546420953702,False,False,False,False,1.281707001630964,,,,,
s26,B_firmref,long_form,C2_finbert_s2,20,1,2026,7097,567,765,0.8006680615629741,0.42357274566052233,1.0,,False,0.6512757042038974,0.5151328574236188,1.0,,False,False,False,False,1.261541416051557,-4.990198698129876,,,,
ens,A_singleHAR,long_form,C2_finbert_s2,5,3,2026+2027+2028,7951,568,809,-5.56870288633452,3.4946700959876396e-08,1.922068552793202e-06,0.21441901159184437,True,-4.241693403204292,2.5905789593677903e-05,0.0012434779004965393,0.24459204922506173,True,False,False,False,1.3201927102241267,,,,,
ens,B_firmref,long_form,C2_finbert_s2,5,3,2026+2027+2028,7550,568,792,3.6328508181451458,0.00029839280688280864,0.011637319468429537,,False,2.734432157309074,0.006444165165082118,0.219101615612792,,False,True,False,False,1.3361496983353311,-2.1960332136751135,,,,
ens,A_singleHAR,long_form,C2_finbert_s2,10,3,2026+2027+2028,7933,568,803,-7.585267080065719,9.196511635260237e-14,5.8857674465665514e-12,0.5226880645509677,True,-5.960433275617155,4.423256960210919e-09,2.830884454534988e-07,0.5976080142801227,True,False,False,False,1.287839516090905,,,,,
ens,B_firmref,long_form,C2_finbert_s2,10,3,2026+2027+2028,7167,568,766,5.249726995785849,1.9752538171935218e-07,1.185152290316113e-05,,False,4.286957605158189,2.1286874143747244e-05,0.0012772124486248346,,False,True,True,False,1.2399593923512875,-3.731575065572988,,,,
ens,A_singleHAR,long_form,C2_finbert_s2,20,3,2026+2027+2028,7902,567,794,-4.891023450517144,1.21484221709531e-06,5.588274198638426e-05,-0.3934266214227787,True,-3.082346980678848,0.0021537073435025575,0.07753346436609207,-0.41703296950926844,False,False,False,False,1.626737169930229,,,,,
ens,B_firmref,long_form,C2_finbert_s2,20,3,2026+2027+2028,7097,567,765,3.330076097342302,0.0009098898093937323,0.027296694281811966,,False,2.217650864353974,0.026974983544969234,0.6743745886242308,,False,True,False,False,1.5409014678577801,-3.815308749341781,,,,
s26,A_singleHAR,long_form,C2_finbert_s3,5,1,2026,7951,568,809,-5.4303547142255555,7.4442690765391e-08,4.168790682861896e-06,0.2968956855552117,True,-4.236080221390632,2.6541124206205856e-05,0.0013801384587227045,0.28269932750752746,True,False,False,False,1.2890999154908689,,,,,
s26,B_firmref,long_form,C2_finbert_s3,5,1,2026,7550,568,792,4.026886766823743,6.196222525758465e-05,0.00266437568607614,,False,2.9801652783849613,0.0030044119804199863,0.11416765525595948,,False,True,False,False,1.3589509259866743,-1.1610664151918055,,,,
s26,A_singleHAR,long_form,C2_finbert_s3,10,1,2026,7933,568,803,-5.128760390344209,3.6597071824543425e-07,1.903047734876258e-05,0.9981614200329844,True,-4.005693444725198,7.007500060257071e-05,0.0035037500301285354,1.135078526283651,True,False,False,False,1.295696842699558,,,,,
s26,B_firmref,long_form,C2_finbert_s3,10,1,2026,7167,568,766,2.6607321433981674,0.007960505929200532,0.22289416601761491,,False,2.1442876450868122,0.03243431013844276,0.8757263737379545,,False,False,False,False,1.256429269460956,-1.559656770998391,,,,
s26,A_singleHAR,long_form,C2_finbert_s3,20,1,2026,7902,567,794,-1.7673385475664474,0.07755610356914963,1.0,0.6671933182236347,False,-1.4847001729123717,0.13817995943135347,1.0,0.6890025977116995,False,False,False,False,1.2203380752316968,,,,,
s26,B_firmref,long_form,C2_finbert_s3,20,1,2026,7097,567,765,1.228740035217426,0.21954763218016382,1.0,,False,1.008986131547312,0.3134124279599533,1.0,,False,False,False,False,1.2496508730763547,-0.7424029615592052,,,,
ens,A_singleHAR,long_form,C2_finbert_s3,5,3,2026+2027+2028,7951,568,809,-5.355613060086284,1.1123696892980877e-07,5.673085415420248e-06,0.3836717272992135,True,-4.569068833128416,6.015600559506323e-06,0.00031882682965383513,0.35735150709325203,True,False,False,False,1.1787020754740314,,,,,
ens,B_firmref,long_form,C2_finbert_s3,5,3,2026+2027+2028,7550,568,792,3.7698522689893847,0.00017550103778218496,0.0073710435868517684,,False,3.08792034129376,0.002114210611693959,0.08034000324437045,,False,True,False,False,1.2278150428479615,-0.8224170512679753,,,,
ens,A_singleHAR,long_form,C2_finbert_s3,10,3,2026+2027+2028,7933,568,803,-5.259428352571835,1.8552525339300278e-07,9.276262669650139e-06,0.5518197487912235,True,-4.344048028831959,1.657478737221869e-05,0.0008287393686109346,0.5522510115653358,True,False,False,False,1.2252159034727477,,,,,
ens,B_firmref,long_form,C2_finbert_s3,10,3,2026+2027+2028,7167,568,766,3.82357511163039,0.00014223303772651865,0.006116020622240302,,False,3.3163328069656797,0.0009704188389069614,0.04366884775081326,,False,True,True,False,1.1674316170823806,-1.206670508038,,,,
ens,A_singleHAR,long_form,C2_finbert_s3,20,3,2026+2027+2028,7902,567,794,1.6763462370957918,0.09406454441968419,0.9875218999540573,1.05508587267482,False,1.335328565459391,0.18230560292394646,1.0,1.0488217371667805,False,False,False,False,1.2869887635680353,,,,,
ens,B_firmref,long_form,C2_finbert_s3,20,3,2026+2027+2028,7097,567,765,-1.492508153941691,0.1359787930594424,1.0,,False,-1.2056241933622345,0.2284661941919155,1.0,,False,False,False,False,1.2703361093230745,0.799378625448883,,,,
s26,A_singleHAR,long_form,C2_finbert_s4,5,1,2026,7951,568,809,3.357892869769075,0.0008221378383747867,0.03041910001986711,-0.04800309029210714,False,3.3346889698465594,0.0009097342794230236,0.03911857401519001,0.011241209091268889,False,True,True,False,1.0125909937344182,,,,,
s26,B_firmref,long_form,C2_finbert_s4,5,1,2026,7550,568,792,3.973130700659339,7.741260999449503e-05,0.0032513296197687913,,False,3.5683677559119698,0.0003896260518275366,0.020260554695031904,,False,True,True,False,1.1197935256117995,-1.3217790933983082,,,,
s26,A_singleHAR,long_form,C2_finbert_s4,10,1,2026,7933,568,803,-6.023678698585973,2.595676147445874e-09,1.5574056884675246e-07,-0.6603307458841314,True,-5.338535339072396,1.3575453211735134e-07,8.552535523393134e-06,-0.5564472369560508,True,False,False,False,1.1418482145130817,,,,,
s26,B_firmref,long_form,C2_finbert_s4,10,1,2026,7167,568,766,4.323782040184055,1.736658808344475e-05,0.0009204291684225717,,False,4.080841813187368,5.131330694687266e-05,0.003027485109865487,,False,True,True,False,1.0728375481958343,-3.2404999921920807,,,,
s26,A_singleHAR,long_form,C2_finbert_s4,20,1,2026,7902,567,794,-8.82202362045027,7.075779844579832e-18,4.670014697422689e-16,0.6463651242364998,True,-6.533058368686629,1.4374474222081607e-10,9.343408244353045e-09,0.6365412518026708,True,False,False,False,1.384365758489713,,,,,
s26,B_firmref,long_form,C2_finbert_s4,20,1,2026,7097,567,765,6.5072344189952736,1.384495731965019e-10,9.137671830969126e-09,,False,5.289038858849267,1.759686741943285e-07,1.1437963822631353e-05,,False,True,True,False,1.2625063740395595,-5.175226304571473,,,,
