disc,model,h,n_test,qlike_raw,qlike_R,qlike_U,rel_impr_pct,g_log,recal_b,cw_t,cw_p,dm_q,p_q,dm_se,p_se,boot_lo,boot_hi,placebo_dq,placebo_dm,lev_dm_q,lev_p_q,lev_catastrophic,recal_dm,recal_p,cvx_tw,cvx_dm,cvx_p,oracle_tw,oracle_dm,cw_holm,dmq_holm,genuine
long_form,B4_lm_features,10,7933,0.08926724489634956,0.08729339051016716,0.08809837532592904,-0.9221600983274052,-0.2043456941564065,1.5615296469603517,-8.540975627740107,1.0,8.660180940957774,5.643877902939107e-18,9.656022562134943,6.118682559161492e-22,0.0006124023863926377,0.00098787064451122,-1.700671469746229e-05,-1.0057596080080302,0.9994407803271288,0.3176117007261973,True,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,1.0,2.7655001724401624e-16,False
long_form,B4_lm_features,20,7902,0.06459879310463382,0.07008297694567736,0.07142890239207705,-1.9204741365980287,-0.18756679414992258,1.3341822137958925,-12.472621090134238,1.0,14.656875830308563,5.178197438694245e-48,13.590806842729048,1.3297290193623806e-41,0.0011720795871059937,0.0015296801902105301,-0.00025825471271574143,-4.887107101610441,17.331547569529118,4.486166688584553e-66,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,1.0,3.314046360764317e-46,False
long_form,C1_bert_s1,5,7951,0.1226067260656771,0.12086879176314268,0.12072558454951395,0.11848154642710779,0.2295938600849563,1.4947321029620135,3.9991687764469965,3.2070550128425246e-05,-0.9605648147902127,0.3368002400981529,-2.967300202564467,0.003013222173871404,-0.00041648093227075625,0.00014687975012678888,-2.660461117753865e-06,-0.06638022206180509,0.6266415660577618,0.5309122083072599,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,0.0008338343033390564,1.0,False
long_form,C1_bert_s1,10,7933,0.08926724489634956,0.08729339051016716,0.08841276877343905,-1.2823173171873985,-0.1473931666273899,1.5615296469603517,-0.015140293553150533,0.5060396820931553,4.3669370330309745,1.276015493211553e-05,2.603062548121486,0.009256709508984554,0.0006204326127452802,0.0016121641173550574,1.5624811917253066e-05,-1.6834331572999204,0.9994336253269281,0.3176151650577252,True,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.11599999999999999,-3.5365616303752483,1.0,0.00028072340850654167,False
long_form,C1_bert_s1,20,7902,0.06459879310463382,0.07008297694567736,0.06801544219442013,2.950124040620903,0.12388996237230365,1.3341822137958925,14.557056144725433,1.0779266518912631e-47,-15.113444567398918,6.766413997687831e-51,-12.867120640829382,1.6381565415428545e-37,-0.002341770068538695,-0.0017951433453947767,-1.7584334400067014e-05,0.8462710844010113,-16.172101613881104,6.703368927864894e-58,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.025000000000000022,-0.4549775054880896,6.898730572104084e-46,4.39816909849709e-49,True
long_form,C2_finbert_s1,5,7951,0.1226067260656771,0.12086879176314268,0.1201893446027335,0.5621361399397723,0.10967217036655304,1.4947321029620135,3.814041412686467,6.887365733599002e-05,-5.573568413126545,2.577387009328298e-08,-2.677234683108138,0.00743850482488323,-0.0009177883334472193,-0.00044405669178484514,7.273320588756238e-05,0.9701465667657458,0.8397947955149677,0.4010487054208772,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.09899999999999998,-2.0009168463275167,0.0015840941187277703,6.701206224253575e-07,True
long_form,C2_finbert_s1,10,7933,0.08926724489634956,0.08729339051016716,0.08331446307360785,4.55810848141576,0.24215376083511594,1.5615296469603517,14.744878675628065,7.265655474857312e-49,-12.769558213320115,5.600237525417054e-37,-11.65303838042302,3.966910560386563e-31,-0.004596675233452013,-0.0033638177134787733,2.841269457891926e-05,1.6391837262581384,-16.95754182340688,2.1955981478479307e-63,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.03600000000000003,-0.7528359458249425,4.722676058657253e-47,3.3601425152502323e-35,True
long_form,C2_finbert_s1,20,7902,0.06459879310463382,0.07008297694567736,0.07014166660615292,-0.08374310429343669,-0.08768097742638832,1.3341822137958925,-4.730314978136898,0.9999988596919682,5.981780257472185,2.3032271034461296e-09,4.899266708184855,9.81074521184367e-07,3.869972559204924e-05,7.881682648516615e-05,5.103699318022847e-05,0.4097933449954071,5.09764996959487,3.5187528353221943e-07,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,1.0,6.909681310338389e-08,False
long_form,C2_finbert_s2,5,7951,0.1226067260656771,0.12086879176314268,0.11877335341893917,1.733647133918385,0.3088546008053924,1.4947321029620135,11.683531963515538,1.392618339199804e-31,-7.252073747189423,4.490318726290184e-13,-9.352132109614372,1.0966307467790887e-20,-0.002658629129351392,-0.001544541084500009,3.113608897395148e-05,0.6999170790805833,0.9997422666964009,0.3174656795314407,True,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,7.380877197758961e-30,1.7961274905160736e-11,True
long_form,C2_finbert_s2,10,7933,0.08926724489634956,0.08729339051016716,0.08708080290799614,0.24353230058839478,0.023371841743161374,1.5615296469603517,8.224570811838753,1.135257111513981e-16,-7.922258040836493,2.649292691382978e-15,-7.928262758514867,2.5252707885336653e-15,-0.00026479361325263204,-0.00016000564530391367,4.140629191779211e-05,0.37169032286422293,3.081958963774483,0.0020634835471799846,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.05699999999999994,-1.1891511131256964,4.086925601450332e-15,1.1391958572946806e-13,True
long_form,C2_finbert_s2,20,7902,0.06459879310463382,0.07008297694567736,0.07371994870345071,-5.189522358036292,-1.6373650263079833,1.3341822137958925,-0.16756801833609344,0.566536289192825,7.931064408399995,2.4706129095438396e-15,7.07146933762425,1.6638837206672917e-12,0.002716951873464342,0.004530198993803291,5.133080356826691e-05,0.3910568009300565,5.377600379285452,7.764402855157888e-08,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,1.0,1.0870696801992894e-13,False
long_form,C2_finbert_s3,5,7951,0.1226067260656771,0.12086879176314268,0.11798369789427943,2.386963439261433,0.175549048577628,1.4947321029620135,11.551142107784077,6.388957688413954e-31,-9.846449686090367,9.577816531990951e-23,-9.15539271341752,6.780045522258075e-20,-0.00348624739517785,-0.002301384159170066,2.2923929235058038e-05,0.5333628728700297,0.9997436603265523,0.3174650049651173,True,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.06499999999999995,-1.6192469024689893,3.194478844206977e-29,5.172020927275113e-21,True
long_form,C2_finbert_s3,10,7933,0.08926724489634956,0.08729339051016716,0.08464753188128683,3.0309953748126643,0.30808899992594807,1.5615296469603517,12.166123599765475,4.70026400397934e-34,-9.37590809793571,8.782111238542846e-21,-9.441814626989222,4.7241065956901214e-21,-0.0032115075834059327,-0.0020619938511981027,4.656181556863259e-05,1.6011248138621963,0.9994226280775258,0.31762048979040797,True,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,2.585145202188637e-32,4.56669784404228e-19,True
long_form,C2_finbert_s3,20,7902,0.06459879310463382,0.07008297694567736,0.07061402332768309,-0.7577394756180948,0.15754541567341296,1.3341822137958925,1.3667155349739264,0.08587668732593508,2.0738371713997608,0.038126753630780566,0.9752245720653295,0.32947873255864285,4.884757472966897e-05,0.0010469153270950902,7.53171368347294e-06,1.7902714886521096,6.488853094485624,9.170555381000623e-11,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.09799999999999998,-2.0559956085397944,1.0,0.41939428993858624,False
long_form,C2_finbert_s4,5,7951,0.1226067260656771,0.12086879176314268,0.12218776923664502,-1.0912473387564317,-0.40550302948122124,1.4947321029620135,-1.5836413268964682,0.9433424300194263,5.94317202702821,2.9134851949138444e-09,3.77170011264564,0.0001633156252968171,0.0008747112577506896,0.0017463909459974369,2.4570799868783855e-05,0.8049564069674359,1.5868677550858208,0.1125823688545224,True,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,1.0,8.449107065250148e-08,False
long_form,C2_finbert_s4,10,7933,0.08926724489634956,0.08729339051016716,0.08530241726436362,2.280783498232488,0.1053412348471593,1.5615296469603517,12.537423775283624,5.073475342255297e-36,-10.36303687519256,5.270722609732385e-25,-10.933275943947978,1.2574302253154777e-27,-0.0023442611534936434,-0.0015988873727225022,3.5426665946411415e-05,0.6176670045841506,-1.7936166295630562,0.07291245764774862,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,2.9426156985080723e-34,3.0043118875474594e-23,True
long_form,C2_finbert_s4,20,7902,0.06459879310463382,0.07008297694567736,0.0676626178395636,3.453562065421156,0.13918138931645488,1.3341822137958925,15.988503100227494,5.909760476494095e-57,-16.88514863683028,7.261024783726781e-63,-14.225049859216432,2.3190205830610332e-45,-0.0027092479386801064,-0.0021322770039265524,-2.0275558914281676e-05,1.896322745544564,-22.13872821094726,2.044717749091776e-105,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.11099999999999999,-2.055381620710545,4.018637124015985e-55,4.9374968529342114e-61,True
long_form,C3_roberta_s1,5,7951,0.1226067260656771,0.12086879176314268,0.12005383629936094,0.6742480435965201,0.04952456764551796,1.4947321029620135,9.603816947885909,5.051890448149023e-22,-10.471338179933618,1.7130385698741428e-25,-8.897233374649705,6.998055043903951e-19,-0.0009679030365958478,-0.0006638534040836981,4.965315335219988e-05,0.47027842741644055,-3.129622410128121,0.0017566469853197255,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,2.22283179718557e-20,9.935623705270029e-24,True
long_form,C3_roberta_s1,10,7933,0.08926724489634956,0.08729339051016716,0.08556727248642536,1.9773753930897622,0.31165059254402744,1.5615296469603517,8.590294018934967,5.167749358196873e-18,-6.365018045081567,2.0611697320078518e-10,-5.48201832254566,4.334194124461056e-08,-0.0022823715247220298,-0.0012149162687098997,2.8315275030510457e-05,0.935928019541081,-4.38223936628352,1.1897790910674686e-05,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,1.912067262532843e-16,6.801860115625911e-09,True
long_form,C3_roberta_s1,20,7902,0.06459879310463382,0.07008297694567736,0.06991701437426913,0.23680867828555943,0.13155290113827695,1.3341822137958925,5.937924969333352,1.5042963785521929e-09,-6.887938969896681,6.094843697704187e-12,-5.4643186613652865,4.788400686638675e-08,-0.0002128705743510124,-0.00011897091155143677,6.187537972394963e-05,0.6469969463919053,-6.448823271805938,1.1934938201675291e-10,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,4.512889135656579e-08,2.1941437311735075e-10,True
long_form,C4_longformer,5,7951,0.1226067260656771,0.12086879176314268,0.11902387697518167,1.5263781171705129,0.1857866578866748,1.4947321029620135,9.244985024224786,1.4856258032804396e-20,-8.729907631360366,3.0705444202353247e-18,-7.44146483679491,1.0998417984816152e-13,-0.0022825753862747906,-0.0014460164666236738,5.751001449236792e-05,0.8030090737985903,0.9997453062815578,0.31746420826584365,True,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.019000000000000017,-0.4062695481316324,6.239628373777846e-19,1.5352722101176623e-16,True
long_form,C4_longformer,10,7933,0.08926724489634956,0.08729339051016716,0.08956968272765518,-2.60763409942578,-0.10169879013966224,1.5615296469603517,-12.657752333348181,1.0,16.83792072067941,1.555416941660279e-62,14.007455373037525,4.687228533862303e-44,0.0020102980656736694,0.0025362617043695177,3.555116415963899e-05,1.0538723386435909,0.9994422222322308,0.3176110025828423,True,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.020000000000000018,-0.40821206069462557,1.0,1.042129350912387e-60,False
long_form,C4_longformer,20,7902,0.06459879310463382,0.07008297694567736,0.07662964264858255,-9.341306531512824,-2.7543503174663355,1.3341822137958925,0.9729505279872266,0.1653038378593267,8.42968481560756,4.0806800402670414e-17,8.221088919491212,2.3381932061112206e-16,0.004958629904273604,0.008102568477871592,5.9186447793066474e-05,1.1562889110462113,6.0663282038352255,1.3689330463378232e-09,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,1.0,1.9179196189255094e-15,False
long_form,C6_llmtext,5,7951,0.1226067260656771,0.12086879176314268,0.11870011808317309,1.7942379073494623,0.25380183655738886,1.4947321029620135,11.495768113205102,1.2023273944345566e-30,-10.273613688206542,1.3200359248131345e-24,-10.21101487551711,2.500238761841132e-24,-0.0025753985142635224,-0.0017813343954389063,7.844615553573298e-06,0.3299139874914895,-2.484404645334407,0.012997253869504613,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,5.891404232729328e-29,7.392201178953553e-23,True
long_form,C6_llmtext,10,7933,0.08926724489634956,0.08729339051016716,0.085327926668655,2.2515608914093357,0.33330197238689624,1.5615296469603517,8.935964066670735,2.476437554587387e-19,-7.05645746586778,1.8519704230154435e-12,-7.922503674099475,2.6441036631597408e-15,-0.0025559365507817565,-0.0015150056949120407,-3.863418612421732e-05,-1.1799840507762052,-10.246840281396043,1.736872242197366e-24,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,1.0153393973808287e-17,7.037487607458686e-11,True
long_form,C6_llmtext,20,7902,0.06459879310463382,0.07008297694567736,0.0698903875209033,0.2748020035212486,0.07796998798708187,1.3341822137958925,6.530883606892435,3.471369475692186e-11,-4.147933655835788,3.390034340929026e-05,-5.816710578105421,6.235576491396071e-09,-0.00028761130575100823,-0.00010346867293035252,-3.498168017905256e-05,-2.633341921056067,-6.862157765917627,7.29522269641642e-12,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,1.1455519269784213e-09,0.0006780068681858052,False
long_form,D1_concat_mlp,5,7951,0.1226067260656771,0.12086879176314268,0.12088500528908032,-0.013414154060060515,-0.07897786675895516,1.4947321029620135,0.055875133952569836,0.4777213421071628,0.6262564929258835,0.5311646982544392,0.16877574719423663,0.8659773292397622,-3.42578683820818e-05,6.687061067754258e-05,5.767629491607029e-05,0.962963420133644,1.0699796696897181,0.2846609439298231,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False
long_form,D1_concat_mlp,10,7933,0.08926724489634956,0.08729339051016716,0.08713350230484039,0.18316186871919476,-0.36766495586758857,1.5615296469603517,-1.2381179318704247,0.8921455103887945,-1.6762038953812783,0.09373767061101757,2.0365491733490413,0.04172838401206903,-0.00034917350754045615,2.4833187317672032e-05,1.1741635432771513e-05,0.033226157946370474,-2.5410471097090768,0.011070987553174308,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,1.0,0.8022236523606352,False
long_form,D1_concat_mlp,20,7902,0.06459879310463382,0.07008297694567736,0.07013944008924589,-0.08056613179016414,0.8082764906181233,1.3341822137958925,3.3139607929222628,0.00046199149442858594,0.3288481357849879,0.742279193146135,-0.7162167346855867,0.473878699018425,-0.00028848589345513464,0.0004066072867039903,-1.908313923024707e-05,-0.16138856928058187,-0.41726427380170594,0.6764964542330805,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,0.00923982988857172,1.0,False
long_form,D2_gated_fusion,5,7951,0.1226067260656771,0.12086879176314268,0.12101033528488433,-0.11710510188521596,0.3580178306864632,1.4947321029620135,3.7462535137586834,9.038244449971112e-05,1.1186792068835545,0.2633108190208949,-2.9265386515060854,0.003437275677030374,-9.693623437656282e-05,0.0003969142398645529,5.937322844377646e-05,0.9002214075176702,1.1198474243863825,0.2628126163529714,False,-2.935803563735622,0.0033363795510605474,0.0,0.0,1.0,0.0,0.0,0.0018980313344939335,1.0,False
long_form,D2_gated_fusion,10,7933,0.08926724489634956,0.08729339051016716,0.08717564784226371,0.13488153824169688,-0.9828945482228175,1.5615296469603517,-0.3764966680757867,0.6467211188260646,-0.5614295431314699,0.5745206099090301,1.9344142060861915,0.053097740673691676,-0.0005207488487708927,0.0002646412231920702,9.03554904268522e-06,-0.0163310054557816,-3.92960386254171,8.580859442971379e-05,False,-1.6041863571923953,0.10871279345219603,0.0,0.0,1.0,0.0,0.0,1.0,1.0,False
long_form,D2_gated_fusion,20,7902,0.06459879310463382,0.07008297694567736,0.0742884344991704,-6.000683385285942,-1.5438990433731474,1.3341822137958925,1.9355608246551486,0.02647857328165765,4.276267572750569,1.9228917715230455e-05,5.541852464281512,3.089226126418301e-08,0.002286294799454345,0.0061674466031176895,1.868064513106116e-05,0.47098356225874716,3.2859348688986887,0.00102087696481233,False,3.1441217938303847,0.0016720324123135077,0.0,0.0,1.0,0.0,0.0,0.5030928923514953,0.00040380727201983955,False
long_form,D4_llmfused,5,7951,0.1226067260656771,0.12086879176314268,0.12068840976435698,0.14923786045547727,-0.02579718042350217,1.4947321029620135,-0.9096086009168365,0.8184717318128252,-3.2929585434618667,0.0009957209857064653,1.1654725789891527,0.24386271961334316,-0.00028284119321177724,-7.191052281444193e-05,7.145009831703019e-05,1.159328101424279,-0.7297548247414892,0.46556156322116427,False,-2.935803563735622,0.0033363795510605474,0.241,10.07702820045615,9.688856735760407e-24,0.0,0.0,1.0,0.01692725675700991,True
long_form,D4_llmfused,10,7933,0.08926724489634956,0.08729339051016716,0.08742282283114339,-0.14827276179764762,0.09589249376342741,1.5615296469603517,1.3893066022592548,0.082389267613235,1.0990143840632036,0.2717951479300158,-0.7487611549708624,0.4540233784735176,-0.00010001807371301908,0.00035443972423189756,6.045758438513737e-06,0.5496041698635681,-0.09007569341757354,0.9282293388183006,False,-1.6041863571923953,0.10871279345219603,0.45199999999999996,5.1427077371905545,2.772840738795514e-07,0.07299999999999995,-1.303210598651765,1.0,1.0,False
long_form,D4_llmfused,20,7902,0.06459879310463382,0.07008297694567736,0.06965904487699098,0.6049002013926658,0.08261407765103612,1.3341822137958925,3.9067522078906984,4.7162603548774164e-05,-6.073045253883941,1.3131150013703068e-09,-3.8580261870894597,0.00011521553142800512,-0.0005622426516314722,-0.0002952006334558362,-2.3120873123694265e-05,-0.516307567403773,-1.6323989053669088,0.1026353290205865,False,3.1441217938303847,0.0016720324123135077,0.43199999999999994,2.1519070260021853,0.031434883490585146,0.14200000000000002,-2.372385346238956,0.001179065088719354,4.2019680043849816e-08,True
event_driven,B1_bow_ridge,5,25109,0.12354327609218659,0.12651030538164323,0.12482592454991803,1.331417884609428,0.2304942806065161,1.5080189921182205,11.267846887173118,1.112535932904232e-29,-7.425037323681767,1.1633381399129666e-13,-4.069706557383773,4.721633249690144e-05,-0.002142898371363505,-0.0012382230198305488,2.1779951835981804e-05,0.8421132823830195,0.009115871624522836,0.9927267599308983,True,14.504133765786316,1.775346168261451e-47,0.0,0.0,1.0,0.006000000000000005,-0.39699141543136773,5.340172477940314e-28,4.8860201876344596e-12,True
event_driven,B1_bow_ridge,10,25001,0.08899995246920449,0.08827666934766872,0.08719199733781242,1.228718774588584,0.2362993435683509,1.4467792463487539,10.672197452798642,7.832767744218931e-27,-6.013781741674704,1.837596110558525e-09,-2.7628371253762722,0.005734323190246582,-0.0014576968932674137,-0.0007020541198909707,1.9147086545046045e-06,0.28571775378734643,1.915437686898322,0.055448104368607476,True,-2.4753178839803183,0.013318340266875579,0.0,0.0,1.0,0.0010000000000000009,-0.0454475787874033,3.524745484898519e-25,5.6965479427314276e-08,True
event_driven,B1_bow_ridge,20,24732,0.06597702869152462,0.06453886888282268,0.0635507065238655,1.5311119888873268,0.24130635882101606,1.2690531619426153,11.55316993053046,4.268007529195942e-31,-6.503969438273341,7.972150326750355e-11,-2.8326319668916855,0.004620382677337549,-0.0012707214334544965,-0.0006951787195282736,9.065591075405055e-06,0.6302563384287385,-5.387387831466021,7.214167419453904e-08,False,-2.4994187300553805,0.012446151833606953,0.0,0.0,1.0,0.0,0.0,2.1766838398899303e-29,2.7105311110951205e-09,True
event_driven,B2_tfidf_ridge,5,25109,0.12354327609218659,0.12651030538164323,0.1249827168671719,1.2074814852932854,0.2514820183958807,1.5080189921182205,12.286794341810852,6.704953489574457e-35,-7.0468232020146075,1.8777638397358487e-12,-6.710300300430232,1.9835632796374605e-11,-0.0019653937130511873,-0.0011085040001995435,1.8794103402908215e-05,0.6299404467541778,0.49282194165623905,0.6221427153633087,True,14.504133765786316,1.775346168261451e-47,0.0,0.0,1.0,0.0,0.0,3.754773954161696e-33,7.037487607458686e-11,True
event_driven,B2_tfidf_ridge,10,25001,0.08899995246920449,0.08827666934766872,0.08708077788335344,1.3547084106734635,0.2432733555873763,1.4467792463487539,11.802129195403925,2.3149582967555206e-32,-7.2088163875639015,5.804284712576473e-13,-5.880069256865123,4.153056924397987e-09,-0.001514448830390927,-0.0008673891207045899,1.3291249650354553e-06,0.12048193783371945,2.198446946050667,0.027926401327367574,True,-2.4753178839803183,0.013318340266875579,0.0,0.0,1.0,0.0,0.0,1.2500774802479812e-30,2.2636710379048245e-11,True
event_driven,B2_tfidf_ridge,20,24732,0.06597702869152462,0.06453886888282268,0.06335153193127938,1.8397238316944147,0.26545033567813264,1.2690531619426153,12.956479073876176,1.4385177434853068e-38,-8.222041279968158,2.0979438973542498e-16,-5.249566463543935,1.5371600582611318e-07,-0.0014648792023020149,-0.0009048991084656466,4.01139427374797e-06,0.4307629733261601,-8.514636057951632,1.7647191796767704e-17,False,-2.4994187300553805,0.012446151833606953,0.0,0.0,1.0,0.0,0.0,8.48725468656331e-37,9.650541927829549e-15,True
event_driven,B3_lm_linear,5,25109,0.12354327609218659,0.12651030538164323,0.12619699601931053,0.2476552098957819,0.6798419058526797,1.5080189921182205,4.3249579286669935,7.657454454001464e-06,-4.822962301312632,1.4227011323987622e-06,-2.407495645208588,0.016069520639986668,-0.0004465818726245414,-0.0001862362510221874,-1.3308128423400456e-05,-0.4146189215385343,1.1156143887139582,0.26459790750372086,True,14.504133765786316,1.775346168261451e-47,0.0,0.0,1.0,0.0,0.0,0.00020675127025803953,3.272212604517153e-05,True
