disc,family,h,n_test,n_days,rel_har,dm_har,p_har,rel_firm,dm_firm,p_firm,g_text,p_har_holm,p_firm_holm,p_har_holm6,p_firm_holm6,holm_family,qlike_vol,qlike_var,r2,pred_sd,n_unique_2dp,mode_val_2dp,mode_share_pct,qlike_var_metricsjson,metrics_sanity,parse_fail_rate,clipped_rate,flag
event_driven,mistral24_bf16,10,25001,991,0.1421498434383273,-0.4094447014347227,0.6823019100802357,-0.4588696251294354,1.0016906522623077,0.31673778862178,0.4493402329282279,1.0,1.0,,,"mistral24_bf16 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.1300709435873371,0.5372937319535471,-0.0792650447329588,0.04234705884922,17.0,0.32,70.58517659293628,0.5372937319535471,PASS,0.0,0.0,bf16
event_driven,mistral24_bf16,20,24732,981,0.1355434353739872,-0.2853878686718286,0.7754073051449528,-0.3738324429835056,0.8133334759620198,0.4162244429823377,0.4080185217278762,1.0,1.0,,,"mistral24_bf16 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.0997798614314364,0.4216451363202244,-0.0347654365684795,0.0287509023957152,18.0,0.3,88.6220281416788,0.4216451363202244,PASS,0.0,0.0,bf16
event_driven,mistral24_ens3,5,25109,996,0.3115427705526538,-0.4634784355750219,0.6431228325993411,-0.0969808599817548,0.8267564288153308,0.4085733445296622,0.359368436481111,1.0,1.0,,,"mistral24_ens3 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.1773417343643062,0.6894593354219936,-0.1825342485508738,0.0634526437027002,25.0,0.35,70.49663467282647,0.6894593354219936,PASS,,,bf16-ens3
event_driven,mistral24_ens3,10,25001,991,0.1453307494875488,-0.441457159367505,0.658978469277914,-0.4464297369669066,0.9647815036238752,0.3348898665888141,0.45183829138702,1.0,1.0,,,"mistral24_ens3 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.129953304623911,0.5367416617679928,-0.0781012647421748,0.0419982237420509,40.0,0.32,69.30122795088197,0.5367416617679928,PASS,,,bf16-ens3
event_driven,mistral24_ens3,20,24732,981,0.1308085692065701,-0.2722147193044635,0.7855142651426078,-0.3758874684999146,0.819554613109931,0.4126693237435599,0.4209680632970066,1.0,1.0,,,"mistral24_ens3 Holm(6): 3 horizons x {HAR, HAR+firmID} (prereg B1, own family)",0.0996968997204594,0.4211300170573325,-0.0338859198961862,0.0284193931188443,38.0,0.3,87.8659226912502,0.4211300170573325,PASS,,,bf16-ens3
event_driven,gemma27_bf16,5,25109,996,1.8265441582380344,-3.0541733962583044,0.0023168694304392633,1.066535407753171,-1.9662568226677206,0.049546622069182596,0.47595603671106207,0.00695060829131779,0.1486398662075478,0.01390121658263558,0.19818648827673038,"gemma27_bf16 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.16526291083040687,0.900476340219393,-0.014973906398235481,0.038335259850330455,13.0,0.22,71.53610259269584,0.900476340219393,PASS,0.0,0.0,bf16
event_driven,gemma27_bf16,10,25001,991,2.579518704166223,-2.6383619725679592,0.008461511643691267,1.4863742544310476,-1.6267839143075336,0.10410122064377128,0.4718887116556491,0.016923023287382533,0.20820244128754256,0.04230755821845633,0.31230366193131387,"gemma27_bf16 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.11433181294140352,0.572029065480544,0.05742842973637474,0.04538550725025314,18.0,0.25,71.34514619415224,0.572029065480544,PASS,0.0,0.0,bf16
event_driven,gemma27_bf16,20,24732,981,2.9471108266896766,-1.5878010371167528,0.11265389962239811,1.2477354955275322,-0.5423911216706256,0.5876724079991232,0.4938507319923789,0.11265389962239811,0.5876724079991232,0.31230366193131387,0.5876724079991232,"gemma27_bf16 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.08706058240630782,0.3775589738505019,0.08284558670987618,0.05201563123978332,19.0,0.28,71.31651301956978,0.3775589738505019,PASS,0.0,0.0,bf16
event_driven,gemma27_ens3,5,25109,996,1.8380364548113632,-3.0725621999534694,0.002180037330026125,1.0760877179703585,-1.9813921578028078,0.04782222872955887,0.4759298695414589,0.006540111990078375,0.1434666861886766,0.01308022398015675,0.1912889149182355,"gemma27_ens3 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.16522695340003193,0.9002489975314576,-0.014868870678092172,0.0383180655889214,20.0,0.22,71.42060615715481,0.9002489975314576,PASS,,,bf16-ens3
event_driven,gemma27_ens3,10,25001,991,2.5939567258778222,-2.6540513285931637,0.008080682792100818,1.4970673119398041,-1.6386913251357917,0.10159529627606838,0.47202846523979103,0.016161365584201635,0.20319059255213676,0.04040341396050409,0.3047858888282051,"gemma27_ens3 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.11429825099004348,0.5718582731256604,0.0576137269468342,0.04536611450248738,21.0,0.25,71.22915083396664,0.5718582731256604,PASS,,,bf16-ens3
event_driven,gemma27_ens3,20,24732,981,2.974278476982297,-1.6001203785102072,0.10989418382373779,1.2647186473790055,-0.5496771286483542,0.5826660855978144,0.4941615042464015,0.10989418382373779,0.5826660855978144,0.3047858888282051,0.5826660855978144,"gemma27_ens3 Holm(3) per reference (prereg-rfa v1.3 B2); p_*_holm6 = pooled Holm(6), B1-comparable info only",0.08701258146247531,0.37726099583259765,0.08327663657057194,0.05199690889987666,23.0,0.28,71.19925602458353,0.37726099583259765,PASS,,,bf16-ens3
