disclosure,model,horizon,alpha,mu_mode,forecast,n,viol_rate,kupiec_lr,kupiec_p,cc_lr,cc_p,tick_loss,dm_tick_vs_fR_stat,dm_tick_vs_fR_p
long_form,B2_tfidf_ridge,10,0.01,pooled,fU,7167,0.0182782196176922,39.85626562723564,2.7335588769224805e-10,39.927692992476295,2.137034970947505e-09,0.0021199802575651355,-0.862329046495103,0.388535329356371
long_form,B2_tfidf_ridge,10,0.01,zero,rawHAR,7167,0.02623133807729873,131.86078590332113,1.604881705020248e-30,131.86176515822922,2.3258489628753347e-29,0.0022974530569101707,4.936042351142001,8.152439275737136e-07
long_form,B2_tfidf_ridge,10,0.01,zero,fR,7167,0.016324822101297615,24.314013130453077,8.184150303211939e-07,24.863631416226326,3.989615458139434e-06,0.0021019381232938133,0.0,1.0
long_form,B2_tfidf_ridge,10,0.01,zero,fU,7167,0.01618529370726943,23.329704653063573,1.3647594550008723e-06,23.83864071616199,6.660470980756915e-06,0.0020941964085418817,-1.0063111642591813,0.31429988944384274
long_form,B2_tfidf_ridge,10,0.05,pooled,rawHAR,7167,0.07562438956327612,86.21007701241342,1.618010752554655e-20,87.6501834768219,9.268394036467821e-20,0.0071334365491374785,2.756889112881359,0.005850183823668195
long_form,B2_tfidf_ridge,10,0.05,pooled,fR,7167,0.054555602065020234,3.0451846008022585,0.08097690905808333,4.096430277268155,0.12896488272304632,0.0069759838661148,0.0,1.0
long_form,B2_tfidf_ridge,10,0.05,pooled,fU,7167,0.05497418724710479,3.6214980893241773,0.05703749097565204,4.332359545310737,0.11461463558896386,0.006942738369125661,-3.214790131580767,0.0013111874029233385
long_form,B2_tfidf_ridge,10,0.05,zero,rawHAR,7167,0.06725268592158504,40.721621172441246,1.7553420328296964e-10,43.45198588000767,3.668775627564273e-10,0.007053518344448276,1.539254840298918,0.12378624662917535
long_form,B2_tfidf_ridge,10,0.05,zero,fR,7167,0.04981163666806195,0.005359865072932735,0.9416381340611156,0.21012397215190504,0.9002687167316374,0.006969883187654301,0.0,1.0
long_form,B2_tfidf_ridge,10,0.05,zero,fU,7167,0.05023022185014651,0.007985578671650728,0.9287941705134909,0.6241341885302063,0.731932418113129,0.006933016897169863,-3.741188022094628,0.0001845827904653411
long_form,B2_tfidf_ridge,20,0.01,pooled,rawHAR,7097,0.022262927997745527,79.92924034398288,3.8806101994859314e-19,80.0130795410837,4.22066164364222e-18,0.003068498938898549,2.584177418357003,0.009780949819508177
long_form,B2_tfidf_ridge,20,0.01,pooled,fR,7097,0.011554177821614766,1.6490919423581545,0.19908256765657462,2.5598341579120643,0.2780603565523144,0.00287263330516439,0.0,1.0
long_form,B2_tfidf_ridge,20,0.01,pooled,fU,7097,0.0114132732140341,1.3694132776612378,0.24191271628871702,1.3755433689933625,0.5026949849827034,0.0028403551791746904,-2.991803998516012,0.002782879234044071
long_form,B2_tfidf_ridge,20,0.01,zero,rawHAR,7097,0.019163026630970834,47.45191234798176,5.636992662007089e-12,47.510870476059836,4.821093574016498e-11,0.0029831047225170122,1.7055902073506335,0.08812816815885556
long_form,B2_tfidf_ridge,20,0.01,zero,fR,7097,0.010426940960969423,0.12886730472985164,0.7196093589165353,0.19201718526255718,0.9084562100059236,0.002864275741010176,0.0,1.0
long_form,B2_tfidf_ridge,20,0.01,zero,fU,7097,0.010286036353388756,0.05810611276115196,0.809514740300264,0.13454173559114224,0.9349419213784024,0.0028319099248714976,-3.0135356622793408,0.002591344345091723
long_form,B2_tfidf_ridge,20,0.05,pooled,rawHAR,7097,0.06397069184162323,26.898345698352387,2.1444235676602915e-07,29.680988432953654,3.5880232872179466e-07,0.009266728986731757,-1.022651317783673,0.3065075983531292
long_form,B2_tfidf_ridge,20,0.05,pooled,fR,7097,0.03677610257855432,28.655138648116008,8.6484191561753e-08,30.31960961507002,2.6072364877119144e-07,0.009373693794225552,0.0,1.0
long_form,B2_tfidf_ridge,20,0.05,pooled,fU,7097,0.03748062561645766,25.543989648220304,4.3241092461402007e-07,26.603390750239214,1.6716567204448794e-06,0.00928548553905355,-6.181574016760008,6.69812480175904e-10
long_form,B2_tfidf_ridge,20,0.05,zero,rawHAR,7097,0.052839227842750455,1.1834273501494863,0.2766593581272047,3.2830582042765855,0.1936836536554371,0.009203798152464098,-3.1413965948496787,0.001688356338113891
long_form,B2_tfidf_ridge,20,0.05,zero,fR,7097,0.031280822882908274,60.056807267593285,9.215871405276428e-15,60.20017743862263,8.466376241688937e-14,0.00949966740624566,0.0,1.0
long_form,B2_tfidf_ridge,20,0.05,zero,fU,7097,0.03156263209806961,58.12123104849343,2.4645209448427006e-14,58.303060374080815,2.1860057538390326e-13,0.009408278280347623,-6.904697252031504,5.466662710319146e-12
long_form,C2_finbert_s1,5,0.01,pooled,rawHAR,7550,0.03165562913907285,227.41699471797074,2.1810545258968248e-51,230.88270057402588,7.319115268309293e-51,0.001808098441018817,5.862815994353093,4.742486649659247e-09
long_form,C2_finbert_s1,5,0.01,pooled,fR,7550,0.02609271523178808,136.8598069109487,1.2940627348662836e-31,138.30374832140546,9.283732937516565e-31,0.0016716757896970038,0.0,1.0
long_form,C2_finbert_s1,5,0.01,pooled,fU,7550,0.025695364238410595,131.0541902609043,2.4093832034692908e-30,132.68957481627308,1.537534698679627e-29,0.0016534221047827494,-4.693872594280082,2.7280766039708502e-06
long_form,C2_finbert_s1,5,0.01,zero,rawHAR,7550,0.028741721854304635,177.8976852961432,1.3946187869291514e-40,182.3986705581301,2.469630244119273e-40,0.0017481258140282431,5.284859471606235,1.2932058085026526e-07
long_form,C2_finbert_s1,5,0.01,zero,fR,7550,0.023311258278145695,98.27306307355025,3.644904900990012e-23,99.0817647190479,3.052587789154851e-22,0.0016281765255728089,0.0,1.0
long_form,C2_finbert_s1,5,0.01,zero,fU,7550,0.022781456953642386,91.48773206673377,1.1228615938583835e-21,92.48922980013049,8.245536740570603e-21,0.0016118739305211094,-4.30400711606128,1.698543296939294e-05
long_form,C2_finbert_s1,5,0.05,pooled,rawHAR,7550,0.07589403973509934,92.62096602959036,6.3332923078480525e-22,95.99961368039976,1.425439393738943e-21,0.00523141799019725,3.7908600427227883,0.0001512961171154593
long_form,C2_finbert_s1,5,0.05,pooled,fR,7550,0.0652980132450331,34.07144591157112,5.312514908209179e-09,36.67694416359154,1.0856823270116753e-08,0.005145065138654407,0.0,1.0
long_form,C2_finbert_s1,5,0.05,pooled,fU,7550,0.06344370860927152,26.571745409930372,2.539303753927531e-07,29.191749804844676,4.582390240377511e-07,0.0051362634816651724,-2.2050268990337294,0.02748224855661477
long_form,C2_finbert_s1,5,0.05,zero,rawHAR,7550,0.0666225165562914,39.950561814483535,2.6047264180270537e-10,41.31759720380887,1.0665906308748773e-09,0.005168800770629961,2.6322221707460165,0.008500102360541818
long_form,C2_finbert_s1,5,0.05,zero,fR,7550,0.05827814569536424,10.365862908362942,0.0012836688481720952,13.181747475871362,0.001372839937110541,0.005110541390549537,0.0,1.0
long_form,C2_finbert_s1,5,0.05,zero,fU,7550,0.057748344370860925,9.10893770466646,0.002543635496819392,12.281837825205912,0.0021529443413568906,0.00510487287365205,-1.4645756320821433,0.1430783763109929
long_form,C2_finbert_s1,10,0.01,pooled,rawHAR,7167,0.02804520719966513,158.2673436813925,2.70536201144898e-36,158.3466212008036,4.125419264043512e-35,0.0023603617520852093,5.53022251138909,3.310978563500402e-08
long_form,C2_finbert_s1,10,0.01,pooled,fR,7167,0.01772010604157946,35.089762543319466,3.148517085778234e-09,35.32444255085579,2.134984674691692e-08,0.002126983874731644,0.0,1.0
long_form,C2_finbert_s1,10,0.01,pooled,fU,7167,0.019115389981861308,47.47035555526554,5.58420593027238e-12,47.5254048650047,4.786184747693111e-11,0.0021230092228343165,-0.346471095152166,0.7289988758473559
long_form,C2_finbert_s1,10,0.01,zero,rawHAR,7167,0.02623133807729873,131.86078590332113,1.604881705020248e-30,131.86176515822922,2.3258489628753347e-29,0.0022974530569101707,4.936042351142001,8.152439275737136e-07
long_form,C2_finbert_s1,10,0.01,zero,fR,7167,0.016324822101297615,24.314013130453077,8.184150303211939e-07,24.863631416226326,3.989615458139434e-06,0.0021019381232938133,0.0,1.0
long_form,C2_finbert_s1,10,0.01,zero,fU,7167,0.0164643504953258,25.315699521009947,4.867309707269708e-07,25.888709174696032,2.3896716477256365e-06,0.002094445048454959,-0.6804715307361034,0.4962279263941411
long_form,C2_finbert_s1,10,0.05,pooled,rawHAR,7167,0.07562438956327612,86.21007701241342,1.618010752554655e-20,87.6501834768219,9.268394036467821e-20,0.0071334365491374785,2.756889112881359,0.005850183823668195
long_form,C2_finbert_s1,10,0.05,pooled,fR,7167,0.054555602065020234,3.0451846008022585,0.08097690905808333,4.096430277268155,0.12896488272304632,0.0069759838661148,0.0,1.0
long_form,C2_finbert_s1,10,0.05,pooled,fU,7167,0.05720664155155574,7.503346007530126,0.0061584470819710845,9.04320267707726,0.010871600609137323,0.006933805540948255,-2.9757314228718403,0.0029326660843365243
long_form,C2_finbert_s1,10,0.05,zero,rawHAR,7167,0.06725268592158504,40.721621172441246,1.7553420328296964e-10,43.45198588000767,3.668775627564273e-10,0.007053518344448276,1.539254840298918,0.12378624662917535
long_form,C2_finbert_s1,10,0.05,zero,fR,7167,0.04981163666806195,0.005359865072932735,0.9416381340611156,0.21012397215190504,0.9002687167316374,0.006969883187654301,0.0,1.0
long_form,C2_finbert_s1,10,0.05,zero,fU,7167,0.05050927863820288,0.03900880723267619,0.8434312157828202,1.2425793454508494,0.537251112503043,0.006919995717123682,-3.7109613065284264,0.00020803760775306722
long_form,C2_finbert_s1,20,0.01,pooled,rawHAR,7097,0.022262927997745527,79.92924034398288,3.8806101994859314e-19,80.0130795410837,4.22066164364222e-18,0.003068498938898549,2.584177418357003,0.009780949819508177
long_form,C2_finbert_s1,20,0.01,pooled,fR,7097,0.011554177821614766,1.6490919423581545,0.19908256765657462,2.5598341579120643,0.2780603565523144,0.00287263330516439,0.0,1.0
long_form,C2_finbert_s1,20,0.01,pooled,fU,7097,0.011554177821614766,1.6490919423581545,0.19908256765657462,2.5598341579120643,0.2780603565523144,0.0028725895480293537,-0.07483859429321543,0.9403452436681738
long_form,C2_finbert_s1,20,0.01,zero,rawHAR,7097,0.019163026630970834,47.45191234798176,5.636992662007089e-12,47.510870476059836,4.821093574016498e-11,0.0029831047225170122,1.7055902073506335,0.08812816815885556
long_form,C2_finbert_s1,20,0.01,zero,fR,7097,0.010426940960969423,0.12886730472985164,0.7196093589165353,0.19201718526255718,0.9084562100059236,0.002864275741010176,0.0,1.0
long_form,C2_finbert_s1,20,0.01,zero,fU,7097,0.010426940960969423,0.12886730472985164,0.7196093589165353,0.19201718526255718,0.9084562100059236,0.0028641510055135927,-0.21871079617222872,0.8268816282206904
long_form,C2_finbert_s1,20,0.05,pooled,rawHAR,7097,0.06397069184162323,26.898345698352387,2.1444235676602915e-07,29.680988432953654,3.5880232872179466e-07,0.009266728986731757,-1.022651317783673,0.3065075983531292
long_form,C2_finbert_s1,20,0.05,pooled,fR,7097,0.03677610257855432,28.655138648116008,8.6484191561753e-08,30.31960961507002,2.6072364877119144e-07,0.009373693794225552,0.0,1.0
long_form,C2_finbert_s1,20,0.05,pooled,fU,7097,0.03663519797097365,29.301118561126714,6.195991561896511e-08,30.90702609057189,1.9436790713821893e-07,0.009374274887959015,0.8345081591648995,0.4040227840427971
long_form,C2_finbert_s1,20,0.05,zero,rawHAR,7097,0.052839227842750455,1.1834273501494863,0.2766593581272047,3.2830582042765855,0.1936836536554371,0.009203798152464098,-3.1413965948496787,0.001688356338113891
long_form,C2_finbert_s1,20,0.05,zero,fR,7097,0.031280822882908274,60.056807267593285,9.215871405276428e-15,60.20017743862263,8.466376241688937e-14,0.00949966740624566,0.0,1.0
long_form,C2_finbert_s1,20,0.05,zero,fU,7097,0.031139918275327604,61.03852512137769,5.596878859768087e-15,61.1643438304352,5.2279508096503834e-14,0.009500108869252124,0.6952753111339888,0.48690555021195325
long_form,C2_finbert_s2,5,0.01,pooled,rawHAR,7550,0.03165562913907285,227.41699471797074,2.1810545258968248e-51,230.88270057402588,7.319115268309293e-51,0.001808098441018817,5.862815994353093,4.742486649659247e-09
long_form,C2_finbert_s2,5,0.01,pooled,fR,7550,0.02609271523178808,136.8598069109487,1.2940627348662836e-31,138.30374832140546,9.283732937516565e-31,0.0016716757896970038,0.0,1.0
long_form,C2_finbert_s2,5,0.01,pooled,fU,7550,0.026490066225165563,142.75924563172998,6.635459514626265e-33,145.03589804293733,3.205198280151105e-32,0.0016691502578265252,-0.2965505112404272,0.7668178564095847
long_form,C2_finbert_s2,5,0.01,zero,rawHAR,7550,0.028741721854304635,177.8976852961432,1.3946187869291514e-40,182.3986705581301,2.469630244119273e-40,0.0017481258140282431,5.284859471606235,1.2932058085026526e-07
long_form,C2_finbert_s2,5,0.01,zero,fR,7550,0.023311258278145695,98.27306307355025,3.644904900990012e-23,99.0817647190479,3.052587789154851e-22,0.0016281765255728089,0.0,1.0
long_form,C2_finbert_s2,5,0.01,zero,fU,7550,0.023708609271523177,103.48446160917797,2.6244440372701345e-24,106.27926172286311,8.351251187280509e-24,0.0016242656500895626,-0.4873895674273813,0.625996437939091
long_form,C2_finbert_s2,5,0.05,pooled,rawHAR,7550,0.07589403973509934,92.62096602959036,6.3332923078480525e-22,95.99961368039976,1.425439393738943e-21,0.00523141799019725,3.7908600427227883,0.0001512961171154593
long_form,C2_finbert_s2,5,0.05,pooled,fR,7550,0.0652980132450331,34.07144591157112,5.312514908209179e-09,36.67694416359154,1.0856823270116753e-08,0.005145065138654407,0.0,1.0
long_form,C2_finbert_s2,5,0.05,pooled,fU,7550,0.06516556291390728,33.507271694159044,7.099805469545494e-09,34.73049718048969,2.8732165568311282e-08,0.005134068192033283,-1.3125357508732804,0.18937933448834612
long_form,C2_finbert_s2,5,0.05,zero,rawHAR,7550,0.0666225165562914,39.950561814483535,2.6047264180270537e-10,41.31759720380887,1.0665906308748773e-09,0.005168800770629961,2.6322221707460165,0.008500102360541818
long_form,C2_finbert_s2,5,0.05,zero,fR,7550,0.05827814569536424,10.365862908362942,0.0012836688481720952,13.181747475871362,0.001372839937110541,0.005110541390549537,0.0,1.0
long_form,C2_finbert_s2,5,0.05,zero,fU,7550,0.05894039735099338,12.045545916102583,0.0005191628048162455,14.4464601534346,0.0007294424544105969,0.005099177747232706,-1.4142898750940334,0.15731804930094778
long_form,C2_finbert_s2,10,0.01,pooled,rawHAR,7167,0.02804520719966513,158.2673436813925,2.70536201144898e-36,158.3466212008036,4.125419264043512e-35,0.0023603617520852093,5.53022251138909,3.310978563500402e-08
long_form,C2_finbert_s2,10,0.01,pooled,fR,7167,0.01772010604157946,35.089762543319466,3.148517085778234e-09,35.32444255085579,2.134984674691692e-08,0.002126983874731644,0.0,1.0
long_form,C2_finbert_s2,10,0.01,pooled,fU,7167,0.017859634435607646,36.25764500040464,1.7288050442650681e-09,36.46846887484094,1.2049599218715914e-08,0.0021267090043108144,-0.2796082104691754,0.7797861769753047
long_form,C2_finbert_s2,10,0.01,zero,rawHAR,7167,0.02623133807729873,131.86078590332113,1.604881705020248e-30,131.86176515822922,2.3258489628753347e-29,0.0022974530569101707,4.936042351142001,8.152439275737136e-07
long_form,C2_finbert_s2,10,0.01,zero,fR,7167,0.016324822101297615,24.314013130453077,8.184150303211939e-07,24.863631416226326,3.989615458139434e-06,0.0021019381232938133,0.0,1.0
long_form,C2_finbert_s2,10,0.01,zero,fU,7167,0.01618529370726943,23.329704653063573,1.3647594550008723e-06,23.918751519036732,6.3989556569303e-06,0.0021012490314225997,-0.7390716642823411,0.45988768890541787
long_form,C2_finbert_s2,10,0.05,pooled,rawHAR,7167,0.07562438956327612,86.21007701241342,1.618010752554655e-20,87.6501834768219,9.268394036467821e-20,0.0071334365491374785,2.756889112881359,0.005850183823668195
long_form,C2_finbert_s2,10,0.05,pooled,fR,7167,0.054555602065020234,3.0451846008022585,0.08097690905808333,4.096430277268155,0.12896488272304632,0.0069759838661148,0.0,1.0
long_form,C2_finbert_s2,10,0.05,pooled,fU,7167,0.053997488488907494,2.3525719652111547,0.12507649446089808,3.2155018005109923,0.2003376871968392,0.006974606228471904,-1.0925769116487383,0.2746163333551901
long_form,C2_finbert_s2,10,0.05,zero,rawHAR,7167,0.06725268592158504,40.721621172441246,1.7553420328296964e-10,43.45198588000767,3.668775627564273e-10,0.007053518344448276,1.539254840298918,0.12378624662917535
long_form,C2_finbert_s2,10,0.05,zero,fR,7167,0.04981163666806195,0.005359865072932735,0.9416381340611156,0.21012397215190504,0.9002687167316374,0.006969883187654301,0.0,1.0
long_form,C2_finbert_s2,10,0.05,zero,fU,7167,0.04953257988000558,0.033063195884096785,0.8557138809197936,0.4742158961353198,0.7889061225294753,0.006968936111561118,-0.7738724232579385,0.43903176766370794
long_form,C2_finbert_s2,20,0.01,pooled,rawHAR,7097,0.022262927997745527,79.92924034398288,3.8806101994859314e-19,80.0130795410837,4.22066164364222e-18,0.003068498938898549,2.584177418357003,0.009780949819508177
long_form,C2_finbert_s2,20,0.01,pooled,fR,7097,0.011554177821614766,1.6490919423581545,0.19908256765657462,2.5598341579120643,0.2780603565523144,0.00287263330516439,0.0,1.0
long_form,C2_finbert_s2,20,0.01,pooled,fU,7097,0.011695082429195435,1.9534465588997136,0.16221593480520982,1.9543353205800713,0.3763756142031765,0.00283936527493733,-1.581015419610809,0.11391908079921075
long_form,C2_finbert_s2,20,0.01,zero,rawHAR,7097,0.019163026630970834,47.45191234798176,5.636992662007089e-12,47.510870476059836,4.821093574016498e-11,0.0029831047225170122,1.7055902073506335,0.08812816815885556
long_form,C2_finbert_s2,20,0.01,zero,fR,7097,0.010426940960969423,0.12886730472985164,0.7196093589165353,0.19201718526255718,0.9084562100059236,0.002864275741010176,0.0,1.0
long_form,C2_finbert_s2,20,0.01,zero,fU,7097,0.01000422713822742,1.2807722896468476e-05,0.9971445464764584,0.10706849832297394,0.9478734765760981,0.0028320177071485876,-1.6635262664728248,0.09625129538460116
long_form,C2_finbert_s2,20,0.05,pooled,rawHAR,7097,0.06397069184162323,26.898345698352387,2.1444235676602915e-07,29.680988432953654,3.5880232872179466e-07,0.009266728986731757,-1.022651317783673,0.3065075983531292
long_form,C2_finbert_s2,20,0.05,pooled,fR,7097,0.03677610257855432,28.655138648116008,8.6484191561753e-08,30.31960961507002,2.6072364877119144e-07,0.009373693794225552,0.0,1.0
long_form,C2_finbert_s2,20,0.05,pooled,fU,7097,0.03804424404678033,23.195854951485217,1.4631235680351982e-06,23.781257954693046,6.8543369314924345e-06,0.00937860007268105,0.16800368493160248,0.8665851679373303
long_form,C2_finbert_s2,20,0.05,zero,rawHAR,7097,0.052839227842750455,1.1834273501494863,0.2766593581272047,3.2830582042765855,0.1936836536554371,0.009203798152464098,-3.1413965948496787,0.001688356338113891
long_form,C2_finbert_s2,20,0.05,zero,fR,7097,0.031280822882908274,60.056807267593285,9.215871405276428e-15,60.20017743862263,8.466376241688937e-14,0.00949966740624566,0.0,1.0
long_form,C2_finbert_s2,20,0.05,zero,fU,7097,0.032830773566295615,49.86300371799689,1.6486411771092857e-12,49.92379433263841,1.4427324591613045e-11,0.009495397371258669,-0.15817233886186738,0.874325500521389
long_form,C4_longformer,5,0.01,pooled,rawHAR,7550,0.03165562913907285,227.41699471797074,2.1810545258968248e-51,230.88270057402588,7.319115268309293e-51,0.001808098441018817,5.862815994353093,4.742486649659247e-09
long_form,C4_longformer,5,0.01,pooled,fR,7550,0.02609271523178808,136.8598069109487,1.2940627348662836e-31,138.30374832140546,9.283732937516565e-31,0.0016716757896970038,0.0,1.0
long_form,C4_longformer,5,0.01,pooled,fU,7550,0.02609271523178808,136.8598069109487,1.2940627348662836e-31,138.30374832140546,9.283732937516565e-31,0.0016667863118008958,-0.688095237878621,0.49141395168990454
long_form,C4_longformer,5,0.01,zero,rawHAR,7550,0.028741721854304635,177.8976852961432,1.3946187869291514e-40,182.3986705581301,2.469630244119273e-40,0.0017481258140282431,5.284859471606235,1.2932058085026526e-07
long_form,C4_longformer,5,0.01,zero,fR,7550,0.023311258278145695,98.27306307355025,3.644904900990012e-23,99.0817647190479,3.052587789154851e-22,0.0016281765255728089,0.0,1.0
long_form,C4_longformer,5,0.01,zero,fU,7550,0.023443708609271523,99.99864631167748,1.5250125697724697e-23,100.76259765111399,1.3172855533270055e-22,0.0016236177800555743,-0.6569993600688067,0.5112013565213572
long_form,C4_longformer,5,0.05,pooled,rawHAR,7550,0.07589403973509934,92.62096602959036,6.3332923078480525e-22,95.99961368039976,1.425439393738943e-21,0.00523141799019725,3.7908600427227883,0.0001512961171154593
long_form,C4_longformer,5,0.05,pooled,fR,7550,0.0652980132450331,34.07144591157112,5.312514908209179e-09,36.67694416359154,1.0856823270116753e-08,0.005145065138654407,0.0,1.0
long_form,C4_longformer,5,0.05,pooled,fU,7550,0.06397350993377483,28.62637800935272,8.7778264347134e-08,30.92392295107902,1.9273272053727983e-07,0.005129233899021525,-2.2391210007780984,0.02517705590402415
long_form,C4_longformer,5,0.05,zero,rawHAR,7550,0.0666225165562914,39.950561814483535,2.6047264180270537e-10,41.31759720380887,1.0665906308748773e-09,0.005168800770629961,2.6322221707460165,0.008500102360541818
long_form,C4_longformer,5,0.05,zero,fR,7550,0.05827814569536424,10.365862908362942,0.0012836688481720952,13.181747475871362,0.001372839937110541,0.005110541390549537,0.0,1.0
long_form,C4_longformer,5,0.05,zero,fU,7550,0.05708609271523179,7.647398281500955,0.005685425888110856,10.590148376444176,0.005016242215593955,0.005098672108561185,-1.7543106067492755,0.07941786980214442
long_form,C4_longformer,10,0.01,pooled,rawHAR,7167,0.02804520719966513,158.2673436813925,2.70536201144898e-36,158.3466212008036,4.125419264043512e-35,0.0023603617520852093,5.53022251138909,3.310978563500402e-08
long_form,C4_longformer,10,0.01,pooled,fR,7167,0.01772010604157946,35.089762543319466,3.148517085778234e-09,35.32444255085579,2.134984674691692e-08,0.002126983874731644,0.0,1.0
long_form,C4_longformer,10,0.01,pooled,fU,7167,0.01772010604157946,35.089762543319466,3.148517085778234e-09,35.32444255085579,2.134984674691692e-08,0.0021306666325393384,0.7338719136697365,0.4630508155467559
long_form,C4_longformer,10,0.01,zero,rawHAR,7167,0.02623133807729873,131.86078590332113,1.604881705020248e-30,131.86176515822922,2.3258489628753347e-29,0.0022974530569101707,4.936042351142001,8.152439275737136e-07
long_form,C4_longformer,10,0.01,zero,fR,7167,0.016324822101297615,24.314013130453077,8.184150303211939e-07,24.863631416226326,3.989615458139434e-06,0.0021019381232938133,0.0,1.0
long_form,C4_longformer,10,0.01,zero,fU,7167,0.01590623691921306,21.41381331045818,3.700952180232255e-06,21.432979147548167,2.2176229770777833e-05,0.0021058585560487808,0.8357996337440512,0.4032954991045129
long_form,C4_longformer,10,0.05,pooled,rawHAR,7167,0.07562438956327612,86.21007701241342,1.618010752554655e-20,87.6501834768219,9.268394036467821e-20,0.0071334365491374785,2.756889112881359,0.005850183823668195
long_form,C4_longformer,10,0.05,pooled,fR,7167,0.054555602065020234,3.0451846008022585,0.08097690905808333,4.096430277268155,0.12896488272304632,0.0069759838661148,0.0,1.0
long_form,C4_longformer,10,0.05,pooled,fU,7167,0.05497418724710479,3.6214980893241773,0.05703749097565204,4.002230666549167,0.13518442343710954,0.00699980966022635,3.8784931818898456,0.00010604607466873611
long_form,C4_longformer,10,0.05,zero,rawHAR,7167,0.06725268592158504,40.721621172441246,1.7553420328296964e-10,43.45198588000767,3.668775627564273e-10,0.007053518344448276,1.539254840298918,0.12378624662917535
long_form,C4_longformer,10,0.05,zero,fR,7167,0.04981163666806195,0.005359865072932735,0.9416381340611156,0.21012397215190504,0.9002687167316374,0.006969883187654301,0.0,1.0
long_form,C4_longformer,10,0.05,zero,fU,7167,0.04953257988000558,0.033063195884096785,0.8557138809197936,0.19598103052612714,0.906657503121048,0.006992902247055842,3.8329661052337474,0.00012769091725129601
long_form,C4_longformer,20,0.01,pooled,rawHAR,7097,0.022262927997745527,79.92924034398288,3.8806101994859314e-19,80.0130795410837,4.22066164364222e-18,0.003068498938898549,2.584177418357003,0.009780949819508177
long_form,C4_longformer,20,0.01,pooled,fR,7097,0.011554177821614766,1.6490919423581545,0.19908256765657462,2.5598341579120643,0.2780603565523144,0.00287263330516439,0.0,1.0
long_form,C4_longformer,20,0.01,pooled,fU,7097,0.011695082429195435,1.9534465588997136,0.16221593480520982,4.766233635024946,0.09226256332655616,0.0028027279394720263,-1.9493704000922625,0.05129054898968499
