disc,model,h,quarter,quarter_idx,scheme,rel_impr_pct,dm_stat,dm_p,ci_lo,ci_hi,n
long_form,B2_tfidf_ridge,20,2022Q3,2,fixed,9.04837122403931,-7.996632969891963,9.382224891074683e-15,0.0033696255462653717,0.005400378569380101,488
long_form,B2_tfidf_ridge,20,2022Q3,2,expanding,2.4765386294178495,-0.5402566390564778,0.5892670296735967,-0.002168852365286955,0.004167749941568516,488
long_form,B2_tfidf_ridge,20,2022Q4,3,fixed,6.842556514880542,-6.001394296067911,3.783973755779289e-09,0.002618378767428313,0.005051925348692783,496
long_form,B2_tfidf_ridge,20,2022Q4,3,expanding,-20.11463204007193,3.0786613855572544,0.0021947430492353474,-0.02165569266789351,-0.004948699535340637,496
long_form,B2_tfidf_ridge,20,2023Q1,4,fixed,4.484129001607151,-4.509675311782254,8.108495871576073e-06,0.002040533686734491,0.005208875561015742,498
long_form,B2_tfidf_ridge,20,2023Q1,4,expanding,-3.716890763285433,1.0623191980028668,0.28860671279141664,-0.012242993832920636,0.002673096101145941,498
long_form,B2_tfidf_ridge,20,2023Q2,5,fixed,6.9191518480588945,-6.689876719505901,6.055320105195566e-11,0.002843324209326885,0.005027341040969403,496
long_form,B2_tfidf_ridge,20,2023Q2,5,expanding,0.06273254346546006,-0.01397717947636453,0.9888538189351435,-0.003909704323122681,0.004004677489740884,496
long_form,B2_tfidf_ridge,20,2023Q3,6,fixed,2.233094737530874,-2.695484220774278,0.0072712820783375366,0.0004895690665737319,0.0032179423097157068,489
long_form,B2_tfidf_ridge,20,2023Q3,6,expanding,6.551132112577159,-1.560784476757657,0.11922285260298801,-0.0007043359975426192,0.006788652076029417,489
long_form,B2_tfidf_ridge,20,2023Q4,7,fixed,4.265474683947116,-4.741647604879432,2.7760200775941293e-06,0.00203482423798335,0.0047182403636021,496
long_form,B2_tfidf_ridge,20,2023Q4,7,expanding,6.876993541584241,-1.5466496323391807,0.12258681888909347,-0.0009573525743421395,0.008618866942002867,496
long_form,B2_tfidf_ridge,20,2024Q1,8,fixed,5.418683622092876,-7.181515442729941,2.55104967396175e-12,0.003918893332762422,0.006700440091152005,495
long_form,B2_tfidf_ridge,20,2024Q1,8,expanding,13.351522138838687,-4.028641884613107,6.493709525051187e-05,0.004341183031531652,0.012409021220890576,495
long_form,B2_tfidf_ridge,20,2024Q2,9,fixed,6.066187642090973,-7.411940864594231,5.366268305200183e-13,0.0028605700941794587,0.004960755363275658,500
long_form,B2_tfidf_ridge,20,2024Q2,9,expanding,12.791085080501949,-3.3942096962759805,0.0007430729409662936,0.002087631146108453,0.007994665917634793,500
long_form,B2_tfidf_ridge,20,2024Q3,10,fixed,6.1208972147669405,-6.211177114660348,1.121921892496421e-09,0.0035209478931907926,0.006598707134319223,492
long_form,B2_tfidf_ridge,20,2024Q3,10,expanding,11.600500264134316,-2.610068431469648,0.00932890141792835,0.00204883231330738,0.0116139431578607,492
long_form,B2_tfidf_ridge,20,2024Q4,11,fixed,6.880698861721913,-6.114742252677414,1.956031339120211e-09,0.0034971689596576855,0.006684973443835488,499
long_form,B2_tfidf_ridge,20,2024Q4,11,expanding,17.17076511513941,-4.274774889190891,2.2936572318256607e-05,0.008678301760157301,0.022335626152772937,499
long_form,B2_tfidf_ridge,20,2025Q1,12,fixed,5.597890562266537,-3.6490074199221,0.00029098183165623015,0.0013482023070412119,0.00438780999043652,500
long_form,B2_tfidf_ridge,20,2025Q1,12,expanding,-16.283888733996626,2.4432429718439534,0.014901504270331918,-0.024744484481262628,-0.0038969154452622727,500
long_form,B2_tfidf_ridge,20,2025Q2,13,fixed,10.301184557930318,-9.76034916357046,1.0101079559706708e-20,0.00850583355698736,0.012455346252630799,503
long_form,B2_tfidf_ridge,20,2025Q2,13,expanding,14.601419230104563,-2.9252334936084914,0.0035977468871147213,0.002768912304606745,0.014132945174280164,503
long_form,B2_tfidf_ridge,20,2025Q3,14,fixed,6.658295964888954,-7.041618187033588,6.41372793842199e-12,0.003742412888914067,0.006352752837594983,494
long_form,B2_tfidf_ridge,20,2025Q3,14,expanding,17.120942642757417,-4.179622090326901,3.454995042347835e-05,0.005233076116534933,0.013176619865497114,494
long_form,B2_tfidf_ridge,20,2025Q4,15,fixed,5.013509998470718,-4.834148044204347,1.8211056305186219e-06,0.0018616400607933566,0.004216976693255605,465
long_form,B2_tfidf_ridge,20,2025Q4,15,expanding,8.307924968440032,-1.7982007726605063,0.07279507709064026,-5.915732358419279e-05,0.009115481050934853,465
long_form,C2_finbert_s1,5,2022Q1,0,fixed,-0.5010872523066705,1.2015095775310067,0.23012239257110917,-0.0015687649375586595,0.0003510359688339629,501
long_form,C2_finbert_s1,5,2022Q1,0,expanding,10.815892849512824,-6.492638071384268,2.0366880922444588e-10,0.013241436491971645,0.024702966911541332,501
long_form,C2_finbert_s1,5,2022Q2,1,fixed,2.9397472458601657,-6.36229148544057,4.566918441624676e-10,0.002581669126483461,0.00479311779144003,491
long_form,C2_finbert_s1,5,2022Q2,1,expanding,23.2267127674058,-9.878794526996634,4.1384376302580285e-21,0.03518069237130106,0.05137664554489798,491
long_form,C2_finbert_s1,5,2022Q3,2,fixed,0.8706445551372487,-1.7391808219878897,0.08263353342977305,-3.4003286553413796e-05,0.0015059869352838065,489
long_form,C2_finbert_s1,5,2022Q3,2,expanding,10.844741135346275,-2.8831380872645567,0.004111160487140271,0.003003448437645716,0.015565474226900843,489
long_form,C2_finbert_s1,5,2022Q4,3,fixed,1.860155985791568,-4.839923672944271,1.7383614083978632e-06,0.0014983737173901936,0.003411898209857331,496
long_form,C2_finbert_s1,5,2022Q4,3,expanding,16.417916261760816,-6.947781795740561,1.1738253959925605e-11,0.020508437744919224,0.03580829712175233,496
long_form,C2_finbert_s1,5,2023Q1,4,fixed,-0.33725450379608196,1.0686598895149357,0.28573964076338443,-0.0009713008713554565,0.00028564153312874997,500
long_form,C2_finbert_s1,5,2023Q1,4,expanding,0.7552134641500847,-0.29669996196378434,0.7668190402885976,-0.004088773920722571,0.006076525672435624,500
long_form,C2_finbert_s1,5,2023Q2,5,fixed,0.2968116990877032,-0.8152197526431872,0.41533859553904423,-0.0003734070751763872,0.001010549851376621,496
long_form,C2_finbert_s1,5,2023Q2,5,expanding,5.459331430104637,-1.8754505729588837,0.06131916318914831,3.2710022567861e-05,0.011292963428190557,496
long_form,C2_finbert_s1,5,2023Q3,6,fixed,-0.5057684479067324,1.3935590147464119,0.16408384053627684,-0.0013301299987561938,0.00022454663857680076,490
long_form,C2_finbert_s1,5,2023Q3,6,expanding,-0.52316391894179,0.18305763959558607,0.8548286650649508,-0.006302329792383215,0.004989549534966803,490
long_form,C2_finbert_s1,5,2023Q4,7,fixed,0.3667097330536757,-0.8558761848712199,0.39248036832783134,-0.0005630152189142332,0.001368384927729141,496
long_form,C2_finbert_s1,5,2023Q4,7,expanding,8.395709929857508,-2.8817337097497915,0.004126723580825224,0.0036187746005197927,0.017438501182042772,496
long_form,C2_finbert_s1,5,2024Q1,8,fixed,-0.4063371295818549,1.4416504688018614,0.15003079282825282,-0.0012486463075509309,0.0001732949928729144,498
long_form,C2_finbert_s1,5,2024Q1,8,expanding,-0.701449090515721,0.29459897727704076,0.7684232525801706,-0.006157175750027477,0.004778084185863355,498
long_form,C2_finbert_s1,5,2024Q2,9,fixed,-0.2213894325007673,0.5890012549016606,0.5561269691458409,-0.0010773366435320967,0.0005930362626429807,500
long_form,C2_finbert_s1,5,2024Q2,9,expanding,0.3701969391533291,-0.1223840059587349,0.9026441764542155,-0.005658285242290411,0.006791105424594483,500
long_form,C2_finbert_s1,5,2024Q3,10,fixed,1.1804771613537668,-2.931142580686786,0.003534646559625058,0.0004803494983115319,0.0023275970127731864,492
long_form,C2_finbert_s1,5,2024Q3,10,expanding,15.174320238393447,-5.687535034273745,2.216078724721486e-08,0.014240043105132966,0.0289635595228711,492
long_form,C2_finbert_s1,5,2024Q4,11,fixed,1.1549863867405696,-3.0927022893068954,0.0020944999776458416,0.0008362524271632194,0.0035557490372444896,500
long_form,C2_finbert_s1,5,2024Q4,11,expanding,15.651473513049748,-5.58903557414133,3.762088789722641e-08,0.02292644525044893,0.04755955191704415,500
long_form,C2_finbert_s1,5,2025Q1,12,fixed,1.164732414033569,-3.3242838237210743,0.0009512535572224327,0.0005523821569060185,0.002135728800330946,503
long_form,C2_finbert_s1,5,2025Q1,12,expanding,10.861891345702684,-5.245056589489905,2.3074894211577013e-07,0.008763160817422403,0.019453074954679097,503
long_form,C2_finbert_s1,5,2025Q2,13,fixed,-0.9542030172830789,3.4459504016866243,0.0006166806421143359,-0.002175997234930309,-0.0006016172625014242,504
long_form,C2_finbert_s1,5,2025Q2,13,expanding,-3.7754328968358286,1.8516137678708464,0.06466714763387518,-0.009773956784287248,0.00036092526564547014,504
long_form,C2_finbert_s1,5,2025Q3,14,fixed,0.7864534273169578,-1.6228038436187209,0.10527058824347942,-0.00011851751611888571,0.002038812961493847,494
long_form,C2_finbert_s1,5,2025Q3,14,expanding,10.899618793497806,-3.5541720544240873,0.0004156714204952055,0.006268948588346765,0.02035313171766391,494
long_form,C2_finbert_s1,5,2025Q4,15,fixed,1.08354918959968,-2.457560453996042,0.01432678802656629,0.00030196685514488907,0.002248273997895609,501
long_form,C2_finbert_s1,5,2025Q4,15,expanding,11.057726518459154,-3.974057574498038,8.106284523319289e-05,0.007229295019317298,0.020491192310599142,501
long_form,C2_finbert_s1,10,2022Q1,0,fixed,-1.961421497859262,1.3719154052584333,0.1707049990259058,-0.00426270971619459,0.0006899830716667521,501
long_form,C2_finbert_s1,10,2022Q1,0,expanding,-41.14295538419787,8.795188267184605,2.3173743898347472e-17,-0.07472205713397556,-0.0478677547238633,501
long_form,C2_finbert_s1,10,2022Q2,1,fixed,0.4390904162818978,-0.2518390348906838,0.8012710744197828,-0.002319800203188243,0.002869617833268213,491
long_form,C2_finbert_s1,10,2022Q2,1,expanding,-49.37083978955406,12.480796391241986,3.1017012801803445e-31,-0.07385362289177189,-0.05358097140627403,491
long_form,C2_finbert_s1,10,2022Q3,2,fixed,10.959100063912683,-7.795657025277664,3.915110451133832e-14,0.005432253848289757,0.008738432374968344,488
long_form,C2_finbert_s1,10,2022Q3,2,expanding,-3.822336041639589,0.6628188655260002,0.5077601466343143,-0.007920432191955578,0.004344403618425851,488
long_form,C2_finbert_s1,10,2022Q4,3,fixed,2.2321409187398484,-1.5986547350855664,0.11053541848268826,-0.0003748194748348582,0.00420622468724744,496
long_form,C2_finbert_s1,10,2022Q4,3,expanding,-39.9526003263746,7.66221904247568,9.707408754807938e-14,-0.06010373607537573,-0.03615074607898337,496
long_form,C2_finbert_s1,10,2023Q1,4,fixed,5.322648206699883,-4.397936040204328,1.3366605914177922e-05,0.0033857555216747015,0.008886153059139706,500
long_form,C2_finbert_s1,10,2023Q1,4,expanding,-2.0482750324852663,0.6505604089274357,0.5156297153207853,-0.010052071786239626,0.005114144774924151,500
long_form,C2_finbert_s1,10,2023Q2,5,fixed,6.215640487301805,-3.8139737861356133,0.00015402783698652205,0.0024235639729431797,0.007261053942932213,496
long_form,C2_finbert_s1,10,2023Q2,5,expanding,1.0772676478678398,-0.21216063647026626,0.8320690471497132,-0.006308232641721913,0.007730235926730994,496
long_form,C2_finbert_s1,10,2023Q3,6,fixed,5.035181098847345,-4.2512528347562615,2.5470174417211853e-05,0.0021941101070740306,0.005737099269972931,490
long_form,C2_finbert_s1,10,2023Q3,6,expanding,9.667620537546227,-2.224340418689853,0.02658133269678652,0.0009240473573598986,0.010830554611135561,490
long_form,C2_finbert_s1,10,2023Q4,7,fixed,4.04631704416166,-3.261817229352728,0.0011833807668849383,0.0012686834400675332,0.004937058999815595,496
long_form,C2_finbert_s1,10,2023Q4,7,expanding,-8.895994796889903,1.9098310388031838,0.05673265964318366,-0.013269276641659219,-0.000363413087603347,496
long_form,C2_finbert_s1,10,2024Q1,8,fixed,5.507713628800358,-4.7947584282473095,2.155365368982244e-06,0.0033633238394006806,0.007873044806271426,498
long_form,C2_finbert_s1,10,2024Q1,8,expanding,6.692378997581767,-1.8872018924929959,0.059715655724534314,-1.1218575713085511e-05,0.011437402431056468,498
long_form,C2_finbert_s1,10,2024Q2,9,fixed,5.211914342645561,-5.095070020136955,4.953648968025349e-07,0.002980373094643948,0.006503474720570001,500
long_form,C2_finbert_s1,10,2024Q2,9,expanding,6.857249259830678,-2.116166255099551,0.03482523735028405,0.0004544794025937429,0.009095159942735557,500
long_form,C2_finbert_s1,10,2024Q3,10,fixed,5.034739092356159,-3.146386647716397,0.00175338526950998,0.0015205112981136251,0.006844359503559781,492
long_form,C2_finbert_s1,10,2024Q3,10,expanding,-8.505199550041276,1.7598839946222349,0.07905013974120133,-0.016319711427573907,0.0005310589434921688,492
long_form,C2_finbert_s1,10,2024Q4,11,fixed,4.3382288926256285,-3.996843173204445,7.388456772782093e-05,0.0025533255840787636,0.0076789600795312335,500
long_form,C2_finbert_s1,10,2024Q4,11,expanding,7.934784311774716,-2.66058473124685,0.008051689747071879,0.0029773190775927473,0.02009803709125435,500
long_form,C2_finbert_s1,10,2025Q1,12,fixed,1.8872554008676783,-1.0447874143133618,0.2966240648573728,-0.001409619501019557,0.004338911514051435,503
long_form,C2_finbert_s1,10,2025Q1,12,expanding,-22.025565737915482,3.4737959931526574,0.0005575385886024318,-0.03848516700127277,-0.012242707842938436,503
long_form,C2_finbert_s1,10,2025Q2,13,fixed,7.274456228507346,-4.856394913624839,1.5986327780420223e-06,0.004659924899159358,0.010340169846386771,504
long_form,C2_finbert_s1,10,2025Q2,13,expanding,-1.4253091027908205,0.21272727915298467,0.8316258703816952,-0.010566767625679895,0.008448840618159347,504
long_form,C2_finbert_s1,10,2025Q3,14,fixed,8.198150876827127,-5.80166556694415,1.1753455095174942e-08,0.004404967987044953,0.008865566141553202,494
long_form,C2_finbert_s1,10,2025Q3,14,expanding,7.384519228467893,-1.57246381653803,0.11648454474738779,-0.0014660882251493039,0.011532921920938665,494
long_form,C2_finbert_s1,10,2025Q4,15,fixed,3.8445520775085282,-2.7671412553533745,0.005872029371524493,0.0008590518806270829,0.004825328319247754,484
long_form,C2_finbert_s1,10,2025Q4,15,expanding,-3.8426999430520232,0.9458550849899244,0.34469543777119493,-0.009209840728369565,0.0026979742705624853,484
long_form,C2_finbert_s1,20,2022Q1,0,fixed,-0.0106014432397526,0.1523903483457169,0.8789406652285883,-7.701848466491242e-05,7.118342723915902e-05,500
long_form,C2_finbert_s1,20,2022Q1,0,expanding,-3.2117272398681407,7.010532560935687,7.747044341458427e-12,-0.004385993036303591,-0.0025116110364423487,500
long_form,C2_finbert_s1,20,2022Q2,1,fixed,-0.25671712692470217,3.160633612911571,0.0016716937571480072,-0.0001963311929149106,-4.81902535383889e-05,491
long_form,C2_finbert_s1,20,2022Q2,1,expanding,-1.5383591629077173,4.076077780082528,5.343061792120455e-05,-0.0020378855292956144,-0.0007846678876420041,491
long_form,C2_finbert_s1,20,2022Q3,2,fixed,-0.2115999093469422,3.2211550948846606,0.0013621590746072465,-0.00015996951977608262,-4.2176788152464216e-05,488
long_form,C2_finbert_s1,20,2022Q3,2,expanding,0.7696793070445507,-2.1036821286670304,0.03591840121147402,4.981942106100707e-05,0.0005425841763008162,488
long_form,C2_finbert_s1,20,2022Q4,3,fixed,-0.21691188550595875,3.4883564215059333,0.0005293420151521896,-0.00018691486338510822,-6.0375573639612005e-05,496
long_form,C2_finbert_s1,20,2022Q4,3,expanding,-0.5459014554921815,1.432156899479438,0.15273007182123838,-0.0008266151068602962,7.654401051502969e-05,496
long_form,C2_finbert_s1,20,2023Q1,4,fixed,0.01711799755316418,-0.3246177017081921,0.7456070138099293,-6.712993218828575e-05,9.603023191553933e-05,498
long_form,C2_finbert_s1,20,2023Q1,4,expanding,-1.5122005252428614,3.8030350205290375,0.00016071474248574255,-0.0025033150508595287,-0.0008539390661288803,498
long_form,C2_finbert_s1,20,2023Q2,5,fixed,-0.03494364471580241,0.6172038700659502,0.5373840590478274,-7.858263730373782e-05,4.039774145232211e-05,496
long_form,C2_finbert_s1,20,2023Q2,5,expanding,0.016752871671462766,-0.07092679317774779,0.943484665052012,-0.00019007608481176497,0.00021978378458082143,496
long_form,C2_finbert_s1,20,2023Q3,6,fixed,0.0039295696244608025,-0.06225442473089884,0.9503857110774792,-9.723223902669489e-05,0.00010120497123654594,489
long_form,C2_finbert_s1,20,2023Q3,6,expanding,1.2464254934082024,-3.365624687910852,0.0008239382838338133,0.00028340609914229153,0.0009464780413711045,489
long_form,C2_finbert_s1,20,2023Q4,7,fixed,0.0009163703862885608,-0.021854239888908708,0.9825730338440998,-6.435798376248636e-05,6.114159479214158e-05,496
long_form,C2_finbert_s1,20,2023Q4,7,expanding,0.33273726761317046,-1.1935025557932653,0.23324430099003418,-0.00010719123048433054,0.00048250372844157026,496
