panel,disclosure,horizon,challenger,n_obs,n_days,dm_qlike_var_clu,p_qlike_var_clu,holm_qlike_var_clu,better_holm,better_raw,worse_holm,is_price_arm,A_better_holm,A_better_raw,A_worse_holm,A_dm,A_n_obs,A_n_days,verdict_flip_vs_A
B,long_form,10,D1_concat_mlp,7548,795,5.3450210136398635,1.1824204798929574e-07,1.7736307198394361e-06,False,False,True,False,False,False,True,5.5948070632896725,7933,803,False
B,long_form,10,D2_gated_fusion,7548,795,4.902439671600487,1.1479914799836123e-06,1.1479914799836122e-05,False,False,True,False,False,False,True,5.04441353136116,7933,803,False
B,long_form,10,D3_qwen3,7548,795,4.9266489939962455,1.0182744974383855e-06,1.120101947182224e-05,False,False,True,False,False,False,True,5.02597991284701,7933,803,False
B,long_form,10,D3_gteqwen2,7548,795,3.659957060436216,0.0002689406952609067,0.0010757627810436268,False,False,True,False,False,False,True,3.816001425020217,7933,803,False
B,long_form,10,D3_e5mistral,7548,795,4.177028286003842,3.28079915234814e-05,0.00016403995761740702,False,False,True,False,False,False,True,4.4169188980530105,7933,803,False
B,long_form,20,A3_garch,7526,786,0.23636431977733996,0.8132116397799042,1.0,False,False,False,True,False,False,False,0.182230154514061,7902,794,False
B,long_form,20,A4_egarch,7526,786,0.6596839386750796,0.5096501638765093,1.0,False,False,False,True,False,False,False,0.5272223408974853,7902,794,False
B,long_form,20,A5_arima,7526,786,-0.34935279728901164,0.7269181587988571,1.0,False,False,False,True,False,False,False,-0.5097555507279471,7902,794,False
B,long_form,20,B2_tfidf_ridge,7526,786,4.1869180030650295,3.1478482214249446e-05,0.0004907576136429838,False,False,True,False,False,False,True,4.467069417276917,7902,794,False
B,long_form,20,C1_bert_s1,7526,786,3.998458570783351,6.977348276270584e-05,0.0008372817931524701,False,False,True,False,False,False,True,4.260361699046976,7902,794,False
B,long_form,20,C1_bert_s2,7526,786,4.037361511751449,5.9355485448314234e-05,0.0008309767962763993,False,False,True,False,False,False,True,4.1132834721673,7902,794,False
B,long_form,20,C2_finbert_s1,7526,786,3.2856659920648235,0.001062576630925499,0.0063969632164922186,False,False,True,False,False,False,True,3.4514933096234595,7902,794,False
B,long_form,20,C2_finbert_s2,7526,786,3.586060435222912,0.00035648145526197034,0.003208333097357733,False,False,True,False,False,False,True,3.8631266936960023,7902,794,False
B,long_form,20,C2_finbert_s3,7526,786,4.024010719349899,6.27521363549173e-05,0.0008309767962763993,False,False,True,False,False,False,True,4.263099537485128,7902,794,False
B,long_form,20,C2_finbert_s4,7526,786,3.361793010310101,0.0008118545882850989,0.0063969632164922186,False,False,True,False,False,False,True,3.5163474902509826,7902,794,False
B,long_form,20,C3_roberta_s1,7526,786,4.1929369639628815,3.067235085268649e-05,0.0004907576136429838,False,False,True,False,False,False,True,4.442886531869168,7902,794,False
B,long_form,20,C4_longformer,7526,786,3.3660447132203513,0.0007996204020615273,0.0063969632164922186,False,False,True,False,False,False,True,3.6616432906854417,7902,794,False
B,long_form,20,C5_qwen3,7526,786,5.076177664096403,4.812354012177105e-07,9.1434726231365e-06,False,False,True,False,False,False,True,5.031065692727773,7902,794,False
B,long_form,20,C5_gteqwen2,7526,786,5.03817107941701,5.836373250409914e-07,1.0505471850737846e-05,False,False,True,False,False,False,True,4.9917862764384,7902,794,False
B,long_form,20,C5_e5mistral,7526,786,5.1397054162907105,3.4760605293792985e-07,6.9521210587585975e-06,False,False,True,False,False,False,True,5.160841689533347,7902,794,False
B,long_form,20,D1_concat_mlp,7526,786,4.598935109238749,4.9487080054012555e-06,8.412803609182134e-05,False,False,True,False,False,False,True,4.78166294616562,7902,794,False
B,long_form,20,D2_gated_fusion,7526,786,3.7264157100162016,0.00020815125159048074,0.002289663767495288,False,False,True,False,False,False,True,3.910358846672126,7902,794,False
B,long_form,20,D3_qwen3,7526,786,3.653084284312737,0.0002763212045857485,0.002763212045857485,False,False,True,False,False,False,True,3.755016119857703,7902,794,False
B,long_form,20,D3_gteqwen2,7526,786,2.5332056827943457,0.011496061901632765,0.04598424760653106,False,False,True,False,False,False,True,2.5240473168017616,7902,794,False
B,long_form,20,D3_e5mistral,7526,786,2.9912381008238738,0.0028654243404391097,0.014327121702195548,False,False,True,False,False,False,True,3.0643576511191988,7902,794,False
B,event_driven,5,A3_garch,23878,996,-4.783492425912583,1.9831296153169475e-06,5.949388845950842e-06,True,True,False,True,True,True,False,-4.707068602447432,25109,996,False
B,event_driven,5,A4_egarch,23878,996,0.6560985056345864,0.5119124334570543,0.5119124334570543,False,False,False,True,False,False,False,0.629436596748685,25109,996,False
B,event_driven,5,A5_arima,23878,996,2.0471728518970203,0.04090333706675251,0.08180667413350502,False,False,False,True,False,False,False,2.1075347306437364,25109,996,False
B,event_driven,5,B2_tfidf_ridge,23878,996,9.571182171947061,8.057321434585176e-21,1.4503178582253316e-19,False,False,True,False,False,False,True,9.781314375184229,25109,996,False
B,event_driven,5,C1_bert_s1,23878,996,8.332799353969326,2.5986764619780324e-16,3.378279400571442e-15,False,False,True,False,False,False,True,8.662016983503245,25109,996,False
B,event_driven,5,C1_bert_s2,23878,996,9.265056209009364,1.1707669525396727e-19,1.9903038193174437e-18,False,False,True,False,False,False,True,9.493086931652003,25109,996,False
B,event_driven,5,C2_finbert_s1,23878,996,6.957563001530663,6.269859690784597e-12,3.134929845392298e-11,False,False,True,False,False,False,True,7.28747265835149,25109,996,False
B,event_driven,5,C2_finbert_s2,23878,996,8.943733886116657,1.799076060679794e-18,2.8785216970876706e-17,False,False,True,False,False,False,True,9.180847474079547,25109,996,False
B,event_driven,5,C2_finbert_s3,23878,996,7.426435752721582,2.3948308221135363e-13,1.6763815754794754e-12,False,False,True,False,False,False,True,7.658815057205977,25109,996,False
B,event_driven,5,C2_finbert_s4,23878,996,8.458189127860095,9.592379507504178e-17,1.342933131050585e-15,False,False,True,False,False,False,True,8.687041384041738,25109,996,False
B,event_driven,5,C3_roberta_s1,23878,996,7.602669936058052,6.694440300798446e-14,6.024996270718601e-13,False,False,True,False,False,False,True,7.941624310857306,25109,996,False
B,event_driven,5,C4_longformer,23878,996,8.735699550365942,1.0110491547264445e-17,1.5165737320896666e-16,False,False,True,False,False,False,True,8.916022390604683,25109,996,False
B,event_driven,5,C5_qwen3,23878,996,7.3295101738052075,4.774768149735065e-13,2.8648608898410387e-12,False,False,True,False,False,False,True,7.765790313398322,25109,996,False
B,event_driven,5,C5_gteqwen2,23878,996,7.4679513716671355,1.7777802367281311e-13,1.422224189382505e-12,False,False,True,False,False,False,True,7.948132424917091,25109,996,False
B,event_driven,5,C5_e5mistral,23878,996,7.94751818007653,5.133607218222887e-15,6.160328661867464e-14,False,False,True,False,False,False,True,8.372614327458294,25109,996,False
B,event_driven,5,D1_concat_mlp,23878,996,10.416309003033634,3.471591754781525e-24,6.94318350956305e-23,False,False,True,False,False,False,True,10.487321434047344,25109,996,False
B,event_driven,5,D2_gated_fusion,23878,996,9.752855851327524,1.5920371268811802e-21,3.0248705410742426e-20,False,False,True,False,False,False,True,9.797324057071512,25109,996,False
B,event_driven,5,D3_qwen3,23878,996,7.727157821849232,2.67905862682225e-14,2.67905862682225e-13,False,False,True,False,False,False,True,7.722248757270196,25109,996,False
B,event_driven,5,D3_gteqwen2,23878,996,6.209845530990446,7.779176241930524e-10,3.1116704967722098e-09,False,False,True,False,False,False,True,6.261112185372752,25109,996,False
B,event_driven,5,D3_e5mistral,23878,996,7.917411717296638,6.448710172222736e-15,7.09358118944501e-14,False,False,True,False,False,False,True,8.007535504110285,25109,996,False
B,event_driven,10,A3_garch,23788,991,-3.9160970684771135,9.616349493800721e-05,0.00028849048481402164,True,True,False,True,True,True,False,-3.9149317033434263,25001,991,False
B,event_driven,10,A4_egarch,23788,991,0.6759398631691527,0.49923669229211065,0.49923669229211065,False,False,False,True,False,False,False,0.6607541624123331,25001,991,False
B,event_driven,10,A5_arima,23788,991,1.2304533455482183,0.21881966530605698,0.43763933061211396,False,False,False,True,False,False,False,1.2410458537502158,25001,991,False
B,event_driven,10,B2_tfidf_ridge,23788,991,8.053367625732731,2.3005830331933857e-15,4.141049459748094e-14,False,False,True,False,False,False,True,8.206481446061979,25001,991,False
B,event_driven,10,C1_bert_s1,23788,991,6.419567612430488,2.1166844352657412e-10,2.5400213223188894e-09,False,False,True,False,False,False,True,6.565415226078651,25001,991,False
B,event_driven,10,C1_bert_s2,23788,991,7.143564705621418,1.7608555341618695e-12,2.8173688546589912e-11,False,False,True,False,False,False,True,7.330173337266422,25001,991,False
B,event_driven,10,C2_finbert_s1,23788,991,6.961737030209026,6.1129915285298635e-12,8.558188139941809e-11,False,False,True,False,False,False,True,7.132839141448345,25001,991,False
B,event_driven,10,C2_finbert_s2,23788,991,7.261828787323152,7.721112943452539e-13,1.3125892003869316e-11,False,False,True,False,False,False,True,7.447083814912347,25001,991,False
B,event_driven,10,C2_finbert_s3,23788,991,4.911883237687783,1.0548737356810746e-06,4.219494942724298e-06,False,False,True,False,False,False,True,5.088484360709481,25001,991,False
B,event_driven,10,C2_finbert_s4,23788,991,5.79398108555317,9.230258276407327e-09,6.461180793485128e-08,False,False,True,False,False,False,True,5.953493368876893,25001,991,False
B,event_driven,10,C3_roberta_s1,23788,991,7.127823564186989,1.963342274510257e-12,2.945013411765386e-11,False,False,True,False,False,False,True,7.357327603754981,25001,991,False
B,event_driven,10,C4_longformer,23788,991,6.154840318507781,1.090160384917708e-09,1.1991764234094788e-08,False,False,True,False,False,False,True,6.307662971706896,25001,991,False
B,event_driven,10,C5_qwen3,23788,991,5.763579470548594,1.0992926968066024e-08,6.595756180839614e-08,False,False,True,False,False,False,True,6.114076834748656,25001,991,False
B,event_driven,10,C5_gteqwen2,23788,991,6.0714385886725974,1.8042135468284442e-09,1.8042135468284442e-08,False,False,True,False,False,False,True,6.440000636281027,25001,991,False
B,event_driven,10,C5_e5mistral,23788,991,6.707394610535056,3.3264339608640575e-11,4.3243641491232745e-10,False,False,True,False,False,False,True,6.996886838209738,25001,991,False
B,event_driven,10,D1_concat_mlp,23788,991,8.606718977693,2.9176566224922854e-17,5.83531324498457e-16,False,False,True,False,False,False,True,8.718215971256363,25001,991,False
B,event_driven,10,D2_gated_fusion,23788,991,8.278786730485653,3.999028178728248e-16,7.598153539583672e-15,False,False,True,False,False,False,True,8.377326638631638,25001,991,False
B,event_driven,10,D3_qwen3,23788,991,5.969736207668309,3.307780447385483e-09,2.977002402646935e-08,False,False,True,False,False,False,True,5.9184192767192645,25001,991,False
B,event_driven,10,D3_gteqwen2,23788,991,5.212457055468959,2.2680041561581462e-07,1.134002078079073e-06,False,False,True,False,False,False,True,5.2638057433807335,25001,991,False
B,event_driven,10,D3_e5mistral,23788,991,5.847483638673375,6.773083019244306e-09,5.418466415395445e-08,False,False,True,False,False,False,True,5.893661918072784,25001,991,False
B,event_driven,20,A3_garch,23551,981,-3.847156012965652,0.00012722378288598085,0.0004554385247819203,True,True,False,True,True,True,False,-3.905165472089943,24732,981,False
B,event_driven,20,A4_egarch,23551,981,0.5241011475387277,0.6003267002797477,0.6003267002797477,False,False,False,True,False,False,False,0.5319405335296085,24732,981,False
B,event_driven,20,A5_arima,23551,981,1.1647686608706647,0.24439609722394515,0.4887921944478903,False,False,False,True,False,False,False,1.1593953921632314,24732,981,False
B,event_driven,20,B2_tfidf_ridge,23551,981,7.214091110128638,1.0858171857110992e-12,2.1716343714221984e-11,False,False,True,False,False,False,True,7.295496183923839,24732,981,False
B,event_driven,20,C1_bert_s1,23551,981,4.867456416408071,1.3169061791638517e-06,1.1852155612474666e-05,False,False,True,False,False,False,True,4.966014163109638,24732,981,False
B,event_driven,20,C1_bert_s2,23551,981,6.08893774196591,1.6298265044598699e-09,2.770705057581779e-08,False,False,True,False,False,False,True,6.170036082458223,24732,981,False
B,event_driven,20,C2_finbert_s1,23551,981,4.998400746053913,6.8449532766551e-07,6.8449532766551e-06,False,False,True,False,False,False,True,5.170794757569811,24732,981,False
B,event_driven,20,C2_finbert_s2,23551,981,4.517838350812373,7.0084443116302925e-06,4.905911018141205e-05,False,False,True,False,False,False,True,4.598223226147932,24732,981,False
B,event_driven,20,C2_finbert_s3,23551,981,4.639199067882076,3.971809904802705e-06,3.177447923842164e-05,False,False,True,False,False,False,True,4.698664187775159,24732,981,False
B,event_driven,20,C2_finbert_s4,23551,981,6.255883510929923,5.896700034316581e-10,1.0614060061769845e-08,False,False,True,False,False,False,True,6.405149406020039,24732,981,False
B,event_driven,20,C3_roberta_s1,23551,981,5.951920153603757,3.686923211843514e-09,5.530384817765271e-08,False,False,True,False,False,False,True,6.102389316266261,24732,981,False
B,event_driven,20,C4_longformer,23551,981,5.7400652621281765,1.261273866623755e-08,1.6824131128672332e-07,False,False,True,False,False,False,True,5.844448546443935,24732,981,False
B,event_driven,20,C5_qwen3,23551,981,5.2825732135040635,1.569600939974835e-07,1.7265610339723186e-06,False,False,True,False,False,False,True,5.690484928988809,24732,981,False
B,event_driven,20,C5_gteqwen2,23551,981,5.645665269009331,2.154338670066445e-08,2.5852064040797337e-07,False,False,True,False,False,False,True,6.107884643341937,24732,981,False
B,event_driven,20,C5_e5mistral,23551,981,6.050293763530418,2.055172967193364e-09,3.2882767475093824e-08,False,False,True,False,False,False,True,6.345526699469995,24732,981,False
B,event_driven,20,D1_concat_mlp,23551,981,6.8352399130462,1.4372840934856449e-11,2.7308397776227254e-10,False,False,True,False,False,False,True,6.951493701270104,24732,981,False
B,event_driven,20,D2_gated_fusion,23551,981,5.748526092310631,1.2017236520480236e-08,1.6824131128672332e-07,False,False,True,False,False,False,True,5.81331987943087,24732,981,False
B,event_driven,20,D3_qwen3,23551,981,4.439986798235604,1.0018517160469115e-05,6.011110296281469e-05,False,False,True,False,False,False,True,4.392756630363673,24732,981,False
B,event_driven,20,D3_gteqwen2,23551,981,3.8746845376647774,0.00011385963119548007,0.0004554385247819203,False,False,True,False,False,False,True,3.842817844076448,24732,981,False
B,event_driven,20,D3_e5mistral,23551,981,4.399691166957319,1.2028004940893835e-05,6.014002470446917e-05,False,False,True,False,False,False,True,4.435720527777647,24732,981,False
B,combined,5,A3_garch,31443,996,-4.369851374018897,1.3737858318359398e-05,4.121357495507819e-05,True,True,False,True,True,True,False,-4.335502702738861,33060,996,False
B,combined,5,A4_egarch,31443,996,0.41304963032149444,0.6796592461210671,0.6796592461210671,False,False,False,True,False,False,False,0.3642258715723164,33060,996,False
B,combined,5,A5_arima,31443,996,1.403987126768088,0.1606347215137426,0.3212694430274852,False,False,False,True,False,False,False,1.4352713114156614,33060,996,False
B,combined,5,B2_tfidf_ridge,31443,996,9.806564004880675,9.8110540258764e-22,1.373547563622696e-20,False,False,True,False,False,False,True,10.099639498671314,33060,996,False
B,combined,5,C1_bert_s1,31443,996,10.355030972624862,6.196610300434157e-24,1.1153898540781483e-22,False,False,True,False,False,False,True,10.671511485499142,33060,996,False
B,combined,5,C1_bert_s2,31443,996,10.276325238940993,1.2990497885559829e-23,2.0905556417718286e-22,False,False,True,False,False,False,True,10.522542899195123,33060,996,False
B,combined,5,C2_finbert_s1,31443,996,7.904907309660683,7.087910263805871e-15,3.543955131902936e-14,False,False,True,False,False,False,True,8.105805554893735,33060,996,False
B,combined,5,C2_finbert_s2,31443,996,9.05302486222219,7.1669295821754695e-19,7.16692958217547e-18,False,False,True,False,False,False,True,9.21269985822927,33060,996,False
B,combined,5,C2_finbert_s3,31443,996,9.942809222664065,2.8460071845171495e-22,4.2690107767757244e-21,False,False,True,False,False,False,True,10.185653374931205,33060,996,False
B,combined,5,C2_finbert_s4,31443,996,10.28217165803914,1.229738612806958e-23,2.0905556417718286e-22,False,False,True,False,False,False,True,10.63642571346307,33060,996,False
B,combined,5,C3_roberta_s1,31443,996,9.4098072605582,3.332165676888187e-20,3.998598812265824e-19,False,False,True,False,False,False,True,9.627743171651264,33060,996,False
B,combined,5,C4_longformer,31443,996,9.761704767276271,1.4702072659973017e-21,1.9112694457964923e-20,False,False,True,False,False,False,True,10.05563503959715,33060,996,False
B,combined,5,C5_qwen3,31443,996,8.728670337089145,1.0711445954204938e-17,9.640301358784444e-17,False,False,True,False,False,False,True,9.133935607012411,33060,996,False
B,combined,5,C5_gteqwen2,31443,996,8.663962488504769,1.8192585595418908e-17,1.4554068476335126e-16,False,False,True,False,False,False,True,9.150829787241666,33060,996,False
B,combined,5,C5_e5mistral,31443,996,9.094778573636622,5.029995348656382e-19,5.5329948835220194e-18,False,False,True,False,False,False,True,9.526910352745595,33060,996,False
B,combined,5,D1_concat_mlp,31443,996,10.482201554155235,1.856324232919188e-24,3.527016042546457e-23,False,False,True,False,False,False,True,10.550901460773405,33060,996,False
B,combined,5,D2_gated_fusion,31443,996,10.808766474050161,7.971189799738686e-26,1.5942379599477372e-24,False,False,True,False,False,False,True,10.897313349599926,33060,996,False
B,combined,5,D3_qwen3,31443,996,8.27350694065813,4.1449863890106014e-16,2.901490472307421e-15,False,False,True,False,False,False,True,8.324841624786815,33060,996,False
B,combined,5,D3_gteqwen2,31443,996,6.932160290785184,7.443691778711018e-12,2.977476711484407e-11,False,False,True,False,False,False,True,7.075940015806863,33060,996,False
B,combined,5,D3_e5mistral,31443,996,8.214271376133686,6.589895618781495e-16,3.953937371268897e-15,False,False,True,False,False,False,True,8.331938848962977,33060,996,False
B,combined,10,A3_garch,31336,991,-3.5274259453304153,0.00043887670927528064,0.001316630127825842,True,True,False,True,True,True,False,-3.593014248740141,32934,991,False
B,combined,10,A4_egarch,31336,991,0.46721829210469734,0.640446520911555,1.0,False,False,False,True,False,False,False,0.408348702423532,32934,991,False
B,combined,10,A5_arima,31336,991,0.5350138620706074,0.5927604167533842,1.0,False,False,False,True,False,False,False,0.3882902099764204,32934,991,False
B,combined,10,B2_tfidf_ridge,31336,991,8.369024154145675,1.9624935291191228e-16,3.924987058238245e-15,False,False,True,False,False,False,True,8.595729324996695,32934,991,False
B,combined,10,C1_bert_s1,31336,991,5.1368567389968645,3.3638961279139493e-07,1.6819480639569748e-06,False,False,True,False,False,False,True,5.361722105839149,32934,991,False
B,combined,10,C1_bert_s2,31336,991,6.896945985762111,9.460939766469428e-12,1.1353127719763313e-10,False,False,True,False,False,False,True,7.093603770609032,32934,991,False
B,combined,10,C2_finbert_s1,31336,991,5.393941737478567,8.623011533907236e-08,5.173806920344342e-07,False,False,True,False,False,False,True,5.674772835671923,32934,991,False
B,combined,10,C2_finbert_s2,31336,991,7.1330301500398745,1.893956919941708e-12,2.6515396879183914e-11,False,False,True,False,False,False,True,7.360102892241689,32934,991,False
B,combined,10,C2_finbert_s3,31336,991,5.852167005202318,6.5912438046392285e-09,5.932119424175306e-08,False,False,True,False,False,False,True,6.00603919738774,32934,991,False
B,combined,10,C2_finbert_s4,31336,991,6.418782751267262,2.1271856858721794e-10,2.1271856858721793e-09,False,False,True,False,False,False,True,6.567549121672711,32934,991,False
B,combined,10,C3_roberta_s1,31336,991,7.567374961489723,8.693746312684918e-14,1.5648743362832852e-12,False,False,True,False,False,False,True,7.811037847761331,32934,991,False
B,combined,10,C4_longformer,31336,991,7.117284695845678,2.1115182421758913e-12,2.7449737148286587e-11,False,False,True,False,False,False,True,7.322820404052107,32934,991,False
B,combined,10,C5_qwen3,31336,991,7.157757717402161,1.595964403896767e-12,2.3939466058451505e-11,False,False,True,False,False,False,True,7.539098167701809,32934,991,False
B,combined,10,C5_gteqwen2,31336,991,7.209022353740316,1.1173250616167882e-12,1.787720098586861e-11,False,False,True,False,False,False,True,7.54782782995481,32934,991,False
B,combined,10,C5_e5mistral,31336,991,7.50099410589143,1.4064522705989965e-13,2.390968860018294e-12,False,False,True,False,False,False,True,7.85610357717436,32934,991,False
B,combined,10,D1_concat_mlp,31336,991,6.807675233247847,1.716921730808098e-11,1.888613903888908e-10,False,False,True,False,False,False,True,6.8926263012285665,32934,991,False
B,combined,10,D2_gated_fusion,31336,991,7.703038335215227,3.2161150096875054e-14,6.11061851840626e-13,False,False,True,False,False,False,True,7.753209988140707,32934,991,False
B,combined,10,D3_qwen3,31336,991,5.851473918845093,6.6178510270489175e-09,5.932119424175306e-08,False,False,True,False,False,False,True,5.666256552468537,32934,991,False
B,combined,10,D3_gteqwen2,31336,991,4.699665205448757,2.9742940442214356e-06,1.1897176176885743e-05,False,False,True,False,False,False,True,4.778912067583202,32934,991,False
B,combined,10,D3_e5mistral,31336,991,5.650535662130875,2.090450986487077e-08,1.4633156905409538e-07,False,False,True,False,False,False,True,5.729817524127171,32934,991,False
B,combined,20,A3_garch,31077,981,-3.5671325341156312,0.00037836987857088047,0.0015134795142835219,True,True,False,True,True,True,False,-3.6059147818216584,32634,981,False
B,combined,20,A4_egarch,31077,981,0.3147763686010063,0.7529984610675677,1.0,False,False,False,True,False,False,False,0.3143783620119482,32634,981,False
B,combined,20,A5_arima,31077,981,0.038094742832426816,0.9696199013889811,1.0,False,False,False,True,False,False,False,-0.0186218863329872,32634,981,False
B,combined,20,B2_tfidf_ridge,31077,981,7.0086860092655145,4.47175976979831e-12,8.496343562616789e-11,False,False,True,False,False,False,True,7.147984237408504,32634,981,False
B,combined,20,C1_bert_s1,31077,981,6.496766164964204,1.3034769465418e-10,2.34625850377524e-09,False,False,True,False,False,False,True,6.635645325541253,32634,981,False
B,combined,20,C1_bert_s2,31077,981,6.171093944321725,9.912168645703477e-10,1.5859469833125563e-08,False,False,True,False,False,False,True,6.2493457050336785,32634,981,False
B,combined,20,C2_finbert_s1,31077,981,5.1631812838653,2.9397173107702257e-07,2.645745579693203e-06,False,False,True,False,False,False,True,5.261979820541721,32634,981,False
B,combined,20,C2_finbert_s2,31077,981,5.78108541074597,9.97053977821942e-09,1.1964647733863305e-07,False,False,True,False,False,False,True,5.850776346351826,32634,981,False
