disc,model,h,n_test,n_days_test,genuine,swap_frac_test,real_rel_pct,swap_rel_pct,swap_dm_clustered,swap_p_clustered,retention_vs_real,wd_random_rel_pct,firmref_real_rel_pct,firmref_swap_rel_pct,firmref_swap_dm,firmref_swap_p,firmref_retention
long_form,C1_bert_s1,20,7902,794,True,0.9400151860288535,2.950124040620903,1.0278879981173348,-5.114176591219253,3.9541911467944334e-07,0.3484219592003998,-1.969158147240325,,,,,
long_form,C2_finbert_s1,5,7951,809,True,0.9395044648471891,0.5621361399397723,0.17579422745585194,0.014546650959495694,0.9883974520673837,0.3127253612882578,-0.0858133210214548,,,,,
long_form,C2_finbert_s1,10,7933,803,True,0.9398714231690407,4.55810848141576,1.8468900812030273,-4.806017800392176,1.8380570405718938e-06,0.40518782927899477,0.0098833102760914,,,,,
long_form,C2_finbert_s1,20,7902,794,False,0.9400151860288535,-0.08374310429343669,0.023600200205097014,1.1746058699027486,0.2405050287472532,,-0.0768178892160901,,,,,
long_form,C2_finbert_s2,5,7951,809,True,0.9395044648471891,1.733647133918385,0.5913128712335995,-1.9884337024010383,0.04710071521045717,0.3410802923297982,-0.0315566166784509,,,,,
long_form,C2_finbert_s2,10,7933,803,True,0.9398714231690407,0.24353230058839478,-0.23305961063143685,4.841750713463767,1.5442365566155471e-06,-0.9569967107785906,-0.5619853102713371,,,,,
long_form,C2_finbert_s2,20,7902,794,False,0.9400151860288535,-5.189522358036292,-3.9094200134910144,-0.34616429850967934,0.7293110652752866,,-4.469401459612895,,,,,
long_form,C2_finbert_s3,5,7951,809,True,0.9395044648471891,2.386963439261433,0.7333282974360384,-2.0473273750776153,0.040948866132369595,0.30722225794247715,-0.0261714969725448,,,,,
long_form,C2_finbert_s3,10,7933,803,True,0.9398714231690407,3.0309953748126643,1.4176416247589922,-3.5313331549829026,0.00043707011652384685,0.46771487562781644,-0.1346502725492616,,,,,
long_form,C2_finbert_s3,20,7902,794,False,0.9400151860288535,-0.7577394756180948,-1.096105202301554,-0.37525421832002986,0.7075717553774589,,1.6588370034498436,,,,,
long_form,C2_finbert_s4,5,7951,809,False,0.9395044648471891,-1.0912473387564317,-1.609680705222417,2.621729807535887,0.008913058859124922,,-1.397526962601081,,,,,
long_form,C2_finbert_s4,10,7933,803,True,0.9398714231690407,2.280783498232488,0.7692775322228609,-4.225452294223943,2.6584753538344314e-05,0.33728652141644255,-0.4878994886641889,,,,,
long_form,C2_finbert_s4,20,7902,794,True,0.9400151860288535,3.453562065421156,1.120161276263397,-5.594001207805224,3.0555593433155264e-08,0.3243495426009653,-2.1918471636975405,,,,,
long_form,C3_roberta_s1,5,7951,809,True,0.9395044648471891,0.6742480435965201,0.21996669565522298,-3.8249333421090785,0.00014088419489920938,0.32624002063379254,-0.6080885024798892,,,,,
long_form,C3_roberta_s1,10,7933,803,True,0.9398714231690407,1.9773753930897622,0.5045255056100083,-3.070161339859513,0.0022115653599618017,0.25514907658563424,-0.0134733257422975,,,,,
long_form,C3_roberta_s1,20,7902,794,True,0.9400151860288535,0.23680867828555943,0.07729477668737798,1.2230960910488244,0.22165674558422388,0.3264017908759698,-0.0869926863852344,,,,,
long_form,C4_longformer,5,7951,809,True,0.9395044648471891,1.5263781171705129,0.8457502998239512,-3.290136547871762,0.0010447772552649218,0.5540896389367405,-0.1298711628636766,,,,,
long_form,C4_longformer,10,7933,803,False,0.9398714231690407,-2.60763409942578,-1.926398287349526,7.708626375267532,3.762502997871759e-14,,-3.5941546797317763,,,,,
long_form,C4_longformer,20,7902,794,False,0.9400151860288535,-9.341306531512824,-7.29241096528864,3.459285203708957,0.0005705200902498537,,-7.577642817664109,,,,,
long_form,C6_llmtext,5,7951,809,True,0.9395044648471891,1.7942379073494623,0.6511821339727688,-4.310604047846416,1.829018105025757e-05,0.3629296490200274,-0.0279428005983672,,,,,
long_form,C6_llmtext,10,7933,803,True,0.9398714231690407,2.2515608914093357,0.9210430309671312,-6.292172567757587,5.145617894869543e-10,0.4090686751938635,-0.3579753076813753,,,,,
long_form,C6_llmtext,20,7902,794,False,0.9400151860288535,0.2748020035212486,-0.1233087651080572,3.73609150597293,0.00020030227278358106,-0.4487185811166131,-0.3136445007547275,,,,,
long_form,D1_concat_mlp,5,7951,809,False,0.9395044648471891,-0.013414154060060515,-0.255942135702731,2.2701035783659287,0.02346390090142613,,0.1652264725198369,,,,,
long_form,D1_concat_mlp,10,7933,803,False,0.9398714231690407,0.18316186871919476,0.39496579261691794,1.5786719350660117,0.11480563815010604,2.1563756440072117,0.112065893162247,,,,,
long_form,D1_concat_mlp,20,7902,794,False,0.9400151860288535,-0.08056613179016414,-0.5119593670289403,1.3533959295874014,0.1763148267378517,,-0.2315300517290464,,,,,
long_form,D2_gated_fusion,5,7951,809,False,0.9395044648471891,-0.11710510188521596,-0.6761501114927593,2.349494120916159,0.01903877529245596,,0.1483185732737138,,,,,
long_form,D2_gated_fusion,10,7933,803,False,0.9398714231690407,0.13488153824169688,0.2155869908181341,1.2845420500282152,0.19932326386820629,1.5983432101124138,0.0784280212194613,,,,,
long_form,D2_gated_fusion,20,7902,794,False,0.9400151860288535,-6.000683385285942,-0.019178187188829673,-1.181287859024554,0.23784253661950017,,-1.1207986978881597,,,,,
long_form,D4_llmfused,5,7951,809,True,0.9395044648471891,0.14923786045547727,-0.7486094043104683,2.7220471734097123,0.006627616893446414,-5.016216407992554,0.0464446490281062,,,,,
long_form,D4_llmfused,10,7933,803,False,0.9398714231690407,-0.14827276179764762,0.5910403216611613,0.8840455180684743,0.3769365789971645,,0.2326183908947567,,,,,
long_form,D4_llmfused,20,7902,794,True,0.9400151860288535,0.6049002013926658,0.43152092374642237,-0.7565704762495029,0.4495319403727775,0.7133754010214063,-0.2918417833214445,,,,,
event_driven,B1_bow_ridge,5,25109,996,True,0.9453184117248795,1.331417884609428,0.3327609732671548,-0.635211261148462,0.5254366860731539,0.24992977570281805,-0.0318308094960241,,,,,
event_driven,B1_bow_ridge,10,25001,991,True,0.9448422063117475,1.228718774588584,0.1304045588033589,0.23760561832216695,0.812236155306609,0.10613051700705291,-0.0281128557729033,,,,,
event_driven,B1_bow_ridge,20,24732,981,True,0.9454148471615721,1.5311119888873268,0.15832850209815352,-0.8811098807229815,0.37847438754345997,0.10340752554175499,-0.0112147630281152,,,,,
event_driven,B2_tfidf_ridge,5,25109,996,True,0.9453184117248795,1.2074814852932854,0.22059277073937403,0.4332751136393249,0.6649088249035233,0.18268832559846185,-0.0497843669222856,,,,,
event_driven,B2_tfidf_ridge,10,25001,991,True,0.9448422063117475,1.3547084106734635,0.27166160210842677,-0.5556440164759973,0.5785797745367751,0.20053142061277687,-0.016252492286655,,,,,
event_driven,B2_tfidf_ridge,20,24732,981,True,0.9454148471615721,1.8397238316944147,0.08878433664281642,-0.41646729413451977,0.6771592899031658,0.048259600225455924,0.0021020534414159,,,,,
event_driven,B3_lm_linear,5,25109,996,True,0.9453184117248795,0.2476552098957819,0.0391189171066219,0.5154712565186548,0.606338256447138,0.1579571741013803,0.036778138546624,,,,,
event_driven,B3_lm_linear,10,25001,991,True,0.9448422063117475,0.2001155233282068,0.07573655703119454,-0.39597124016090285,0.6922115656196138,0.37846417794875425,0.0001951985232267,,,,,
event_driven,B3_lm_linear,20,24732,981,False,0.9454148471615721,0.25951126075034137,-0.0820956801876131,0.42844374598737417,0.6684222298506203,-0.3163472750671576,-0.0137594138765519,,,,,
event_driven,B4_lm_features,5,25109,996,True,0.9453184117248795,0.18422372154729966,-0.041495663094627065,1.51331191150039,0.1305180048061194,-0.22524603642844662,0.0237725997307403,,,,,
event_driven,B4_lm_features,10,25001,991,True,0.9448422063117475,0.08201157078128112,-0.03187480617791574,-0.016381128756100188,0.986933635395063,-0.3886623055047138,-0.0065616702403659,,,,,
event_driven,B4_lm_features,20,24732,981,True,0.9454148471615721,0.24703499483072924,-0.0025241737176640976,0.22455842283899297,0.8223696228568321,-0.01021787912839509,-0.0042665883441796,,,,,
event_driven,C2_finbert_s1,5,25109,996,False,0.9453184117248795,2.1354108463976527,1.1003889437268264,-3.689326441103237,0.00023703152205360468,0.5153054952320467,-0.1011950759323202,,,,,
event_driven,C2_finbert_s1,10,25001,991,True,0.9448422063117475,2.103684316886877,0.8630946016190705,-3.2654074191564155,0.0011305576932445173,0.4102776232587574,-0.1360278818327526,,,,,
event_driven,C2_finbert_s1,20,24732,981,False,0.9454148471615721,0.9196526269056869,-2.4714839374989745,2.9121692470623364,0.0036706822365223414,-2.6874102951400936,-0.640346186721465,,,,,
event_driven,C6_llmtext,5,25109,996,True,0.9453184117248795,1.2140902851029933,0.5055916100098231,-2.517261937627305,0.011983260801098896,0.4164365831878252,0.042441694255347,0.4480711178250448,0.05077608882795809,-2.262825963348204,0.02386128909906087,0.11332149475384011
event_driven,C6_llmtext,10,25001,991,True,0.9448422063117475,0.9983330757402845,0.1768894264127996,-0.07867261389336812,0.937308927132138,0.17718478002106905,0.0105185680092317,0.2527726804253387,0.01645319520942334,-0.7610946871419182,0.4467817577411107,0.06509087604616794
event_driven,C6_llmtext,20,24732,981,False,0.9454148471615721,0.6582441286840103,0.06484536019471686,0.16183592808848035,0.8714684184681246,0.0985126298419987,-0.0203064214665132,0.19586881628456262,0.030682753385804677,-1.5615488776436484,0.11871714971073666,0.15664950637792227
event_driven,D2_gated_fusion,5,25109,996,False,0.9453184117248795,0.5087523314740983,0.48187660453529796,-1.1659658122737977,0.2439076736087248,0.9471732603938571,0.0955288639838799,,,,,
event_driven,D2_gated_fusion,10,25001,991,False,0.9448422063117475,0.2308031510747592,0.07135251164851926,-0.16427260647929048,0.8695500775137865,0.3091487759861976,-0.0094839093223448,,,,,
event_driven,D2_gated_fusion,20,24732,981,False,0.9454148471615721,-2.869476411334253,0.33795921419126906,-2.051287872016342,0.04050431537069698,,-1.1055589694395371,,,,,
event_driven,D4_llmfused,5,25109,996,False,0.9453184117248795,-0.012764373142357581,0.34739688049459055,-0.6957068590462324,0.48677488528319884,,0.057128627450591,,,,,
event_driven,D4_llmfused,10,25001,991,False,0.9448422063117475,-0.008015679387591252,0.5160925854115875,-1.6108583599754227,0.10752935665125714,,0.0466892370686494,,,,,
event_driven,D4_llmfused,20,24732,981,False,0.9454148471615721,-0.3547645092034865,0.6236050293796396,-3.646910727196459,0.00027938416133595006,,-0.8824814645096799,,,,,
