disc,model,h,n_seeds,b_n_test,b_n_test2,b_n_days,b_qlike_R,b_mde,b_placebo_dm,b_genuine,b_conj,b_primary_rel,b_primary_dm,b_primary_p,b_primary_holm,b_primary_detect,b_firm_rel,b_firm_dm,b_firm_p,b_firm_holm,b_firm_detect,b_pool_rel,b_pool_dm,b_pool_p,b_pool_holm,b_pool_detect,c_n_test,c_n_test2,c_n_days,c_qlike_R,c_mde,c_placebo_dm,c_genuine,c_conj,c_primary_rel,c_primary_dm,c_primary_p,c_primary_holm,c_primary_detect,c_firm_rel,c_firm_dm,c_firm_p,c_firm_holm,c_firm_detect,c_pool_rel,c_pool_dm,c_pool_p,c_pool_holm,c_pool_detect,a_n_test,a_qlike_R,a_rel,a_dm,a_holm,a_placebo_dm,a_genuine,a_primary_detect,a_firm_detect,a_pool_detect,a_conj,a_firm_rel,a_firm_dm,a_pool_rel,a_pool_dm,a_mde,b_i03_har_detect,b_i03_firm_detect,b_i03_pool_detect,b_i03_all3_detect,b_i05_har_detect,b_i05_firm_detect,b_i05_pool_detect,b_i05_all3_detect,b_i10_har_detect,b_i10_firm_detect,b_i10_pool_detect,b_i10_all3_detect,c_i03_har_detect,c_i03_firm_detect,c_i03_pool_detect,c_i03_all3_detect,c_i05_har_detect,c_i05_firm_detect,c_i05_pool_detect,c_i05_all3_detect,c_i10_har_detect,c_i10_firm_detect,c_i10_pool_detect,c_i10_all3_detect
event_driven,B4_lm_features,10,1,23788,21706,991,0.08558081173657464,0.016372712393440472,0.8008703362604098,False,False,-0.01754548299198094,1.9915181825119515,0.04669836460603995,0.7730780590532808,False,0.057485746006695544,-1.9551777579151126,0.050843148994039356,0.8134903839046297,False,-0.022418554357473253,2.2865428524543394,0.022432944099999963,0.6954212670999989,False,23784,21702,991,0.08539055344066682,0.015181406191990661,0.7266306473119777,False,False,-0.016660791108397986,2.067605982115778,0.03893645615249741,0.661919754592456,False,0.06018996660817424,-2.003403799913014,0.04540612658194441,0.8173102784749994,False,-0.021228805056259483,2.3212880075815745,0.020473591378312596,0.6551549241060031,False,25001,0.0882766693476687,0.0820115707812811,-2.1037986518046754,0.6041020667328117,-0.0500919307573637,False,False,False,False,False,0.1304350276414691,-2.603464665906097,0.084346348343745,-2.389161741934022,0.0788592152486415,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
event_driven,B4_lm_features,20,1,23551,21247,981,0.06222246258861333,0.36912380534403016,0.3175791380050511,False,False,0.21556373627378103,-1.9370168885462782,0.05303040372996123,0.7730780590532808,False,0.09380281881454157,-1.951987412915574,0.05122419384502637,0.8134903839046297,False,0.055628722580271836,-1.0439431317824497,0.29676914025128603,1.0,False,23547,21243,981,0.06216360505514015,0.372554855529442,0.46898952580801134,False,False,0.2187939795053697,-1.9408517515624488,0.05256271967964184,0.7358780755149857,False,0.09461802522167069,-1.9586452123501272,0.05043765313382727,0.8173102784749994,False,0.059688523315139214,-1.0687233564972582,0.2854575153354571,1.0,False,24732,0.0645388688828226,0.2470349948307292,-2.010255968836495,0.6568554837965714,0.4693091454855822,False,False,False,False,False,0.1101905017582833,-2.382057639690876,0.0855867687723877,-1.129261302492761,0.3722963405380629,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,True,True
event_driven,C2_finbert_s1,5,3,23878,22713,996,0.12379711354753986,0.8499396400518715,1.194751787576637,True,False,2.555181617881997,-6.242297536978403,6.3738313591597e-10,3.569345561129432e-08,True,-0.19431463008161595,6.099636253538743,1.5199952991882387e-09,9.119971795129433e-08,False,0.534458947174375,-2.5884054278539343,0.009782752219081953,0.3562654207131479,False,23874,22709,996,0.12352303212931895,0.8500513885680803,2.0309194786705054,False,False,2.5390914018562283,-6.186881070794457,8.952173956222726e-10,5.013217415484726e-08,True,-0.1976782396331542,6.069746401079071,1.8194866059161236e-09,1.0916919635496742e-07,False,0.5409402572304907,-2.6084425592210727,0.009231874729817763,0.34157936500325725,False,25109,0.1265103053816432,2.572478825713876,-5.916488835944067,2.621478756891743e-07,-1.7185280711027644,True,True,False,False,False,-0.0614445868760064,5.704469221239293,0.7680609431451304,-2.4133212539252327,0.8613560248868002,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,C2_finbert_s1,10,3,23788,21706,991,0.08558081173657464,0.8776233180547068,0.0663840700055045,True,False,2.4643267294263334,-6.382065530136595,2.67975617135695e-10,1.554258579387031e-08,True,-0.7804951673061421,6.821682901331429,1.5643480208976186e-11,1.0481131740014044e-09,False,0.0689813628610207,0.2172711942402274,0.8280417729815326,1.0,False,23784,21702,991,0.08539055344066682,0.8762916275676097,0.03710165701176786,True,False,2.4519084290308006,-6.337448463281094,3.542284687576705e-10,2.089947965670256e-08,True,-0.7878862782261209,6.848853970786061,1.3053555641473904e-11,8.745882279787516e-10,False,0.07919620783561764,0.15830024607828844,0.8742524975473978,1.0,False,25001,0.0882766693476687,2.416447747621683,-5.683191175711201,9.90794458739215e-07,0.956671989777124,True,True,False,False,False,-0.665345769020464,6.27934614810235,0.084289036510691,0.4644870036587102,0.9257119926244975,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,C2_finbert_s1,20,3,23551,21247,981,0.06222246258861333,2.900757654862153,-0.27803420646841037,False,False,1.643238073870786,-1.9312867698880707,0.05373571071279681,0.7730780590532808,False,-0.6018572431386084,2.5243948006818573,0.011746727496194907,0.2584280049162879,False,-1.6035592131850431,1.9550181284121346,0.05086488427706601,1.0,False,23547,21243,981,0.06216360505514015,2.9097383409940414,-0.1309015668328974,False,False,1.605598363396315,-1.882837463219273,0.06001840755836916,0.7358780755149857,False,-0.6014509314545631,2.502741389380113,0.012485425211846363,0.27467935466062,False,-1.581557622741032,1.9157482783849236,0.055687878248327626,1.0,False,24732,0.0645388688828226,1.5777271546898122,-1.944580950733626,0.6568554837965714,0.3252843538123294,False,False,False,False,False,-0.6133885371116714,2.7252104191223587,-1.5939213562805028,1.9705202357448448,2.632704361067808,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,C6_llmtext,5,1,23878,22713,996,0.12379711354753986,0.5570376543406425,-0.6054626919582986,True,False,1.553336457990295,-6.01381366513396,2.5421504067614265e-09,1.3473397155835562e-07,True,0.7340141513728905,-6.109660836486536,1.4307735236847906e-09,8.727718494477222e-08,True,0.5277691310023397,-2.568000631633756,0.01037370578990603,0.363079702646711,False,23874,22709,996,0.12352303212931895,0.5575108388188571,-0.1696089587499315,True,False,1.545221185824113,-5.957285195269096,3.554645628465233e-09,1.9195086393712258e-07,True,0.7361272337919172,-6.088938945729205,1.6211929636644474e-09,9.88927707835313e-08,True,0.5373586496129373,-2.619197128514682,0.008947783015552045,0.3400157545909777,False,25109,0.1265103053816432,1.214090285102993,-5.0439839407429865,2.5459673161733564e-05,0.0978046252160152,True,True,True,False,False,0.5184357464578844,-4.979985795000874,0.3980001429655966,-1.9409022854154736,0.4988189620395194,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False
event_driven,C6_llmtext,10,1,23788,21706,991,0.08558081173657464,0.6842943837970197,-0.0831168598908992,True,False,1.3446325696523465,-4.43799672219737,1.0098897567719216e-05,0.00041405480027648784,True,0.47202451094091313,-5.574751404004282,3.1961705151057315e-08,1.8857406039123816e-06,True,0.19530137326711836,-0.43375703519508696,0.6645593865320922,1.0,False,23784,21702,991,0.08539055344066682,0.6887957567945262,0.5352176522333447,True,False,1.32825520892305,-4.3358060754596215,1.600775635998903e-05,0.0006563180107595502,True,0.4733144556691182,-5.553270217854622,3.601599763339367e-08,2.1249438603702263e-06,True,0.20221129501736443,-0.4687607210371858,0.6393438791868634,1.0,False,25001,0.0882766693476687,0.9983330757402844,-3.7577488053090367,0.0065328898240602,0.9450247416469738,True,True,True,False,False,0.2436713506495467,-4.431976212674084,0.1205721167264328,0.0477077148260328,0.5617470181472792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,C6_llmtext,20,1,23551,21247,981,0.06222246258861333,0.8504052345201484,0.02664945917346011,False,False,0.7664938902169738,-1.9751914540110433,0.048526705107741784,0.7730780590532808,False,0.3401053599270586,-4.0659307395380875,5.1677644287744134e-05,0.0022221387043729977,True,0.07883244919452341,0.0225864040485069,0.981984786926125,1.0,False,23547,21243,981,0.06216360505514015,0.8579836637762803,0.4975446260823735,False,False,0.7571987900422977,-1.9210694610443968,0.05501279656497846,0.7358780755149857,False,0.34275330158628237,-4.041796126365708,5.719906191886281e-05,0.0025167587244299635,True,0.08447838879305454,-0.003955001610085777,0.9968451784164435,1.0,False,24732,0.0645388688828226,0.6582441286840103,-1.9823432496516544,0.6568554837965714,1.113324442265921,False,False,True,False,False,0.2148651384537262,-3.5791928700599676,0.0861290724358363,-0.0223950754163396,0.7045588634652161,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
event_driven,D2_gated_fusion,5,3,23878,22713,996,0.12379711354753986,0.2913522388670256,-3.283290106652129,False,False,0.4627775797589269,-1.749460546997441,0.08051973207583406,0.8051973207583406,False,0.14441226793675044,-1.996507105460029,0.046150853307069854,0.7845645062201875,False,0.23335590228704542,-0.9033447712670353,0.3665615838819237,1.0,False,23874,22709,996,0.12352303212931895,0.3257825300817459,-2.6714738314899407,False,False,0.47473207369356457,-1.4705297738241243,0.14173447601014766,1.0,False,0.19141289439609163,-1.7725028748861504,0.07661705146119305,1.0,False,0.20820107903012885,-0.7503883558169535,0.4531982468801766,1.0,False,25109,0.1265103053816432,0.5585972538451281,-1.6982421674575825,0.9875218999540571,2.9963847143809583,False,False,False,False,False,0.2259413153681295,-2.146881492811954,0.2973195425409309,-0.9262484386567712,0.372381651987338,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True
event_driven,D2_gated_fusion,10,3,23788,21706,991,0.08558081173657464,0.3730707469710105,0.20266576212026907,False,False,0.179405690097151,0.02513160925092667,0.9799550522284733,1.0,False,0.09204715994296632,-0.039872365509322674,0.9682029217901983,1.0,False,0.04829329042192124,-0.2960675069048929,0.7672406196661341,1.0,False,23784,21702,991,0.08539055344066682,0.558863940248982,0.14385062124460274,False,False,0.06144077687234383,0.7954074049997691,0.42656721342475457,1.0,False,0.0526359218298415,0.6272165350500267,0.5306619282828257,1.0,False,0.029523540677511298,-0.0028855518376844007,0.9976982472615614,1.0,False,25001,0.0882766693476687,0.1774271968631476,-0.4168452725661294,1.0,-0.1969559753817605,False,False,False,False,False,0.0497315111588186,-0.9377852647449788,-0.016779483125831,0.7163913986315201,0.333591804007202,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True
event_driven,D2_gated_fusion,20,3,23551,21247,981,0.06222246258861333,2.3799608604959865,0.8289218361501642,False,False,-2.7602037128277415,3.426154453959612,0.0006376085949508745,0.017853040658624485,False,-8.238848645398258,3.976579930879935,7.505393526545757e-05,0.003002157410618303,False,-1.957305403133273,1.824284830427054,0.06841340731171264,1.0,False,23547,21243,981,0.06216360505514015,2.0994529208110633,0.8056038402732923,False,False,-2.3717706630899635,3.338958971307668,0.0008726096609332599,0.024320956070156205,False,-7.538867811011959,3.911411815157568,9.808478808469705e-05,0.003923391523387882,False,-1.8589058152535165,1.82152286314987,0.06883216044016281,1.0,False,24732,0.0645388688828226,-2.7641058005442423,3.546463387115302,0.0139031193313124,-0.4378879731686508,False,False,False,False,False,-7.992304558550873,4.004729491746128,-2.485594172890651,2.233383138748541,2.2466087072972147,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
event_driven,D4_llmfused,5,1,23878,22713,996,0.12379711354753986,0.05227871671721775,-1.255857814454561,False,False,-0.05934350330436123,3.688898192179819,0.00023742537102731565,0.00770567917454916,False,-0.13266224866447035,3.571437191232452,0.00037201908805915645,0.012276629905952163,False,0.06876920552915232,-2.8444554969870235,0.004539922001561406,0.19521664606714045,False,23874,22709,996,0.12352303212931895,0.12129656332788039,-1.4089188148002423,False,False,-0.1241347484739989,3.3535113630949063,0.0008280213231199375,0.024012618370478186,False,-0.17607177238534627,3.2575646579076882,0.0011617293505056113,0.03717533921617956,False,0.08418525620239035,-3.2785375905803487,0.0010796112486734805,0.05074172868765359,False,25109,0.1265103053816432,-0.0127643731423575,3.374459099814402,0.0241422230724349,1.5790303697057624,False,False,False,False,False,-0.0715131609277423,3.194192407098731,0.1139886284541762,-2.939099420533256,0.0117533858862142,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
event_driven,D4_llmfused,10,1,23788,21706,991,0.08558081173657464,0.07095359112792382,0.4378451933621368,False,False,-0.021394474842793623,1.444072446817358,0.14903497972720078,1.0,False,-0.049604148493931556,1.9269003153520428,0.05427799609964189,0.8134903839046297,False,-0.0017857809071824716,1.6649345120369428,0.09624223023491711,1.0,False,23784,21702,991,0.08539055344066682,0.10750290781343425,0.061554914672251534,False,False,-0.029982057439915655,1.352618782902476,0.1764862954448189,1.0,False,-0.06060486607431325,1.804732074229641,0.07142039110529667,1.0,False,-0.0004419142896158204,1.5214352421216657,0.12846996912070768,1.0,False,25001,0.0882766693476687,-0.0080156793875912,0.6577367535219839,1.0,-0.0774787603178632,False,False,False,False,False,-0.0208584760453533,0.9139820344370148,-0.0295755195925998,2.1080141951127715,0.0416583515471918,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False
event_driven,D4_llmfused,20,1,23551,21247,981,0.06222246258861333,0.19852559711078946,1.1077890736610723,False,False,-0.3512094839617911,4.421025348507707,1.0920444526172904e-05,0.0004368177810469162,False,-0.19269456781908717,2.801717534233969,0.0051832536855306345,0.12439808845273523,False,-0.21129786785863888,4.374363047387168,1.3482472341504337e-05,0.0007819833958072515,False,23547,21243,981,0.06216360505514015,0.18000545090008918,0.7414184000671502,False,False,-0.3100328671980437,4.266991310306161,2.1734151991959636e-05,0.0008693660796783854,False,-0.1604976774512866,2.6612196176085052,0.00791314867646467,0.18200241955868743,False,-0.2024462715931979,4.365207142655318,1.4048469445317148e-05,0.0008148112278283946,False,24732,0.0645388688828226,-0.3547645092034865,4.692019558122433,0.0001359258062186,-0.1865132663059708,False,False,False,False,False,-0.251193378631016,3.4799065321392475,-0.2427982814417879,4.498032630024709,0.2017466533270444,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
long_form,B1_bow_ridge,5,1,7565,7195,801,0.1174995853360352,0.804050717199813,-0.2825007798127541,True,False,1.2846563930830857,-4.078395128549142,4.988483585226389e-05,0.0018956237623860277,True,-0.47453914972811584,2.4443505145919056,0.014731171785510987,0.30935460749573074,False,0.5675409450817503,-2.7935056695585367,0.005341492550525466,0.2190011945715441,False,7564,7194,801,0.11707106726298135,0.8114105343497574,-0.2520289905990461,True,False,1.264836580924743,-3.8926550704267813,0.00010741539372501785,0.003759538780375625,True,-0.47710974829316555,2.318407982823444,0.020684209763131903,0.41368419526263805,False,0.5690349124205035,-2.7035490870928953,0.007009301592354221,0.27336276210181465,False,7951,0.1208687917631426,1.6453166106838288,-3.8343062389023346,0.0050213447569775,0.4266040577339112,True,True,False,False,False,-0.1384609402121484,2.577260531090889,0.8702402004086593,-2.4894682164675017,1.1077234659105355,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
long_form,B1_bow_ridge,10,1,7548,6829,795,0.08258568207389003,0.5567368476227759,0.06306119106690955,True,False,0.973852645019689,-4.21898464715186,2.737108202540751e-05,0.0010674721989908929,True,-3.0859343612425185,1.4701396664497468,0.14193942495873546,1.0,False,-0.015504068325951734,1.4164004905611935,0.1570696317197478,1.0,False,7547,6828,795,0.08206366827708587,0.5674006833231451,0.8948998402003685,True,False,0.9737510478111661,-4.122571396740007,4.140903250857743e-05,0.0016149522678345198,True,-3.05323652601558,1.4318882724032451,0.15258854866886137,1.0,False,-0.01565493006039816,1.3950667696676473,0.16340486241836194,1.0,False,7933,0.0872933905101671,1.4430793808168212,-4.14759093241594,0.0014501361479742,0.3876537309612839,True,True,False,False,False,-2.7204936922898173,1.5442329990067878,0.5055245411598753,-1.1633676149969523,0.8098215966030115,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
