disc,model,h,pool,rel_pct,dm,p,holm_p,genuine_raw,genuine_holm
event_driven,C2_finbert_s1,5,pool5 (paper),0.5684564618058107,-1.887484574102989,0.05938601469429543,0.9821373675146678,False,False
long_form,C2_finbert_s1,20,pool5 (paper),-0.013903550647308499,-1.831840789035464,0.06736431295854611,0.9821373675146678,False,False
long_form,B4_lm_features,20,pool5 (paper),-1.5541543078803324,1.7807779573084412,0.07534599598549277,0.9821373675146678,False,False
event_driven,B3_lm_linear,5,pool5 (paper),0.1607652035984077,-1.7723605939574307,0.07664066693215732,0.9821373675146678,False,False
long_form,C2_finbert_s2,20,pool5 (paper),-2.073813850820985,-1.768641720734384,0.07735265859578928,0.9821373675146678,False,False
long_form,B4_lm_features,5,pool5 (paper),0.02321054438689578,1.628283402949714,0.10386300392083363,0.9821373675146678,False,False
long_form,C1_bert_s1,5,pool5 (paper),-0.0026839542739312203,-1.5202115391073254,0.12885742478767537,0.9821373675146678,False,False
long_form,D4_llmfused,5,pool5 (paper),-0.10546414544363833,1.49702597830708,0.1347854018055635,0.9821373675146678,False,False
long_form,B3_lm_linear,5,pool5 (paper),-0.22090145237417086,-1.4896574156683038,0.13671294168504622,0.9821373675146678,False,False
event_driven,B4_lm_features,5,pool5 (paper),0.19489346531101637,-1.298001897052862,0.19458748407970078,0.9821373675146678,False,False
event_driven,B2_tfidf_ridge,10,pool5 (paper),-0.05760373791356284,1.2196747326063002,0.22287868827731777,0.9821373675146678,False,False
long_form,C2_finbert_s3,20,pool5 (paper),-4.74768301209409,1.208396883184235,0.22726851997662162,0.9821373675146678,False,False
long_form,B1_bow_ridge,10,pool5 (paper),0.5055245411598753,-1.1633676149969525,0.24504311954776964,0.9821373675146678,False,False
event_driven,B4_lm_features,20,pool5 (paper),0.08558676877238772,-1.129261302492761,0.2590639597202725,0.9821373675146678,False,False
long_form,C1_bert_s1,10,pool5 (paper),0.06398772135409463,0.9468971494719269,0.34399018742062937,0.9821373675146678,False,False
event_driven,B2_tfidf_ridge,20,pool5 (paper),-0.12739481289718926,0.928855906268381,0.3531924890860878,0.9821373675146678,False,False
event_driven,B1_bow_ridge,20,pool5 (paper),-0.2666154547425453,0.9165284608971035,0.3596152681902264,0.9821373675146678,False,False
event_driven,B1_bow_ridge,5,pool5 (paper),0.3122559643525115,-0.8080254589143752,0.4192690613158662,0.9821373675146678,False,False
event_driven,B1_bow_ridge,10,pool5 (paper),-0.15665235240116915,0.8062095219370352,0.4203156633675133,0.9821373675146678,False,False
long_form,D1_concat_mlp,20,pool5 (paper),-0.5648240624708888,0.727609360268013,0.467075663610481,0.9821373675146678,False,False
long_form,D2_gated_fusion,5,pool5 (paper),-0.04671267796032039,-0.7214508287179666,0.47084537221186323,0.9821373675146678,False,False
event_driven,B3_lm_linear,10,pool5 (paper),0.08734009939159869,-0.5133153866976421,0.607845251791822,0.9821373675146678,False,False
event_driven,B2_tfidf_ridge,5,pool5 (paper),0.14746509961938511,0.49152812096597076,0.6231613747640609,0.9821373675146678,False,False
long_form,D1_concat_mlp,5,pool5 (paper),-0.023136874454962632,0.46355730900843023,0.6430924723714485,0.9821373675146678,False,False
event_driven,B3_lm_linear,20,pool5 (paper),0.09408999720082992,-0.3424254993731628,0.7321041273939771,0.9821373675146678,False,False
event_driven,D2_gated_fusion,5,pool5 (paper),0.2561054925790931,-0.2646134149468027,0.7913620870572043,0.9821373675146678,False,False
event_driven,D2_gated_fusion,10,pool5 (paper),0.008442237927994284,-0.21711493737749352,0.8281635081158245,0.9821373675146678,False,False
event_driven,C2_finbert_s1,10,pool5 (paper),0.21100655250502665,-0.15353561286054523,0.878007197700566,0.9821373675146678,False,False
event_driven,C6_llmtext,10,pool5 (paper),0.1205721167264328,0.04770771482603288,0.9619588077024414,0.9821373675146678,False,False
long_form,C2_finbert_s1,5,pool5 (paper),0.08961393771107704,0.030206057271505597,0.9759103372386323,0.9821373675146678,False,False
event_driven,C6_llmtext,20,pool5 (paper),0.08612907243583634,-0.022395075416339696,0.9821373675146678,0.9821373675146678,False,False
long_form,B2_tfidf_ridge,20,pool7 (all),4.9551818432076,-6.236782943166298,7.389766469567885e-10,5.0989388640018405e-08,True,True
long_form,C2_finbert_s4,20,pool7 (all),2.8865805185472078,-5.958814655908337,3.877183375318252e-09,2.636484695216411e-07,True,True
event_driven,D4_llmfused,20,pool7 (all),-0.23359011424980647,4.39502823608774,1.228398958886508e-05,0.0008230273024539604,False,False
long_form,B1_bow_ridge,20,pool7 (all),2.2867384461219586,-3.7647204387645155,0.00017952666034884418,0.011848759583023716,True,True
long_form,C4_longformer,10,pool7 (all),-0.7217096610217709,3.388150417432418,0.0007396589966404398,0.04807783478162859,False,False
long_form,B2_tfidf_ridge,10,pool7 (all),2.2576947451856704,-3.2807645054573973,0.0010821675894612246,0.06925872572551837,True,False
long_form,C2_finbert_s4,5,pool7 (all),-1.0469146307501915,3.2701785505581973,0.0011213042540017199,0.07064216800210835,False,False
long_form,C2_finbert_s2,10,pool7 (all),0.1113191286795728,-3.2238476226946418,0.0013184689310801684,0.08174507372697044,True,False
long_form,C1_bert_s1,20,pool7 (all),1.716617396818017,-3.207810209786325,0.001393267043702464,0.08498928966585031,True,False
event_driven,C2_finbert_s1,20,pool7 (all),-2.147347364328979,3.073655280566351,0.002173030423506226,0.13038182541037358,False,False
event_driven,D4_llmfused,10,pool7 (all),-0.023841810474561274,3.0625186669756843,0.002254123974986752,0.13299331452421836,False,False
event_driven,C2_finbert_s1,5,pool7 (all),1.4402374722431968,-3.0206952902677497,0.0025863832246282425,0.15001022702843805,True,False
event_driven,D2_gated_fusion,20,pool7 (all),-3.3138683867235663,2.6151268256085594,0.009056442875235993,0.5162172438884516,False,False
long_form,D2_gated_fusion,20,pool7 (all),-7.010915695830089,2.5700783591852674,0.010355980620234668,0.5799349147331414,False,False
long_form,C6_llmtext,5,pool7 (all),0.8011625615173916,-2.5533626603181006,0.010855385354850824,0.5970461945167953,True,False
long_form,C2_finbert_s1,5,pool7 (all),0.7595202897595977,-2.3939332772211395,0.016900767437458657,0.9126414416227675,True,False
event_driven,C6_llmtext,5,pool7 (all),0.5270401250972659,-2.34458367716652,0.019244166709553825,0.999989540302623,True,False
long_form,B4_lm_features,10,pool7 (all),-0.7758203715621801,2.30610423684496,0.021371313157644654,0.999989540302623,False,False
long_form,D4_llmfused,20,pool7 (all),0.23710961918783466,-2.290378433828456,0.022271009772274718,0.999989540302623,True,False
long_form,C1_bert_s1,10,pool7 (all),-0.9090150865156229,2.272855445143717,0.023311450503874474,0.999989540302623,False,False
long_form,B4_lm_features,5,pool7 (all),-0.04406027731818899,2.2360215852061835,0.025628506339777098,0.999989540302623,False,False
long_form,C6_llmtext,20,pool7 (all),0.1636665952700754,-2.228042031831003,0.026168089874427553,0.999989540302623,True,False
long_form,D1_concat_mlp,10,pool7 (all),-0.12222773637219064,2.172428381385111,0.030129739218638363,0.999989540302623,False,False
long_form,B3_lm_linear,10,pool7 (all),0.08632399813370199,-2.109282422439882,0.03524455519991932,0.999989540302623,True,False
long_form,C6_llmtext,10,pool7 (all),0.537218713960012,-2.0891809510738413,0.03702132152110274,0.999989540302623,True,False
event_driven,B4_lm_features,10,pool7 (all),0.07177350346424854,-2.079925475754899,0.03778917246899394,0.999989540302623,True,False
long_form,C4_longformer,20,pool7 (all),-5.092682070281043,2.0806303504658334,0.03780039883275622,0.999989540302623,False,False
event_driven,B1_bow_ridge,20,pool7 (all),0.6608675350376007,-2.041858813886806,0.04143285749620181,0.999989540302623,True,False
long_form,D4_llmfused,10,pool7 (all),0.045874505180928,-2.0357428970320277,0.04212026728469395,0.999989540302623,True,False
event_driven,B4_lm_features,20,pool7 (all),0.18956667895086154,-1.930201282574803,0.053870200655906746,0.999989540302623,False,False
event_driven,B2_tfidf_ridge,20,pool7 (all),0.8757139344057744,-1.894973690918697,0.058389996524174335,0.999989540302623,False,False
long_form,B3_lm_linear,20,pool7 (all),1.5087564718505073,-1.844675684403868,0.06547164466671969,0.999989540302623,False,False
event_driven,B3_lm_linear,5,pool7 (all),0.2123415490090774,-1.7418522168153132,0.08184332164052946,0.999989540302623,False,False
long_form,C2_finbert_s2,5,pool7 (all),-0.4930860397717361,1.7239348235261172,0.08511033515703284,0.999989540302623,False,False
long_form,D2_gated_fusion,10,pool7 (all),-5.63768086094932,1.6922713384570882,0.09100145432081704,0.999989540302623,False,False
event_driven,B2_tfidf_ridge,5,pool7 (all),-0.19077461979269109,1.609696805254275,0.10778125415500146,0.999989540302623,False,False
long_form,B4_lm_features,20,pool7 (all),-1.5803542060116407,1.581443887354007,0.1141904521337798,0.999989540302623,False,False
long_form,C2_finbert_s2,20,pool7 (all),-1.9771631089476145,-1.5489140245991884,0.12181650332843563,0.999989540302623,False,False
long_form,C4_longformer,5,pool7 (all),0.11697200683628266,-1.430023237461012,0.15310521036135782,0.999989540302623,False,False
event_driven,D4_llmfused,5,pool7 (all),0.0456078572560511,-1.4172959231845506,0.15670947255306822,0.999989540302623,False,False
long_form,D1_concat_mlp,5,pool7 (all),-0.2860748694484951,1.411605198080786,0.15845947006007702,0.999989540302623,False,False
event_driven,B3_lm_linear,20,pool7 (all),0.26551922666429245,-1.3671370862729177,0.17189583773170763,0.999989540302623,False,False
event_driven,B3_lm_linear,10,pool7 (all),0.1691480038207279,-1.053380699421429,0.29242356837822,0.999989540302623,False,False
long_form,C1_bert_s1,5,pool7 (all),-0.10552240717071464,0.9857570412308301,0.3245537739519383,0.999989540302623,False,False
event_driven,B2_tfidf_ridge,10,pool7 (all),-0.018555409221967543,0.937921162573443,0.3485136816303284,0.999989540302623,False,False
long_form,C3_roberta_s1,20,pool7 (all),0.0468058775607125,0.8443125517316166,0.398759070459793,0.999989540302623,False,False
event_driven,B4_lm_features,5,pool7 (all),0.18452598012158275,-0.8407381878770106,0.4006966105318112,0.999989540302623,False,False
long_form,D1_concat_mlp,20,pool7 (all),0.17554549371837078,-0.8249221414973096,0.4096732768457008,0.999989540302623,False,False
long_form,C2_finbert_s3,20,pool7 (all),-3.1437920318707357,-0.7840005886725033,0.43328275833856517,0.999989540302623,False,False
long_form,C2_finbert_s3,10,pool7 (all),0.0033952568729560964,0.7117290729126331,0.4768495373298978,0.999989540302623,False,False
event_driven,B1_bow_ridge,10,pool7 (all),-0.15198680658957764,0.5663059079829407,0.5713141928656075,0.999989540302623,False,False
event_driven,D2_gated_fusion,10,pool7 (all),0.004553550739436855,-0.532728581230067,0.5943410289385826,0.999989540302623,False,False
long_form,B2_tfidf_ridge,5,pool7 (all),0.985338848326012,-0.5203311148161676,0.6029784136281444,0.999989540302623,False,False
long_form,C2_finbert_s4,10,pool7 (all),0.05023763078226925,-0.47170527772875825,0.6372716743594004,0.999989540302623,False,False
long_form,C2_finbert_s1,20,pool7 (all),-0.07824646515694693,-0.43445601158413005,0.6640800056004049,0.999989540302623,False,False
long_form,B3_lm_linear,5,pool7 (all),-0.8175869175798844,-0.41469364117489316,0.6784786291691898,0.999989540302623,False,False
long_form,C2_finbert_s1,10,pool7 (all),0.24649964515031236,-0.41028383265629365,0.6817126279396517,0.999989540302623,False,False
long_form,C2_finbert_s3,5,pool7 (all),0.5717223624809658,0.38345410478942543,0.7014861292698922,0.999989540302623,False,False
long_form,C3_roberta_s1,5,pool7 (all),0.17872424026978678,-0.3494556715147602,0.7268402570183903,0.999989540302623,False,False
event_driven,D2_gated_fusion,5,pool7 (all),0.2772504646573208,0.3473053174106626,0.728435403499768,0.999989540302623,False,False
long_form,B1_bow_ridge,5,pool7 (all),0.2866678471488408,0.3428268882348072,0.7318197803167222,0.999989540302623,False,False
long_form,D4_llmfused,5,pool7 (all),0.0690797837925926,0.30031351868437517,0.7640169306636352,0.999989540302623,False,False
long_form,D2_gated_fusion,5,pool7 (all),0.015139665603806252,-0.25204693003529266,0.8010702632309457,0.999989540302623,False,False
event_driven,B1_bow_ridge,5,pool7 (all),0.13027365858480833,0.24739379572776432,0.8046545136952493,0.999989540302623,False,False
event_driven,C6_llmtext,20,pool7 (all),0.1369964244125551,-0.2459521794016991,0.805770752158676,0.999989540302623,False,False
event_driven,C6_llmtext,10,pool7 (all),0.13008104365490497,0.17564010049217058,0.8606126141372938,0.999989540302623,False,False
long_form,C3_roberta_s1,10,pool7 (all),-1.4690435265858224,0.12960143591895953,0.8969158348673661,0.999989540302623,False,False
event_driven,C2_finbert_s1,10,pool7 (all),0.4908758263473058,-0.08667229188144181,0.9309495276402019,0.999989540302623,False,False
long_form,B1_bow_ridge,10,pool7 (all),0.8798095879684527,-1.3113571374527815e-05,0.999989540302623,0.999989540302623,False,False
