disc,model,h,seeds,n_seeds,n_test,n_days,n_outside_span,in_primary_grid,g_log_fixed,fixed_sig_q_clu,fixed_sig_q_legacy,fixed_mean_rel,fixed_pooled_rel,fixed_dm_clu,fixed_p_clu,fixed_boot_lo,fixed_boot_hi,fixed_placebo_dm,exp_sig_q_clu,exp_sig_q_legacy,exp_mean_rel,exp_pooled_rel,exp_dm_clu,exp_p_clu,exp_n_days,exp_boot_lo,exp_boot_hi,exp_placebo_dm,gap_sig_q_clu,gap_mean_rel,gap_pooled_rel,fixed_holm,exp_holm,genuine_fixed,genuine_exp,deploy_status,old_expanding_sig_q,old_fixed_sig_q,old_expanding_mean_rel,old_fixed_mean_rel,m1_rel,m1_dm_clu,m1_holm,m1_genuine
long_form,B4_lm_features,10,2026,1,7933,803,0,True,-0.2043456941564065,0,1,-0.9349763151172068,-0.9221600983274052,3.316927343955919,0.000951098609355897,0.0002468471412824248,0.0009435594085359901,-1.6878385951666228,1,4,0.3795912313652976,0.10146703240769395,-1.535492390421413,0.12505731600366493,803,-0.0010339141393340345,0.00011173464882461458,0.14270532619188145,1,1.3145675464825044,1.023627130735099,0.030435155499388702,1.0,False,False,null-null,,,,,-0.9221600983274052,3.316927343955919,0.027581859671321,False
long_form,B4_lm_features,20,2026,1,7902,794,0,True,-0.18756679414992258,0,0,-1.907120774506341,-1.9204741365980287,3.3821524016415694,0.0007544444710135919,0.00026651934671863427,0.0009467628894861141,-3.171423918774887,0,4,0.8262835962523913,0.5433586686948629,-1.2033013919592424,0.22921881335714375,794,-0.0009074340443760353,0.00016291851926388348,-0.5883340254145853,0,2.7334043707587323,2.4638328052928915,0.026405556485475715,1.0,False,False,null-null,,,,,-1.920474136598029,3.3821524016415694,0.0241422230724349,False
long_form,C1_bert_s1,5,2026+2027+2028,3,7951,809,0,True,0.5455345503021614,4,11,3.391684861994805,3.4197884844353266,-3.25022593301281,0.0012008597355670047,-0.00678796232062604,-0.001770757108919201,-0.031236879368891256,1,2,-7.190405298019822,-8.44939820139632,4.081550797100179,4.917991736631538e-05,809,0.006831972345512612,0.01866867151704817,0.14389139858375655,-3,-10.582090160014626,-11.869186685831647,0.03674029735223393,0.0030491548767115537,True,False,LOST-ON-DEPLOY,,,,,3.4197884844353266,-3.25022593301281,0.0331847847052435,True
long_form,C1_bert_s1,10,2026+2027+2028,3,7933,803,0,True,-0.12941107673468044,1,1,-0.7396533824327813,-0.8494885035576791,3.056213466134016,0.002315827064267231,0.0003086267029630094,0.0013106015434045182,-1.0194013345965918,1,2,-0.7354185853308975,0.9571101369941781,-1.0470063606012896,0.29541208069383135,803,-0.006192656655316158,0.0016485530843326937,-0.028962752005181436,0,0.0042347971018837915,1.8065986405518573,0.06021150367094801,1.0,False,False,null-null,,,,,-0.8494885035576791,3.056213466134016,0.0532640224781463,False
long_form,C1_bert_s1,20,2026+2027+2028,3,7902,794,0,True,0.15576791099266613,5,14,2.7401395330437825,2.701851217903616,-6.955445237850917,7.355029518672319e-12,-0.002866907540689269,-0.0016572808769414564,0.39243038058265106,1,4,-2.2448431367311033,-4.419245580886717,1.016593429440837,0.3096569359502761,794,-0.0021185977808264966,0.01002470520399727,-0.7514028993830477,-4,-4.984982669774886,-7.121096798790333,5.0749703678839e-10,1.0,True,False,LOST-ON-DEPLOY,,,,,2.701851217903616,-6.955445237850917,4.6336685967635607e-10,True
long_form,C2_finbert_s1,5,2026+2027+2028,3,7951,809,0,True,0.3385130571551566,2,10,1.9285534888448594,1.8980797549289778,-4.532482283093675,6.71042978760964e-06,-0.0026648499675619806,-0.0010560479836179816,-0.7206533101663102,3,11,8.090315008810762,8.580132321645207,-5.496143133638394,5.2065278734619273e-08,809,-0.011751346290121673,-0.005678686972269758,-0.752136974515027,1,6.161761519965903,6.682052566716229,0.00030867977023004345,3.6966347901579684e-06,True,True,SURVIVES-DEPLOY,10.0,6.0,8.433168705006299,0.5486392509124824,1.8980797549289776,-4.532482283093675,0.0002751276212919,True
long_form,C2_finbert_s1,10,2026+2027+2028,3,7933,803,0,True,0.15095440634005775,6,12,2.6014686262391704,2.616103908476263,-6.669434417352422,4.781189702644354e-11,-0.0034396805121670237,-0.0019399683852054182,0.800302995845778,1,3,-6.714777012699984,-10.054542312969481,2.176521676102182,0.02980736077507918,803,0.001096369302557416,0.014815314650523197,0.32321054325199317,-5,-9.316245638939154,-12.670646221445743,3.203397100771717e-09,1.0,True,False,LOST-ON-DEPLOY,3.0,12.0,-8.838622232616986,4.5991067048890155,2.616103908476263,-6.669434417352422,2.916525718613056e-09,True
long_form,C2_finbert_s1,20,2026+2027+2028,3,7902,794,0,True,0.23393439373997402,3,5,-0.05359452341516313,-0.5895801147380706,-0.3997749980374149,0.6894299013301354,-0.0015722481371804363,0.001177220767611074,0.7822164516735922,1,3,-4.994622969087973,-3.035445563288963,1.0903424155318335,0.27589353470817024,794,-0.002056774638582116,0.014130803345101372,0.07886330076890058,-2,-4.94102844567281,-2.445865448550893,1.0,1.0,False,False,null-null,7.0,0.0,-0.03772113282106913,-0.09183437435138753,-0.5895801147380706,-0.3997749980374149,1.0,False
long_form,C2_finbert_s2,5,2026+2027+2028,3,7951,809,0,True,0.17486149102699247,4,13,1.2408420945590501,1.2071218028091506,-5.56870288633452,3.4946700959876396e-08,-0.0019335122163156315,-0.000939028108384358,0.21441901159184437,1,3,-3.453949203569331,-4.817830272303066,3.7509181327533834,0.00018877094753591564,809,0.004209210498518147,0.013050605403587028,-0.4266415688680295,-3,-4.694791298128381,-6.024952075112217,2.13174875855246e-06,0.010948714957083107,True,False,LOST-ON-DEPLOY,3.0,10.0,1.2334154751910138,1.8288271502542282,1.2071218028091506,-5.56870288633452,1.922068552793202e-06,True
long_form,C2_finbert_s2,10,2026+2027+2028,3,7933,803,0,True,0.05274422407095855,12,13,0.4810317581807462,0.4842468050173955,-7.585267080065719,9.196511635260237e-14,-0.0007927946283143247,-0.0004750522172983969,0.5226880645509677,2,4,-0.538020303928522,-2.3648483004921013,-0.4970534691296311,0.6192875736097989,803,-0.0046852122903592785,0.00322769398459506,-0.33549752723952997,-10,-1.0190520621092682,-2.849095105509497,6.437558144682166e-12,1.0,True,False,LOST-ON-DEPLOY,3.0,8.0,1.593953507789123,0.23833284267163535,0.4842468050173955,-7.585267080065719,5.8857674465665514e-12,True
long_form,C2_finbert_s2,20,2026+2027+2028,3,7902,794,0,True,0.21341200545414357,4,10,1.9267895397901746,1.6781408721298514,-4.891023450517144,1.21484221709531e-06,-0.001611763323487681,-0.0007400915524683733,-0.3934266214227787,0,5,1.7619672264425499,-0.16035578043808973,-0.4038691779312919,0.6864178084112911,794,-0.0036757615795018897,0.0028866456239695407,-0.2576845788760532,-4,-0.16482231334762476,-1.8384966525679411,6.195695307186081e-05,1.0,True,False,LOST-ON-DEPLOY,5.0,0.0,-0.07015051039918493,-5.719225135115103,1.6781408721298514,-4.891023450517144,5.588274198638426e-05,True
long_form,C2_finbert_s3,5,2026+2027+2028,3,7951,809,0,True,0.2844374339633165,5,12,2.780743264749043,2.9004903654007324,-5.355613060086284,1.1123696892980877e-07,-0.004228449278303671,-0.002032440775672518,0.3836717272992135,1,2,-3.2720817932226662,-4.352931733412787,3.5592033000809575,0.00039369473626781304,809,0.004983122472823968,0.01583321751396004,-0.5009929676350202,-4,-6.0528250579717096,-7.25342209881352,6.2292702600692914e-06,0.02204690523099753,True,False,LOST-ON-DEPLOY,,,,,2.9004903654007324,-5.355613060086284,5.673085415420248e-06,True
long_form,C2_finbert_s3,10,2026+2027+2028,3,7933,803,0,True,0.2622807279470197,7,9,2.4138682594517276,2.313052988747218,-5.259428352571835,1.8552525339300278e-07,-0.005328331508666801,-0.0024747467782415752,0.5518197487912235,0,1,-15.234792103547237,-19.819826978433543,3.8243810559292437,0.00014127214696947767,803,0.01070397335374264,0.030575551440947327,0.09360124319644152,-7,-17.648660362998964,-22.132879967180763,1.0203888936615153e-05,0.008335056671199182,True,False,LOST-ON-DEPLOY,,,,,2.313052988747218,-5.259428352571835,9.27626266965014e-06,True
long_form,C2_finbert_s3,20,2026+2027+2028,3,7902,794,0,True,0.3024750647576501,2,5,-2.875119625666007,-3.858988155388456,1.6763462370957918,0.09406454441968419,-0.00013996578669005517,0.0033768806429455163,1.05508587267482,1,7,0.9782571804577795,-0.24519246030403707,-0.11636465535707895,0.9073930078204054,794,-0.004363907361890161,0.004412253486080458,0.08812711532832129,-1,3.8533768061237867,3.613795695084419,0.9875218999540573,1.0,False,False,null-null,,,,,-3.858988155388456,1.6763462370957918,0.9875218999540571,False
long_form,C2_finbert_s4,5,2026+2027+2028,3,7951,809,0,True,0.2998366821658178,6,10,1.5288283957371156,1.456042297471254,-4.782417020812224,2.058269925583731e-06,-0.0031064686511024743,-0.0012860394806548485,0.3705764036392169,0,1,-12.023278014179194,-14.208967928539932,5.942902729808267,4.161508927361284e-09,809,0.011775273079685454,0.023210622992307535,0.3346191004027289,-6,-13.552106409916309,-15.665010226011187,0.00010291349627918655,3.037901516973738e-07,True,False,LOST-ON-DEPLOY,,,,,1.456042297471254,-4.782417020812224,9.262214665126788e-05,True
long_form,C2_finbert_s4,10,2026+2027+2028,3,7933,803,0,True,0.052961260047714974,10,10,0.3807771262197164,0.3641750741609195,-6.815447840569015,1.8466709312960216e-11,-0.000595949506221297,-0.00033175984494299957,-0.23780460691798683,1,2,-10.46852064942295,-13.940151563340523,2.087999471353401,0.03711284165538921,803,0.0010609074797105322,0.014920935310481356,0.20976524182137987,-9,-10.849297775642667,-14.304326637501442,1.2557362332812948e-09,1.0,True,False,LOST-ON-DEPLOY,,,,,0.3641750741609195,-6.815447840569015,1.1449359774035335e-09,True
long_form,C2_finbert_s4,20,2026+2027+2028,3,7902,794,0,True,0.12207159269143705,9,14,3.140698503954446,3.077890668338603,-8.335233951742445,3.397791287898955e-16,-0.003429177118806558,-0.0021389530107496714,0.24387715089633205,1,3,-1.4177271150284811,-4.275322063259646,0.752226491291987,0.4521380798198265,794,-0.003750127337234509,0.010881209117729258,-0.04682098066437969,-8,-4.558425618982927,-7.353212731598249,2.4464097272872476e-14,1.0,True,False,LOST-ON-DEPLOY,,,,,3.077890668338603,-8.335233951742445,2.2425422500133102e-14,True
long_form,C3_roberta_s1,5,2026+2027+2028,3,7951,809,0,True,0.029926660534689998,5,13,0.2925765272439032,0.2984200944419444,-5.125421662535417,3.716936995353375e-07,-0.0004355298332196145,-0.00019769623798858573,0.06326105741535684,1,3,-2.5527725092534963,-3.9264960553852104,2.6476612143390956,0.008263034083031787,809,0.0021944011356703616,0.012503031874000576,-0.9581735264861073,-4,-2.8453490364973995,-4.224916149827155,2.0071459774908224e-05,0.3770706531655144,True,False,LOST-ON-DEPLOY,,,,,0.2984200944419444,-5.125421662535417,1.8212991277231538e-05,True
long_form,C3_roberta_s1,10,2026+2027+2028,3,7933,803,0,True,0.2537815296090231,5,10,1.889142270109299,1.8417823495189571,-5.0618875454410714,5.151531202881171e-07,-0.002434647981172847,-0.0011094116638814403,-0.7333278674633481,3,6,3.376651892306166,3.319900440541231,-2.7995614512516847,0.005240148682795166,803,-0.004721810666630832,-0.0008963513409889398,0.014188664962968955,-2,1.487509622196867,1.478118091022274,2.730311537527021e-05,0.25152713677416794,True,False,LOST-ON-DEPLOY,,,,,1.8417823495189571,-5.0618875454410714,2.4727349773829623e-05,True
long_form,C3_roberta_s1,20,2026+2027+2028,3,7902,794,0,True,0.003797756247232138,6,10,0.023473533340579517,0.020031025401693697,-3.9004132358625987,0.0001041662250885933,-2.9949070284257175e-05,-1.044449956699305e-05,-0.4396939130345296,0,2,-13.086852275146713,-17.261524491077434,2.250943324304402,0.024662263760390733,794,0.0018254588422640448,0.016327235111732903,-0.09747319377123684,-6,-13.110325808487293,-17.281555516479127,0.004479147678809512,0.9371660228948478,True,False,LOST-ON-DEPLOY,,,,,0.0200310254016936,-3.9004132358625982,0.0039583165533665,True
long_form,C4_longformer,5,2026+2027+2028,3,7951,809,0,True,0.16052002819364292,6,12,1.4284732615010505,1.4732087355999703,-6.184844518791313,9.864999145364238e-10,-0.0023989411462034993,-0.0012661462933478563,0.0879237350952824,4,4,2.3237722676128323,1.9970657436571233,-1.4841924996314848,0.1381478397921673,809,-0.006171193797071622,0.0009475717963806701,-0.3936501054668235,-2,0.8952990061117818,0.523857008057153,6.412249444486754e-08,1.0,True,False,LOST-ON-DEPLOY,4.0,11.0,-0.45431778679918744,1.4949431087415799,1.4732087355999703,-6.184844518791313,5.820349495764901e-08,True
long_form,C4_longformer,10,2026+2027+2028,3,7933,803,0,True,-0.1231911992297677,0,0,-2.834916719006979,-2.953448717306126,10.32439250576024,1.5095463050657878e-23,0.0025701618101425278,0.0037252056641177617,0.22512559522425946,3,4,-1.8480888704775587,-3.010855223825082,-0.5419066803109558,0.5880333151535352,803,-0.005691930584447079,0.003271282871540531,-0.13530437995761896,3,0.9868278485294204,-0.05740650651895596,1.1321597287993409e-21,1.0,False,False,null-null,3.0,0.0,-3.237308634544754,-2.524299187423959,-2.953448717306126,10.32439250576024,1.0415869504953937e-21,False
long_form,C4_longformer,20,2026+2027+2028,3,7902,794,0,True,0.11412824930820985,4,9,1.0706121978831578,0.914549398469846,-4.384672693915921,1.3181529961996957e-05,-0.0010068332531704806,-0.0004040924886599247,1.2045651064592262,2,6,-1.025134592008256,-3.1593415327292087,-0.0118140748408713,0.9905769228034417,794,-0.004300319826194571,0.004784214706107481,0.2616290586478858,-2,-2.0957467898914137,-4.073890931199054,0.0005931688482898631,1.0,True,False,LOST-ON-DEPLOY,2.0,0.0,-0.1283321071868425,-9.714295338022298,0.914549398469846,-4.384672693915921,0.0005272611984798,True
long_form,C6_llmtext,5,2026,1,7951,809,0,True,0.25380183655738886,6,12,1.8021674092383788,1.7942379073494623,-6.307719290334438,4.65979133798706e-10,-0.0040632585748664775,-0.002176712450429631,0.8313169697407741,4,11,2.021457471975806,2.042174415884059,-4.707316281150571,2.9528834961513127e-06,809,-0.004695816085576496,-0.0020221643431478867,0.8367268358136577,-2,0.21929006273742702,0.2479365085345966,3.07546228307146e-08,0.00019784319424213795,True,True,SURVIVES-DEPLOY,,,,,1.7942379073494623,-6.307719290334438,2.7958748027922363e-08,True
long_form,C6_llmtext,10,2026,1,7933,803,0,True,0.33330197238689624,11,11,2.1821519455094407,2.2515608914093357,-7.9155647324090745,8.17898705293215e-15,-0.003327769234482735,-0.0020203912709668864,-1.4455065815319224,9,10,2.003286798680473,2.0307840086033426,-5.643897238959923,2.3063419847003997e-08,803,-0.0032611450744708796,-0.0015964469780647146,0.5344352272900202,-2,-0.1788651468289677,-0.22077688280599306,5.807080807581827e-13,1.6605662289842878e-06,True,True,SURVIVES-DEPLOY,,,,,2.2515608914093357,-7.915564732409075,5.316341584405898e-13,True
long_form,C6_llmtext,20,2026,1,7902,794,0,True,0.07796998798708187,2,6,0.19294223896678278,0.2748020035212486,-3.232306764547454,0.0012786846389931377,-0.00048573502385912995,-0.00012526645810327378,-1.4440091348479065,1,1,-0.05731019139527353,-0.04081632341275076,-0.6091099529738045,0.5426260166928293,794,-0.00018123102470546577,8.217005254074887e-05,0.11268083212416694,-1,-0.2502524303620563,-0.3156183269339994,0.03708185453080099,1.0,True,False,LOST-ON-DEPLOY,,,,,0.2748020035212486,-3.232306764547454,0.0332458006138215,True
long_form,D1_concat_mlp,5,2026+2027+2028,3,7951,809,0,True,-0.7185798120198632,0,2,-1.0447999089141002,-1.0439785518513132,2.656043576684487,0.008062191522472723,0.0003336520337086141,0.002361667721959639,0.7943610260839071,1,7,4.986359293174031,6.195888619361528,-4.034335645406519,5.995235069061481e-05,809,-0.00786727220383463,-0.0027934846147275633,0.8086864866190936,1,6.031159202088132,7.2398671712128415,0.16930602197192718,0.0036570933921275034,False,True,GAINED-ON-DEPLOY,,,,,-1.0439785518513132,2.656043576684487,0.1612438304494544,False
long_form,D1_concat_mlp,10,2026+2027+2028,3,7933,803,0,True,-0.3714075558367711,0,2,-0.4988342810198004,-0.45601182641830806,3.536928348561714,0.0004280546838607695,0.000332448787338942,0.001057929926286493,-0.7623814692610309,1,3,-1.085650902726356,-1.0499631167199366,0.14050303264930655,0.8882978363319376,803,-0.002175458941827749,0.002509000474909151,-0.3459063538514474,1,-0.5868166217065556,-0.5939512903016285,0.01583802330284847,1.0,False,False,null-null,,,,,-0.456011826418308,3.536928348561714,0.0141258045674053,False
long_form,D1_concat_mlp,20,2026+2027+2028,3,7902,794,0,True,0.04450704431412304,5,9,0.10804231886036451,0.12449289034677442,-5.574099458834656,3.4113953437857534e-08,-0.00016410924669379973,-7.967016337208176e-05,-0.614274245862872,0,2,-4.225533806367446,-6.367240665033366,1.650338196512545,0.09926976120833995,794,-0.00010664371116455841,0.005461942185248688,0.37217099129905074,-5,-4.33357612522781,-6.49173355538014,2.115065113147167e-06,1.0,True,False,LOST-ON-DEPLOY,,,,,0.1244928903467744,-5.574099458834656,1.910381392520022e-06,True
long_form,D2_gated_fusion,5,2026+2027+2028,3,7951,809,0,True,0.14950231660979757,3,7,0.17830575711073576,0.1918245045625393,-2.1057345588364424,0.0355354156901654,-0.0005223754771014089,-1.6948202131696598e-05,0.763545056910133,1,7,0.7018037058046239,0.7919478210165202,1.6100948544783995,0.10776772542703625,809,-0.0004281662212921002,0.004968275177428217,0.6702616305943814,-2,0.5234979486938882,0.6001233164539809,0.6041020667328117,1.0,False,False,null-null,0.0,3.0,-1.6762658907182786,-0.09975681078085902,0.1918245045625393,-2.1057345588364424,0.6041020667328117,False
long_form,D2_gated_fusion,10,2026+2027+2028,3,7933,803,0,True,0.017895559988144377,0,2,-0.022948078901130695,-0.022856406963510628,2.019279739782597,0.0437903655864381,3.115819563052898e-07,3.676179451643713e-05,-0.4133259021701513,0,3,0.5028446574845731,1.5681831488086355,-1.0288563634304944,0.3038573626806201,803,-0.0030247189299551576,0.0007812889181996943,-0.31456805426664497,0,0.5257927363857038,1.5910395557721462,0.6568554837965714,1.0,False,False,null-null,5.0,4.0,1.0066137979323284,0.19973294360944496,-0.0228564069635106,2.019279739782597,0.6568554837965714,False
long_form,D2_gated_fusion,20,2026+2027+2028,3,7902,794,0,True,-0.6376859445635878,0,3,-2.5118326220250577,-2.2693798868964796,5.56056874133247,3.6759839665006035e-08,0.0027564874442855985,0.005754382636894725,-0.17649140650504225,1,6,-2.729263855131155,-5.358489789682986,0.9343229627863651,0.3504217303064115,794,-0.0018067070940433264,0.007500060556792733,0.1873529514953259,1,-0.21743123310609747,-3.0891099027865065,2.205590379900362e-06,1.0,False,False,null-null,5.0,1.0,-5.673072512203723,-6.234583731133143,-2.2693798868964796,5.56056874133247,1.985031341910326e-06,False
long_form,D4_llmfused,5,2026,1,7951,809,0,True,-0.02579718042350217,3,6,0.174570234816909,0.14923786045547727,-0.7537398982889586,0.4512250009813363,-0.0003581736889666594,0.00019783212559889722,0.9987815877418305,0,4,0.12841191395730267,0.1354600051110574,-0.31403919995195806,0.7535723275164249,809,-0.0006901036036571653,0.0005354611661398918,0.517875544540489,-3,-0.04615832085960633,-0.01377785534441986,1.0,1.0,False,False,null-null,,,,,0.1492378604554772,-0.7537398982889586,1.0,False
long_form,D4_llmfused,10,2026,1,7933,803,0,True,0.09589249376342741,0,2,-0.14857833631443995,-0.14827276179764762,-0.42802344909875123,0.6687489620071749,-0.0006897711357330352,0.00039828955084950167,0.8716739439709557,0,1,-0.1720270213518781,-0.19352370472334102,-0.4874794516828895,0.6260518213758961,803,-0.0005345261234547818,0.000258303502741333,1.5235274533410368,0,-0.02344868503743816,-0.0452509429256934,1.0,1.0,False,False,null-null,,,,,-0.1482727617976476,-0.4280234490987512,1.0,False
long_form,D4_llmfused,20,2026,1,7902,794,0,True,0.08261407765103612,1,5,0.5842634428059064,0.6049002013926658,-3.580978271847522,0.00036315733568915694,-0.001083242059495614,-0.0003518942136876493,-0.48979390347973,1,3,0.6850015985688521,0.6684283642822091,-2.7949688705298716,0.005315844992416597,794,-0.0014297423172597156,-0.00029604129276974793,-0.6498595490189105,0,0.10073815576294576,0.06352816288954333,0.01416313609187712,0.25152713677416794,True,False,LOST-ON-DEPLOY,,,,,0.6049002013926658,-3.580978271847522,0.0127105067491204,True
long_form,C5_qwen3,5,2026+2027+2028,3,7951,809,0,False,0.571743316140305,0,1,-0.8534254791208931,-1.0241420108076265,2.6383932822013114,0.008490306035233472,0.0003805962837808869,0.0026313353443335446,0.4678688624569903,0,5,-0.23632662096903162,-0.2693246618698755,2.3971952157207426,0.016747281363624345,809,8.455387826616054e-05,0.0007357098160158806,0.3262963774693078,0,0.6170988581518615,0.754817348937751,0.16980612070466944,0.7201330986358468,False,False,null-null,5.0,1.0,-0.23944573547583242,-0.8645002990755427,,,,
long_form,C5_qwen3,10,2026+2027+2028,3,7933,803,0,False,1.1220782899190873,0,3,-2.483148517227002,-3.100864106306597,3.6243820362555885,0.00030791600658122264,0.0020820464366215876,0.0069759944621453065,0.45167025880264566,0,2,-0.11960780195315525,-0.14265552016370567,0.5078017292237759,0.611732019175417,803,-6.0419307456865786e-05,0.00011205413802989361,0.6614296076589394,0,2.363540715273847,2.958208586142891,0.012316640263248906,1.0,False,False,null-null,1.0,3.0,-0.13377897598022934,-2.505894390044746,,,,
