section,metric,full_ohlcv_rows,crsp_rows,joined_rows,max_abs_diff_adj_close,max_abs_diff_close,max_abs_diff_volume,identical_on_join,n_rows,n_unreconstructed,max_abs_diff,max_rel_diff,bitwise_exact,modelled_rows_checked,max_abs_diff_pred_vs_aligned,passed,disc,h,value,committed,rel_diff,committed_table,n_tickers,n_yahoo_ok,n_no_data,n_mismatch,mismatch_tickers,coverage_raw,coverage_clean,rows_covered,rows_no_public_data,rows_window_incomplete,rows_symbol_mismatch,exit_year,n_firms,firms_no_public_data,firms_symbol_mismatch,year,scope,n,pearson_logRV,spearman_logRV,mean_dlog,sd_dlog,rmse_dlog,split,family,panel,model,n_days,qlike_a2,qlike_text,dm,p,holm,sig,qlike_R,qlike_U,rel_impr_pct,g_log,placebo_dm,genuine,ranking,q_A2_har_rv,q_B2_tfidf_ridge,q_C2_finbert_s1,q_C6_llmtext,panel_vs_A,n_cells,sign_agree,holm_sig_agree,full_agree
coverage_by_exit_year,,,,,,,,,2052.0,,,,,,,,,,,,,,,,,,,,0.08966861598440545,,,,,2011,24.0,14.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,2594.0,,,,,,,,,,,,,,,,,,,,0.03700848111025443,,,,,2012,18.0,7.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,3759.0,,,,,,,,,,,,,,,,,,,,0.16786379356211759,,,,,2013,19.0,11.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,3579.0,,,,,,,,,,,,,,,,,,,,0.19558535903883767,,,,,2014,14.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,7946.0,,,,,,,,,,,,,,,,,,,,0.13465894789831362,,,,,2015,28.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,8376.0,,,,,,,,,,,,,,,,,,,,0.2606255969436485,,,,,2016,27.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,10402.0,,,,,,,,,,,,,,,,,,,,0.24850990194193423,,,,,2017,29.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,10973.0,,,,,,,,,,,,,,,,,,,,0.2824204866490477,,,,,2018,28.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,10976.0,,,,,,,,,,,,,,,,,,,,0.2804300291545189,,,,,2019,28.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,10122.0,,,,,,,,,,,,,,,,,,,,0.38450899031811897,,,,,2020,20.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,9127.0,,,,,,,,,,,,,,,,,,,,0.5067382491508711,,,,,2021,21.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,8908.0,,,,,,,,,,,,,,,,,,,,0.12236192186798384,,,,,2022,22.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,6669.0,,,,,,,,,,,,,,,,,,,,0.5003748687959214,,,,,2023,15.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,9859.0,,,,,,,,,,,,,,,,,,,,0.5869763667714778,,,,,2024,20.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,8793.0,,,,,,,,,,,,,,,,,,,,0.4721937905151825,,,,,2025,17.0,8.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_exit_year,,,,,,,,,316586.0,,,,,,,,,,,,,,,,,,,,0.97680882919649,,,,,active,502.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,27529.0,,,,,,,,,,,,,,,,,,,0.6464818918231683,0.625849104580624,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,28294.0,,,,,,,,,,,,,,,,,,,0.6651940340708278,0.6496783770410688,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,28688.0,,,,,,,,,,,,,,,,,,,0.6731037367540436,0.6576617401003904,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,27867.0,,,,,,,,,,,,,,,,,,,0.6931137187354218,0.683532493630459,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,27942.0,,,,,,,,,,,,,,,,,,,0.7056402548135423,0.698840455228688,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,28732.0,,,,,,,,,,,,,,,,,,,0.7370179590700264,0.7296394264234999,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,28160.0,,,,,,,,,,,,,,,,,,,0.783877840909091,0.7760298295454545,,,,,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,27330.0,,,,,,,,,,,,,,,,,,,0.8054152945481157,0.7995975118916941,,,,,,,,,2017.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,26872.0,,,,,,,,,,,,,,,,,,,0.8358886573384936,0.8331348615659423,,,,,,,,,2018.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,26357.0,,,,,,,,,,,,,,,,,,,0.8559395985886102,0.8527146488598855,,,,,,,,,2019.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,28363.0,,,,,,,,,,,,,,,,,,,0.8866128406727074,0.8866128406727074,,,,,,,,,2020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,26231.0,,,,,,,,,,,,,,,,,,,0.9052266402348367,0.9052266402348367,,,,,,,,,2021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,24709.0,,,,,,,,,,,,,,,,,,,0.9282447691124691,0.9282447691124691,,,,,,,,,2022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,24705.0,,,,,,,,,,,,,,,,,,,0.9486743574175268,0.9486743574175268,,,,,,,,,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,24715.0,,,,,,,,,,,,,,,,,,,0.9614808820554319,0.9614808820554319,,,,,,,,,2024.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coverage_by_filing_year,,,,,,,,,24751.0,,,,,,,,,,,,,,,,,,,0.9773342491212477,0.9773342491212477,,,,,,,,,2025.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modelled_all_splits,343239.0,0.9981484922980364,0.9981896560403164,0.00047311391222859393,0.032782646827173065,0.032786012851657,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,modelled_all_splits_RAW_incl_mismatch,345686.0,0.9714455176641392,0.9904404205190052,0.006247002164014077,0.13065916668474084,0.13080823173430717,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,by_split_h,66847.0,0.9966393112133565,0.9967577454205807,0.00047081669522655627,0.046712887859771214,0.0467149110825579,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,by_split_h,66815.0,0.9965537168443596,0.9966804167193621,0.0006996736319149345,0.04090829339738643,0.04091397029474771,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,by_split_h,66758.0,0.9960724132901358,0.9970615632881938,0.0009673711213295757,0.03947509008477679,0.039486645866994914,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,by_split_h,16258.0,0.9997522651031102,0.9996568620245733,0.00028313268935508534,0.01478334073222907,0.014785597211022057,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,by_split_h,16247.0,0.9998661683179579,0.9998825873904302,0.0002925183534586715,0.010005339356248167,0.010009306722438716,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,by_split_h,16216.0,0.9999588783669588,0.999951788996907,0.0001566561256083487,0.005343364328759329,0.005345495560715333,val,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,by_split_h,31524.0,0.9999657345576483,0.9999753706641245,8.592486439309342e-05,0.004489135073830201,0.00448988613706965,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,by_split_h,31417.0,0.9999620562597504,0.9999506960223078,8.548832335306644e-05,0.0040690418183196376,0.0040698750056688115,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,by_split_h,31157.0,0.9999682087309738,0.9999488974544123,7.380276324904157e-05,0.003308415333941901,0.0033091853324733133,test,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010.0,by_year,15928.0,0.9948861381583505,0.995156356987743,-0.0006106197627340074,0.05334213464083589,0.05334395508580307,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011.0,by_year,18304.0,0.9957750556392435,0.9974813533880895,0.0005252182644407055,0.051047368257139236,0.05104867575200355,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2012.0,by_year,18783.0,0.99529781050119,0.994374146046486,-0.0006736788855756839,0.047616853903275864,0.047620351796490025,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013.0,by_year,18976.0,0.9960569560531122,0.9957276091872304,0.0015947625176104864,0.039464823711112276,0.0394959934947211,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014.0,by_year,19455.0,0.9954167637241349,0.9945908210441732,0.00046235953204260607,0.04346767213648024,0.04346901400881892,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015.0,by_year,20829.0,0.9936168493530397,0.9951416331099302,0.0009378552961051682,0.05201230055877326,0.05201950693293639,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,by_year,21730.0,0.9957365742815554,0.9974146172004578,0.0012976246690097769,0.049608888043191496,0.04962471508406545,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017.0,by_year,21753.0,0.9984030569387379,0.9992296112122858,0.0008824627732430544,0.02713220989660907,0.02714593363281742,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018.0,by_year,22304.0,0.9982029345513592,0.9980938149702542,0.0009490204172371817,0.027856176984817908,0.027871714075275753,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019.0,by_year,22358.0,0.9981973288011975,0.9975832510031954,0.0012619488010359465,0.02721914260496851,0.027247772417517174,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020.0,by_year,25048.0,0.999741529918454,0.9997268746979515,0.0004399598213052562,0.014783993541686007,0.014790243533495732,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021.0,by_year,23673.0,0.9999833966577159,0.999990605414653,3.700160862539345e-05,0.0026480832163427097,0.0026482857894740796,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022.0,by_year,22858.0,0.9999717854006174,0.9999578829970106,0.00011659849687540428,0.0033507148305787727,0.003352669669057951,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023.0,by_year,23386.0,0.9999439966317231,0.9999907455919809,5.5757655642238026e-05,0.004687716010195975,0.004687947382093528,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024.0,by_year,23709.0,0.9999509058094104,0.9999209036362995,4.073668868851314e-05,0.004576985112634049,0.004577069872670828,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025.0,by_year,24145.0,0.9999795072994655,0.9999665819103861,0.00011426679005666703,0.0030809524542635813,0.00308300693946209,,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,5310.0,0.9929712147010488,0.9933316527244355,-0.0007285653279896508,0.06888038243081972,0.0688777495791944,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,6103.0,0.9965204124531247,0.9972859696078819,-0.00018652487458888003,0.050501246216391855,0.050497453124407926,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,6264.0,0.9941386087535018,0.9929852831029005,-0.0005364758313552122,0.06022253906849993,0.06022012150788415,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,6329.0,0.9964027633249474,0.9971164956228161,0.001672260363005696,0.0439365183837549,0.04396486200284462,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,6489.0,0.9948849047960504,0.9940687056322062,0.00035043465881213695,0.05275425638517453,0.0527513553359327,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,6946.0,0.9938053562948346,0.9949290449287657,0.0004470440871627739,0.05812647627181491,0.0581240111330004,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,7250.0,0.998262567110568,0.9985403172801061,0.00013176627797806175,0.035611405499992387,0.03560919324743569,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,7255.0,0.9987298430979681,0.9994879307718704,0.0008631375356629452,0.028056906618695684,0.028068247403661106,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,7443.0,0.9982552092469966,0.9983564614598912,0.0010200079975690496,0.031668344648927975,0.03168264078649616,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,7458.0,0.9984658803026073,0.9978799069821463,0.0012158821405537604,0.028976414793702023,0.028999972451795735,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,5309.0,0.9952853115854909,0.9952043337084857,-0.0006999701347169862,0.05006938852447324,0.050069565796249334,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,6102.0,0.9956345533877915,0.9975697678529389,0.0005483484534998116,0.05139898739303664,0.05139770074501945,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,6260.0,0.9956215484235666,0.9946345003878201,-0.0009189284382074326,0.04416470093528118,0.04417073299577052,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,6325.0,0.9954251669302361,0.9946347817614324,0.0016897309561440393,0.040820279747681244,0.04085201321227105,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,6485.0,0.995286120251462,0.9943297633825567,0.0005697301452006002,0.042375960204258066,0.042376522884004585,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2015.0,by_split_h_year,6944.0,0.9950207069531256,0.9952544184892074,0.0007669914906183726,0.04407298053051883,0.04407648081813433,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2016.0,by_split_h_year,7246.0,0.9957156844312179,0.9972369711509451,0.0013816948089658933,0.04875842239013561,0.048774632120611214,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2017.0,by_split_h_year,7254.0,0.9981389080832935,0.9990290475321046,0.0008973916389511137,0.028247919874944082,0.028260224491832683,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2018.0,by_split_h_year,7437.0,0.9980483351782163,0.9977939851728942,0.0009156261126542901,0.02798281989612574,0.027995915612649337,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2019.0,by_split_h_year,7453.0,0.9980475956550517,0.9973392469354289,0.0013192159918036213,0.027504662707857664,0.02753443839789145,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2020.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2021.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2022.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2023.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2024.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,2025.0,by_split_h_year,0.0,,,,,,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2010.0,by_split_h_year,5309.0,0.9971531361401004,0.9972859490766931,-0.0004033016093406946,0.035851759634364544,0.03585065150841064,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2011.0,by_split_h_year,6099.0,0.9947869419109205,0.9974959227269501,0.0012142866303792026,0.051236320413860295,0.05124650814275904,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2012.0,by_split_h_year,6259.0,0.996733978045028,0.9958693075402024,-0.0005657028082729658,0.034991681504416144,0.03499345894635272,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2013.0,by_split_h_year,6322.0,0.9960538135577841,0.9945760447844852,0.0014221653589216207,0.03279767293991256,0.03282590066901158,train,,,,,,,,,,,,,,,,,,,,,,,,,,
parity_corr,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,2014.0,by_split_h_year,6481.0,0.9964573292043734,0.9954857230312391,0.0004669856817205761,0.03300145031242244,0.03300220831937486,train,,,,,,,,,,,,,,,,,,,,,,,,,,
