disc,model,h,fit_window,n_fit,n_test,orig_rel_impr_pct,qlike_R,qlike_U,rel_impr_pct,g_log,dm_clustered,p_clustered,n_days,note
long_form,B3_lm_linear,10,train_tail,3930,7933,1.7940860314836526,0.11008225991164074,0.1079618961202506,1.9261630285316431,0.4550547520657033,-5.302481442388548,1.478342238287743e-07,803.0,
long_form,B3_lm_linear,10,val_ex_h1,2967,7933,1.7940860314836526,0.08758510131844034,0.08747203577959321,0.12909220534671467,0.7183774422954393,-2.5842216132912563,0.009935591715396931,803.0,
long_form,B3_lm_linear,10,val_full,3950,7933,1.7940860314836526,0.08729339051016716,0.08572727198461577,1.7940860314836526,0.5905278250429469,-4.615395517081547,4.566983311300923e-06,803.0,
long_form,B3_lm_linear,20,train_tail,3919,7902,3.484928689567737,0.07834593758596706,0.0758897618177519,3.1350390893210798,0.5533924325912826,-4.610443625029277,4.682140138972502e-06,794.0,
long_form,B3_lm_linear,20,val_ex_h1,2961,7902,3.484928689567737,0.06352350754831768,0.06256027940473012,1.5163333713191105,0.6636587208853926,-2.316037921622396,0.02081037034171592,794.0,
long_form,B3_lm_linear,20,val_full,3943,7902,3.484928689567737,0.07008297694567736,0.06764063517559431,3.484928689567737,0.5816444686551895,-4.69288743331623,3.1725548463252715e-06,794.0,
long_form,C1_bert_s1,20,train_tail,3919,7902,2.950124040620903,0.07834593758596706,0.10811636709179764,-37.9986894319367,0.7242321978781661,4.5181930015733105,7.1860637654188665e-06,794.0,
long_form,C1_bert_s1,20,val_ex_h1,2961,7902,2.950124040620903,0.06352350754831768,0.06044849621783312,4.840745495902636,0.2509376329011626,-3.9125575121077496,9.915721827157247e-05,794.0,
long_form,C1_bert_s1,20,val_full,3943,7902,2.950124040620903,0.07008297694567736,0.06801544219442013,2.950124040620903,0.12388996237230365,-7.4229470317387145,2.9567026738272123e-13,794.0,
long_form,C2_finbert_s1,5,train_tail,3935,7951,0.5621361399397723,0.14556556984900318,0.12893909073251475,11.42198607386023,0.4555519252854487,-7.9437844400296775,6.568384031804395e-15,809.0,
long_form,C2_finbert_s1,5,val_ex_h1,2971,7951,0.5621361399397723,0.12350466117446217,0.12119940547980512,1.866533354073699,0.23375407754291178,-3.3288339001458302,0.0009115922910409071,809.0,
long_form,C2_finbert_s1,5,val_full,3956,7951,0.5621361399397723,0.12086879176314268,0.1201893446027335,0.5621361399397723,0.10967217036655304,-0.8396190744222708,0.4013703528123994,809.0,
long_form,C2_finbert_s1,10,train_tail,3930,7933,4.55810848141576,0.11008225991164074,0.13802588912029265,-25.384316447610455,0.7140488455664792,5.864414594562206,6.585680642415845e-09,803.0,
long_form,C2_finbert_s1,10,val_ex_h1,2967,7933,4.55810848141576,0.08758510131844034,0.08576746600120376,2.0752791169676863,0.3966120264091497,-1.8962479560784862,0.05828642280730235,803.0,
long_form,C2_finbert_s1,10,val_full,3950,7933,4.55810848141576,0.08729339051016716,0.08331446307360785,4.55810848141576,0.24215376083511594,-6.460996408212488,1.8031652598861882e-10,803.0,
long_form,C2_finbert_s2,5,train_tail,3935,7951,1.733647133918385,0.14556556984900318,0.15223723246018045,-4.583269668849483,0.7211726561331562,5.433175414857593,7.331588275552063e-08,809.0,
long_form,C2_finbert_s2,5,val_ex_h1,2971,7951,1.733647133918385,0.12350466117446217,0.121945599977343,1.2623500864609842,0.36901163957925887,-2.0876309925570555,0.03714384769494159,809.0,
long_form,C2_finbert_s2,5,val_full,3956,7951,1.733647133918385,0.12086879176314268,0.11877335341893917,1.733647133918385,0.3088546008053924,-4.2962369040736474,1.948766305402503e-05,809.0,
long_form,C2_finbert_s2,10,train_tail,3930,7933,0.2435323005883947,0.11008225991164074,0.10739999764071408,2.436598115881361,0.632824257943881,-1.8994251915330527,0.05786713218299008,803.0,
long_form,C2_finbert_s2,10,val_ex_h1,2967,7933,0.2435323005883947,0.08758510131844034,0.08601005989410859,1.7982983414099645,0.24672553438110173,-4.952792724409736,8.923331654038758e-07,803.0,
long_form,C2_finbert_s2,10,val_full,3950,7933,0.2435323005883947,0.08729339051016716,0.08708080290799614,0.24353230058839478,0.023371841743161374,-6.579401721905555,8.520627599981128e-11,803.0,
long_form,C2_finbert_s3,5,train_tail,3935,7951,2.386963439261433,0.14556556984900318,0.1670765970976275,-14.777551635965814,0.5039186919227451,8.125910167350574,1.6600679524646734e-15,809.0,
long_form,C2_finbert_s3,5,val_ex_h1,2971,7951,2.386963439261433,0.12350466117446217,0.11982728975992171,2.9775162974179707,0.2787893122150899,-3.3070485813976602,0.0009844939401166125,809.0,
long_form,C2_finbert_s3,5,val_full,3956,7951,2.386963439261433,0.12086879176314268,0.11798369789427943,2.386963439261433,0.175549048577628,-5.4303547142255555,7.4442690765391e-08,809.0,
long_form,C2_finbert_s3,10,train_tail,3930,7933,3.0309953748126643,0.11008225991164074,0.12895404971073376,-17.14335244774296,0.7736300638051243,6.116560601426723,1.493189084084219e-09,803.0,
long_form,C2_finbert_s3,10,val_ex_h1,2967,7933,3.0309953748126643,0.08758510131844034,0.0863217372185697,1.442441786163295,0.4320380905184544,-1.5265134824257565,0.12727628981872208,803.0,
long_form,C2_finbert_s3,10,val_full,3950,7933,3.0309953748126643,0.08729339051016716,0.08464753188128683,3.0309953748126643,0.30808899992594807,-5.128760390344209,3.6597071824543425e-07,803.0,
long_form,C2_finbert_s4,10,train_tail,3930,7933,2.280783498232488,0.11008225991164074,0.23185584220748914,-110.62053267582978,0.9418604736059593,8.93266416755919,2.806384830454521e-18,803.0,
long_form,C2_finbert_s4,10,val_ex_h1,2967,7933,2.280783498232488,0.08758510131844034,0.08681356130535198,0.8809032603424337,0.08713689910052648,-2.861771114078547,0.0043224677324588895,803.0,
long_form,C2_finbert_s4,10,val_full,3950,7933,2.280783498232488,0.08729339051016716,0.08530241726436362,2.280783498232488,0.1053412348471593,-6.023678698585973,2.595676147445874e-09,803.0,
long_form,C2_finbert_s4,20,train_tail,3919,7902,3.453562065421156,0.07834593758596706,0.10095759504920176,-28.861301759805343,0.7688464755398938,4.280845493203656,2.0897479897707886e-05,794.0,
long_form,C2_finbert_s4,20,val_ex_h1,2961,7902,3.453562065421156,0.06352350754831768,0.06131351809570057,3.479010429227525,0.25299916771215214,-3.6001364437887373,0.0003378200435635146,794.0,
long_form,C2_finbert_s4,20,val_full,3943,7902,3.453562065421156,0.07008297694567736,0.0676626178395636,3.453562065421156,0.13918138931645488,-8.82202362045027,7.075779844579832e-18,794.0,
long_form,C3_roberta_s1,5,train_tail,3935,7951,0.6742480435965201,0.14556556984900318,0.17590396090391533,-20.841735505437523,0.7201992552544642,7.541539260417106,1.2499237983276258e-13,809.0,
long_form,C3_roberta_s1,5,val_ex_h1,2971,7951,0.6742480435965201,0.12350466117446217,0.12172588030358374,1.4402540389675933,0.1768982737273151,-2.73279477299971,0.006417137088070792,809.0,
long_form,C3_roberta_s1,5,val_full,3956,7951,0.6742480435965201,0.12086879176314268,0.12005383629936094,0.6742480435965201,0.04952456764551796,-5.366971802192466,1.0468311722840327e-07,809.0,
long_form,C3_roberta_s1,10,train_tail,3930,7933,1.9773753930897624,0.11008225991164074,0.11149191173357809,-1.280544043217162,0.7772281475226577,1.9462899405563123,0.051968819438014104,803.0,
long_form,C3_roberta_s1,10,val_ex_h1,2967,7933,1.9773753930897624,0.08758510131844034,0.08562454789170285,2.238455396208713,0.3669810629038676,-4.2180942091565266,2.7447525832224558e-05,803.0,
long_form,C3_roberta_s1,10,val_full,3950,7933,1.9773753930897624,0.08729339051016716,0.08556727248642536,1.9773753930897622,0.31165059254402744,-5.184162900925232,2.748778965799333e-07,803.0,
long_form,C3_roberta_s1,20,train_tail,3919,7902,0.2368086782855594,0.07834593758596706,0.07943352921141507,-1.388191473558695,0.9500632932816456,0.9536047757655662,0.34057431737676136,794.0,
long_form,C3_roberta_s1,20,val_ex_h1,2961,7902,0.2368086782855594,0.06352350754831768,0.06318744924586167,0.5290298275805849,0.26147900498191157,-4.240036710498716,2.498117879446408e-05,794.0,
long_form,C3_roberta_s1,20,val_full,3943,7902,0.2368086782855594,0.07008297694567736,0.06991701437426913,0.23680867828555943,0.13155290113827695,-1.068299180179499,0.2857106693843872,794.0,
long_form,C4_longformer,5,train_tail,3935,7951,1.5263781171705129,0.14556556984900318,0.1517717450402138,-4.263491152233558,0.7548165354526128,2.1519308072078944,0.03169845764756828,809.0,
long_form,C4_longformer,5,val_ex_h1,2971,7951,1.5263781171705129,0.12350466117446217,0.12087439507905919,2.1296897383390903,0.31228041163966874,-4.9165158822288175,1.0672061111238199e-06,809.0,
long_form,C4_longformer,5,val_full,3956,7951,1.5263781171705129,0.12086879176314268,0.11902387697518167,1.5263781171705129,0.1857866578866748,-5.988963485606454,3.17613114858525e-09,809.0,
long_form,C6_llmtext,5,train_tail,0,7951,1.7942379073494623,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
long_form,C6_llmtext,5,val_ex_h1,2971,7951,1.7942379073494623,0.12350466117446217,0.121425091872438,1.6837982325918712,0.36128324884237034,-4.5294315770795395,6.805602677854807e-06,809.0,
long_form,C6_llmtext,5,val_full,3956,7951,1.7942379073494623,0.12086879176314268,0.11870011808317309,1.7942379073494623,0.25380183655738886,-6.307719290334438,4.65979133798706e-10,809.0,
long_form,C6_llmtext,10,train_tail,0,7933,2.2515608914093357,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
long_form,C6_llmtext,10,val_ex_h1,2967,7933,2.2515608914093357,0.08758510131844034,0.0860895644103683,1.7075243226979822,0.5265701393549469,-4.368133128836838,1.4175114031469535e-05,803.0,
long_form,C6_llmtext,10,val_full,3950,7933,2.2515608914093357,0.08729339051016716,0.085327926668655,2.2515608914093357,0.33330197238689624,-7.9155647324090745,8.17898705293215e-15,803.0,
long_form,D4_llmfused,5,train_tail,0,7951,0.1492378604554772,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
long_form,D4_llmfused,5,val_ex_h1,2971,7951,0.1492378604554772,0.12350466117446217,0.12321241881311501,0.23662456021343056,-0.10106859586881203,0.08126793030536703,0.9352490029380901,809.0,
long_form,D4_llmfused,5,val_full,3956,7951,0.1492378604554772,0.12086879176314268,0.12068840976435698,0.14923786045547727,-0.02579718042350217,-0.7537398982889586,0.4512250009813363,809.0,
long_form,D4_llmfused,20,train_tail,0,7902,0.6049002013926658,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
long_form,D4_llmfused,20,val_ex_h1,2961,7902,0.6049002013926658,0.06352350754831768,0.06306333753414348,0.724409013189616,0.18471231416578038,-2.7226116656585595,0.006619062606974349,794.0,
long_form,D4_llmfused,20,val_full,3943,7902,0.6049002013926658,0.07008297694567736,0.06965904487699098,0.6049002013926658,0.08261407765103612,-3.580978271847522,0.00036315733568915694,794.0,
event_driven,B1_bow_ridge,5,train_tail,13770,25109,1.331417884609428,0.14310974226206602,0.1725825611177847,-20.59455798735724,0.8492665507696778,9.881733722144956,4.964903019849862e-22,996.0,
event_driven,B1_bow_ridge,5,val_ex_h1,9915,25109,1.331417884609428,0.1302329592008382,0.12819161704084006,1.5674543314723277,0.31077668097661504,-2.500137968573303,0.012574503049905102,996.0,
event_driven,B1_bow_ridge,5,val_full,14213,25109,1.331417884609428,0.12651030538164323,0.12482592454991803,1.331417884609428,0.2304942806065161,-3.3493598952759274,0.0008403875716078867,996.0,
event_driven,B1_bow_ridge,10,train_tail,13740,25001,1.228718774588584,0.10324699722514848,0.131161819065791,-27.03693336453096,0.8211705092110199,8.904526936934102,2.5157704399683745e-18,991.0,
event_driven,B1_bow_ridge,10,val_ex_h1,9902,25001,1.228718774588584,0.09102515152461313,0.08979520769166507,1.3512131672919865,0.333683267752598,-2.0650041557622316,0.03918251141487209,991.0,
event_driven,B1_bow_ridge,10,val_full,14196,25001,1.228718774588584,0.08827666934766872,0.08719199733781242,1.228718774588584,0.2362993435683509,-3.251877154995203,0.0011851708823301266,991.0,
event_driven,B1_bow_ridge,20,train_tail,13695,24732,1.5311119888873268,0.07755177892817484,0.10642862669605205,-37.23557108164045,0.8158444795546907,7.436679811560427,2.2507473229754844e-13,981.0,
event_driven,B1_bow_ridge,20,val_ex_h1,9874,24732,1.5311119888873268,0.06643275787718314,0.06535253325052515,1.6260421231571447,0.3302043681122026,-2.126936178264956,0.03367465658639104,981.0,
event_driven,B1_bow_ridge,20,val_full,14156,24732,1.5311119888873268,0.06453886888282268,0.0635507065238655,1.5311119888873268,0.24130635882101606,-3.1035425378339445,0.0019670144723117375,981.0,
event_driven,B2_tfidf_ridge,5,train_tail,13770,25109,1.2074814852932854,0.14310974226206602,0.16867703479344245,-17.86551504268451,0.7983972529734029,9.26420358651822,1.1794092371279423e-19,996.0,
event_driven,B2_tfidf_ridge,5,val_ex_h1,9915,25109,1.2074814852932854,0.1302329592008382,0.12839173258019776,1.4137946583867373,0.3681995652190028,-1.6590792065570672,0.09741497544417888,996.0,
event_driven,B2_tfidf_ridge,5,val_full,14213,25109,1.2074814852932854,0.12651030538164323,0.1249827168671719,1.2074814852932854,0.2514820183958807,-2.7596725469958416,0.005892177336357857,996.0,
event_driven,B2_tfidf_ridge,10,train_tail,13740,25001,1.3547084106734637,0.10324699722514848,0.12948237079477318,-25.41030177605436,0.7747797225419527,7.906006440448441,7.062544437323817e-15,991.0,
event_driven,B2_tfidf_ridge,10,val_ex_h1,9902,25001,1.3547084106734637,0.09102515152461313,0.08954682895827255,1.6240814122026905,0.35342592344668045,-2.114665244653384,0.034707901545521565,991.0,
event_driven,B2_tfidf_ridge,10,val_full,14196,25001,1.3547084106734637,0.08827666934766872,0.08708077788335344,1.3547084106734635,0.2432733555873763,-2.9654021943241298,0.0030953952689099042,991.0,
event_driven,B2_tfidf_ridge,20,train_tail,13695,24732,1.839723831694415,0.07755177892817484,0.10442056335495571,-34.64625157298531,0.7663375580957702,6.505408746295766,1.2336213569298948e-10,981.0,
event_driven,B2_tfidf_ridge,20,val_ex_h1,9874,24732,1.839723831694415,0.06643275787718314,0.06498444807700235,2.1801139173814503,0.36149944960762054,-2.8140895934823975,0.00498945918172066,981.0,
event_driven,B2_tfidf_ridge,20,val_full,14156,24732,1.839723831694415,0.06453886888282268,0.06335153193127938,1.8397238316944147,0.26545033567813264,-3.10521136044431,0.001956058381911674,981.0,
event_driven,B3_lm_linear,5,train_tail,13770,25109,0.2476552098957819,0.14310974226206602,0.14384747042725338,-0.515498213836771,1.1137960947342642,3.45891729672264,0.0005653371368343105,996.0,
event_driven,B3_lm_linear,5,val_ex_h1,9915,25109,0.2476552098957819,0.1302329592008382,0.12977148633955968,0.35434414153705357,0.9448161466920687,-2.834367514578308,0.004684550322621685,996.0,
event_driven,B3_lm_linear,5,val_full,14213,25109,0.2476552098957819,0.12651030538164323,0.12619699601931053,0.2476552098957819,0.6798419058526797,-2.4325521570843036,0.015168232162019343,996.0,
event_driven,B3_lm_linear,10,train_tail,13740,25001,0.2001155233282068,0.10324699722514848,0.10376903296326363,-0.5056183251283952,0.8486257579913623,2.1598459478379133,0.031024088580075795,991.0,
event_driven,B3_lm_linear,10,val_ex_h1,9902,25001,0.2001155233282068,0.09102515152461313,0.0907191524303942,0.3361698267936238,0.8909800513246772,-2.3395607750417695,0.01950443004960318,991.0,
event_driven,B3_lm_linear,10,val_full,14196,25001,0.2001155233282068,0.08827666934766872,0.08810001402882692,0.2001155233282068,0.7102696827838672,-1.2292901838320454,0.21925511308792897,991.0,
event_driven,B4_lm_features,5,train_tail,13770,25109,0.1842237215472996,0.14310974226206602,0.14336255224253203,-0.17665462635175103,1.7619709020317866,3.99137201892498,7.05168615623753e-05,996.0,
event_driven,B4_lm_features,5,val_ex_h1,9915,25109,0.1842237215472996,0.1302329592008382,0.1298865564373309,0.26598701713678896,1.5310073994298345,-0.4634664750264038,0.6431314009161785,996.0,
event_driven,B4_lm_features,5,val_full,14213,25109,0.1842237215472996,0.12651030538164323,0.12627724338892832,0.18422372154729966,1.1399013580723447,-0.9938862558503346,0.32051988123986275,996.0,
event_driven,B4_lm_features,10,train_tail,13740,25001,0.0820115707812811,0.10324699722514848,0.10320389730583786,0.04174447729131673,1.3732189277797944,1.8310394905985128,0.0673950711764523,991.0,
event_driven,B4_lm_features,10,val_ex_h1,9902,25001,0.0820115707812811,0.09102515152461313,0.09089458473763153,0.14344034016389234,0.6555757158301518,-1.3461371404191154,0.1785664423113518,991.0,
event_driven,B4_lm_features,10,val_full,14196,25001,0.0820115707812811,0.08827666934766872,0.0882042722645033,0.08201157078128112,0.42808769670692,-2.1037986518046754,0.035647763549077574,991.0,
event_driven,B4_lm_features,20,train_tail,13695,24732,0.2470349948307292,0.07755177892817484,0.07732380771932466,0.2939599993719265,0.7566135021213041,-1.8011437666605297,0.07198753495515736,981.0,
event_driven,B4_lm_features,20,val_ex_h1,9874,24732,0.2470349948307292,0.06643275787718314,0.06610707694367145,0.4902414771245724,0.7719977540993181,-2.8139241116134257,0.0049920073747385385,981.0,
event_driven,B4_lm_features,20,val_full,14156,24732,0.2470349948307292,0.06453886888282268,0.06437943529141418,0.24703499483072924,0.5686881976712713,-2.010255968836495,0.044677715606598396,981.0,
event_driven,C2_finbert_s1,10,train_tail,13740,25001,2.103684316886877,0.10324699722514848,0.15032059294159164,-45.593186224865015,0.9120488956568232,7.727942113401763,2.6750902081777277e-14,991.0,
event_driven,C2_finbert_s1,10,val_ex_h1,9902,25001,2.103684316886877,0.09102515152461313,0.08786103117932519,3.476094565393135,0.2834779421800894,-4.859658675842729,1.3665086375523583e-06,991.0,
event_driven,C2_finbert_s1,10,val_full,14196,25001,2.103684316886877,0.08827666934766872,0.08641960689913172,2.103684316886877,0.1769254353315345,-5.518076327799122,4.376100899209823e-08,991.0,
event_driven,C6_llmtext,5,train_tail,0,25109,1.214090285102993,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
event_driven,C6_llmtext,5,val_ex_h1,9915,25109,1.214090285102993,0.1302329592008382,0.1287263524880776,1.1568551632441886,0.34693674206647473,-2.8576243850590433,0.0043572213257245355,996.0,
event_driven,C6_llmtext,5,val_full,14213,25109,1.214090285102993,0.12651030538164323,0.12497435605435057,1.2140902851029933,0.2638315433787111,-5.0439839407429865,5.416951736539056e-07,996.0,
event_driven,C6_llmtext,10,train_tail,0,25001,0.9983330757402844,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
event_driven,C6_llmtext,10,val_ex_h1,9902,25001,0.9983330757402844,0.09102515152461313,0.09026943323601326,0.8302301901640043,0.3296890036151568,-1.9182702122438235,0.05536413831239798,991.0,
event_driven,C6_llmtext,10,val_full,14196,25001,0.9983330757402844,0.08827666934766872,0.08739537415940905,0.9983330757402845,0.28056826582520855,-3.7577488053090367,0.00018146916177945083,991.0,
long_form,C6_llmtext,20,train_tail,0,7902,0.2748020035212486,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
long_form,C6_llmtext,20,val_ex_h1,2961,7902,0.2748020035212486,0.06352350754831768,0.06362448547268662,-0.1589615061670486,0.09140224814564263,-0.10134418287776543,0.9193028617880866,794.0,
long_form,C6_llmtext,20,val_full,3943,7902,0.2748020035212486,0.07008297694567736,0.0698903875209033,0.2748020035212486,0.07796998798708187,-3.232306764547454,0.0012786846389931377,794.0,
event_driven,C6_llmtext,20,train_tail,0,24732,0.6582441286840103,,,,,,,,NA: fit window has <100 rows (C6/D4 runs contain no train split)
event_driven,C6_llmtext,20,val_ex_h1,9874,24732,0.6582441286840103,0.06643275787718314,0.0662435947155992,0.2847438035519467,0.16073602253297156,-0.9711946952364939,0.33169097319764956,981.0,
event_driven,C6_llmtext,20,val_full,14156,24732,0.6582441286840103,0.06453886888282268,0.06411404556768242,0.6582441286840103,0.24452581697318196,-1.9823432496516546,0.047719784499897465,981.0,
