disc,model,h,n_seeds,vol_rel_impr_pct,vol_dm_q_clu,vol_p_q_clu,vol_dmq_holm_clu,vol_placebo_dm_clu,genuine_ens_vol,primary_raw,primary_holm,primary_genuine,maximal_raw,maximal_holm,rel_impr_pct_maximal,firm_raw,firm_holm,rel_impr_pct_firm,withindate_verdict_s26basis,AND_maximal_firm_raw,AND_full_raw,AND_maximal_firm_holm,AND_full_holm,AND_genuine_holm
long_form,C1_bert_s1,10,3,-0.8494885035576791,3.056213466134016,0.0023158270642672,0.0532640224781463,-1.0194013345965918,False,False,False,False,False,False,-0.11222989519218249,False,False,-4.7508274926016805,n/a (not genuine),False,False,False,False,False
long_form,C1_bert_s1,20,3,2.701851217903616,-6.955445237850917,7.355029518672319e-12,4.6336685967635607e-10,0.392430380582651,True,True,True,True,True,False,0.8963958620981477,False,False,-6.487769596231946,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s1,5,3,1.8980797549289776,-4.532482283093675,6.71042978760964e-06,0.0002751276212919,-0.7206533101663102,True,True,True,True,True,False,0.6257345985468722,False,False,-0.26767929084569136,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s1,10,3,2.616103908476263,-6.669434417352422,4.781189702644354e-11,2.916525718613056e-09,0.800302995845778,True,True,True,True,True,False,0.9308660657027903,False,False,-3.179975910116078,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s1,20,3,-0.5895801147380706,-0.3997749980374149,0.6894299013301354,1.0,0.7822164516735922,False,False,False,False,False,False,-5.512946239041388,False,False,-0.014760063767369578,n/a (not genuine),False,False,False,False,False
long_form,C2_finbert_s2,5,3,1.2071218028091506,-5.56870288633452,3.4946700959876396e-08,1.922068552793202e-06,0.2144190115918443,True,True,True,True,True,True,0.22437224128003347,False,False,-2.1960332136751135,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s2,10,3,0.4842468050173955,-7.585267080065719,9.196511635260237e-14,5.8857674465665514e-12,0.5226880645509677,True,True,True,True,False,False,-0.1401002232023973,False,False,-3.731575065572988,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s2,20,3,1.6781408721298514,-4.891023450517144,1.21484221709531e-06,5.588274198638426e-05,-0.3934266214227787,True,True,True,True,False,False,-0.5757797334831154,False,False,-3.815308749341781,n/a (not genuine),False,False,False,False,False
long_form,C2_finbert_s3,5,3,2.9004903654007324,-5.355613060086284,1.1123696892980877e-07,5.673085415420248e-06,0.3836717272992135,True,True,True,True,True,False,1.2531674331711935,False,False,-0.8224170512679753,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s3,10,3,2.313052988747218,-5.259428352571835,1.855252533930028e-07,9.27626266965014e-06,0.5518197487912235,True,True,True,True,True,False,-0.11873838320230805,False,False,-1.206670508038,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s3,20,3,-3.858988155388456,1.6763462370957918,0.0940645444196841,0.9875218999540571,1.05508587267482,False,False,False,False,False,False,-12.691421114410813,False,False,0.799378625448883,n/a (not genuine),False,False,False,False,False
long_form,C2_finbert_s4,5,3,1.456042297471254,-4.782417020812224,2.058269925583731e-06,9.262214665126788e-05,0.3705764036392169,True,True,True,True,True,False,0.5047140601849898,False,False,-0.11785490488152484,n/a (not genuine),False,False,False,False,False
long_form,C2_finbert_s4,10,3,0.3641750741609195,-6.815447840569015,1.8466709312960216e-11,1.1449359774035335e-09,-0.2378046069179868,True,True,True,True,False,False,-0.06402919520254047,False,False,-4.072630589054677,cross-sectional,False,False,False,False,False
long_form,C2_finbert_s4,20,3,3.077890668338603,-8.335233951742445,3.3977912878989554e-16,2.2425422500133102e-14,0.243877150896332,True,True,True,True,True,True,1.6630230712901755,False,False,-6.865752501014555,cross-sectional,False,False,False,False,False
long_form,C3_roberta_s1,5,3,0.2984200944419444,-5.125421662535417,3.716936995353375e-07,1.8212991277231538e-05,0.0632610574153568,True,True,True,True,False,False,-0.34676519042358483,False,False,-2.7785215147454543,cross-sectional,False,False,False,False,False
long_form,C3_roberta_s1,10,3,1.8417823495189571,-5.0618875454410714,5.151531202881171e-07,2.4727349773829623e-05,-0.7333278674633481,True,True,True,True,True,False,0.42362600161474656,False,False,-0.7771987339969754,cross-sectional,False,False,False,False,False
long_form,C3_roberta_s1,20,3,0.0200310254016936,-3.9004132358625982,0.0001041662250885,0.0039583165533665,-0.4396939130345296,True,True,True,True,False,False,-0.02838159973938398,False,False,-3.563052995471006,cross-sectional,False,False,False,False,False
long_form,C4_longformer,5,3,1.4732087355999703,-6.184844518791313,9.864999145364238e-10,5.820349495764901e-08,0.0879237350952824,True,True,True,True,True,True,0.46742540215589723,False,False,-2.206399931789977,cross-sectional,False,False,False,False,False
long_form,C4_longformer,10,3,-2.953448717306126,10.32439250576024,1.5095463050657878e-23,1.0415869504953937e-21,0.2251255952242594,False,False,False,False,False,False,-3.539355815845881,False,False,-11.383002651276938,n/a (not genuine),False,False,False,False,False
long_form,C4_longformer,20,3,0.914549398469846,-4.384672693915921,1.3181529961996957e-05,0.0005272611984798,1.2045651064592262,True,True,True,True,False,False,-0.2892063035704674,False,False,-5.025896545880523,n/a (not genuine),False,False,False,False,False
long_form,C6_llmtext,5,1,1.7942379073494623,-6.307719290334438,4.65979133798706e-10,2.7958748027922363e-08,0.8313169697407741,True,True,True,True,True,True,1.0455397088134586,False,False,-0.1835090922270036,cross-sectional,False,False,False,False,False
long_form,C6_llmtext,10,1,2.2515608914093357,-7.915564732409075,8.17898705293215e-15,5.316341584405898e-13,-1.4455065815319224,True,True,True,True,True,True,1.0658540273160524,False,False,-0.4332262742505682,cross-sectional,False,False,False,False,False
long_form,C6_llmtext,20,1,0.2748020035212486,-3.232306764547454,0.0012786846389931,0.0332458006138215,-1.4440091348479065,True,True,True,True,True,False,0.23329097161103168,True,True,0.07942220499709277,n/a (not genuine),True,True,False,False,False
long_form,D1_concat_mlp,5,3,-1.0439785518513132,2.656043576684487,0.0080621915224727,0.1612438304494544,0.7943610260839071,False,False,False,False,False,False,-0.8883463559386153,False,False,-1.3804046897496793,n/a (not genuine),False,False,False,False,False
long_form,D1_concat_mlp,10,3,-0.456011826418308,3.536928348561714,0.0004280546838607,0.0141258045674053,-0.7623814692610309,False,False,False,False,False,False,-0.38391950371513983,False,False,-1.7009158936566102,n/a (not genuine),False,False,False,False,False
long_form,D1_concat_mlp,20,3,0.1244928903467744,-5.574099458834656,3.4113953437857534e-08,1.910381392520022e-06,-0.614274245862872,True,True,True,True,True,True,0.0006231597176263605,False,False,-2.8001391469048547,n/a (not genuine),False,False,False,False,False
long_form,D2_gated_fusion,5,3,0.1918245045625393,-2.1057345588364424,0.0355354156901654,0.6041020667328117,0.763545056910133,False,True,False,False,False,False,0.03558533557865177,False,False,-0.15775051291526612,n/a (not genuine),False,False,False,False,False
long_form,D2_gated_fusion,10,3,-0.0228564069635106,2.019279739782597,0.0437903655864381,0.6568554837965714,-0.4133259021701513,False,False,False,False,False,False,0.14052457184327136,False,False,0.1959241580538286,n/a (not genuine),False,False,False,False,False
long_form,D2_gated_fusion,20,3,-2.2693798868964796,5.56056874133247,3.6759839665006035e-08,1.985031341910326e-06,-0.1764914065050422,False,False,False,False,False,False,0.7814904693690342,False,False,-3.485351800733609,n/a (not genuine),False,False,False,False,False
long_form,D4_llmfused,5,1,0.1492378604554772,-0.7537398982889586,0.4512250009813363,1.0,0.9987815877418303,False,False,False,False,False,False,-0.10546414544363833,False,False,-0.0008496564248395374,regime-timing,False,False,False,False,False
long_form,D4_llmfused,10,1,-0.1482727617976476,-0.4280234490987512,0.6687489620071749,1.0,0.8716739439709557,False,False,False,False,True,False,0.28843182266024925,False,False,-0.1488928809151774,n/a (not genuine),False,False,False,False,False
long_form,D4_llmfused,20,1,0.6049002013926658,-3.580978271847522,0.0003631573356891,0.0127105067491204,-0.48979390347973,True,True,True,True,True,False,0.3651431169030308,True,False,0.08311223424904371,cross-sectional,True,True,False,False,False
event_driven,B1_bow_ridge,5,1,1.331417884609428,-3.3493598952759274,0.0008403875716078,0.0252116271482366,0.5857072992244443,True,True,True,True,False,False,0.3122559643525115,True,True,0.46147629288483344,cross-sectional,False,False,False,False,False
event_driven,B1_bow_ridge,10,1,1.228718774588584,-3.251877154995203,0.0011851708823301,0.0331847847052435,0.0521468826955017,True,True,True,True,False,False,-0.15665235240116915,True,True,0.25039343855457985,cross-sectional,False,False,False,False,False
event_driven,B1_bow_ridge,20,1,1.5311119888873268,-3.1035425378339445,0.0019670144723117,0.0489014595477918,0.4536490840793202,True,True,True,True,False,False,-0.2666154547425453,False,False,-0.1929512232630929,cross-sectional,False,False,False,False,False
event_driven,B2_tfidf_ridge,5,1,1.2074814852932854,-2.7596725469958416,0.0058921773363578,0.1237357240635149,0.3855199658783398,False,True,False,False,False,False,0.14746509961938511,True,False,0.4435060552205759,cross-sectional,False,False,False,False,False
event_driven,B2_tfidf_ridge,10,1,1.3547084106734637,-2.9654021943241298,0.0030953952689099,0.0680986959160178,0.3789265044485438,False,True,False,False,False,False,-0.05760373791356284,True,True,0.2812042843458857,cross-sectional,False,False,False,False,False
event_driven,B2_tfidf_ridge,20,1,1.839723831694415,-3.10521136044431,0.0019560583819116,0.0489014595477918,0.4224457335219306,True,True,True,True,False,False,-0.12739481289718926,False,False,-0.04511005649686018,cross-sectional,False,False,False,False,False
event_driven,B3_lm_linear,5,1,0.2476552098957819,-2.4325521570843036,0.0151682321620193,0.2730281789163482,0.0124067894178778,False,True,False,False,False,False,0.1607652035984077,True,False,0.11047121238274518,regime-timing,False,False,False,False,False
event_driven,B3_lm_linear,10,1,0.2001155233282068,-1.2292901838320454,0.2192551130879289,1.0,0.1629130330811448,False,False,False,False,False,False,0.08734009939159869,False,False,0.10795280268982467,cross-sectional,False,False,False,False,False
event_driven,B3_lm_linear,20,1,0.2595112607503413,-1.1243340904426666,0.2611466368157198,1.0,0.8379368210527648,False,False,False,False,False,False,0.09408999720082992,True,False,0.16961912594516454,n/a (not genuine),False,False,False,False,False
event_driven,B4_lm_features,5,1,0.1842237215472996,-0.9938862558503346,0.3205198812398627,1.0,0.4641330209604565,False,False,False,False,False,False,0.19489346531101637,False,False,0.21806115370844806,regime-timing,False,False,False,False,False
event_driven,B4_lm_features,10,1,0.0820115707812811,-2.1037986518046754,0.0356477635490775,0.6041020667328117,-0.0500919307573637,False,True,False,False,True,False,0.08434634834374503,True,False,0.1304350276414691,cross-sectional,True,True,False,False,False
event_driven,B4_lm_features,20,1,0.2470349948307292,-2.010255968836495,0.0446777156065983,0.6568554837965714,0.4693091454855822,False,True,False,False,False,False,0.08558676877238772,True,False,0.11019050175828338,cross-sectional,False,False,False,False,False
event_driven,C2_finbert_s1,5,3,2.572478825713876,-5.916488835944067,4.519790960158177e-09,2.621478756891743e-07,-1.7185280711027644,True,True,True,True,True,False,0.7680609431451304,False,False,-0.06144458687600648,n/a (not genuine),False,False,False,False,False
event_driven,C2_finbert_s1,10,3,2.416447747621683,-5.683191175711201,1.738235892524939e-08,9.90794458739215e-07,0.956671989777124,True,True,True,True,False,False,0.08428903651069103,False,False,-0.665345769020464,cross-sectional,False,False,False,False,False
event_driven,C2_finbert_s1,20,3,1.5777271546898122,-1.944580950733626,0.0521112387846294,0.6568554837965714,0.3252843538123294,False,False,False,False,False,False,-1.5939213562805028,False,False,-0.6133885371116714,n/a (not genuine),False,False,False,False,False
event_driven,C6_llmtext,5,1,1.214090285102993,-5.0439839407429865,5.416951736539056e-07,2.5459673161733564e-05,0.0978046252160152,True,True,True,True,False,False,0.3980001429655966,True,True,0.5184357464578844,mixed,False,False,False,False,False
event_driven,C6_llmtext,10,1,0.9983330757402844,-3.7577488053090367,0.0001814691617794,0.0065328898240602,0.9450247416469738,True,True,True,True,False,False,0.1205721167264328,True,True,0.2436713506495467,cross-sectional,False,False,False,False,False
event_driven,C6_llmtext,20,1,0.6582441286840103,-1.9823432496516544,0.0477197844998974,0.6568554837965714,1.113324442265921,False,True,False,False,False,False,0.08612907243583634,True,True,0.21486513845372623,n/a (not genuine),False,False,False,False,False
event_driven,D2_gated_fusion,5,3,0.5585972538451281,-1.6982421674575825,0.0897747181776415,0.9875218999540571,2.9963847143809583,False,False,False,False,False,False,0.2973195425409309,True,False,0.22594131536812959,n/a (not genuine),False,False,False,False,False
event_driven,D2_gated_fusion,10,3,0.1774271968631476,-0.4168452725661294,0.6768819514991852,1.0,-0.1969559753817605,False,False,False,False,False,False,-0.016779483125831073,False,False,0.0497315111588186,n/a (not genuine),False,False,False,False,False
event_driven,D2_gated_fusion,20,3,-2.7641058005442423,3.546463387115302,0.0004089152744503,0.0139031193313124,-0.4378879731686508,False,False,False,False,False,False,-2.485594172890651,False,False,-7.992304558550873,n/a (not genuine),False,False,False,False,False
event_driven,D4_llmfused,5,1,-0.0127643731423575,3.374459099814402,0.000768161257829,0.0241422230724349,1.5790303697057624,False,False,False,False,True,False,0.11398862845417623,False,False,-0.07151316092774236,n/a (not genuine),False,False,False,False,False
event_driven,D4_llmfused,10,1,-0.0080156793875912,0.6577367535219839,0.5108602006162112,1.0,-0.0774787603178632,False,False,False,False,False,False,-0.02957551959259984,False,False,-0.02085847604535338,n/a (not genuine),False,False,False,False,False
event_driven,D4_llmfused,20,1,-0.3547645092034865,4.692019558122433,3.0892228686055044e-06,0.0001359258062186,-0.1865132663059708,False,False,False,False,False,False,-0.2427982814417879,False,False,-0.25119337863101604,n/a (not genuine),False,False,False,False,False
