panel,disc,model,h,n_obs,n_firms,n_days,df_2way,dm_day,p_day,holm_day,verdict_day,dm_2way,p_2way,holm_2way,verdict_2way,flip,se_infl_2way_vs_day,share_Vfirm,share_Vday,share_Vcell,guard_hit,placebo_dm_2way
a_m1_grid,long_form,C3_roberta_s1,20,7902,567,794,566,-1.068299180179499,0.2857106693843872,1.0,ns,-0.5229173801186834,0.6012363830811518,1.0,ns,False,2.0943969140412135,1.0583267261724125,0.22797226880387972,0.28629899497629235,False,-0.049630707800880594
a_m1_grid,long_form,C4_longformer,5,7951,568,809,567,-5.988963485606454,3.17613114858525e-09,1.8739173776652976e-07,genuine,-5.056738994586404,5.766366596946262e-07,3.51748362413722e-05,genuine,False,1.1909778495978978,0.9523671370317245,0.7050057049384908,0.6573728419702153,False,-0.23372646767912847
a_m1_grid,long_form,C4_longformer,10,7933,568,803,567,10.553138610614434,1.8099697800080198e-24,1.2488791482055336e-22,ns,7.632683502587882,9.799397410258457e-14,6.761584213078335e-12,ns,False,1.3991783888165321,0.8264552274802109,0.5108034511751159,0.3372586786553267,False,0.21066422114396294
a_m1_grid,long_form,C4_longformer,20,7902,567,794,566,3.459957649997018,0.0005691185822011366,0.022764743288045463,ns,3.1504871543881867,0.0017160727933461923,0.0669268389405015,ns,False,1.1258803532065895,0.6355662693362215,0.7888883064149764,0.42445457575119794,False,-0.07607596716352735
a_m1_grid,long_form,C6_llmtext,5,7951,568,809,567,-6.307719290334438,4.65979133798706e-10,2.8424727161721066e-08,genuine,-5.917301978592136,5.666102767288048e-09,3.626305771064351e-07,genuine,False,1.0719417389067218,0.8444169711214957,0.8702772618930631,0.7146942330145587,False,0.7842015055379171
a_m1_grid,long_form,C6_llmtext,10,7933,568,803,567,-7.9155647324090745,8.17898705293215e-15,5.316341584405898e-13,genuine,-7.587738100571079,1.34346328259511e-13,9.135550321646748e-12,genuine,False,1.055694534013793,0.6837428129689435,0.897270633526213,0.5810134464951566,False,-1.4168439632592702
a_m1_grid,long_form,C6_llmtext,20,7902,567,794,566,-3.232306764547454,0.0012786846389931377,0.042196593086773544,genuine,-2.7570934293389664,0.006019984310423786,0.20467946655440875,ns,True,1.201877648731929,0.6831599440858803,0.6922763299164846,0.3754362740023652,False,-1.603822260477547
a_m1_grid,long_form,D1_concat_mlp,5,7951,568,809,567,0.09518519078898904,0.92419133305215,1.0,ns,0.09088686140581068,0.9276145882558025,1.0,ns,False,1.0531514634807806,0.8664598424328859,0.9016091879957626,0.7680690304286485,False,0.8012897010274088
a_m1_grid,long_form,D1_concat_mlp,10,7933,568,803,567,-0.6651154815816485,0.506167848180687,1.0,ns,-0.5688335060889987,0.5696943711261608,1.0,ns,False,1.183261100610518,0.752518310484494,0.7142312122110175,0.46674952269551145,False,-0.9975030320343761
a_m1_grid,long_form,D1_concat_mlp,20,7902,567,794,566,-0.6314534530592252,0.5279260461812015,1.0,ns,-0.4067657883957239,0.6843337841023116,1.0,ns,False,1.5914613449356256,0.9815894259677207,0.39482787916566553,0.3764173051333863,False,-0.28383882996571236
a_m1_grid,long_form,D2_gated_fusion,5,7951,568,809,567,-0.29166604105210714,0.7706168391631709,1.0,ns,-0.2833145106468307,0.7770391655372579,1.0,ns,False,1.0352365702452888,0.785594844867407,0.9330841010196431,0.7186789458870503,False,0.8963831440185812
a_m1_grid,long_form,D2_gated_fusion,10,7933,568,803,567,0.9571183922302632,0.3387959240001079,1.0,ns,0.898622267092677,0.36923533691073407,1.0,ns,False,1.077847171530941,0.6969159471405905,0.8607670366917048,0.5576829838322954,False,-1.0652042630342635
a_m1_grid,long_form,D2_gated_fusion,20,7902,567,794,566,4.269535959522614,2.1960469968023844e-05,0.000988221148561073,ns,4.128896941388561,4.194463192010529e-05,0.00213917622792537,ns,False,1.0600974836847898,0.26502697053276264,0.8898327642303718,0.15485973476313444,False,-0.043692330229723894
a_m1_grid,long_form,D4_llmfused,5,7951,568,809,567,-0.7537398982889586,0.4512250009813363,1.0,ns,-0.7294692197262127,0.4660159198475549,1.0,ns,False,1.0390515400852929,0.9579007537854203,0.9262448775316477,0.8841456313170679,False,1.0620208055334408
a_m1_grid,long_form,D4_llmfused,10,7933,568,803,567,-0.42802344909875123,0.6687489620071749,1.0,ns,-0.3935356060645207,0.6940718677955802,1.0,ns,False,1.1006575840638493,0.8616895006309608,0.8254590610454924,0.6871485616764534,False,0.8163056897737986
a_m1_grid,long_form,D4_llmfused,20,7902,567,794,566,-3.580978271847522,0.00036315733568915694,0.014889450763255435,genuine,-3.2567295727780015,0.001194474606236631,0.048973458855701875,genuine,False,1.1272471836022473,0.981135887914929,0.7869763516886834,0.7681122396036122,False,-0.48513279942781135
a_m1_grid,event_driven,B1_bow_ridge,5,25109,569,996,568,-3.3493598952759274,0.0008403875716078867,0.03041910001986711,genuine,-3.065614429418295,0.0022754601802351055,0.086467486848934,ns,True,1.0975162504592528,0.6899101074938202,0.8301911152927095,0.5201012227865298,False,0.5600307687999329
a_m1_grid,event_driven,B1_bow_ridge,10,25001,569,991,568,-3.251877154995203,0.0011851708823301266,0.0402958099992243,genuine,-2.8066970789561934,0.005177004402599224,0.18119515409097284,ns,True,1.1698279548557982,0.7013002671081039,0.7307284382678723,0.4320287053759762,False,0.02356722428611837
a_m1_grid,event_driven,B1_bow_ridge,20,24732,568,981,567,-3.1035425378339445,0.0019670144723117375,0.06259386822117356,ns,-2.530909862134907,0.011645978092438098,0.37267129895801915,ns,False,1.2511252864879547,0.6265376044333267,0.6388492607629505,0.2653868651962773,False,0.5151851789763486
a_m1_grid,event_driven,B2_tfidf_ridge,5,25109,569,996,568,-2.7596725469958416,0.005892177336357857,0.16498096541802,ns,-2.310925449284881,0.021194181418144272,0.6420020768209668,ns,False,1.1996050712982549,0.6234219354386037,0.694901763597431,0.31832369903603464,False,0.38017439911332873
a_m1_grid,event_driven,B2_tfidf_ridge,10,25001,569,991,568,-2.9654021943241298,0.0030953952689099042,0.08976646279838722,ns,-2.251592644377829,0.024729333431903495,0.7171506695252013,ns,False,1.3297720189101525,0.6845618989404476,0.5655169409663237,0.25007883990677127,False,0.3309052974244864
a_m1_grid,event_driven,B2_tfidf_ridge,20,24732,568,981,567,-3.10521136044431,0.001956058381911674,0.06259386822117356,ns,-2.060302281426656,0.03982535557389593,1.0,ns,False,1.5377296927817028,0.6922345273745177,0.4229022532445046,0.11513678061902222,False,0.4875366361800907
a_m1_grid,event_driven,B3_lm_linear,5,25109,569,996,568,-2.4325521570843036,0.015168232162019343,0.3943740362125029,ns,-2.203652703500938,0.027949288757794413,0.7825800852182436,ns,False,1.1088828976550793,0.8090138303452659,0.8132585338967304,0.6222723642419963,False,0.009987843381054873
a_m1_grid,event_driven,B3_lm_linear,10,25001,569,991,568,-1.2292901838320454,0.21925511308792897,1.0,ns,-1.159728166119345,0.2466467619960211,1.0,ns,False,1.07024107705631,0.5249295911356432,0.8730452798689669,0.39797487100461015,False,0.162403485198785
a_m1_grid,event_driven,B3_lm_linear,20,24732,568,981,567,-1.1243340904426666,0.26114663681571987,1.0,ns,-1.031827272235368,0.3025929561819593,1.0,ns,False,1.111752600329374,0.5801854310254106,0.809065518068734,0.3892509490941446,False,0.9148143828035316
a_m1_grid,event_driven,B4_lm_features,5,25109,569,996,568,-0.9938862558503346,0.32051988123986275,1.0,ns,-0.9225767654855955,0.35661952377854433,1.0,ns,False,1.0821833481591543,0.7774819950093712,0.8538828793970195,0.6313648744063907,False,0.4465844506118389
a_m1_grid,event_driven,B4_lm_features,10,25001,569,991,568,-2.1037986518046754,0.035647763549077574,0.8555463251778618,ns,-1.9252427812329054,0.05469797678199961,1.0,ns,False,1.1033214860525389,0.8272516771487304,0.8214778326242264,0.6487295097729567,False,-0.031235770260086893
a_m1_grid,event_driven,B4_lm_features,20,24732,568,981,567,-2.010255968836495,0.044677715606598396,0.9844501130681467,ns,-1.6693967066429445,0.09559076161890023,1.0,ns,False,1.228603039546399,0.8403996444366059,0.6624861894362678,0.5028858338728738,False,0.532315615035625
a_m1_grid,event_driven,C2_finbert_s1,5,25109,569,996,568,-4.948555012351497,8.775784616980226e-07,4.387892308490113e-05,genuine,-4.3883777238142185,1.3617520896649479e-05,0.0007489636493157214,genuine,False,1.1327682710466545,0.431350413092738,0.7793236362428689,0.21067404933560693,False,-0.9292690792630498
a_m1_grid,event_driven,C2_finbert_s1,10,25001,569,991,568,-5.518076327799122,4.376100899209823e-08,2.5381385215416972e-06,genuine,-4.506302672573846,8.013312277991952e-06,0.00044874548756754934,genuine,False,1.2363765290734505,0.5340478345454764,0.6541818581375716,0.18822969268304787,False,-0.17266194256906395
a_m1_grid,event_driven,C2_finbert_s1,20,24732,568,981,567,-0.4952176797162795,0.6205574871070725,1.0,ns,-0.32016844344553774,0.7489585925096659,1.0,ns,False,1.5781104436056126,0.686068643108907,0.40153666923403264,0.08760531234293965,False,-0.45358803344267906
a_m1_grid,event_driven,C6_llmtext,5,25109,569,996,568,-5.0439839407429865,5.416951736539056e-07,2.7626453856349187e-05,genuine,-4.563693398691714,6.163984056300886e-06,0.0003513470912091505,genuine,False,1.1102579986123495,0.6810659274220761,0.8112452720217163,0.4923111994437923,False,0.04820844359578717
a_m1_grid,event_driven,C6_llmtext,10,25001,569,991,568,-3.7577488053090367,0.00018146916177945083,0.007621704794736935,genuine,-3.488039859450894,0.0005242474194240734,0.024115381293507376,genuine,False,1.0877515557871567,0.585340485597377,0.8451631901819457,0.43050367577932275,False,0.9566126072037916
a_m1_grid,event_driven,C6_llmtext,20,24732,568,981,567,-1.9823432496516546,0.047719784499897465,1.0,ns,-1.8205120601141647,0.06920805708120283,1.0,ns,False,1.1109770139282578,0.4362957656404747,0.8101955490923742,0.24649131473284874,False,1.11853447814526
a_m1_grid,event_driven,D2_gated_fusion,5,25109,569,996,568,-0.6945131570595929,0.4875225831423109,1.0,ns,-0.6479568211837525,0.5172747044879894,1.0,ns,False,1.0767158011690687,0.3778957292568514,0.8625769069514692,0.24047263620832038,False,2.9609095124823313
a_m1_grid,event_driven,D2_gated_fusion,10,25001,569,991,568,-0.5574436134302582,0.577350387062069,1.0,ns,-0.5444438349714981,0.5863497563404693,1.0,ns,False,1.0337874762695844,0.21458053240660757,0.9357018038663998,0.15028233627300722,False,-0.17842222529456758
a_m1_grid,event_driven,D2_gated_fusion,20,24732,568,981,567,2.9990243816931303,0.002776880963635993,0.08330642890907979,ns,2.831892081583963,0.004791719537987704,0.17250190336755733,ns,False,1.0804957797236383,0.19672570740143205,0.8565522301176665,0.05327793751909842,False,-0.3516917921177355
a_m1_grid,event_driven,D4_llmfused,5,25109,569,996,568,3.374459099814402,0.0007681612578290608,0.029423334369530083,ns,3.318167594929944,0.0009640840284427127,0.040491529194593937,ns,False,1.0215803389642415,0.3554261717017666,0.9581973113943196,0.31362348309608606,False,1.519644116883019
a_m1_grid,event_driven,D4_llmfused,10,25001,569,991,568,0.6577367535219839,0.5108602006162112,1.0,ns,0.6405532789832856,0.5220712884982587,1.0,ns,False,1.0367648355471857,0.7007705251657543,0.9303352634943015,0.6311057886600556,False,-0.07895426360225496
a_m1_grid,event_driven,D4_llmfused,20,24732,568,981,567,4.692019558122433,3.0892228686055044e-06,0.00015137192056166972,ns,4.363897231696719,1.5183834394070994e-05,0.0008199270572798337,ns,False,1.0969960826728045,0.6981815722783571,0.8309786131973604,0.5291601854757175,False,-0.18117350982213032
b_firm_ref,long_form,B1_bow_ridge,5,7550,568,792,567,2.577260531090889,0.010138707775586564,0.26360640216525066,ns,2.122364330638126,0.03423998696295262,0.8902396610367681,ns,False,1.2212739439477072,0.91993613168579,0.6704614578834557,0.5903975895692457,False,
b_firm_ref,long_form,B1_bow_ridge,10,7167,568,766,567,1.5442329990067878,0.1229454455828611,1.0,ns,1.4702064757268936,0.14206051853495483,1.0,ns,False,1.0635414719682963,0.7557242179782514,0.8840791348646428,0.6398033528428944,False,
b_firm_ref,long_form,B1_bow_ridge,20,7097,567,765,566,4.2774053810582195,2.130699922492937e-05,0.0010866569604713978,text HURTS,3.555264137838649,0.0004091767625087287,0.020868014887945166,text HURTS,False,1.2345890603506064,0.7397375411633296,0.6560775109345847,0.3958150520979141,False,
b_firm_ref,long_form,B2_tfidf_ridge,5,7550,568,792,567,4.190516371471096,3.096922349164898e-05,0.0015174919510908002,text HURTS,3.4581562534878074,0.0005847014731948997,0.029235073659744985,text HURTS,False,1.2187023141402606,0.8470277526809535,0.6732939753523972,0.5203217280333506,False,
b_firm_ref,long_form,B2_tfidf_ridge,10,7167,568,766,567,7.022506519527929,4.816848945947461e-12,3.2272887937847986e-10,text HURTS,6.023887547952046,3.064406534507623e-09,2.0531523781201075e-07,text HURTS,False,1.1804163796198197,0.81054693999442,0.7176778549226753,0.5282247949170953,False,
b_firm_ref,long_form,B2_tfidf_ridge,20,7097,567,765,566,8.148036436520531,1.5077881703534382e-15,1.025295955840338e-13,text HURTS,6.1940504948484,1.12843370797647e-09,7.673349214239995e-08,text HURTS,False,1.3498704987377292,0.739298210853173,0.5488021296742397,0.28810034052741273,False,
b_firm_ref,long_form,B3_lm_linear,5,7550,568,792,567,-1.8072493807800871,0.07110322490409808,1.0,ns,-1.179656849897112,0.23863143556480051,1.0,ns,False,1.5407674584452395,0.9432343186707576,0.42123631526513805,0.36447063393589557,False,
b_firm_ref,long_form,B3_lm_linear,10,7167,568,766,567,-3.6299390954490334,0.0003023557110340466,0.012094228441361864,text adds,-2.557918523898788,0.010788936425214312,0.345245965606858,ns,True,1.4369199134719486,1.0770639811765481,0.4843227539122244,0.5613867350887725,False,
b_firm_ref,long_form,B3_lm_linear,20,7097,567,765,566,3.465776861660725,0.0005582210182061665,0.020095956655421996,text HURTS,2.389205235770199,0.0172113055858402,0.5163391675752059,ns,True,1.4885417675490449,0.8921950765730788,0.4513131103055755,0.3435081868786545,False,
b_firm_ref,long_form,B4_lm_features,5,7550,568,792,567,-1.4120615526624298,0.15832511027020024,1.0,ns,-1.0784302390910856,0.2813003654285751,1.0,ns,False,1.31684990886567,0.9147858746973393,0.5766701130991568,0.49145598779649596,False,
b_firm_ref,long_form,B4_lm_features,10,7167,568,766,567,4.100921027127025,4.555838820125908e-05,0.0020501274690566586,text HURTS,2.9940339706954506,0.0028732058523926397,0.11205502824331295,ns,True,1.3868982959256257,1.0205210242188039,0.5198891703980996,0.5404101946169035,False,
b_firm_ref,long_form,B4_lm_features,20,7097,567,765,566,4.62143730361703,4.472532797079435e-06,0.0002504618366364484,text HURTS,3.1490264740874334,0.0017245232956815918,0.07399592233106883,ns,True,1.5059641686533811,0.8571156392973349,0.44093109037420686,0.29804672967154183,False,
b_firm_ref,long_form,C1_bert_s1,5,7550,568,792,567,1.0662620751014313,0.2866305257433084,1.0,ns,0.8310719916193934,0.4062827866388467,1.0,ns,False,1.2903277071117731,0.7496308169195799,0.6006202274482286,0.3502510443678086,False,
b_firm_ref,long_form,C1_bert_s1,10,7167,568,766,567,3.2621548366967374,0.0011547244849794416,0.03926063248930101,text HURTS,2.248914561917748,0.02490099612198395,0.7221288875375346,ns,True,1.4687624007118099,0.8711616715778444,0.4635503435389376,0.33471201511678217,False,
b_firm_ref,long_form,C1_bert_s1,20,7097,567,765,566,5.924558040495467,4.7345384972382565e-09,3.030104638232484e-07,text HURTS,3.7397182844846726,0.0002029764882525627,0.011163706853890948,text HURTS,False,1.625664626143189,0.9520432090811546,0.37838863911543336,0.3304318481965881,False,
b_firm_ref,long_form,C2_finbert_s1,5,7550,568,792,567,1.8921781079886257,0.05883220712579468,1.0,ns,1.4248529112261774,0.15474990708082587,1.0,ns,False,1.3355700949182492,0.9621640525466174,0.5606174708510848,0.5227815233977021,False,
b_firm_ref,long_form,C2_finbert_s1,10,7167,568,766,567,4.092516038266525,4.720518230712602e-05,0.0020770280215135447,text HURTS,3.426132944743601,0.0006565789123113183,0.032172366703254594,text HURTS,False,1.209500664327726,0.7805645113392514,0.6835775284472748,0.4641420397865262,False,
b_firm_ref,long_form,C2_finbert_s1,20,7097,567,765,566,0.170164539342715,0.8649257881960941,1.0,ns,0.10344823778372221,0.9176438720912925,1.0,ns,False,1.6879510592300124,1.0555930690907789,0.35097832666615125,0.40657139575692997,False,
b_firm_ref,long_form,C2_finbert_s2,5,7550,568,792,567,2.4394572051691514,0.014928101116735613,0.3732025279183903,ns,1.7507223791035007,0.08053453739957282,1.0,ns,False,1.4013629370497889,0.9151901704905375,0.5092121360443326,0.4244023065348701,False,
b_firm_ref,long_form,C2_finbert_s2,10,7167,568,766,567,4.234773762213006,2.5662503745537355e-05,0.0012831251872768678,text HURTS,3.051117527278056,0.0023865528439838625,0.0954621137593545,ns,True,1.405371716569619,0.9770530665576155,0.5063112554329545,0.48336432199057,False,
b_firm_ref,long_form,C2_finbert_s2,20,7097,567,765,566,0.8006680615629741,0.42357274566052233,1.0,ns,0.6512757042038974,0.5151328574236188,1.0,ns,False,1.261541416051557,0.7237660012690399,0.6283432793331915,0.3521092806022314,False,
b_firm_ref,long_form,C2_finbert_s3,5,7550,568,792,567,4.026886766823743,6.196222525758465e-05,0.00266437568607614,text HURTS,2.9801652783849613,0.0030044119804199863,0.11416765525595948,ns,True,1.3589509259866743,0.9830141254482143,0.5414925080079501,0.5245066334561644,False,
b_firm_ref,long_form,C2_finbert_s3,10,7167,568,766,567,2.6607321433981674,0.007960505929200532,0.22289416601761491,ns,2.1442876450868122,0.03243431013844276,0.8757263737379545,ns,False,1.256429269460956,0.71828705719444,0.6334668750341448,0.3517539322285849,False,
b_firm_ref,long_form,C2_finbert_s3,20,7097,567,765,566,1.228740035217426,0.21954763218016382,1.0,ns,1.008986131547312,0.3134124279599533,1.0,ns,False,1.2496508730763547,0.5479151439581564,0.6403576558035613,0.18827279976171762,False,
b_firm_ref,long_form,C2_finbert_s4,5,7550,568,792,567,3.973130700659339,7.741260999449503e-05,0.0032513296197687913,text HURTS,3.5683677559119698,0.0003896260518275366,0.020260554695031904,text HURTS,False,1.1197935256117995,1.1081370100275814,0.7974878876330016,0.905624897660583,False,
b_firm_ref,long_form,C2_finbert_s4,10,7167,568,766,567,4.323782040184055,1.736658808344475e-05,0.0009204291684225717,text HURTS,4.080841813187368,5.131330694687266e-05,0.003027485109865487,text HURTS,False,1.0728375481958343,0.5256931077257831,0.8688245219582069,0.3945176296839901,False,
b_firm_ref,long_form,C2_finbert_s4,20,7097,567,765,566,6.5072344189952736,1.384495731965019e-10,9.137671830969126e-09,text HURTS,5.289038858849267,1.759686741943285e-07,1.1437963822631353e-05,text HURTS,False,1.2625063740395595,0.5984592891984418,0.6273831366104863,0.22584242580892824,False,
b_firm_ref,long_form,C3_roberta_s1,5,7550,568,792,567,3.8430175795996995,0.00013127645561596894,0.005382334680254727,text HURTS,2.418830051191996,0.015884340821687593,0.4924145654723154,ns,True,1.5978710274345964,0.9716421146168226,0.39166661589753443,0.3633087305143571,False,
b_firm_ref,long_form,C3_roberta_s1,10,7167,568,766,567,4.137534047461648,3.900073866512983e-05,0.001794033978595972,text HURTS,2.615710706948665,0.009141340421845822,0.31020965711970655,ns,True,1.6016654324067288,1.0921275207856553,0.38981306850592035,0.4819405892915757,False,
