disclosure,model,horizon,gamma,mu_annual,n_test,U_fR,U_fU,fee_h_ret,fee_bps_ann,fee_bps_ann_wins,sharpe_fR,sharpe_fU,mean_wR,mean_wU,n_quarters,q_frac_fee_pos
long_form,C2_finbert_s1,10,2,0.08,7167,0.000689398226652685,0.0007280184743622847,3.862024770959964e-05,9.732302422819108,11.2207408847502,0.05890667251419219,0.059991850224210864,0.5932785332139896,0.6145747335611365,16,0.5625
long_form,C2_finbert_s1,10,10,0.04,7167,0.00012116487247640298,0.0001276652825563542,6.5004100799512064e-06,1.6381033401477039,1.8010244113788674,0.05890667251419219,0.059991850224210864,0.05932785332139897,0.06145747335611365,16,0.5625
long_form,C2_finbert_s1,10,10,0.06,7167,0.0001425785213562535,0.00015035034749443703,7.771826138183529e-06,1.9585001868222491,2.1923238748904508,0.05890667251419219,0.059991850224210864,0.08899177998209844,0.09218621003417046,16,0.5625
long_form,C2_finbert_s1,10,10,0.08,7167,0.00013787964533053693,0.00014560369487245697,7.724049541920041e-06,1.9464604845638505,2.2441481769500013,0.05890667251419219,0.059991850224210864,0.11865570664279794,0.1229149467122273,16,0.5625
long_form,C2_finbert_s1,20,2,0.04,7097,0.0011503455559613396,0.0011507405255035135,3.949695421738911e-07,0.049766162313910275,0.022951976336711786,0.09233782446444294,0.09233163658913944,0.2480375430736305,0.248114498656985,16,0.5
long_form,C2_finbert_s1,20,2,0.06,7097,0.0014664844620007039,0.0014667277248227545,2.4326282205061264e-07,0.030651115578377193,0.007983913878096063,0.09233782446444294,0.09233163658913944,0.37205631461044564,0.3721717479854775,16,0.5
long_form,C2_finbert_s1,20,2,0.08,7097,0.0016099341200791978,0.0016097928818536525,-1.4123822554535335e-07,-0.017796016418714523,-0.02461351566585045,0.09233782446444294,0.09233163658913944,0.496075086147261,0.49622899731397,16,0.4375
long_form,C2_finbert_s1,20,10,0.04,7097,0.0002300691111922679,0.00023014810510070262,7.899390843470232e-08,0.009953232462772492,0.004590395267356018,0.09233782446444294,0.09233163658913944,0.0496075086147261,0.04962289973139701,16,0.5
long_form,C2_finbert_s1,20,10,0.06,7097,0.00029329689240014073,0.0002933455449645509,4.8652564410165897e-08,0.006130223115680903,0.0015967827755836942,0.09233782446444294,0.09233163658913944,0.07441126292208913,0.07443434959709551,16,0.5
long_form,C2_finbert_s1,20,10,0.08,7097,0.0003219868240158396,0.0003219585763707303,-2.824764510928751e-08,-0.0035592032837702264,-0.004922703133150965,0.09233782446444294,0.09233163658913944,0.0992150172294522,0.09924579946279402,16,0.4375
long_form,C2_finbert_s2,5,2,0.04,7550,0.0008486343412734111,0.0008421159452934736,-6.518395979937487e-06,-3.285271573888493,0.049993748302714844,0.0729997849602817,0.07270669625470107,0.34162844795428254,0.34996075273238453,16,0.625
long_form,C2_finbert_s2,5,2,0.06,7550,0.0011390984945144308,0.0011246990270601116,-1.4399467454319186e-05,-7.2573315969768695,-2.1790718329250165,0.0729997849602817,0.07270669625470107,0.5124426719314238,0.5249411290985767,16,0.625
long_form,C2_finbert_s2,5,2,0.08,7550,0.0013403273028249935,0.0013149655149066837,-2.536178791830981e-05,-12.782341110828144,-5.910845717738588,0.0729997849602817,0.07270669625470107,0.6832568959085651,0.6999215054647691,16,0.5625
long_form,C2_finbert_s2,5,10,0.04,7550,0.00016972686825468222,0.00016842318905869476,-1.303679195987454e-06,-0.6570543147776768,0.009998749660512915,0.0729997849602817,0.07270669625470107,0.06832568959085651,0.06999215054647691,16,0.625
long_form,C2_finbert_s2,5,10,0.06,7550,0.00022781969890288612,0.00022493980541202232,-2.879893490863799e-06,-1.4514663193953548,-0.43581436658507156,0.0729997849602817,0.07270669625470107,0.10248853438628476,0.10498822581971534,16,0.625
long_form,C2_finbert_s2,5,10,0.08,7550,0.0002680654605649987,0.0002629931029813368,-5.072357583661908e-06,-2.556468222165601,-1.1821691435477832,0.0729997849602817,0.07270669625470107,0.13665137918171302,0.13998430109295382,16,0.5625
long_form,C2_finbert_s2,10,2,0.04,7167,0.000605824362382015,0.0006002372782228461,-5.5870841591689315e-06,-1.4079452081105706,-1.321045124135483,0.05890667251419219,0.058761296454356474,0.2966392666069948,0.2962269222101483,16,0.3125
long_form,C2_finbert_s2,10,2,0.06,7167,0.0007128926067812678,0.000705269072316765,-7.623534464502825e-06,-1.9211306850547119,-1.8110547019818717,0.05890667251419219,0.058761296454356474,0.4449588999104922,0.44434038331522246,16,0.375
long_form,C2_finbert_s2,10,2,0.08,7167,0.000689398226652685,0.0006802429697323484,-9.155256920336625e-06,-2.3071247439248297,-2.18738895701388,0.05890667251419219,0.058761296454356474,0.5932785332139896,0.5924538444202966,16,0.375
long_form,C2_finbert_s2,10,10,0.04,7167,0.00012116487247640298,0.00012004745564456931,-1.117416831833667e-06,-0.2815890416220841,-0.2642090248270659,0.05890667251419219,0.058761296454356474,0.05932785332139897,0.059245384442029654,16,0.3125
long_form,C2_finbert_s2,10,10,0.06,7167,0.0001425785213562535,0.00014105381446335302,-1.5247068929004782e-06,-0.38422613701092045,-0.3622109403963648,0.05890667251419219,0.058761296454356474,0.08899177998209844,0.08886807666304447,16,0.375
long_form,C2_finbert_s2,10,10,0.08,7167,0.00013787964533053693,0.00013604859394646986,-1.8310513840670757e-06,-0.46142494878490303,-0.4374777914027158,0.05890667251419219,0.058761296454356474,0.11865570664279794,0.11849076888405931,16,0.375
long_form,C2_finbert_s2,20,2,0.04,7097,0.0011503455559613396,0.0013399914831725263,0.00018964592721118674,23.895386828609528,23.149404451466147,0.09233782446444294,0.09684891330804865,0.2480375430736305,0.2562506225072659,16,0.6875
long_form,C2_finbert_s2,20,2,0.06,7097,0.0014664844620007039,0.0017265958358208152,0.0002601113738201113,32.77403310133403,32.56120464381104,0.09233782446444294,0.09684891330804865,0.37205631461044564,0.3843759337608988,16,0.6875
long_form,C2_finbert_s2,20,2,0.08,7097,0.0016099341200791978,0.001924272595843787,0.00031433847576458913,39.606647946338235,40.5310701472304,0.09233782446444294,0.09684891330804865,0.496075086147261,0.5125012450145318,16,0.6875
long_form,C2_finbert_s2,20,10,0.04,7097,0.0002300691111922679,0.00026799829663450524,3.7929185442237326e-05,4.7790773657219034,4.629880890293244,0.09233782446444294,0.09684891330804865,0.0496075086147261,0.051250124501453186,16,0.6875
long_form,C2_finbert_s2,20,10,0.06,7097,0.00029329689240014073,0.000345319167164163,5.202227476402228e-05,6.554806620266807,6.51224092876219,0.09233782446444294,0.09684891330804865,0.07441126292208913,0.07687518675217976,16,0.6875
long_form,C2_finbert_s2,20,10,0.08,7097,0.0003219868240158396,0.0003848545191687573,6.286769515291774e-05,7.921329589267635,8.106214029446125,0.09233782446444294,0.09684891330804865,0.0992150172294522,0.10250024900290637,16,0.6875
long_form,C4_longformer,5,2,0.04,7550,0.0008486343412734111,0.0008263617548221035,-2.2272586451307593e-05,-11.225383571459027,-6.877179819276118,0.0729997849602817,0.07272182235623154,0.34162844795428254,0.34069819224633974,16,0.375
long_form,C4_longformer,5,2,0.06,7550,0.0011390984945144308,0.0011080442568016254,-3.1054237712805364e-05,-15.651335807253902,-9.392292273953078,0.0729997849602817,0.07272182235623154,0.5124426719314238,0.5110472883695095,16,0.375
long_form,C4_longformer,5,2,0.08,7550,0.0013403273028249935,0.0013020611751601268,-3.826612766486665e-05,-19.28612834309279,-11.291753091989083,0.0729997849602817,0.07272182235623154,0.6832568959085651,0.6813963844926795,16,0.375
long_form,C4_longformer,5,10,0.04,7550,0.00016972686825468222,0.0001652723509644207,-4.454517290261524e-06,-2.245076714291808,-1.3754359638552893,0.0729997849602817,0.07272182235623154,0.06832568959085651,0.06813963844926794,16,0.375
long_form,C4_longformer,5,10,0.06,7550,0.00022781969890288612,0.0002216088513603249,-6.210847542561208e-06,-3.130267161450849,-1.8784584547906207,0.0729997849602817,0.07272182235623154,0.10248853438628476,0.10220945767390192,16,0.375
long_form,C4_longformer,5,10,0.08,7550,0.0002680654605649987,0.0002604122350320253,-7.653225532973363e-06,-3.8572256686185744,-2.2583506183978983,0.0729997849602817,0.07272182235623154,0.13665137918171302,0.1362792768985359,16,0.375
long_form,C4_longformer,10,2,0.04,7167,0.000605824362382015,0.0006031704446947142,-2.6539176873008547e-06,-0.6687872571998154,-1.0456149325004824,0.05890667251419219,0.058797351748536696,0.2966392666069948,0.29424419716887573,16,0.3125
long_form,C4_longformer,10,2,0.06,7167,0.0007128926067812678,0.0007088063214401928,-4.086285341075029e-06,-1.0297439059509073,-1.5442411883809457,0.05890667251419219,0.058797351748536696,0.4449588999104922,0.4413662957533136,16,0.3125
long_form,C4_longformer,10,2,0.08,7167,0.000689398226652685,0.0006838093011177523,-5.5889255349327125e-06,-1.4084092348030435,-2.026746637348297,0.05890667251419219,0.058797351748536696,0.5932785332139896,0.5884883943377515,16,0.3125
long_form,C4_longformer,10,10,0.04,7167,0.00012116487247640298,0.00012063408893894285,-5.307835374601303e-07,-0.13375745143995282,-0.20912298650012312,0.05890667251419219,0.058797351748536696,0.05932785332139897,0.05884883943377516,16,0.3125
long_form,C4_longformer,10,10,0.06,7167,0.0001425785213562535,0.00014176126428803857,-8.172570682149299e-07,-0.20594878119016233,-0.3088482376761987,0.05890667251419219,0.058797351748536696,0.08899177998209844,0.08827325915066274,16,0.3125
long_form,C4_longformer,10,10,0.08,7167,0.00013787964533053693,0.00013676186022355046,-1.117785106986472e-06,-0.28168184696059095,-0.40534932746971264,0.05890667251419219,0.058797351748536696,0.11865570664279794,0.11769767886755032,16,0.3125
long_form,C4_longformer,20,2,0.04,7097,0.0011503455559613396,0.001557349002390915,0.00040700344642957535,51.28243425012649,51.38934367051476,0.09233782446444294,0.10363852251790145,0.2480375430736305,0.2601310917952136,16,0.6875
long_form,C4_longformer,20,2,0.06,7097,0.0014664844620007039,0.002036541313065936,0.000570056851065232,71.82716323421923,73.6165027012246,0.09233782446444294,0.10363852251790145,0.37205631461044564,0.3901966376928204,16,0.6875
long_form,C4_longformer,20,2,0.08,7097,0.0016099341200791978,0.0023160788300606626,0.0007061447099814648,88.97423345766457,93.53198652890244,0.09233782446444294,0.10363852251790145,0.496075086147261,0.5202621835904272,16,0.6875
long_form,C4_longformer,20,10,0.04,7097,0.0002300691111922679,0.00031146980047818296,8.140068928591505e-05,10.256486850025297,10.277868734102974,0.09233782446444294,0.10363852251790145,0.0496075086147261,0.05202621835904273,16,0.6875
long_form,C4_longformer,20,10,0.06,7097,0.00029329689240014073,0.000407308262613187,0.00011401137021304627,14.365432646843828,14.723300540244876,0.09233782446444294,0.10363852251790145,0.07441126292208913,0.07803932753856409,16,0.6875
long_form,C4_longformer,20,10,0.08,7097,0.0003219868240158396,0.0004632157660121324,0.00014122894199629284,17.7948466915329,18.706397305780534,0.09233782446444294,0.10363852251790145,0.0992150172294522,0.10405243671808546,16,0.6875
long_form,C5_qwen3,5,2,0.04,7550,0.0008486343412734111,0.0008850231631478202,3.638882187440907e-05,18.33996622470217,18.509231019497523,0.0729997849602817,0.07473968888311096,0.34162844795428254,0.34421036394110843,16,0.625
long_form,C5_qwen3,5,2,0.06,7550,0.0011390984945144308,0.0011889996312339861,4.9901136719555364e-05,25.1501729066559,25.60591199215792,0.0729997849602817,0.07473968888311096,0.5124426719314238,0.5163155459116625,16,0.5625
long_form,C5_qwen3,5,2,0.08,7550,0.0013403273028249935,0.0014006193569949896,6.0292054169996164e-05,30.387195301678066,31.263969940092306,0.0729997849602817,0.07473968888311096,0.6832568959085651,0.6884207278822169,16,0.5625
long_form,C5_qwen3,5,10,0.04,7550,0.00016972686825468222,0.00017700463262956408,7.277764374881863e-06,3.6679932449404586,3.701846203899535,0.0729997849602817,0.07473968888311096,0.06832568959085651,0.06884207278822167,16,0.625
long_form,C5_qwen3,5,10,0.06,7550,0.00022781969890288612,0.00023779992624679722,9.980227343911094e-06,5.030034581331192,5.121182398431603,0.0729997849602817,0.07473968888311096,0.10248853438628476,0.1032631091823325,16,0.5625
long_form,C5_qwen3,5,10,0.08,7550,0.0002680654605649987,0.00028012387139899795,1.2058410833999265e-05,6.07743906033563,6.2527939880185475,0.0729997849602817,0.07473968888311096,0.13665137918171302,0.13768414557644335,16,0.5625
long_form,C5_qwen3,10,2,0.04,7167,0.000605824362382015,0.0008453949250718578,0.00023957056268984278,60.371781797840384,62.2100469745291,0.05890667251419219,0.06782523265671758,0.2966392666069948,0.3038953234358203,16,0.6875
long_form,C5_qwen3,10,2,0.06,7167,0.0007128926067812678,0.0010595200303418714,0.00034662742356060354,87.35011073727209,90.54074836610944,0.05890667251419219,0.06782523265671758,0.4449588999104922,0.45584298515373045,16,0.6875
long_form,C5_qwen3,10,2,0.08,7167,0.000689398226652685,0.0011345968974346078,0.0004451986707819228,112.19006503704453,117.02190169389968,0.05890667251419219,0.06782523265671758,0.5932785332139896,0.6077906468716406,16,0.6875
long_form,C5_qwen3,10,10,0.04,7167,0.00012116487247640298,0.0001690789850143715,4.7914112537968516e-05,12.074356359568066,12.442009394905824,0.05890667251419219,0.06782523265671758,0.05932785332139897,0.06077906468716407,16,0.6875
long_form,C5_qwen3,10,10,0.06,7167,0.0001425785213562535,0.00021190400606837425,6.932548471212075e-05,17.470022147454426,18.10814967322185,0.05890667251419219,0.06782523265671758,0.08899177998209844,0.0911685970307461,16,0.6875
long_form,C5_qwen3,10,10,0.08,7167,0.00013787964533053693,0.0002269193794869214,8.903973415638446e-05,22.438013007408884,23.404380338779944,0.05890667251419219,0.06782523265671758,0.11865570664279794,0.12155812937432814,16,0.6875
long_form,C5_qwen3,20,2,0.04,7097,0.0011503455559613396,0.0016856551168920825,0.0005353095609307429,67.4490046772736,70.90016765855137,0.09233782446444294,0.10973829552921847,0.2480375430736305,0.2606076937164556,16,0.6875
long_form,C5_qwen3,20,2,0.06,7097,0.0014664844620007039,0.002230637166127613,0.0007641527041269093,96.28324071999057,103.27786728374183,0.09233782446444294,0.10973829552921847,0.37205631461044564,0.39091154057468336,16,0.6875
long_form,C5_qwen3,20,2,0.08,7097,0.0016099341200791978,0.002577055542556139,0.0009671214224769411,121.85729923209458,133.6073107728759,0.09233782446444294,0.10973829552921847,0.496075086147261,0.5212153874329112,16,0.625
long_form,C5_qwen3,20,10,0.04,7097,0.0002300691111922679,0.00033713102337841645,0.00010706191218614854,13.489800935454715,14.18003353171027,0.09233782446444294,0.10973829552921847,0.0496075086147261,0.052121538743291125,16,0.6875
long_form,C5_qwen3,20,10,0.06,7097,0.00029329689240014073,0.0004461274332255228,0.00015283054082538205,19.256648143998138,20.655573456748407,0.09233782446444294,0.10973829552921847,0.07441126292208913,0.07818230811493668,16,0.6875
long_form,C5_qwen3,20,10,0.08,7097,0.0003219868240158396,0.0005154111085112277,0.00019342428449538811,24.3714598464189,26.72146215457519,0.09233782446444294,0.10973829552921847,0.0992150172294522,0.10424307748658225,16,0.625
long_form,D2_gated_fusion,5,2,0.04,7550,0.0008486343412734111,0.000850522044466487,1.887703193075821e-06,0.9514024093102138,2.552687302270132,0.0729997849602817,0.07295044980566899,0.34162844795428254,0.343032986216753,16,0.5625
long_form,D2_gated_fusion,5,2,0.06,7550,0.0011390984945144308,0.0011395834745016552,4.849799872244306e-07,0.24442991356111304,2.425189225688143,0.0729997849602817,0.07295044980566899,0.5124426719314238,0.5145494793251295,16,0.5625
long_form,D2_gated_fusion,5,2,0.08,7550,0.0013403273028249935,0.001337845176404773,-2.4821264202204776e-06,-1.2509917157911208,1.361796663960758,0.0729997849602817,0.07295044980566899,0.6832568959085651,0.686065972433506,16,0.5625
long_form,D2_gated_fusion,5,10,0.04,7550,0.00016972686825468222,0.00017010440889329745,3.7754063861522927e-07,0.19028048186207555,0.5105374604540073,0.0729997849602817,0.07295044980566899,0.06832568959085651,0.06860659724335061,16,0.5625
long_form,D2_gated_fusion,5,10,0.06,7550,0.00022781969890288612,0.00022791669490033103,9.699599744491323e-08,0.04888598271223627,0.48503784513763126,0.0729997849602817,0.07295044980566899,0.10248853438628476,0.1029098958650259,16,0.5625
long_form,D2_gated_fusion,5,10,0.08,7550,0.0002680654605649987,0.0002675690352809547,-4.964252840439871e-07,-0.2501983431581695,0.2723593327921079,0.0729997849602817,0.07295044980566899,0.13665137918171302,0.13721319448670122,16,0.5625
long_form,D2_gated_fusion,10,2,0.04,7167,0.000605824362382015,0.000634939351475908,2.911498909389295e-05,7.336977251661024,7.504336149337171,0.05890667251419219,0.05972992386233191,0.2966392666069948,0.3005272743625932,16,0.5625
long_form,D2_gated_fusion,10,2,0.06,7167,0.0007128926067812678,0.000755973122948823,4.3080516167555124e-05,10.856290074223892,11.296968438400459,0.05890667251419219,0.05972992386233191,0.4449588999104922,0.4507909115438898,16,0.5625
long_form,D2_gated_fusion,10,2,0.08,7167,0.000689398226652685,0.0007460496249117106,5.6651398259025595e-05,14.27615236127445,15.116576870393384,0.05890667251419219,0.05972992386233191,0.5932785332139896,0.6010545487251864,16,0.5625
long_form,D2_gated_fusion,10,10,0.04,7167,0.00012116487247640298,0.00012698787029518163,5.822997818778652e-06,1.4673954503322204,1.500867229867415,0.05890667251419219,0.05972992386233191,0.05932785332139897,0.06010545487251864,16,0.5625
long_form,D2_gated_fusion,10,10,0.06,7167,0.0001425785213562535,0.00015119462458976457,8.616103233511068e-06,2.1712580148447893,2.259393687680078,0.05890667251419219,0.05972992386233191,0.08899177998209844,0.09015818230877796,16,0.5625
long_form,D2_gated_fusion,10,10,0.08,7167,0.00013787964533053693,0.00014920992498234216,1.1330279651805227e-05,2.855230472254917,3.0233153740786385,0.05890667251419219,0.05972992386233191,0.11865570664279794,0.12021090974503729,16,0.5625
long_form,D2_gated_fusion,20,2,0.04,7097,0.0011503455559613396,0.0014830618363900715,0.00033271628042873193,41.92225133402022,39.665175923406764,0.09233782446444294,0.10020994876740481,0.2480375430736305,0.27771154014339233,16,0.625
long_form,D2_gated_fusion,20,2,0.06,7097,0.0014664844620007039,0.0018983282008615614,0.0004318437388608576,54.41231109646806,51.58596386967629,0.09233782446444294,0.10020994876740481,0.37205631461044564,0.4165673102150885,16,0.625
long_form,D2_gated_fusion,20,2,0.08,7097,0.0016099341200791978,0.002096084862850688,0.00048615074277149,61.254993589207736,58.23221847232265,0.09233782446444294,0.10020994876740481,0.496075086147261,0.5554230802867847,16,0.625
long_form,D2_gated_fusion,20,10,0.04,7097,0.0002300691111922679,0.0002966123672780144,6.654325608574648e-05,8.384450266804057,7.933035184681376,0.09233782446444294,0.10020994876740481,0.0496075086147261,0.05554230802867849,16,0.625
long_form,D2_gated_fusion,20,10,0.06,7097,0.00029329689240014073,0.0003796656401723125,8.636874777217179e-05,10.882462219293647,10.317192773935247,0.09233782446444294,0.10020994876740481,0.07441126292208913,0.0833134620430177,16,0.625
long_form,D2_gated_fusion,20,10,0.08,7097,0.0003219868240158396,0.00041921697257013774,9.723014855429816e-05,12.250998717841568,11.646443694464569,0.09233782446444294,0.10020994876740481,0.0992150172294522,0.11108461605735698,16,0.625
event_driven,B2_tfidf_ridge,5,2,0.04,23855,-3.413842901313607e-05,-6.99165816258417e-05,-3.577815261270563e-05,-18.032188916803637,-15.730104516684536,0.016622867229285312,0.015765128227908883,0.40109198760969234,0.4024538286285165,16,0.375
event_driven,B2_tfidf_ridge,5,2,0.06,23855,-0.0002487628315938451,-0.0003018368049594692,-5.30739733656241e-05,-26.749282576274545,-22.83314608735046,0.016622867229285312,0.015765128227908883,0.6016379814145384,0.6036807429427746,16,0.375
event_driven,B2_tfidf_ridge,5,2,0.08,23855,-0.0005950906928906488,-0.0006650649833069013,-6.997429041625256e-05,-35.26704236979129,-29.428180532898256,0.016622867229285312,0.015765128227908883,0.8021839752193847,0.804907657257033,16,0.375
event_driven,B2_tfidf_ridge,5,10,0.04,23855,-6.827685802627179e-06,-1.3983316325168341e-05,-7.155630522541163e-06,-3.6064377833607457,-3.146020903336919,0.016622867229285312,0.015765128227908883,0.08021839752193848,0.0804907657257033,16,0.375
event_driven,B2_tfidf_ridge,5,10,0.06,23855,-4.9752566318769055e-05,-6.0367360991893895e-05,-1.0614794673124841e-05,-5.34985651525492,-4.566629217470104,0.016622867229285312,0.015765128227908883,0.12032759628290769,0.12073614858855491,16,0.375
event_driven,B2_tfidf_ridge,5,10,0.08,23855,-0.00011901813857812966,-0.00013301299666138028,-1.3994858083250615e-05,-7.053408473958309,-5.885636106579672,0.016622867229285312,0.015765128227908883,0.16043679504387695,0.1609815314514066,16,0.375
event_driven,B2_tfidf_ridge,10,2,0.04,22785,4.660645172267525e-06,-1.0881805595775004e-05,-1.554245076804253e-05,-3.916697593546717,-2.837203734509473,0.023334020283093223,0.023094911681586908,0.3407387063553003,0.34146094558618256,16,0.4375
event_driven,B2_tfidf_ridge,10,2,0.06,22785,-0.00026047970555187754,-0.0002801724099077788,-1.969270435590127e-05,-4.962561497687119,-3.182216358730913,0.023334020283093223,0.023094911681586908,0.5111080595329504,0.5121914183792738,16,0.4375
event_driven,B2_tfidf_ridge,10,2,0.08,22785,-0.0007039338384828753,-0.0007253628152291929,-2.14289767463176e-05,-5.400102140072035,-2.8115028209300372,0.023334020283093223,0.023094911681586908,0.6814774127106006,0.6829218911723651,16,0.4375
event_driven,B2_tfidf_ridge,10,10,0.04,22785,9.321290344534752e-07,-2.1763611191550334e-06,-3.1084901536085086e-06,-0.7833395187093442,-0.5674407469018967,0.023334020283093223,0.023094911681586908,0.06814774127106006,0.06829218911723652,16,0.4375
