disc,model,h,ref_price_model,qlike_R,rel_impr_pct,g_text,dm_q_clustered,p_q_clustered,text_adds
long_form,C2_finbert_s1,10,A5_arima,0.08360433454014628,3.705685042565012,0.21356494365603151,-5.046131195372876,5.637173691164416e-07,True
long_form,C2_finbert_s1,20,A2_har_rv,0.07117849804596708,-0.3272975397240942,-0.4198851815226207,1.3420447089466943,0.17998018848422143,False
long_form,C2_finbert_s1,20,A6_shar,0.07135164980134474,-0.2956762763570318,-0.3840678980728753,1.4199309807961156,0.15603568921770145,False
long_form,C2_finbert_s1,20,A3_garch,0.07404961145137948,-0.32512854491452803,-0.8754625064939533,0.4016102718638718,0.6880831814203624,False
long_form,C2_finbert_s1,20,A4_egarch,0.07058113670586605,-0.22983531704349425,-0.8402011615519871,-0.9490758563333924,0.3428821426810528,False
long_form,C2_finbert_s1,20,A5_arima,0.06893816309905686,-0.3377699036612107,-0.5709816699138704,0.41430641308048444,0.6787660100881774,False
long_form,C6_llmtext,5,A2_har_rv,0.12089601073739074,1.9441395631503955,0.27274392869363,-6.210773873274931,8.512667786340153e-10,True
long_form,C6_llmtext,5,A6_shar,0.1209831496009451,1.9971189950304025,0.2780085672428426,-6.228768124577577,7.631073462076916e-10,True
long_form,C6_llmtext,5,A3_garch,0.11871357756208147,1.3670464421240704,0.3003481684331566,-5.261333609210785,1.8430229951378417e-07,True
long_form,C6_llmtext,5,A4_egarch,0.11435938778369764,0.9736186658413665,0.2694764672079224,-4.273750332114285,2.1564631561273706e-05,True
long_form,C6_llmtext,5,A5_arima,0.11918382650586508,1.702466825053121,0.26432914527129947,-5.539811263289105,4.1241941781412144e-08,True
long_form,C6_llmtext,10,A2_har_rv,0.08626101480499217,1.841425407000321,0.29693743843009723,-6.7652097117155545,2.646508529961151e-11,True
long_form,C6_llmtext,10,A6_shar,0.08650428417809598,1.8445883265002454,0.29416800860830233,-6.805024883904143,2.040349477915152e-11,True
long_form,C6_llmtext,10,A3_garch,0.0869970889897084,1.8715985021121246,0.38318988976795615,-5.840207875269003,7.706451515832098e-09,True
long_form,C6_llmtext,10,A4_egarch,0.08180370687899544,1.3613990429059917,0.35405196812615813,-4.758532185915922,2.331540110890543e-06,True
long_form,C6_llmtext,10,A5_arima,0.08360433454014628,1.586524554637205,0.27818463580550157,-5.834335124083198,7.970827393964795e-09,True
long_form,C6_llmtext,20,A2_har_rv,0.07117849804596708,0.25784659282299643,0.07386684337288411,-3.290668975763377,0.0010453574395491389,True
long_form,C6_llmtext,20,A6_shar,0.07135164980134474,0.25664326226811623,0.07433706197190323,-3.2192940202719567,0.0013393719760930072,True
long_form,C6_llmtext,20,A3_garch,0.07404961145137948,0.619351554628258,0.14398455804895563,-3.809808135487739,0.00015024844571157845,True
long_form,C6_llmtext,20,A4_egarch,0.07058113670586605,0.5660985468352796,0.14392502879508282,-3.5820839171164236,0.0003624526464293777,True
long_form,C6_llmtext,20,A5_arima,0.06893816309905686,0.2840362940751145,0.06821303843050347,-3.5871287357717416,0.00035562896608770927,True
event_driven,C2_finbert_s1,5,A2_har_rv,0.12676625233266667,2.0104472279707437,0.17635693797375915,-5.022595716484557,6.039819756183601e-07,True
event_driven,C2_finbert_s1,5,A6_shar,0.12676643921838593,2.0169218981217147,0.1776790798301268,-5.011662764500015,6.384365832448619e-07,True
event_driven,C2_finbert_s1,5,A3_garch,0.12179915407073325,-0.19253998095701627,-0.030901861414349228,1.847664062946091,0.06494761685766685,False
event_driven,C2_finbert_s1,5,A4_egarch,0.12518096817253363,-0.988961429153467,-0.08704969558600474,3.631187538696477,0.0002965044917108473,False
event_driven,C2_finbert_s1,5,A5_arima,0.12636899952414893,1.6533247472347643,0.15821185193523288,-4.3709159918869664,1.367229885372865e-05,True
event_driven,C2_finbert_s1,10,A2_har_rv,0.08918809567298613,1.9207200701664722,0.16413772048087155,-5.304715296790147,1.392293578420101e-07,True
event_driven,C2_finbert_s1,10,A6_shar,0.08912618017344862,1.9153739400264609,0.16321258861623175,-5.3661809535923695,1.0016695698392946e-07,True
event_driven,C2_finbert_s1,10,A3_garch,0.08616987157496565,-0.47955843712524315,-0.08316552879961328,2.2752786302757757,0.023102274995842546,False
event_driven,C2_finbert_s1,10,A4_egarch,0.08829435506618112,-1.478817491619077,-0.13867902141917368,3.5195304293522467,0.0004519811906895559,False
event_driven,C2_finbert_s1,10,A5_arima,0.0879289613448681,1.318726019759463,0.12503666894018056,-4.65905512234931,3.610190080661524e-06,True
event_driven,C2_finbert_s1,20,A2_har_rv,0.06506059639027542,0.7504385727475628,0.405984828347263,-0.31414390442797835,0.7534786053093058,False
event_driven,C2_finbert_s1,20,A6_shar,0.06502063230734743,0.7816304418542926,0.40456648339713014,-0.3679934132015948,0.7129576118351812,False
event_driven,C2_finbert_s1,20,A3_garch,0.06533846619847995,-2.7042435662922606,0.24636232504345007,4.465569357999939,8.913969142587188e-06,False
event_driven,C2_finbert_s1,20,A4_egarch,0.06636045184934272,-1.579519134056489,0.2283346229305592,2.705976700181083,0.006928656366145354,False
event_driven,C2_finbert_s1,20,A5_arima,0.06378775240065054,-1.1737472100303186,0.36327153848052046,1.7106766096814725,0.08745730605368254,False
event_driven,C6_llmtext,5,A2_har_rv,0.12676625233266667,1.2022879452640782,0.26622519311166215,-4.800164805469856,1.8283944580383642e-06,True
event_driven,C6_llmtext,5,A6_shar,0.12676643921838593,1.2045886947021833,0.26194124483699055,-4.886187554150828,1.1976024320479667e-06,True
event_driven,C6_llmtext,5,A3_garch,0.12179915407073325,0.23307072613252391,0.14163671284176224,-1.0667852649507599,0.2863275840872978,False
event_driven,C6_llmtext,5,A4_egarch,0.12518096817253363,0.7049484195016343,0.17640072583238653,-2.200984898745901,0.027966147557804178,True
event_driven,C6_llmtext,5,A5_arima,0.12636899952414893,1.1193887256940438,0.2837116125646998,-4.033217098207031,5.922705728377383e-05,True
event_driven,C6_llmtext,10,A2_har_rv,0.08918809567298613,0.9191764023167399,0.2758342326055502,-3.0652090286478204,0.0022341355570007775,True
event_driven,C6_llmtext,10,A6_shar,0.08912618017344862,0.9189551149463894,0.2697441655963331,-3.1556373486711298,0.001649827079819059,True
event_driven,C6_llmtext,10,A3_garch,0.08616987157496565,0.02570494102995503,0.14938725294027738,0.7178552614850378,0.47301589162540236,False
event_driven,C6_llmtext,10,A4_egarch,0.08829435506618112,0.5143703750913671,0.1917644156930817,-0.9501845919014591,0.3422503660689512,False
event_driven,C6_llmtext,10,A5_arima,0.0879289613448681,0.7199668053394661,0.2808514690574122,-2.0095177330117173,0.044753244442515085,True
event_driven,C6_llmtext,20,A2_har_rv,0.06506059639027542,0.6014567142980093,0.25198624990913576,-1.702930104107258,0.08889823481323134,False
event_driven,C6_llmtext,20,A6_shar,0.06502063230734743,0.6076838292944385,0.24751690621653713,-1.7812730569137802,0.0751774962969796,False
event_driven,C6_llmtext,20,A3_garch,0.06533846619847995,0.08062476873344579,0.21822698400776022,-0.017821460374573724,0.9857849121024898,False
event_driven,C6_llmtext,20,A4_egarch,0.06636045184934272,0.5274045897684816,0.2532142463189686,-0.9360084956600494,0.3494994041312043,False
event_driven,C6_llmtext,20,A5_arima,0.06378775240065054,0.3695174383493782,0.244547624875965,-0.8168085085609679,0.41423638041644506,False
