run_id,config_sha256,training_sha256_or_blank,n_config_keys,released_config_sha256,released_training_sha256_or_blank,sanitised_fields
B2_tfidf_ridge_anonmask_full_event_driven_seed2026,02eeaf3d1c2c55c6536948ef750661bd3c4f5b614bb77466906f55bf7094a5e7,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,6,e4d215b80348fa371b3bf062c4ac69f65b68498771dd11014181c719cb1f3ce5,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,anon.masked_store;vocabulary
B2_tfidf_ridge_anonmask_full_long_form_seed2026,93f6044cc4b1a4aa766a69bc2d3352386d1049069dfef03779333a32d7e98e19,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,6,b2d6514d6a679b0111c59b2f1457e8824cc17e4557de50e529a2c27d724329ab,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,anon.masked_store;vocabulary
B2_tfidf_ridge_full_combined_seed2026,5049277a86fce6bf26d16586554ae9ac068e89ff17f15209a07381f3595a1feb,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,5049277a86fce6bf26d16586554ae9ac068e89ff17f15209a07381f3595a1feb,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B2_tfidf_ridge_full_event_driven_seed2026,1836f155c098ca015555b45a1998b608b9210756508128c06f3b5ea05d8a4751,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,1836f155c098ca015555b45a1998b608b9210756508128c06f3b5ea05d8a4751,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B2_tfidf_ridge_full_long_form_seed2026,c63f66aa3bc7c93dfa555a0ececd1b760bd1ea72fe4cf4d54c841c3c8376363f,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,c63f66aa3bc7c93dfa555a0ececd1b760bd1ea72fe4cf4d54c841c3c8376363f,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B2d_tfidf_delta_full_long_form_seed2026,6bddecbcb41d10622fe347dc9605aa388f3966a708ea36d9e485f95243008f73,359ba9a52218e2fa1bedf652b5c739c88bbeb0229f56eb927a59734a4c79189b,8,6bddecbcb41d10622fe347dc9605aa388f3966a708ea36d9e485f95243008f73,359ba9a52218e2fa1bedf652b5c739c88bbeb0229f56eb927a59734a4c79189b,
B2sec_item1a_full_long_form_seed2026,2b0b29a4b0e5118a14d379fd6d0806fb4519aaa477416bee56c38240064dcb62,,2,2b0b29a4b0e5118a14d379fd6d0806fb4519aaa477416bee56c38240064dcb62,,
B2sec_item7_full_long_form_seed2026,e709449439a2e5b20b31a866b9b49cb91a188ab90040c21678c0e9f44570fdf9,,2,e709449439a2e5b20b31a866b9b49cb91a188ab90040c21678c0e9f44570fdf9,,
B2sec_item7a_full_long_form_seed2026,cce434ffe0f4e820c7f50d4e4bdd000dcd96c4ffa3f32787724d25bd42c5866a,,2,cce434ffe0f4e820c7f50d4e4bdd000dcd96c4ffa3f32787724d25bd42c5866a,,
B2sec_rest_full_long_form_seed2026,ad15263c4d354abe4d1106c26b18f1886e63f7dbddf02818010bc92d68aa7bf1,,2,ad15263c4d354abe4d1106c26b18f1886e63f7dbddf02818010bc92d68aa7bf1,,
B3_lm_linear_full_combined_seed2026,34f7d4a3a94cb660f62eb432e28aa9c73aeef4d57de4fea83a2eea51e7396a6c,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,34f7d4a3a94cb660f62eb432e28aa9c73aeef4d57de4fea83a2eea51e7396a6c,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B3_lm_linear_full_event_driven_seed2026,dc54e1907c0f6c34954c170306a9eb1395de8a33287dcfc057ebecdd82ebcd84,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,dc54e1907c0f6c34954c170306a9eb1395de8a33287dcfc057ebecdd82ebcd84,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B3_lm_linear_full_long_form_seed2026,25a6251ba738a69d747e2687f7f4069a50a11054ff77ebe9caed979de6400d4f,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,25a6251ba738a69d747e2687f7f4069a50a11054ff77ebe9caed979de6400d4f,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B4_lm_features_full_combined_seed2026,5f11b52cedf642e8d7d012518a5978a6d4cf855037e5a577aec6457de52f2a7d,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,5f11b52cedf642e8d7d012518a5978a6d4cf855037e5a577aec6457de52f2a7d,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B4_lm_features_full_event_driven_seed2026,c9615db057fcc7c803600ac58b64abd2ea114f5cfec2bceecbcbcbb5ac404154,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,c9615db057fcc7c803600ac58b64abd2ea114f5cfec2bceecbcbcbb5ac404154,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B4_lm_features_full_long_form_seed2026,68165f0cb1fca20dccf8913774f32c502a910c338d333f72d17cdab3ea9fc1fa,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,5,68165f0cb1fca20dccf8913774f32c502a910c338d333f72d17cdab3ea9fc1fa,a173db4b740a2f847b969f0076a1a1ba908ba931b499cf97ecab41428510a724,
B6_textchange_full_long_form_seed2026,2fcfdd9a65309285d198bfac76662e9136174ffe9b7155ab18c3999ac577050e,,2,2fcfdd9a65309285d198bfac76662e9136174ffe9b7155ab18c3999ac577050e,,
C1_bert_s1_full_combined_seed2026,df96a99673fd0dc268bf455093950ec7575ce043ac9855c49928b396b3e14035,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,df96a99673fd0dc268bf455093950ec7575ce043ac9855c49928b396b3e14035,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_combined_seed2027,53b8542f6a8f0d915ecc55d3b885d56cbc6131fa8145ef9e3a6dfa9c7e3faaa2,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,53b8542f6a8f0d915ecc55d3b885d56cbc6131fa8145ef9e3a6dfa9c7e3faaa2,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_combined_seed2028,ef78e48ae6c26b57f5ac1132be5ad00ad5dc1c9138e540227218148b736d0eb9,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,ef78e48ae6c26b57f5ac1132be5ad00ad5dc1c9138e540227218148b736d0eb9,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_event_driven_seed2026,8a91228c19a812cc5563fe60297133c3b5a09774e3d38cd0c3395f9dcf45c40e,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,8a91228c19a812cc5563fe60297133c3b5a09774e3d38cd0c3395f9dcf45c40e,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_event_driven_seed2027,63f20ea3eab650ac595762ee7fc2242862614f7f6d1790ecfddd672ae71a7a2a,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,63f20ea3eab650ac595762ee7fc2242862614f7f6d1790ecfddd672ae71a7a2a,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_event_driven_seed2028,df9e296315071e743ad5dfdb461e82e8d603b3eabd0da41e66278c9639091661,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,df9e296315071e743ad5dfdb461e82e8d603b3eabd0da41e66278c9639091661,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_long_form_seed2026,e11a695082b4a01aaa28c398e313449fe8e6f6c6f60221d4076563932938ad3a,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,e11a695082b4a01aaa28c398e313449fe8e6f6c6f60221d4076563932938ad3a,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_long_form_seed2027,34cd98b0a737c34a82644765adb8b0226d9fa61b4c71a41cbdc14d815b1ff5d8,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,34cd98b0a737c34a82644765adb8b0226d9fa61b4c71a41cbdc14d815b1ff5d8,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s1_full_long_form_seed2028,1fcf3cb3cb2ad8898896e59669dc3ace01397c6354dc4e617ad5283ff2d3364d,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,1fcf3cb3cb2ad8898896e59669dc3ace01397c6354dc4e617ad5283ff2d3364d,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C1_bert_s2_full_combined_seed2026,ebd51489c407e9e49948cf496c1703ea486293ab26fda1cf50ad25199d3da9dd,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,ebd51489c407e9e49948cf496c1703ea486293ab26fda1cf50ad25199d3da9dd,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_combined_seed2027,264aaf3f9dd62b0cb21eb20f5483ff0083f900dd009c0154fda7e70b935d80a6,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,264aaf3f9dd62b0cb21eb20f5483ff0083f900dd009c0154fda7e70b935d80a6,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_combined_seed2028,f8a52bb62a1c2b4901ab7015db5da89d99742b174868729656e85cdca7df16ff,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,f8a52bb62a1c2b4901ab7015db5da89d99742b174868729656e85cdca7df16ff,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_event_driven_seed2026,4bccb28740fe96e3c7a9783c6242c054d21c823bd0bf3e351ec447dde9d34b2e,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,4bccb28740fe96e3c7a9783c6242c054d21c823bd0bf3e351ec447dde9d34b2e,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_event_driven_seed2027,010135190b8e68fa1c9808cd2247032de83bfd8990b4b5b6a88dc2cac7220c8c,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,010135190b8e68fa1c9808cd2247032de83bfd8990b4b5b6a88dc2cac7220c8c,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_event_driven_seed2028,e53b4981d0d7ff099313f88952d47d604372a8a5ee89e3952aeb83e353f3192e,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,e53b4981d0d7ff099313f88952d47d604372a8a5ee89e3952aeb83e353f3192e,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_long_form_seed2026,f1f85223b473d304aeb630915c106ddae36c9f0dacda602689b09fbb5eb7f6d9,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,f1f85223b473d304aeb630915c106ddae36c9f0dacda602689b09fbb5eb7f6d9,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_long_form_seed2027,40f3b52d7e464363eb0dc196c363cd78a275ef4cef3a2a1b05250a922667c1ae,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,40f3b52d7e464363eb0dc196c363cd78a275ef4cef3a2a1b05250a922667c1ae,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C1_bert_s2_full_long_form_seed2028,0cd5f121a5dc932eb408ba6adc04ae1611227232c3123289a2900c15f44c0851,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,0cd5f121a5dc932eb408ba6adc04ae1611227232c3123289a2900c15f44c0851,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s1_anonctrl_full_event_driven_seed2026,34e5bb9504a517fad10af06fcc2225bc4271a8f040e17934ddd1fa0709bb6fea,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,6,e29fb4fe92dc49028a26a12fcfd872d4cedb584a6709a67cf1660043e5e3f25c,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,vocabulary
C2_finbert_s1_anonmask_full_event_driven_seed2026,f4955e7ab136fecedda08ad171f146733ff05206972f9736b9228de8d9aba43e,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,6,7a6a00d05e088556bdd9957077f7d97394674f19ae6a96b3a4c2aa4e2298ec85,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,anon.masked_store;vocabulary
C2_finbert_s1_full_combined_seed2026,c9843c593e9ead051e75238847b6b9424125bf64e31797229f816d70815714c9,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,c9843c593e9ead051e75238847b6b9424125bf64e31797229f816d70815714c9,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_combined_seed2027,5bfcbff26f1761ad1b08954b89f1ccc84c766ff3deb8cb9d00f24d3c2aab46c0,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,5bfcbff26f1761ad1b08954b89f1ccc84c766ff3deb8cb9d00f24d3c2aab46c0,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_combined_seed2028,150a9344567ba302e959a1b1862a27ba075be93c22d4aa79bedbdcfc01e073af,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,150a9344567ba302e959a1b1862a27ba075be93c22d4aa79bedbdcfc01e073af,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_event_driven_seed2026,a06f9a8813497949276c5a426bf071567b5cf4865ee1ed9d2bbaae738cfe47d8,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,a06f9a8813497949276c5a426bf071567b5cf4865ee1ed9d2bbaae738cfe47d8,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_event_driven_seed2027,2b500cf26216ce9c902f784510adc79f1a4d77de8acdcc5a34d9271f249a9ec4,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,2b500cf26216ce9c902f784510adc79f1a4d77de8acdcc5a34d9271f249a9ec4,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_event_driven_seed2028,f7068469cf6e47cbafaae413242b600a628c1103a7051331ee5d62b2b9594f98,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,f7068469cf6e47cbafaae413242b600a628c1103a7051331ee5d62b2b9594f98,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_long_form_seed2026,b5369e241235a2e144633422ee3d897ce3c2e0874b93859c87bb6cd812790de2,8f3bdf9552d2ba3c122e17267a43b024db400a77a1d419baff3da1d2f846ba3d,5,b5369e241235a2e144633422ee3d897ce3c2e0874b93859c87bb6cd812790de2,8f3bdf9552d2ba3c122e17267a43b024db400a77a1d419baff3da1d2f846ba3d,
C2_finbert_s1_full_long_form_seed2027,c9a9ae1f1c2abd5599e7de00c342991f20e5f54f1b9c4cf98b95fab0eb777fa3,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,c9a9ae1f1c2abd5599e7de00c342991f20e5f54f1b9c4cf98b95fab0eb777fa3,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s1_full_long_form_seed2028,5a85b8f13aa3438154b301830af3a81d6cc809d2939517fe006803b33adafb0d,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,5,5a85b8f13aa3438154b301830af3a81d6cc809d2939517fe006803b33adafb0d,00e839db47c5483415ff6c6b987723952c49a4eee3d57052083179aecabb2946,
C2_finbert_s2_full_combined_seed2026,419403fc1ed6deb2e85e371a19b944cad9405c2bb8b2c57d3d960445bcdd46f7,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,419403fc1ed6deb2e85e371a19b944cad9405c2bb8b2c57d3d960445bcdd46f7,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s2_full_combined_seed2027,a36327f4761308d299cf226e731adef148251ffd41eb89d523a49ec1713b1192,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,a36327f4761308d299cf226e731adef148251ffd41eb89d523a49ec1713b1192,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s2_full_combined_seed2028,0a915070d1ef085bc108d715e62bb56e13d9e1d6064659f4bbdc9a589fa3bf66,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,0a915070d1ef085bc108d715e62bb56e13d9e1d6064659f4bbdc9a589fa3bf66,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s2_full_event_driven_seed2026,33b13bb8fa6ed57b064f52022ecad86757206849f7d31025fb99da3523e37746,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,33b13bb8fa6ed57b064f52022ecad86757206849f7d31025fb99da3523e37746,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s2_full_event_driven_seed2027,48965919783d4313afda5b9c906591ce2803a2afa53daefd6cb7b381badae635,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,48965919783d4313afda5b9c906591ce2803a2afa53daefd6cb7b381badae635,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
C2_finbert_s2_full_event_driven_seed2028,b66a32db40b9023a2a7e0e6b6de52d42f602fd8259a4526bf78f2c4cf3896c22,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,5,b66a32db40b9023a2a7e0e6b6de52d42f602fd8259a4526bf78f2c4cf3896c22,1ebb2ff06a9385696b4d5619564b8ec851b4c47982c8a7e08d6cb26f831c6e7a,
